Attraction,Category,Subclass,Address,Tag,Participants,etc,cafe,max,type
롯데호텔 L7 강남,숙소,4성급,서울특별시 강남구 테헤란로 415,#L7강남#강남구#강남호텔#롯데호텔#롯데호텔L7#롯데호텔L7강남#서울숙소#숙박,164,,,,
더벨스파 동대문현대시티아울렛점,관광,"피부,체형관리",서울특별시 중구 장충단로13길 20 현대시티아울렛 지하1층,#관광지#동대문#마사지#서울여행#족욕#피로회복,118,,,,
서울서둘째로잘하는집,음식,차,서울특별시 종로구 삼청로 122-1,#단팥죽#맛집#분위기_좋은#삼청동#삼청동맛집#생강대추차#수정과#식혜#십전대보탕#음식#팥죽#팥죽집,"1,465",,,,
자인뭉티기,음식,소고기구이,서울특별시 서초구 강남대로37길 24-7 호원빌딩,#맛집#명품구이#모둠구이#뭉티기#육회#음식,270,,,,
양반댁,음식,한정식-일반,서울특별시 종로구 인사동길 19-18 양반댁,#간장게장#교자상#맛집#삼합#서울맛집#수라상#양반댁#양반정식#육회#음식#진지상#친환경_농산물#한정식코스요리,290,,,,
비단길 현대시장,관광,시장,서울특별시 금천구 독산로27길 52,#금천구전통시장#독산동현대시장#비단길현대시장#쇼핑#재래시장#전통시장,177,,,,
엔터식스 왕십리역점,관광,"상가,아케이드",서울특별시 성동구 왕십리광장로 17,#성동구쇼핑#쇼핑#유럽풍#테마파크형쇼핑몰,"2,947",,,,
아이유푸드,음식,정육점,서울특별시 금천구 범안로21길 14,#쇼핑#아이유푸드#아이유푸드정육점#친환경정육점#친환경축산물판매점,21,,,,
미자식당,음식,"해물,생선요리",서울특별시 동작구 노들로 674 노량진수산물도매시장 2층 8호,#맛집#매운탕#양념상차림#음식#회양념,215,,,,
평안도만두집,음식,한식,서울특별시 종로구 새문안로3길 30 도렴구역 제18지구,#김치찌개#만두전골#만두전골#만둣국#맛집#빈대떡#음식#접시만두#제육#종로구,456,,,,
지화자,음식,한정식-일반,서울특별시 종로구 자하문로 125,#맛집#소갈비구이수라#소갈비찜수라#외국인도_선호하는#음식#장금만찬#전복초수라#진어만찬#진어별만찬,94,,,,
인사동그집,음식,한식,서울특별시 종로구 인사동12길 3 인사동그집,#맛집#음식,594,,,,
라칸티나,음식,이탈리아음식,서울특별시 중구 을지로 19 삼성빌딩 지하1층,#라자냐#맛집#음식#파스타,589,,,,
행복한백화점,관광,백화점,서울특별시 양천구 목동동로 309 중소기업유통센터,#목동백화점#쇼핑#양천구마트#양천구백화점#오목교역백화점,"1,858",,,,
호텔 더 디자이너스 청량리 Hotel the designers,숙소,2성급,서울특별시 동대문구 왕산로 226,#서울#서울숙소#숙박,77,,,,
동적불고기깡통구이 쌍문 본점,음식,"육류,고기요리",서울특별시 도봉구 도봉로109길 30,#동적불고기#동적불고기깡통구이쌍문본점#쌍리단길맛집#쌍문동맛집#쌍문맛집#음식,"3,438",,,,
어양,음식,중식당,서울특별시 송파구 위례성대로 14 지하 1층,#맛집#양장피#음식#짜장면#짬뽕#코스요리#탕수우럭#탕수육#해물누룽지,119,,,,
서래본갈비,음식,"육류,고기요리",서울특별시 서초구 사평대로 126,#갈비식당#서래마을갈비#서래마을고깃집#서래마을식당#서래본가#음식#한우생갈비#호텔분위기식당,295,,,,
나이아가라호텔,숙소,3성급,서울특별시 강서구 양천로 743,#강서구#나이아가라호텔#서울숙소#숙박#염창동호텔#친구와함께#한강뷰#한강뷰호텔#호캉스,17,,,,
단미그린비,음식,한식,서울특별시 강남구 밤고개로14길 13-50,#강남한정식#단미그린비#상견례식당#음식#자곡동한정식#한정식,232,,,,
갯마을,음식,낙지요리,서울특별시 종로구 세종대로21길 75,#녹두부침#떡국#떡만두국#만두국#만두전골#맛집#손만둣국#용산구#음식,194,,,,
그리츠 레스토랑,음식,뷔페,서울특별시 영등포구 의사당대로 16 로비층,#뷔페#식품의약품안전처_음식점위생등급_매우우수(2017년)#영등포맛집#음식#음식점위생등급,"2,372",,,,
아승지,음식,사찰음식,서울특별시 영등포구 신길로 176,#맛집#서울시#아승지_정식#아승지정식#영등포구#음식#한식,111,,,,
광장싸롱 1961,음식,한방카페,서울특별시 종로구 동호로 403-3 (종로5가) 1.2층,#광장시장#레트로#빈티지#음식#전통차#종로강남한의원#청계천,310,,,,
태림산채정식,음식,한식,서울특별시 도봉구 노해로60길 32 1층,#건강식#더덕구이정식#맛집#불고기정식#산채정식#음식,439,,,,
문래근린공원,관광,근린공원,서울특별시 영등포구 문래동3가 61,#516벙커#관광지#문래공원#문래근린공원#문래창작촌#박정희대통령동상#박정희벙커#영등포문래근린공원,15,,,,
을지로 원형들,음식,"카페,디저트",서울특별시 중구 창경궁로1길 38 4층,#가볼래터#감성카페#고수케이크#딜케이크#여행구독#음식#이색디저트#충무로카페,396,,,,
산도토리임자탕,음식,한식,서울특별시 도봉구 덕릉로60길 13,#가족식사_추천#도토리묵무침#도토리묵밥#도토리임자탕#도토리전#맛집#음식,"1,335",,,,
향림,음식,중식당,서울특별시 노원구 한글비석로 127 마린스포츠센터 2층,#냉채류#노원구#닭고기류#담백한_맛#두부·야채류#맛집#밥·면류#샥스핀류#서울시#소고기·돼지고기류#외국인도_선호하는#음식#정성가득#중화요리#해삼·전복류,258,,,,
금용문,음식,중식당,서울특별시 종로구 새문안로5가길 7 세종클럽 2층,#가족식사_추천#금용문_중식코스#금용문전가복#딤섬류#맛집#매운새우돈육말이#삼선짜장#우럭튀김#음식#종로구#중국집#차돌짬뽕,245,,,,
깃대봉냉면,음식,냉면,서울특별시 중구 청계천로 400 베네치아메가몰 2층 2038호,#냉면#만두#맛집#음식,"1,159",,,,
순희네빈대떡,음식,"전,빈대떡",서울특별시 종로구 종로32길 5,#고기완자언론소개_맛집#녹두빈대떡#맛집#음식,"4,101",,,,
메세나폴리스 몰,관광,"상가,아케이드",서울특별시 마포구 양화로 45 메세나폴리스,#가족과함께#남녀노소#대형마트#마포구#문화공간#쇼핑#스트리트몰#열린문화공간#패션#합정역,114,,,,
곰국시집 명동,음식,국수,서울특별시 중구 무교로 24 2층,#맛집#음식,498,,,,
메리어트 이그제큐티브 아파트먼트 서울 여의도,숙소,5성급,서울특별시 영등포구 여의대로 8,#서울숙소#숙박,53,,,,
만강 수서점,음식,한식,서울특별시 강남구 밤고개로21길 81,#강남맛집#서울맛집#음식#한정식,115,,,,
해담채 서여의도점,음식,해담채,서울특별시 영등포구 은행로 30 중소기업중앙회 1층,#영등포맛집#음식#코스요리#해담채,337,,,,
다락정,음식,"칼국수,만두",서울특별시 종로구 삼청로 131-1,#김치만두전골#만두#맛집#불고기#삼청동맛집#서울맛집추천#음식,282,,,,
백원,음식,중식당,서울특별시 영등포구 여의공원로 101 CCMM빌딩 12F,#맛집#음식#코스요리,44,,,,
호텔 삼정,숙소,4성급,서울특별시 강남구 봉은사로 150,#강남구#서울숙소#숙박,102,,,,
수유시장,관광,시장,서울특별시 강북구 도봉로71길 2,#배달전통시장#비대면장보기#서울재래시장#쇼핑#수유시장#수유재래시장#수유전통시장,51,,,,
KT&G 상상마당 디자인스퀘어,관광,"가구,인테리어",서울특별시 마포구 어울마당로 65 상상마당빌딩,#기념품#문화활동#복합문화공간#쇼핑#외국인친구에게추천#홍대,815,,,,
아리차이,음식,중식당,서울특별시 관악구 신림동길 4,#국코스가성비_갑#맛집#매코스#아리차이코스#음식,"1,218",,,,
익선동 그집,음식,"칼국수,만두",서울특별시 종로구 삼일대로30길 34-4,#만두#맛집#음식#익선동맛집#종로구#칼국수#칼만두,203,,,,
롯데시티호텔 구로,숙소,3성급,서울특별시 구로구 디지털로 300 지밸리비즈플라자,#구로구#롯데시티호텔#롯데시티호텔구로#비즈니스호텔#서울숙소#서울호텔#숙박#호캉스,192,,,,
먹고을전주콩나물국밥 묵동본점,음식,한식,서울특별시 중랑구 중랑역로 268,#음식,"1,244",,,,
명품기사식당뚝다리김치찌개,음식,기사식당,서울특별시 강동구 천중로 175,#강동구김치찌개전문점#기사식당맛집#김치찌개맛집#뚝다리김치찌개#명품기사식당뚝다리김치찌개#음식#천호김치찌개전문점,236,,,,
요리하는남자,음식,이탈리아음식,서울특별시 송파구 백제고분로7길 27 반석빌딩 지하1층,#가성비_갑#남녀노소#맛집#분위기_좋은가족식사_추천#블랙치킨샐러드#서양식#안심_팬스테이크#연인과함께#음식#이탈리아음식#청포도리코타샐러드,780,,,,
성수족발,음식,"족발,보쌈",서울특별시 성동구 아차산로7길 7 동진빌딩 1층 성수족발,#맛집#서울3대족발#성수맛집#순대국#음식#음식점#족발#족발맛집,"1,741",,,,
키미아트,음식,카페,서울특별시 종로구 평창30길 47,#맛집#수도권#음식#카페#키미아트카페,192,,,,
문배동 육칼,음식,"칼국수,만두",서울특별시 용산구 백범로90길 50,#남녀노소#맛집#문배동#서울맛집#서울여행#육개장#육계장#육칼#음식#전국맛집#친구와함께#칼국수#칼국수,"1,067",,,,
POOM아트박스 (신촌점),관광,"문구,팬시용품",서울특별시 서대문구 명물길 23,#디자인#디자인상품#디자인숍#쇼핑#신촌문구점#신촌아트박스#신촌팬시용품점#신촌팬시점#신촌학용품쇼핑,898,,,,
청담골,음식,한식,서울특별시 강남구 선릉로148길 48 미준빌딩 1층,#가정식_백반#갈치구이_백반#누룽지_정식#맛집#삼치구이#음식#음식점#제육볶음_백반#조기구이_백반#청담골#한정식,563,,,,
몽실이네 토종한우,음식,소고기구이,서울특별시 성동구 마장로35길 70 1층,#갈비살#갈비탕#맛집#살치살#안심#육사시미#육회#음식#한우등심#한우모둠#한우한마리,211,,,,
오크우드 프리미어 코엑스,숙소,5성급,서울 강남구 테헤란로87길 46,#가족과함께#강남무역센터#강남호텔#서울숙소#서울호텔#숙박#연인과함께#오크프리미어코엑스#친구와함께#코엑스#코엑스호텔#호캉스,209,,,,
드어반관광호텔,숙소,1성급,서울특별시 강서구 곰달래로24길 35,#강서구#서울숙소#숙박,23,,,,
미진,음식,한식,서울특별시 종로구 종로 19,#가족식사_추천#맛집#메밀국수#메밀묵밥#보쌈정식#음식#종로맛집#판메밀,"4,665",,,,
동심한정식,음식,한정식-일반,서울특별시 중구 퇴계로27길 12-4 충무로역 5번출구,#간장게장정식#맛집#보리굴비정식#서울시#음식#중구,40,,,,
남원추어탕 풍천장어,음식,한식,서울특별시 강남구 영동대로86길 27,#강남구#건강한요리#건강한음식#맛집#음식#추어탕#추어탕맛집#한식#한식당#한식맛집,75,,,,
산삼청각,음식,"육류,고기요리",서울특별시 송파구 송이로 151,#가락동돼지갈비#가족모임식당#갈비집#산삼청각#송파가족모임식당#송파돼지갈비#숯불구이맛집#음식#한옥식당,656,,,,
테르트르카페,음식,카페,서울특별시 종로구 낙산5길 46,#갤러리카페#서울데이트코스#서울루프탑카페#서울뷰맛집#서울야경#서울야경명소#서울전망대카페#음식#창신동뷰카페#테르트르#테르트르카페,"1,431",,,,
프리스비 (Frisbee) 건대점,관광,"컴퓨터,모니터",서울특별시 광진구 능동로 92 스타시티 1층,#Apple#서울프리스비#쇼핑#애플매장#체험형스토어#프리스비건대점,179,,,,
최수사 대게마을,음식,일식당,서울특별시 강남구 논현로 429 3층,#강남구#대게정식#맛집#사시미코스#서울시#음식,93,,,,
정식당,음식,한식,서울특별시 강남구 선릉로158길 11,#가족과함께#맛집#연인과함께#음식#정식당#코스요리#파인다이닝#한식,583,,,,
이비스 스타일 앰배서더 서울 강남,숙소,3성급,서울특별시 강남구 삼성로 431 이비스 스타일 앰배서더 강남 호텔,#강남구#서울숙소#숙박#이비스앰배서더,37,,,,
인사동큰집,음식,한식,서울특별시 종로구 인사동6길 7,#맛집#음식#인사동맛집#한식#한정식,77,,,,
궁가는여우,관광,한복대여,서울특별시 종로구 자하문로 3 지하 1층,#쇼핑#한복#한복대여점#한복체험점,82,,,,
아리랑힐 호텔 동대문,숙소,3성급,서울특별시 성북구 아리랑로 8,#관광호텔#동대문호텔#베스트웨스턴아리랑힐동대문#서울숙소#서울호텔#성북구#숙박#호텔,137,,,,
옥류헌릴렉스,음식,"카페,디저트",서울특별시 강북구 삼양로181길 142 옥류헌릴렉스,#감성카페#계곡#계곡카페#모닥불#모닥불캠프#옥류헌릴렉스#우이동계곡카페#우이동릴렉스#우이동카페#우이천#음식#카페,"2,785",,,,
북한산 족두리봉,관광,"봉우리,고지",서울특별시 은평구 불광동,#관광지#등산#북한산#서울_여행지_추천#서울가볼만한곳#서울권,14,,,,
위대한밥상 영광,음식,한정식-일반,서울특별시 서초구 사평대로56길 7,#굴비정식#맛집#서울특별시#서초구#음식#한식,38,,,,
부일갈비,음식,"육류,고기요리",서울특별시 서초구 서초중앙로2길 42 1층 부일갈비,#가족식사_추천#갈비탕#갈빗살#담백한_맛#맛집#부일갈비#생갈비#생등심#서울맛집#소금구이#수도권#양념갈비#음식#한식,106,,,,
툭툭누들타이,음식,태국음식,서울특별시 마포구 성미산로 161-8 2층,#가성비맛집#가족외식추천#꿍_팟퐁커리#데이트코스#맛집#맛집제보#분위기좋은#비주얼맛집#뽀삐아_쁘라짠#쏨땀_가이양#얌꿍#얌운센#음식#태국음식#태국음식점#텃만꿍#푸팟퐁커리,"1,563",,,,
금강수림,음식,한식,서울특별시 강남구 강남대로 240 SK허브프리모 B2층,#건강식#건강식맛집#꼬리찜#맛집#복지리#복탕#음식#장어맛집#장어주물럭#향토음식#향토음식점,287,,,,
