,attraction,location,tag,주소,위도,경도
413,우정,서울 중구,#떡볶이#떡볶이#맛집#매운닭발#서울맛집#수도권#어묵#우정#음식#해물뚝배기,서울특별시 중구 퇴계로76길 55(신당동),37.5628414413,127.0149678028
414,제주국수,서울 성동구,#고기국수#고기국수#맛집#멸치국수#비빔국수#서울시#성동구#영양닭곰탕#영양닭국수#음식#제주미니족발,서울특별시 성동구 성수이로 118,37.5451664883,127.0578532865
415,호재래,서울 광진구,#광진구#맛집#양꼬치#음식,서울특별시 광진구 능동로35길 28,37.5571432315,127.0776511443
416,진원조 닭한마리,서울 종로구,#건강한요리#건강한음식#닭한마리#맛집#보양식#영양죽#음식#한식#한식맛집#한식전문점,서울특별시 종로구 종로 252-11(종로5가),37.570509832,127.0058989675
417,호남집,서울 종로구,#고등어구이#꽁치구이#맛집#삼치구이#음식#청국장,서울특별시 종로구 종로40가길 5,37.570262647,127.0063683758
418,대풍간장게장생선구이,서울 서초구,#간장게장#간장새우#고등어구이#맛집#삼치구이#음식,서울특별시 서초구 신반포로45길 9-26(잠원동),37.5109003069,127.0179523353
419,태조대림감자국,서울 은평구,#가족과함께#감자탕#감자탕맛집#남녀노소#맛집#소주한잔#양념뼈구이#은평구맛집#음식#친구와함께#한식맛집,서울특별시 은평구 응암로 172,37.5872146236,126.9166871824
420,산띠,서울 마포구,#네팔음식#맛집#서울맛집#음식,서울특별시 마포구 와우산로27길 70,37.555532344,126.9249762108
421,[백년가게]청해진,서울 강동구,#백년가게#산낙지전골언론소개_맛집#서울맛집#음식#해물전,서울특별시 강동구 강동대로 187,37.5248784317,127.1274391963
425,마장갈비,서울 성동구,#돼지갈비#맛집#생삼겹살#소내장무침#소왕갈비#음식,서울특별시 성동구 마장로 292-1,37.5654888516,127.0424985528
426,엘 샌드위치,서울 종로구,#맛집#샌드위치#음식#종로구,서울특별시 종로구 율곡로4길 14,37.5750616475,126.9817593715
427,허형만의 압구정커피집,서울 강남구,#맛집#음식,서울특별시 강남구 압구정로 151,37.5284122719,127.0240901699
431,비스테까,서울 용산구,#맛집#샐러드#음식#코스요리#파스타,서울특별시 용산구 회나무로 49(이태원동),37.5401297819,126.9921483029
435,함흥에겨울냉면,서울 중구,#맛집#음식,서울특별시 중구 동호로24길 21,37.5601887971,127.0052354312
436,오양회참치,서울 중구,#맛집#분위기_좋은#생복탕#음식#전복죽#참다랑어회#초밥#회정식,서울특별시 중구 세종대로21길 49,37.5687733786,126.9756045548
437,장미삼계탕,서울 노원구,#노원구#노원맛집#닭볶음탕_중#맛집#삼계탕#서울특별시#옻오리#음식#장미삼계탕#추어탕#추어탕#추어튀김_각#통추어탕,서울특별시 노원구 화랑로 449-10,37.6188888275,127.0773105284
441,서석대,서울 서초구,#꽃등심#맛집#서울시#서초구#음식#한우#한우꽃등심#한우꽃살치#한우등심#한우안창살#한우육회#한우주물럭#한우특수부위,서울특별시 서초구 서초대로 346,37.4951604943,127.0194526437
445,산들애건강밥상,서울 은평구,#백반기행맛집#북한산맛집#산들애건강밥상#산들애건강밥상맛집#음식#코다리구이,서울특별시 은평구 대서문길 43-16,37.6561877405,126.9492544791
446,진미평양냉면,서울 강남구,#강남평양냉면#냉면맛집#미쉐린맛집#미슐랭#수요미식회냉면#수요미식회제육#음식#임세권셰프#평양냉면#평양만두,서울특별시 강남구 학동로 305-3(논현동),37.516202794,127.0360560928
447,아리랑,서울 중구,#갈비살#맛집#양념갈비#음식,서울특별시 종로구 대학로 60,37.5765368491,127.0025463239
448,아리랑,서울 중구,#갈비살#맛집#양념갈비#음식,서울특별시 종로구 대학로 60,37.5765368491,126.9805681297
450,아리랑,서울 중구,#갈비살#맛집#양념갈비#음식,서울특별시 중구 남대문로7길 23,37.5638740373,127.0025463239
451,아리랑,서울 중구,#갈비살#맛집#양념갈비#음식,서울특별시 중구 남대문로7길 23,37.5638740373,126.9805681297
456,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 종로구 수표로20길 16-17,37.5699040821,126.9911586608
457,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 종로구 수표로20길 16-17,37.5699040821,126.9769935708
458,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 종로구 수표로20길 16-17,37.5699040821,126.9253745674
459,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 중구 남대문시장길 18-7,37.5598105567,126.9911586608
460,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 중구 남대문시장길 18-7,37.5598105567,126.9769935708
461,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 중구 남대문시장길 18-7,37.5598105567,126.9253745674
462,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 영등포구 여의대방로61길 5-6,37.5140288407,126.9911586608
463,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 영등포구 여의대방로61길 5-6,37.5140288407,126.9769935708
464,전주식당,서울 중구,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,서울특별시 영등포구 여의대방로61길 5-6,37.5140288407,126.9253745674
465,전주유할머니비빔밥,서울 중구,#맛집#서울맛집#수도권#음식#전주유할머니비빔밥#한식,서울특별시 중구 세종대로14길 27-2,37.5629879895,126.9783378028
466,삼학도,서울 서초구,#맛집#민어탕#민어회#삼학정식#음식#홍어삼합,서울특별시 서초구 효령로57길 4,37.4854115834,127.0170475825
467,대청마루,서울 마포구,#감자전#굴전#남녀노소#녹두전#막걸리#맛집#모둠전#음식#전맛집#추억속으로#친구와함께#해물파전,서울특별시 마포구 굴레방로9길 3(아현동),37.5568327402,126.9555372771
468,국시집,서울 성북구,#국시#국시#남녀노소#맛집#문어#문어#분위기_좋은#성북구맛집#음식#전#한식#한식당#한식맛집#한식전문점,서울특별시 성북구 창경궁로43길 9,37.5884827151,127.0043374886
469,감동식당,서울 노원구,#감동식당#노원역맛집#등갈비찜맛집#매운등갈비찜#서울맛집#서울맛집#음식,서울특별시 노원구 한글비석로47길 581층,37.6617086556,127.0665963946
470,갈비명가이상 돈암본관,서울 성북구,#갈비명가이상돈암본관#길음역맛집#돈암갈비맛집#서울갈비맛집#음식#이상갈비#이상갈비,서울특별시 성북구 정릉로 364,37.6015259912,127.0236686891
471,일방통행 국물즉석떡볶이&화덕피자,서울 강동구,#강동구#강동구맛집#남녀노소#떡볶이#맛집#분식#연인과함께#음식#즉석떡볶이#친구와함께#화덕피자,서울특별시 강동구 성내로10길 16,37.5283168669,127.1244365936
472,개화,서울 중구,#맛집#음식#짜장면#탕수육,서울특별시 중구 남대문로 52-5,37.5621242602,126.9816486368
476,사조참치,서울 서대문구,#맛집#음식#참치,서울특별시 서대문구 통일로 107-39,37.5641931854,126.9660944402
477,삼호복집 신촌,서울 서대문구,#맑은뚝배기#맛집#복고니담백한_맛#복매운탕#음식,서울특별시 서대문구 연세로5다길 10,37.5565129647,126.9349863818
478,해랑,서울 강남구,#낙지탕탕이#남녀노소#맛집#새우튀김#석화#소주한잔#음식#해물탕#해산물#해산물요리,서울특별시 강남구 강남대로118길 12,37.5062981853,127.0247462917
479,종가집,서울 종로구,#곱창전골#맛집#불낙전골#서울맛집추천#수도권#음식#종가집#종로맛집,서울특별시 종로구 인사동길 15-13,37.5720592931,126.9859146334
480,무등산,서울 강남구,#갈비살#강남맛집#꽃등심#맛집#설렁탕#설렁탕#안창살#양지살#육회#육회비빔밥#육회비빔밥#음식#차돌박이#한우불고기,서울특별시 강남구 선릉로146길 3,37.5219549732,127.0399333544
484,라브리,서울 종로구,#광화문역맛집#레스토랑#맛집#서울맛집#외국식#음식#프랑스음식,서울특별시 종로구 종로 1,37.5737339162,126.9757599561
485,오우가,서울 중구,#대나무쌈밥#맛집#쌈밥#음식,서울특별시 중구 명동8가길 42,37.5619882646,126.9872286877
486,아리랑,서울 종로구,#맛집#음식,서울특별시 종로구 대학로 60,37.5765368491,127.0025463239
487,아리랑,서울 종로구,#맛집#음식,서울특별시 종로구 대학로 60,37.5765368491,126.9805681297
489,아리랑,서울 종로구,#맛집#음식,서울특별시 중구 남대문로7길 23,37.5638740373,127.0025463239
490,아리랑,서울 종로구,#맛집#음식,서울특별시 중구 남대문로7길 23,37.5638740373,126.9805681297
495,이닝,서울 강남구,#난자완스#맛집#북경오리#샥스핀#어향가지_새우찜#음식#짜장면#탕수육_각종_중화요리,"서울특별시 강남구 도산대로58길 14이닝빌딩 1,2층",37.5223993903,127.0412776644
499,박가네빈대떡,서울 종로구,#건강한요리#건강한음식#광장시장#남녀노소#맛집#빈대떡#음식#한식#한식맛집#한식전문점#해물파전,서울특별시 종로구 종로32길 7,37.5705402931,127.000835539
500,원대구탕,서울 용산구,#내장탕#대구탕#맛집#음식,서울특별시 용산구 한강대로62가길 8(한강로1가),37.5347300879,126.974236198
501,중앙회양념식당,서울 동작구,#맛집#매운탕#바다내음#분위기_좋은#소주한잔#아구찜#양념상차림#음식#킹크랩#해물찜#회,서울특별시 동작구 노들로 674,37.5148539488,126.9368207234
505,은호식당,서울 중구,#꼬리곰탕#꼬리찜#꼬리토막#도가니수육#도가니탕#맛집#설렁탕#소머리국밥#음식,서울특별시 중구 남대문시장4길 28-4,37.5589995406,126.9770380341
506,옛날중국집,서울 성북구,#맛집#볶음밥#음식#짜장면#짬뽕#탕수육,서울특별시 성북구 성북로8길 8,37.5908074453,127.0043790854
507,완차이,서울 서대문구,#맛집#매운홍합#분위기_좋은#음식#짜장면#짬뽕#탕수육_각종_중화요리,서울특별시 서대문구 명물길 50-7,37.5587127872,126.9393525884
508,너비집,서울 중구,#맛집#음식,서울특별시 중구 명동9길 37-8,37.5655822303,126.9837900106
512,남원집,서울 관악구,#가족식사_추천#곱창볶음#맛집#순대#순대곱창#음식,서울특별시 관악구 신림로59길 14,37.4832824721,126.9287556803
513,꼼떼 바베큐 둔촌본점,서울 강동구,#강동구맛집#강동구맛집#꼼떼바베큐둔촌본점#둔촌동맛집#서울스테이크맛집#음식#홈메이드바비큐,서울특별시 강동구 동남로51길 9,37.5331334298,127.1496369415
514,마산옥,서울 강남구,#꽃게조림#맛집#아귀수육#아귀찜#아귀탕#연포탕#음식,서울특별시 강남구 강남대로152길 9,37.5172440556,127.0202352812
515,오향족발,서울 마포구,#맛집#서울맛집#수도권#순댓국#오향족발#음식#족발#족발,서울특별시 마포구 만리재로 19 공덕시장,37.5445785695,126.953343379
519,빠우,서울 중구,#빈티지#서울_여행지_추천#서울가볼만한곳#서울권#을지로#음식,서울특별시 중구 을지로 157(산림동),37.5671183729,126.9955083433
520,암사민물장어,서울 강동구,#논우렁된장정식#맛집#생선요리#음식#장어#장어구이#해물요리,서울특별시 강동구 고덕로 33,37.5549916293,127.1289798656
524,이채,서울 종로구,#맛집#음식#종로구#채식#카페,서울특별시 종로구 북촌로 20-21,37.5786501933,126.9858811161
525,타볼로24,서울 종로구,#JW메리어트동대문뷔페#동대문뷔페#음식#종로뷔페#타볼로24#호텔뷔페,서울특별시 종로구 청계천로 279(종로6가),37.5703710113,127.0087987073
526,뜰과다원,서울 종로구,#맛집#음식,서울특별시 종로구 인사동8길 6-4,37.573631331,126.9858284857
527,안동할매청국장,서울 성북구,#건강한요리#건강한음식#맛집#불뚝배기#순두부_정식#음식#청국장#한식#한식당#한식맛집#회덮밥,서울특별시 성북구 성북로5길 9-3,37.5889354456,127.0046346708
528,스시조,서울 중구,#사시미#서울중구#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#장어덮밥#초밥,서울특별시 중구 소공로 106 서울 웨스틴조선호텔20층,37.5645378422,126.9801987007
529,종점떡볶이,서울 중구,#맛집#음식,서울특별시 중구 다산로 217-1,37.5626581285,127.0149233676
530,마포소문난원조족발,서울 마포구,#마포소문난원조족발#맛집#머리고기#서울맛집#수도권#순댓국가성비_갑#연중무휴#음식#족발#족발#편육,서울특별시 마포구 만리재로 19,37.544772989,126.953229495
531,니와,서울 용산구,#남녀노소#니와#맛집#서울맛집#수도권#오코노미야끼#음식#일식#일식맛집#친구와함께#타코야끼,서울특별시 용산구 이촌로75길 22(이촌동),37.5207650483,126.9744949024
532,제비다방,서울 마포구,#맛집#음식#카페,서울특별시 마포구 와우산로 24,37.5466166798,126.9231099656
533,알바이신,서울 종로구,#남녀노소#또르띠야#맛집#빠에야_마리스코스#스페인#스페인요리#아로스_네그로#알본디가스#양식#음식#친구와함께,서울특별시 종로구 혜화로 18,37.5871216864,127.0001240224
534,샛집남원추어탕,서울 송파구,#맛집#음식#추어전골#추어탕#추어튀김,서울특별시 송파구 오금로11길 7-12,37.5148736823,127.1077384953
535,누브티스,서울 성북구,#맛집#서울맛집#서울맛집추천#서울이탈리아음식#양식전문점#음식,서울특별시 성북구 선잠로 42,37.5963344513,126.9971906951
536,루이,서울 중구,#맛집#분위기_좋은#사천탕면#서울중구#소고기자장면#음식#잡채밥#중국요리#해물고추짬뽕,서울특별시 중구 세종대로21길 40,37.5683206583,126.9758878752
540,동해도 광화문,서울 중구,#광화문스시뷔페#광화문일식당#광화문회전초밥#동해도#동해도광화문#음식#중구회전초밥#회전초밥#회전초밥뷔페,서울특별시 중구 무교로 28(무교동),37.5685234803,126.9796153081
541,희락갈치,서울 중구,#맛집#음식,서울특별시 중구 남대문시장길 22-6,37.5599549857,126.9770907807
545,전라도별장순대,서울 관악구,#맛집#음식,서울특별시 관악구 신림로59길 14,37.4832824721,126.9287556803
546,현대칼국수,서울 중구,#맛집#멸치육수#서울맛집추천#서울시청역맛집#서울중구맛집#음식#칼국수,서울특별시 중구 세종대로 76,37.5629101933,126.9768490516
550,장안동 먹깨비 간장게장 해물아구찜,서울 동대문구,#음식#장안동24시간영업#장안동간장게장#장안동맛집#장안동먹깨비#장안동해물요리전문점,서울특별시 동대문구 장한로 92 화성빌딩1층,37.5688583965,127.0698681866
551,미림산장,서울 강북구,#미림산장#서울계곡산장#우이동계곡미림산장#우이동맛집#우이동백숙#음식,서울특별시 강북구 삼양로181길 253 미림산장,37.6739422335,127.0050349948
552,청담나인,서울 강남구,#강남이탈리안레스토랑#루프탑#루프탑전망좋은카페#음식#이탈리안#이탈리안레스토랑#재즈#재즈바,서울특별시 강남구 삼성로 634,37.51669191,127.0518796383
553,돈까스잔치 동빙고점,서울 용산구,#돈까스잔치동빙고점#돈잔국수#서빙고맛집#왕돈가스#왕돈가스#음식#이촌맛집,서울특별시 용산구 서빙고로 297,37.5213070453,126.9964290009
554,신촌 닭한마리 유닭스토리,서울 서대문구,#닭요리#닭한마리#맛집#신촌닭맛집#신촌맛집#음식#칼국수,서울특별시 서대문구 연세로4길 7,37.5571379355,126.9374111432
555,뒤뜰,서울 구로구,#가족외식장소#고척동뒤뜰#고척동장어구이#구로게장전문점#구로장어구이#뒤뜰#음식#장어한상,서울특별시 구로구 안양천로539길 6(고척동),37.5051288955,126.8705548127
556,카나디안 랍스터,서울 서초구,#랍스터#맛집#서울맛집#음식,서울특별시 서초구 남부순환로 2385,37.4801648677,127.0113149193
557,청해진,서울 동작구,#노량진맛집#노량진수산시장#맛집#매운탕#분위기_좋은#생선회#음식#회덮밥#회식장소#회정식,서울특별시 동작구 노들로 674,37.5145456302,126.9355902885
558,청해진,서울 동작구,#노량진맛집#노량진수산시장#맛집#매운탕#분위기_좋은#생선회#음식#회덮밥#회식장소#회정식,서울특별시 동작구 노들로 674,37.5145456302,127.1225089917
560,청해진,서울 동작구,#노량진맛집#노량진수산시장#맛집#매운탕#분위기_좋은#생선회#음식#회덮밥#회식장소#회정식,서울특별시 강동구 성내로6길 33,37.5283140552,126.9355902885
561,청해진,서울 동작구,#노량진맛집#노량진수산시장#맛집#매운탕#분위기_좋은#생선회#음식#회덮밥#회식장소#회정식,서울특별시 강동구 성내로6길 33,37.5283140552,127.1225089917
566,1954무한등심 잠실점,서울 송파구,#음식#잠실고기집#잠실모임장소#잠실무한리필#잠실소고기#잠실역회식,서울특별시 송파구 올림픽로35길 124 장미아파트장미종합상가A 1층 101호,37.5173982629,127.1007251729
567,춘천집닭갈비막국수,서울 서대문구,#낙지닭갈비#맛집#원조닭갈비#음식#쟁반국수#치즈닭갈비,서울특별시 서대문구 연세로5가길 1,37.5570462556,126.9360751561
568,또순이원조순대,서울 관악구,#관악구#관악구맛집#맛집#백순대#서울맛집추천#서울특별시#순대#순대곱창볶음#음식,서울특별시 관악구 신림로59길 14,37.4833519091,126.9287890094
569,타지펠리스,서울 용산구,#맛집#음식,서울특별시 용산구 우사단로 39,37.5336861454,126.9954370746
570,우리집떡볶이,서울 중구,#맛집#음식,서울특별시 중구 다산로 217-1,37.5626581285,127.0149233676
571,비하인드(B-hind),서울 마포구,#그린_카푸치노#마포구#마포구맛집#마포구카페#맛집#샌드위치#샌드위치#아포카토_알카페#와인#음식#카페#카페라떼,서울특별시 마포구 어울마당로5길 18,37.5492913074,126.9196546499
572,미니네,서울 중구,#맛집#음식,서울특별시 중구 다산로 219-1,37.5628747731,127.0150566827
573,파툼(FATUM),서울 종로구,#맛집#음식,서울특별시 종로구 삼청로 86-5,37.5832023745,126.9821368841
574,노천파전,서울 동대문구,#노천파전#맛집#석굴#음식#참알탕#한치회무침,서울특별시 동대문구 회기로28길 3(휘경동),37.5897557225,127.056204948
575,비타포,서울 성북구,#맛집#음식,서울특별시 성북구 동소문로 7-3,37.5891437923,127.0067233635
576,홍루몽,서울 서초구,#맛집#삼선짬뽕_각종_중화요리담백한_맛#음식#찹쌀탕수육#크림중새우,서울특별시 서초구 반포대로12길 26,37.4847588045,127.0127368821
577,뿌자,서울 종로구,#맛집#음식,서울특별시 종로구 종로 327,37.5727402733,127.0139676127
578,중앙갈치식당,서울 중구,#맛집#음식,서울특별시 중구 남대문시장길 22-12,37.5597938924,126.9770380116
579,홍어명가,서울 영등포구,#맛집#생선요리#서울맛집#서울홍어회#음식#해물요리,서울특별시 영등포구 신길로 200-20,37.5105456646,126.9115453697
580,마포유가궁중족발,서울 마포구,#맛집#서울맛집#음식#족발,서울특별시 마포구 만리재로 19,37.544772989,126.953229495
581,아르모니움,서울 용산구,#단호박_라비올리#레스토랑#맛집#연인과함께#음식#이베리코_스테이크#이탈리아요리#이탈리아음식#트러플_에그#한남동맛집,서울특별시 용산구 대사관로 33,37.5338279082,127.0017364966
582,초롱이고모부대찌개,서울 강동구,#강동구#맛집#부대전골#부대전골#부대찌개#음식#햄찜,서울특별시 강동구 상암로11길 4,37.5499005509,127.1288133595
583,파크 하얏트 서울 코너스톤,서울 강남구,#맛집#음식,서울특별시 강남구 테헤란로 606,37.5087152814,127.0642648482
584,손가네곰국수,서울 성북구,#맛집#음식,서울특별시 성북구 성북로15길 8,37.5931237699,127.0003238339
588,메종 한남,서울 용산구,#메종한남#뷰맛집#음식#한강뷰레스토랑#한남동데이트#한남동스테이크,서울특별시 용산구 유엔빌리지3길 24,37.5343086091,127.0129521277
589,우성갈비,서울 중구,#고기요리#껍데기#돼지갈비#돼지갈비#맛집#분위기_좋은#육류#음식,서울특별시 중구 동호로7길 13,37.5531758296,127.0111573126
590,챠크라,서울 용산구,#맛집#음식,서울특별시 용산구 독서당로 83,37.5344918623,127.0096801986
591,백마김씨네 도곡본점,서울 강남구,#도곡동숯불갈비#백마김씨네#백마김씨네 도곡본점#음식,서울특별시 강남구 남부순환로 2743(도곡동),37.4872118895,127.0457393648
592,스카이 라운지,서울 강남구,#로씨니#맛집#비발디#서프_앤_터프#음식,서울특별시 강남구 봉은사로 524,37.512928552,127.0570876042
593,죽미인,서울 마포구,#단호박죽#마포구#맛집#삼계죽#서울시#음식#전복죽,서울특별시 마포구 백범로2길 12,37.5541827017,126.9361974482
594,누리,서울 종로구,#맛집#음식,서울특별시 종로구 인사동14길 23,37.5750144931,126.9852368335
595,영동민물장어,서울 강남구,#강남장어구이#논현동장어맛집#영동민물장어#음식#장어구이#장어맛집,서울특별시 강남구 언주로148길 8(논현동),37.5203661866,127.035347706
596,이끼롤까스 가로수길,서울 강남구,#고구마치즈돈까스#날치알치즈롤까스#돈까스#맛집#버섯치즈롤까스#음식#치킨치즈롤까스,서울특별시 강남구 강남대로156길 35,37.5189605521,127.0218573072
600,최진미 부대찌개,서울 영등포구,#김치찌개#맛집#부대찌개#여의도맛집#음식#전골#찌개,서울특별시 영등포구 국제금융로6길 30,37.5217779627,126.9266297904
601,1940금문,서울 종로구,#1940금문#금문#대학로노포맛집#대학로자장면#맛있는녀석들시청자추천맛집#맛있는녀석들자장면#음식#혜화동자장면,서울특별시 종로구 창경궁로 269-1(혜화동),37.5854607776,127.000624024
602,코끼리베이글,서울 영등포구,#베이글맛집#베이글맛집#서울3대베이글#양평동베이글맛집#영등포코끼리베이글#음식#코끼리베이글#코끼리베이글,서울특별시 영등포구 선유로 176,37.5293098155,126.8927437773
603,알페도,서울 용산구,#MZ세대#디저트맛집#알페도#음식#카이막#터키디저트#터키베이커리,서울특별시 용산구 이태원로 174,37.5343332526,126.9932483664
604,통일집,서울 중구,#된장찌개#맛집#서울시#음식#중구#한우,서울특별시 중구 충무로 68-12,37.5673321947,126.9931502194
605,아야진생태찌개 본점,서울 강남구,#방송맛집#봉은사역맛집#삼성동맛집#생태탕맛집#아야진생태찌개#음식,서울특별시 강남구 삼성로108길 8 써지쿨빌딩,37.5118369704,127.0547767344
606,예카페 (yeahcafe),서울 종로구,#맛집#음식,서울특별시 종로구 서순라길 55,37.5729509832,126.9929917413
607,히라메키,서울 강남구,#맛집#부손#야끼교자#음식#타코와사비#토쿠센오뎅나베,서울특별시 강남구 테헤란로81길 32,37.5090984336,127.0566488638
608,하단,서울 성북구,#만두국#만두전골#맛집#메밀냉칼국수#음식#찐만두,서울특별시 성북구 성북로6길 14,37.5900131049,127.0050123837
609,매일낙지,서울 영등포구,#낙지#문래동#서울#음식,서울특별시 영등포구 경인로78길 3-16,37.5119118844,126.8953829154
610,송쉐프 장안점,서울 동대문구,#동대문중국집#송쉐프장안점#음식#장안동맛집#장한평송쉐프#장한평중국집,서울특별시 동대문구 장한로2길 202층,37.5619035861,127.066332595
611,벙구갈비 응암점,서울 은평구,#벙구갈비#벙구갈비응암점#은평구맛집#은평구맛집#음식#응암동맛집#응암역맛집,서울특별시 은평구 응암로 269,37.5960608545,126.9187839632
612,서강팔경,서울 마포구,#상수동맛집#서강8경#서강팔경#음식#프랑스식당#프렌치레스토랑#한강뷰식당#한강전망레스토랑,서울특별시 마포구 토정로 128(상수동),37.545008574,126.9253709158
613,코벤트가든 올림픽공원점,서울 송파구,#방이동레스토랑#방이동맛집#송파맛집#송파맛집#송파파스타#올림픽공원맛집#음식,서울특별시 송파구 위례성대로 128 정화빌딩1층,37.5122715334,127.1258452548
614,신대방 닭갈비구이,서울 동작구,#닭갈비#닭발#서울맛집#신대방역#양꼬치#음식,서울특별시 동작구 신대방3길 1,37.4878566383,126.9118182054
618,앤헤이븐,서울 강남구,#강남주차카페#브런치맛집#앤헤이븐청담#음식#청담동맛집#청담동브런치,서울특별시 강남구 영동대로129길 22,37.5184028905,127.0556653566
622,한방족발,서울 마포구,#냉채족발#맛집#불족발#음식#족발,서울특별시 마포구 만리재로 19,37.544772989,126.953229495
623,밴건디스테이크하우스,서울 서초구,#밴건디스테이크하우스#샹들리에조명레스토랑#서래마을레스토랑#유럽풍레스토랑#음식#티본스테이크,서울특별시 서초구 사평대로22길 5(반포동),37.4994068347,126.9977683866
624,옛골토성 청계산점,서울 서초구,#서울맛집#음식#한식#훈제오리,서울특별시 서초구 청계산로 434,37.4305105888,127.0709275653
625,쌍대포 맷돌순두부,서울 영등포구,#두부요리#맛집#맷돌순두부#순두부#여의도맛집#음식,서울특별시 영등포구 국제금융로6길 30(여의도동),37.5217779627,126.9266297904
626,파롤앤랑그,서울 마포구,#디저트#서울#음식#카페,서울특별시 마포구 성미산로29안길 8,37.5650367567,126.9228705788
627,영동교집 청담직영점,서울 강남구,#영동교집#영동교집청담직영점#음식#제주흑돼지#줄서서먹는집#청담동흑돼지,서울특별시 강남구 선릉로148길 11,37.5226993425,127.0405582769
628,손국수,서울 성북구,#맛집#음식,서울특별시 성북구 성북로 89,37.5929321015,126.9989684073
632,플레어비 도곡점,서울 강남구,#매봉역맛집#매봉역브런치#양재천맛집#음식#플레어비도곡점#플레어비매봉역,서울특별시 강남구 논현로26길 33,37.4835067493,127.0449312099
633,한상차림밥상,서울 성북구,#고대맛집#보문동돌솥밥맛집#보문동한상차림#보문동한정식맛집#음식#한상차림밥상,서울특별시 동대문구 한빛로 28 (신설동),37.5779204423,127.0259552633
634,풍년뼈다귀해장국,서울 송파구,#24시간음식점#24시간해장국#송파뼈다귀해장국#송파해장국#음식#풍년뼈다귀해장국#풍년해장국,서울특별시 송파구 가락로 94(석촌동),37.5008086304,127.1067278751
635,성북동빵공장,서울 성북구,#빵지순례#빵지순례#성북동베이커리#성북동빵공장#스페셜티커피#음식#팡도르,서울특별시 성북구 대사관로 40B동,37.5959482318,126.9886470404
636,낙동강,서울 중구,#낙동강#등심구이#무교동고깃집#시청역고기집#시청역회식장소#식신로드등심#식신로드떡심#식신로드맛집#음식#중구고기집,서울특별시 중구 을지로1길 34(다동),37.5676846934,126.9798764188
637,원조남산왕돈까스,서울 중구,#남산돈가스#남산돈까스거리#남산맛집#남산왕돈가스#남산원조왕돈까스#옛날돈가스#옛날돈까스#왕돈까스#음식,서울특별시 중구 소파로 107(예장동),37.5574359963,126.9861344717
638,맥심플랜트,서울 용산구,#도심정원#동서식품맥심플랜트#맥심플랜트#복합문화공간#음식#이태원카페#커피공장#커피교육#테라스카페#한남동카페,서울특별시 용산구 이태원로 250(한남동),37.537069185,127.0009892506
642,고양이정원,서울 강서구,#고양이구경#고양이정원#고양이정원카페#고양이카페#야외정원카페#음식,서울특별시 강서구 개화동로19길 18(개화동),37.5757722612,126.8032034138
643,카페 산아래,서울 강북구,#노키즈존카페#북한산카페#우이동카페#우이역카페#음식#카페산아래,서울특별시 강북구 삼양로181길 56102호,37.6668737098,127.0105041413
644,갓잇,서울 강남구,#갓잇#도산공원맛집#도산공원식당#도산공원타코맛집#멕시칸요리#멕시코음식점#압구정타코맛집#음식#파히타맛집,서울특별시 강남구 언주로164길 24(신사동),37.5253878286,127.0355169927
645,늘복집 (구_교수마을 초원복집),서울 강남구,#복어맛집#복요리맛집#복코스요리#수서복집#수서역맛집#음식,서울특별시 강남구 밤고개로14길 13-48,37.479524919,127.1028205009
646,향토,서울 영등포구,#맛집#매생이#보쌈정식#음식#한식,서울특별시 영등포구 국제금융로6길 30(여의도동),37.5217779627,126.9266297904
647,봉우리 역삼본점,서울 강남구,#강남한정식#김치명인#만화식객#봉우리#봉우리역삼본점#상견례식당#역삼동맛집#역삼역회식장소#음식#한식레스토랑#한정식#허영만식객,서울특별시 강남구 논현로94길 25-3(역삼동),37.5030960206,127.038175715
