,attraction,location,tag,주소,위도,경도
867,다온 바이뱀부,서울 강남구,#강남한우#논현동한우#다온#다온바이뱀부#음식#한우맛집,서울특별시 강남구 학동로25길 39,37.5161276537,127.02776796
868,서산간장게장,서울 동대문구,#간장게장맛집#간장게장맛집#서산간장게장#서울간장게장맛집#음식#장안동간장게장#장안동맛집,서울특별시 동대문구 장한로24길 7,37.5709470728,127.0715179771
869,스시미노루,서울 송파구,#미노루스시#방이동스시#서울회전스시#올림픽공원맛집#음식#잠실맛집#잠실맛집,서울특별시 송파구 백제고분로 508 제일빌딩,37.5153237742,127.1157516422
870,묘사서울,서울 성동구,#디저트#디저트카페#서울가볼만한곳#서울카페#음식,서울특별시 성동구 서울숲2길 2,37.5479213981,127.0397159718
871,포레스트 청담,서울 강남구,#강남포레스트#서울파스타맛집#신사동맛집#신사동맛집#음식#청담동파스타#청담동파스타#포레스트청담,"서울특별시 강남구 선릉로 803 이니셜타워Ⅱ1, 2, 3층",37.5239880532,127.0389778281
872,은하곱창,서울 동대문구,#곱창전골#곱창전골#돼지곱창전골#은하곱창전골#음식#전농동맛집#청량리맛집#청량리맛집,서울특별시 동대문구 전농로15길 22 북동점포,37.5780931912,127.0563302684
873,연희동칼국수 본점,서울 서대문구,#가성비맛집#가족외식추천　#데이트#데이트#데이트코스#맛집제보#서울#소박한#수육#수육#연희동#연희동#음식#칼국수#혼밥하기좋은,서울특별시 서대문구 연희맛로 37,37.5682726333,126.9307614341
874,앤트러사이트 연희점,서울 서대문구,#디저트#디저트#음식#카페#커피#커피,서울특별시 서대문구 연희로 135,37.5697474992,126.9328473138
875,청담초밥 문정점,서울 송파구,#문정점맛집#문정초밥#송파초밥맛집#음식#청담초밥#청담초밥문정점,서울특별시 송파구 법원로4길 5 송파법조타운푸르지오시티1층,37.4829665295,127.1218881135
876,우진가 더 챔버스 역삼점,서울 강남구,#강남한우#역삼동맛집#우진가#우진가더챔버스#음식#테헤란로맛집,서울특별시 강남구 테헤란로27길 28,37.5032987644,127.037592429
877,오미가,서울 강남구,#강남한정식#논현가족모임#논현한정식#압구정한정식#오미가#음식,서울특별시 강남구 논현로 833 재경빌딩,37.5228685396,127.0278760935
878,우천식육식당 청담본점,서울 강남구,#음식#청담맛집#한우#한우맛집,서울특별시 강남구 도산대로94길 20,37.5238660728,127.0516377903
879,진수사,서울 강남구,#강남정통일식#사시미모둠#역삼동맛집#역삼진수사#음식#진수사,서울특별시 강남구 테헤란로37길 13-7,37.5028405297,127.0401255449
883,신토불이 떡볶이 본점,서울 광진구,#광진구맛집#광진구맛집#떡볶이대표맛집#떡볶이맛집#떡볶이맛집#신토불이떡볶이#아차산역맛집#음식,서울특별시 광진구 자양로43길 42,37.5525995461,127.090463996
884,붓처스컷 삼성점,서울 강남구,#강남스테이크#붓처스컷#삼성역스테이크#삼성역스테이크맛집#스테이크맛집#음식,서울특별시 강남구 테헤란로87길 17 마젤란 21 아스테리움지하 1층,37.5087707246,127.058362606
885,우드멜로우,서울 강동구,#woodmellow#강동구고덕카페#고독동카페#베이커리카페#베이커리카페#우드멜로우#음식,서울특별시 강동구 아리수로 243,37.5631272673,127.1551133661
886,청담고수 청담2호점,서울 강남구,#강남맛집#음식#청담맛집#한우맛집,서울특별시 강남구 압구정로79길 18,37.5251075418,127.0486574709
887,프릳츠 양재점,서울 서초구,#서초구청카페#양재역디저트카페#양재역맛집#음식#프릳츠양재점,서울특별시 서초구 강남대로37길 24-11 서림빌딩,37.4854229656,127.0322128687
888,현복집 강남본점,서울 강남구,#복어회#압구정로데오맛집#압구정맛집#음식#청담동맛집#현복집,서울특별시 강남구 도산대로50길 14,37.5215577509,127.0373502677
889,명인등심 압구정 본점,서울 강남구,#강남맛집#소고기#음식#청담동맛집,서울특별시 강남구 도산대로 211 동현빌딩2층,37.5206382758,127.0297093227
890,앤트러사이트 한남점,서울 용산구,#서울역카페#앤트러사이트한남#음식#이태원카페#이태원카페#한남맛집#한남카페,"서울특별시 용산구 이태원로 2403,4,5층",37.5361609426,127.0001782393
891,용마해장국,서울 중랑구,#가성비해장국#고추장아찌맛집#망우동맛집#용마산맛집#용마해장국#음식,서울특별시 중랑구 용마공원로5길 8,37.594500433,127.1015479043
892,별미곱창 2호점,서울 송파구,#방이동먹자골목#별미곱창#별미곱창2호점#서울곱창맛집#서울곱창맛집#음식#잠실막창,서울특별시 송파구 올림픽로32길 22,37.5141182428,127.1093300385
893,원조양평해장국직영점,서울 은평구,#연신내맛집#원조양평해장국#은평맛집#은평해장국#음식#해장국맛집#해장국맛집,서울특별시 은평구 연서로 203,37.6169917528,126.9187278205
894,고센인코퍼레이티드 청담점,서울 강남구,#음식,서울특별시 강남구 선릉로158길 18,37.525260172,127.0414470115
895,가산물갈비&백년불고기,서울 금천구,#가산디지털단지맛집#가산물갈비#가산물갈비백년불고기#백년불고기#산더미불고기#산더미불고기#음식,서울특별시 금천구 가산디지털1로 128 에스티엑스브이타워110호,37.4773045854,126.8837682791
896,갓포아키 도산공원점,서울 강남구,#강남일식집#도산공원맛집#압구정로데오거리회식#압구정맛집#압구정회맛집#음식,서울특별시 강남구 도산대로45길 8-3 쿠키빌딩,37.5230742215,127.0362419924
897,안동반점,서울 성북구,#보문역맛집#안동반점#안동반점잡채밥#안암동맛집#음식#탕수육맛집#탕수육맛집,서울특별시 성북구 고려대로1길 35-1,37.5871220264,127.0190417428
898,노들강본채,서울 강남구,#남도음식맛집#노들강#노들강본채#논현동노들강#논현맛집#음식,서울특별시 강남구 강남대로114길 21,37.5062843205,127.025987845
899,무수옥,서울 도봉구,#서울맛집#설렁탕맛집#설렁탕맛집#음식#한식,서울특별시 도봉구 도봉로165길 15,37.677259219,127.0441591085
900,이설함흥냉면,서울 강북구,#수유419맛집#수유이설면옥#음식#이설면옥#이설함흥냉면#함흥냉면맛집#함흥냉면맛집,서울특별시 강북구 4.19로 42,37.6473898499,127.009676994
901,본가진미간장게장,서울 송파구,#간장게장맛집#간장게장맛집#본가진미간장게장#서울간장게장맛집#서울송파맛집#석촌역맛집#음식,서울특별시 송파구 백제고분로 4201층,37.5083800567,127.1113272416
902,내꾸미쭈꾸미,서울 송파구,#내꾸미주꾸미#성내천주꾸미#오금동맛집#오금동맛집#음식#주꾸미맛집#주꾸미맛집#주꾸미정식#주꾸미정식,서울특별시 송파구 성내천로 106,37.4997954604,127.1401026463
903,수락이오냉면,서울 노원구,#노원맛집#노원맛집#방송냉면맛집#상계동냉면맛집#수락산역맛집#수락이오냉면#음식,서울특별시 노원구 동일로237다길 7 창일빌딩,37.6739680878,127.0525973214
904,원조닭한마리,서울 강남구,#강남맛집#개포동닭한마리#개포동삼계탕#닭한마리#원조닭한마리#음식,서울특별시 강남구 논현로10길 13,37.4745078786,127.049642147
905,준수방키친,서울 종로구,#경복궁맛집#경복궁역#음식#퓨전레스토랑#퓨전음식#한옥맛집#한옥인테리어,서울특별시 종로구 자하문로11길 8,37.5797442395,126.9707991267
906,신의주찹쌀순대,서울 강남구,#신의주찹쌀순대#신의주찹쌀순대청담점#오징어순대#오징어순대#음식#청담동맛집#청담동맛집#청담복집,서울특별시 강남구 영동대로 725,37.5225301805,127.05517084
910,취영루,서울 강남구,#강남가족모임#강남중식당#강남취영루#논현동중화요리#음식#취영루,서울특별시 강남구 학동로2길 11,37.5105920954,127.0227546843
911,수원집,서울 송파구,#문정갈비#문정맛집#송파돼지갈비#송파돼지갈비#송파맛집추천#송파수원집#음식,서울특별시 송파구 송파대로 1081층,37.4805307724,127.1257961605
912,한티옥,서울 강남구,#곤드레비빔밥#대치동맛집#안동국밥#안동국시#음식#한티옥,서울특별시 강남구 도곡로 418 강원빌딩,37.4970109405,127.0562631303
913,백야드빌더성수,서울 성동구,#백야드빌더#백야드빌더성수#성수동바이크카페#성수바이크카페#성수백야드빌더#음식,서울특별시 성동구 광나루로 152,37.5514738947,127.0470735343
914,대성집,서울 종로구,#음식,서울특별시 종로구 사직로 5,37.5727393211,126.960916892
915,대호갈비,서울 송파구,#갈비맛집추천#대호갈비#육회#육회#음식#잠실갈비맛집#종합운동장고기맛집,서울특별시 송파구 백제고분로 83,37.5095154601,127.0793467861
916,오버스토리,서울 성북구,#서울예약제카페#성북동오버스토리#성북동카페#시그니처바닐라라떼#오버스토리#음식,서울특별시 성북구 선잠로2다길 13-13지하1층,37.5987786564,126.9996348473
917,메이린,서울 강북구,#꿈의숲맛집#꿈의숲중국집#메이린#메이린#성북구맛집#성북구맛집#성북중화요리#음식,서울특별시 강북구 월계로 173 북서울꿈의숲,37.619724251,127.0445440464
918,미즐카페엠,서울 강북구,#419거리미즐카페엠#419커페거리#데이트코스#맛집제보#미즐카페엠#북한산카페#분위기좋은#뷰가좋아요#수유동카페#음식,서울특별시 강북구 4.19로 107,37.6436124062,127.0038026375
919,이봉,서울 강남구,#대치동맛집#삼성역맛집#삼성역소고기#삼성역회식#음식#이봉,서울특별시 강남구 테헤란로98길 281층,37.5065932798,127.0628233732
920,르브런쉭 대치점,서울 강남구,#대치동브런치#르브런쉭#만조#브런치맛집#에그베네딕트#음식,서울특별시 강남구 삼성로 350 서울빌딩,37.5029103081,127.0591571443
921,억조1978,서울 양천구,#음식,서울특별시 양천구 목동동로10길 242층,37.5194161562,126.8723625797
922,청수당 베이커리,서울 종로구,#음식#익선동디저트#익선동카페,서울특별시 종로구 돈화문로11나길 31-9,37.5740091359,126.9897864476
923,을밀대 잠실점,서울 송파구,#녹두전#녹두전#석촌호수맛집#을밀대#을밀대잠실#음식#평양냉면맛집,서울특별시 송파구 오금로15길 7-13,37.5128739324,127.1087412388
924,카페413프로젝트,서울 강남구,#감바스맛집#강남브런치#선릉역브런치#역삼브런치#음식#카페413프로젝트,서울특별시 강남구 논현로97길 19-11,37.502409923,127.0344816265
925,가담,서울 강남구,#강남중식맛집#고추탕수육#압구정맛집#압구정역맛집#압구정중국집#음식,서울특별시 강남구 언주로167길 35,37.5264209476,127.0302729961
926,부타이 1막,서울 강남구,#강남부타이1막#대치동맛집#부타이1막#삼성역맛집#삼성역부타이#음식,서울특별시 강남구 테헤란로88길 22,37.5062238284,127.0600541909
927,더라운드 삼성점,서울 강남구,#음식,서울특별시 강남구 영동대로 648 삼안빌딩1층,37.5200388484,127.0576901262
928,동우설렁탕 본점,서울 성북구,#고대맛집#동우설렁탕#설렁탕맛집#설렁탕맛집#음식#접시수육#종암동맛집,서울특별시 성북구 개운사길 45,37.5884526077,127.0290796795
929,청담25,서울 강남구,#생일맛집#음식#청담25#청담동프라이빗식당#청담동한정식#청담한우식당,서울특별시 강남구 압구정로79길 322층,37.5252158825,127.0497795879
930,청진생등심,서울 강동구,#암사동맛집#암사역맛집#암사역한우#암사역한우맛집#음식#청진생등심,"서울특별시 강동구 올림픽로 8031층, 2층",37.5529279651,127.128152222
931,정목누룽지백숙,서울 송파구,#누룽지백숙#누룽지백숙#방이동맛집#방이동백숙#송파맛집#송파맛집#음식#정목누룽지백숙,서울특별시 송파구 위례성대로12길 11,37.5126380986,127.1225872076
932,목란,서울 서대문구,#서울맛집#음식#중식#중식,서울특별시 서대문구 연희로15길 21,37.5684392756,126.9305031195
933,파시0914,서울 강남구,#도산공원맛집#도산공원브런치#압구정맛집#음식#파시0914#파시파시,서울특별시 강남구 도산대로45길 15 시몬느 도산 F.S.S지하 1층,37.5232825107,127.0351337538
934,미에뜨,서울 강남구,#도곡동파스타#매봉역맛집#미에뜨#양재천맛집#양재천카페골목#음식,서울특별시 강남구 양재천로 1951층,37.4829235171,127.0467699477
935,홍이네떡볶이,서울 중랑구,#떡볶이맛집#떡볶이맛집#망우동떡볶이맛집#망우동맛집#밀떡볶이맛집#음식#홍이네떡볶이,서울특별시 중랑구 망우로73길 26,37.6017246257,127.1033308693
936,남한강민물매운탕,서울 광진구,#광진구매운탕#남한강민물매운탕#남한강식당#매운탕맛집#매운탕맛집#음식#화양동매운탕,서울특별시 광진구 동일로 150,37.5456776907,127.0662247324
937,마포양지설렁탕,서울 마포구,#마포가족식사#마포구맛집#마포구맛집#마포구해장#마포양지설렁탕#양지도가니탕#음식,서울특별시 마포구 새창로 6,37.542089919,126.9505242619
938,화진포막국수 강동구청점,서울 강동구,#강동구맛집#강동구맛집#강동구청맛집#강동막국수#성내동연예인맛집#음식#화진포막국수강동구청점,서울특별시 강동구 성내로10길 121층,37.5284918485,127.1245532452
939,왕의장어,서울 강북구,#왕의장어#우이동맛집#우이산오리#우이산장어#음식#키토산오리,서울특별시 강북구 삼양로181길 141-5 우이산장,37.6694983512,127.0075515589
940,춘향미엔,서울 성동구,#성동구맛집#왕십리맛집#음식#중화요리온면#춘향미엔#행당동맛집,서울특별시 성동구 왕십리로21길 261층,37.5606086743,127.0320274231
941,대가원 본점,서울 강남구,#강남맛집#강남한우#대가원본점#대도식당#음식#학동역맛집,서울특별시 강남구 언주로130길 8,37.5147696287,127.0361394589
942,우주제빵소,서울 성북구,#대파바게트#서울추천빵집#성북동카페#우주제빵소#음식#정보석빵집,서울특별시 성북구 성북로28길 13,37.5952678418,126.9934716202
943,무한쌈밥집,서울 서초구,#맛집#쌈밥#음식#한식,서울특별시 서초구 강남대로93길 23-10 동훈빌딩,37.5124556978,127.018866097
944,토말 본점,서울 강남구,#강남직장인점심#논현맛집#보리굴비점심#서울남도음식#음식#토말,서울특별시 강남구 선릉로121길 13,37.5137476164,127.0412251358
945,아우프글렛 금호,서울 성동구,#금호동카페#성동구카페#아우프글렛금호#아우프클렛#원조크로플#음식,서울특별시 성동구 독서당로51길 71층,37.5489265945,127.0262477256
946,청수우동메밀냉면,서울 영등포구,#음식,서울특별시 영등포구 국제금융로 112 상아빌딩,37.5184507015,126.9339208863
947,문어세상해천탕 양재점,서울 서초구,#서울맛집#음식#해산물,서울특별시 서초구 강남대로 188 화승빌딩,37.4814568609,127.0379069073
948,고른햇살,서울 성북구,#고려대밥집#고른햇살#라볶이맛집#안암동밥집#음식#학생분식,서울특별시 성북구 개운사길 14,37.5870583326,127.0294741271
949,한아람,서울 송파구,#방이동한우#송파한우#음식#한아람#한아람방이점#한우맛집#한우맛집,서울특별시 송파구 위례성대로 34,37.5158459413,127.1160377125
950,닭으로가 압구정본점,서울 강남구,#고추장닭갈비#닭갈비#닭으로가#압구정닭갈비#압구정로데오맛집#음식,서울특별시 강남구 언주로172길 55,37.5270376893,127.0384194597
954,화화일식,서울 강남구,#강남일식집추천#언주역맛집#역삼동맛집#역삼동일식#음식#화화일식,서울특별시 강남구 논현로 550 라현빌딩,37.5053096,127.0352509187
955,서울왕돈까스,서울 성북구,#생활의달인돈까스#서울왕돈까스본점#성북구맛집#성북구맛집#성북동돈까스#음식#인생돈까스,서울특별시 성북구 창경궁로35다길 140,37.5925349323,126.999351717
956,땅코참숯구이 본점,서울 성동구,#땅코#땅코참숯구이본점#왕십리땅코#왕십리맛집#왕십리코기#음식,서울특별시 성동구 행당로17길 26 세종보습학원1층,37.5607364558,127.0330439935
957,까르니브라질그릴,서울 서초구,#가족외식추천#독특한메뉴#맛집제보#분위기좋은#브라질전통바베큐#비주얼맛집#슈하스코#스테이크#음식,서울특별시 서초구 방배로 83-9 동화빌딩5층,37.4821004919,126.9966717526
958,바랗,서울 강남구,#도산공원맛집#도산공원한식코스요리#바랗#압구정맛집#압구정한식#음식,서울특별시 강남구 도산대로 309,37.5224020587,127.0352032169
959,스시히로바 삼성동본점,서울 강남구,#단스시#삼성동맛집#스시히로바#음식#타코와사비군함말이#회전초밥,서울특별시 강남구 삼성로 620 블래스톤리조트,37.5150171187,127.0526490603
960,우정양곱창,서울 강남구,#논현곱창#도산대로맛집#압구정맛집#우정양곱창#음식#학동맛집,서울특별시 강남구 도산대로30길 231층,37.518488533,127.0301232352
961,봉밀가 강남구청점,서울 강남구,#강남봉밀가#메밀비빔냉면#봉밀가#음식#평양냉면맛집#평양물냉면,서울특별시 강남구 선릉로 664 건설빌딩,37.515952935,127.0423110856
962,오리지널팬케이크하우스 도곡점,서울 강남구,#강남와플맛집#도곡동맛집#매봉역맛집#버터밀크팬케이크#오리지널팬케이크하우스도곡#음식,서울특별시 강남구 남부순환로 2753,37.4875340971,127.0470059075
963,전통평양냉면 제형면옥 하계점,서울 노원구,#노원제형면옥#노원평양냉면#음식#전통평양냉면 제형면옥 하계점#하계동맛집#하계역제형면옥,서울특별시 노원구 공릉로59나길 78-10,37.6358228406,127.0701273673
964,뜨락,서울 강남구,#강남한우맛집#강남한우맛집#대구맛집#대구맛집#뜨락#뜨락#음식#인생한우#청담동한우맛집,서울특별시 강남구 영동대로142길 13-3,37.524466074,127.0555679713
965,옛날집,서울 강남구,#옛날집#옛날집디럭스#음식#청담동맛집#청담동옛날집#청담한정식,서울특별시 강남구 선릉로148길 38,37.5227549291,127.0426497513
966,주양두리돈까스,서울 강동구,#강동맛집#돈까스무한리필#암사동가성비#암사동돈까스#음식#주양두리돈까스,서울특별시 강동구 고덕로 892층,37.5549861885,127.1353015126
967,골드피쉬 딤섬퀴진,서울 강남구,#강남딤섬맛집#강남맛집#도산공원맛집#암구정딤섬#압구정맛집#음식,서울특별시 강남구 압구정로48길 35투구빌딩 2층,37.526123883,127.0371223814
968,콩예원,서울 광진구,#광진구맛집#아차산맛집#워커힐맛집#음식#콩예원#한강뷰맛집,서울특별시 광진구 아차산로78길 75 현대골든텔,37.5516500261,127.1110010418
969,개화산장,서울 강서구,#음식,서울특별시 강서구 개화동로19길 6-53,37.573861386,126.8039700643
970,현우동,서울 강남구,#미쉐린가이드서울2023#신사맛집#신사우동맛집#음식#현우동#현우동강남,서울특별시 강남구 논현로149길 53래성빌딩 1층,37.5170913692,127.0243210243
971,남서울민물장어,서울 강남구,#강남장어맛집#남서울민물장어#논현동장어#언주역맛집#음식#장어맛집,서울특별시 강남구 봉은사로 137 상원빌딩,37.5063343783,127.0295402983
972,이이요,서울 광진구,#광진구맛집#광진구맛집#군자역맛집#군자일식맛집#능동맛집#데이트코스#독특한메뉴#맛집제보#비주얼맛집#음식#이이요,서울특별시 광진구 능동로32길 6,37.5552462527,127.0789316373
973,역삼동북어집,서울 강남구,#강남북어국맛집#강남북어찜맛집#역삼동맛집#역삼동북어집#음식#해장북어국,서울특별시 강남구 논현로85길 5-14,37.4986437339,127.0367481933
974,청기와타운 본점,서울 영등포구,#BBQRESTAURANT#KOREANFOOD#LA갈비#SEOULFOOD#레스토랑#빗살로스#서울가볼만한곳#서울맛집#수원왕갈비#와인콜키지프리#음식#콜키지프리#홍대맛집#힙한분위기,서울특별시 영등포구 영중로10길 32-4,37.5184613566,126.9084704271
978,네이버후드,서울 성북구,#네이버후드#디저트카페#디저트카페#뷰맛집카페#뷰맛집카페#서울카페추천#성북동카페추천#음식,서울특별시 성북구 대사관로 1331층,37.6007727872,126.9951407558
979,조인바이트,서울 강남구,#삼성동퓨전레스토랑#서울미슐랭맛집#선정릉역맛집#음식#조인바이트,서울특별시 강남구 선릉로112길 13,37.5115812621,127.0446276652
980,스시쿠루미,서울 강남구,#스시#스시쿠루미#오마카세#음식#일식#청담스시,서울특별시 강남구 선릉로146길 332층,37.5219105811,127.0425581164
981,화해당 여의도점,서울 영등포구,#음식,서울특별시 영등포구 국회대로62길 15광복회관 1층 3호,37.5271410552,126.9169444104
982,오모리찌개 잠실본점,서울 송파구,#송파오모리찌개#오모리김치찌개#오모리찌개#음식#잠실오모리찌개#잠실저녁메뉴,서울특별시 송파구 송파대로 471,37.508093848,127.1040779097
983,BOME CHEONGDAM,서울 강남구,#BOMECHEONGDAM#보메청담#음식#청담동맛집#청담동맛집#청담동카페#청담동카페#청담보메,서울특별시 강남구 선릉로152길 40 에이바이봄,37.5242991952,127.0426941479
984,양인환대,서울 강남구,#양고기맛집#양인환대#양재맛집#양재양고기#양재역맛집#음식,서울특별시 용산구 한강대로40길 14,37.5301944282,126.9699922687
985,호야초밥참치 본점,서울 광진구,#건대참치#건대초밥#음식#호야참치#호야초밥#화양동맛집,서울특별시 광진구 능동로13길 39 한아름건물1층,37.5437085456,127.0701494311
986,춘삼국수,서울 서대문구,#가성비맛집#데이트코스#독특한메뉴#맛집제보#분위기좋은#뷰가좋아요#비주얼맛집#음식#혼밥하기좋은,서울특별시 서대문구 신촌역로 392층 춘삼국수,37.5590211153,126.9410496468
987,신동궁감자탕 역삼본점,서울 강남구,#강남역감자탕맛집#강남역맛집#뼈숯불구이#신동궁감자탕#역삼맛집#음식,서울특별시 강남구 테헤란로10길 21,37.4978465342,127.0328319056
988,리틀넥 청담,서울 강남구,#강남이탈리아식당맛집#도산공원맛집#도산공원맛집#리틀넥#리틀넥#리틀넥청담#음식#청담동이탈리안식당,서울특별시 강남구 도산대로51길 17 압구정불스,37.5242657772,127.0377807071
989,효면옥 신사본점,서울 은평구,#새절역효면옥#신사동맛집#신사동맛집#신사동면옥#음식#효면옥#효면옥신사본점,서울특별시 은평구 증산로 429,37.5946998204,126.9142399716
990,봉래면옥,서울 강동구,#강동구맛집#강동구맛집#강동구평양냉면#길동평양냉면맛집#봉래면옥#음식#평양냉면전문점,서울특별시 강동구 명일로 200-16,37.5365746434,127.1466954442
991,경회루,서울 노원구,#경회루#경회루#공릉동보리굴비#공릉동한정식집#노원구상견례#음식#태릉역맛집,서울특별시 노원구 동일로 1005 대정빌딩,37.6199803173,127.0745301956
992,바른고기 정육점 서래마을본점,서울 서초구,#가족과함께#음식#한식#한우,"서울특별시 서초구 동광로 801층,2층",37.492926916,126.9913191564
993,몽고네,서울 강남구,#신사동맛집#압구정다이닝#압구정로데오맛집#압구정맛집#음식#파스타맛집,서울특별시 강남구 선릉로155길 5,37.5252045816,127.0391305578
994,이화만두,서울 광진구,#광진구맛집#군자만두#능동이화만두#음식#이화만두#줄서서먹는만두집,서울특별시 광진구 능동로 278-1,37.5547629672,127.078473359
995,팀호완 삼성점,서울 강남구,#미쉐린가이드서울2022#미슐랭딤섬#삼성동딤섬맛집#음식#팀호완#팀호완삼성점,서울특별시 강남구 봉은사로86길 30,37.5115009365,127.0568821073
996,스즈란테이,서울 용산구,#음식,서울특별시 용산구 이촌로 245 로얄상가,37.5200012472,126.9744421514
997,레드마블하우스,서울 강남구,#강남소고기구이맛집#레드마블하우스#역삼동맛집#역삼역소고기맛집#음식,서울특별시 강남구 논현로 408,37.4967190011,127.0391841373
998,평양집,서울 용산구,#곱창맛집#곱창맛집#삼각지맛집#서울역아침식사#용리단길식당#음식#평양집,서울특별시 용산구 한강대로 186,37.5349133954,126.9739889933
999,동빙고 본점,서울 용산구,#음식,서울특별시 용산구 이촌로 319 현대아파트,37.5180155081,126.9823414879
1000,바빌리안테이블,서울 강남구,#바빌리안테이블#압구정로데오맛집#압구정브런치맛집#압구정파스타#음식#청담동맛집,서울특별시 강남구 압구정로46길 5-2 원일,37.5280930945,127.0368834583
1001,체다앤올리,서울 성동구,#강아지동반카페#강아지동반카페#서울숲브런치카페#서울숲카페#서울숲카페#음식#체다앤올리#파니니맛집,서울특별시 성동구 서울숲2길 32-14 갤러리아 포레상가 102동 113호,37.5455245178,127.0432601616
1002,골목떡볶이,서울 송파구,#떡볶이맛집#떡볶이맛집#문정동골목떡볶이#문정동맛집#송파떡볶이#송파맛집#송파맛집#음식,서울특별시 송파구 문정로1길 33,37.4891019577,127.1234850164
1003,옥경이네 건생선,서울 중구,#반건조오징어#성시경맛집#신당동맛집#음식#중앙시장맛집,서울특별시 중구 퇴계로85길 7 (황학동),37.5661550275,127.0195506248
1004,쥬에,서울 용산구,#미슐랭맛집#미슐랭맛집#베이징덕#베이징덕#음식#중식다이닝#쥬에#호텔레스토랑#호텔레스토랑,서울특별시 용산구 독서당로 124-7 태흥영화주식회사,37.5375387871,127.0128076059
1005,양천옥설렁탕,서울 양천구,#음식,서울특별시 양천구 등촌로 86,37.5377555414,126.8639183888
1006,스시텐,서울 광진구,#강변맛집#강변스시텐#강변역맛집#구의동맛집#스시맛집#스시맛집#음식,서울특별시 광진구 구의강변로 86,37.5381679532,127.0940557449
1007,R고기,서울 강남구,#명란오차즈케#음식#청담고깃집#청담동한우맛집#청담한우맛집#한우구이맛집,서울특별시 강남구 선릉로162길 51,37.5262156773,127.0448161225
1008,언노운다이너,서울 강남구,#강남이탈리아음식맛집#매봉맛집#양재맛집#양재천맛집#언노운다이너#음식,서울특별시 강남구 논현로28길 422층,37.4842400076,127.0455033597
1009,아리수만찬,서울 영등포구,#음식,서울특별시 영등포구 노들로 111 양화유람선선착장,37.5453940744,126.8936960153
1010,여의도생고기 내곡점,서울 서초구,#돼지고기#서울맛집#음식,서울특별시 서초구 신흥말길 27-9,37.4582797979,127.0825673889
1011,마오 청담동점,서울 강남구,#마오#마오청담동점#베이징덕#북경오리#음식#청담동맛집,서울특별시 강남구 도산대로56길 17,37.5220299758,127.0405582959
1012,메종 사우스케이프,서울 강남구,#음식,서울특별시 강남구 도산대로45길 17 제성빌딩메종 사우스케이프 2층,37.5234713765,127.0350781981
1013,어썸로즈,서울 강남구,#가로수길레스토랑#가로수길맛집#강남스테이크맛집#신사동맛집#어썸로즈#음식,서울특별시 강남구 압구정로10길 40지하1층,37.5209797649,127.0220294568
1017,홍가네풍천장어,서울 도봉구,#도봉구풍천장어#방학동장어#방학동장어맛집#음식#풍천장어홍가네#홍가네풍천장어,서울특별시 도봉구 방학로 290-7,37.6632465236,127.0199422729
1018,흑돈가 여의도점,서울 영등포구,#음식,서울특별시 영등포구 여의대방로69길 231층,37.520992005,126.9301044955
1019,모리티아,서울 성동구,#성수동#음식#카페,서울특별시 성동구 성수동2가284-63,37.5466523332,127.0526148328
1020,더아너스,서울 중랑구,#광진구생신연#더아너스#동대문돌잔치#망우역돌잔치#서울돌잔치#음식,서울특별시 중랑구 망우로 353 상봉 프레미어스 엠코C동 지하1층,37.5981387149,127.0913376195
1021,스시 장종현,서울 강남구,#강남맛집#오마카세#오마카세맛집#음식,서울특별시 강남구 도산대로85길 132층,37.5255352757,127.0489685416
1022,단스시,서울 강남구,#논현동맛집#논현동회전초밥#단스시#단스시논현동#음식#학동역회전초밥,서울특별시 강남구 언주로 652 쿠쿠빌딩,37.5151862409,127.0358005892
1023,우앤,서울 강남구,#신사맛집#음식#한우#한우맛집,서울특별시 강남구 언주로151길 4-11층,37.5224936728,127.032872871
1024,무탄,서울 강남구,#마카롱멘보샤#스테이크짜장면#압구정맛집#압구정맛집#압구정중식당#압구정중식집#음식,서울특별시 강남구 논현로176길 221층,37.5273597287,127.0303257432
1025,투뿔등심 논현 본점,서울 강남구,#논현맛집#논현한우맛집#음식#콜키지프리#투뿔등심논현본점#한우투뿔등심,서울특별시 강남구 언주로148길 19 청호빌딩,37.5211050029,127.0360865064
1026,을밀대 역삼점,서울 강남구,#강남맛집#냉면맛집#서울맛집#음식,서울특별시 강남구 역삼동735-18,37.4981520733,127.0339151315
1027,인왕산 대충유원지,서울 종로구,#음식,서울특별시 종로구 필운대로 464층,37.5801469354,126.9688354055
1028,청담제주물항,서울 강남구,#갈치구이#강남맛집#서울맛집#음식,서울특별시 강남구 도산대로101길 9,37.5257964187,127.0524487727
1029,3대삼계장인,서울 서초구,#맛집#삼계탕#음식#한식,서울특별시 서초구 반포대로28길 56-3 한라빌딩,37.4913552401,127.0116062432
1030,메종조,서울 서초구,#메종조#샤퀴테리맛집#서초동맛집#서초동빵집#음식#조우람쉐프,서울특별시 서초구 반포대로7길 35공아트빌딩 1층,37.4820368509,127.0101399735
1031,유미식당 본점,서울 강남구,#강남역맛집#선릉역맛집#역삼역맛집#역삼역소고기#유미식당본점#음식,서울특별시 강남구 논현로94길 27,37.5030626967,127.0384840214
