,Attraction,Category,type,type2,Category_Map,Good_Point,Selected_People,Participants
0,동대문역사문화공원,관광,experience,experience,경관 및 사진,뷰가 좋아요,22.0,56
1,동대문역사문화공원,관광,experience,experience,시설 및 편의성,관리가 잘 되어있어요,21.0,56
2,동대문역사문화공원,관광,experience,experience,활동 및 즐길거리,볼거리가 많아요,14.0,56
3,동대문역사문화공원,관광,experience,experience,경관 및 사진,사진이 잘 나와요,12.0,56
4,동대문역사문화공원,관광,experience,experience,활동 및 즐길거리,산책로가 잘 되어있어요,12.0,56
5,동대문역사문화공원,관광,experience,experience,시설 및 편의성,편의시설이 잘 되어있어요,9.0,56
6,동대문역사문화공원,관광,experience,experience,활동 및 즐길거리,먹거리가 풍부해요,7.0,56
7,동대문역사문화공원,관광,experience,experience,가격 및 가치,가격이 합리적이에요,7.0,56
8,동대문역사문화공원,관광,experience,experience,시설 및 편의성,방문객이 많아요,5.0,56
9,동대문역사문화공원,관광,experience,experience,활동 및 즐길거리,체험 프로그램이 다양해요,5.0,56
10,동대문역사문화공원,관광,experience,experience,시설 및 편의성,주차하기 편해요,4.0,56
11,동대문역사문화공원,관광,experience,experience,활동 및 즐길거리,컨셉이 독특해요,2.0,56
12,동대문역사문화공원,관광,experience,experience,기타,붐비지 않아요,2.0,56
13,동대문역사문화공원,관광,experience,experience,서비스,유익해요,1.0,56
14,서울식물원,관광,nature,nature,활동 및 즐길거리,신기한 식물이 많아요,2870.0,"5,204"
15,서울식물원,관광,nature,nature,활동 및 즐길거리,산책로가 잘 되어있어요,2757.0,"5,204"
16,서울식물원,관광,nature,nature,활동 및 즐길거리,볼거리가 많아요,2666.0,"5,204"
17,서울식물원,관광,nature,nature,경관 및 사진,사진이 잘 나와요,1101.0,"5,204"
18,서울식물원,관광,nature,nature,경관 및 사진,뷰가 좋아요,864.0,"5,204"
19,서울식물원,관광,nature,nature,시설 및 편의성,화장실이 깨끗해요,841.0,"5,204"
20,서울식물원,관광,nature,nature,시설 및 편의성,편의시설이 잘 되어있어요,715.0,"5,204"
21,서울식물원,관광,nature,nature,시설 및 편의성,주차하기 편해요,680.0,"5,204"
22,서울식물원,관광,nature,nature,가격 및 가치,가격이 합리적이에요,643.0,"5,204"
23,서울식물원,관광,nature,nature,시설 및 편의성,대중교통이 편해요,281.0,"5,204"
24,서울식물원,관광,nature,nature,시설 및 편의성,규모가 커요,74.0,"5,204"
25,서울식물원,관광,nature,nature,활동 및 즐길거리,아이와 가기 좋아요,62.0,"5,204"
26,서울식물원,관광,nature,nature,활동 및 즐길거리,피크닉하기 좋아요,30.0,"5,204"
27,서울식물원,관광,nature,nature,활동 및 즐길거리,컨셉이 독특해요,6.0,"5,204"
28,서울식물원,관광,nature,nature,경관 및 사진,인테리어가 멋져요,5.0,"5,204"
29,서울식물원,관광,nature,nature,활동 및 즐길거리,체험 프로그램이 다양해요,5.0,"5,204"
30,서울식물원,관광,nature,nature,시설 및 편의성,반려동물과 가기 좋아요,3.0,"5,204"
31,N서울타워,관광,theme,theme,경관 및 사진,뷰가 좋아요,4025.0,"5,100"
32,N서울타워,관광,theme,theme,경관 및 사진,야경이 멋져요,1987.0,"5,100"
33,N서울타워,관광,theme,theme,경관 및 사진,사진이 잘 나와요,1865.0,"5,100"
34,N서울타워,관광,theme,theme,활동 및 즐길거리,산책로가 잘 되어있어요,1391.0,"5,100"
35,N서울타워,관광,theme,theme,활동 및 즐길거리,볼거리가 많아요,1190.0,"5,100"
36,N서울타워,관광,theme,theme,시설 및 편의성,대중교통이 편해요,565.0,"5,100"
37,N서울타워,관광,theme,theme,시설 및 편의성,근처에 갈 곳이 많아요,442.0,"5,100"
38,N서울타워,관광,theme,theme,가격 및 가치,가격이 합리적이에요,273.0,"5,100"
39,N서울타워,관광,theme,theme,시설 및 편의성,주차하기 편해요,167.0,"5,100"
40,N서울타워,관광,theme,theme,시설 및 편의성,화장실이 깨끗해요,84.0,"5,100"
41,N서울타워,관광,theme,theme,시설 및 편의성,시설이 깔끔해요,71.0,"5,100"
42,N서울타워,관광,theme,theme,활동 및 즐길거리,아이와 가기 좋아요,69.0,"5,100"
43,N서울타워,관광,theme,theme,시설 및 편의성,편의시설이 잘 되어있어요,35.0,"5,100"
44,N서울타워,관광,theme,theme,경관 및 사진,인테리어가 멋져요,19.0,"5,100"
45,N서울타워,관광,theme,theme,활동 및 즐길거리,먹거리가 풍부해요,13.0,"5,100"
46,N서울타워,관광,theme,theme,활동 및 즐길거리,컨셉이 독특해요,6.0,"5,100"
47,N서울타워,관광,theme,theme,활동 및 즐길거리,체험 프로그램이 다양해요,5.0,"5,100"
48,N서울타워,관광,theme,theme,시설 및 편의성,반려동물과 가기 좋아요,3.0,"5,100"
49,서울숲,관광,nature,nature,경관 및 사진,뷰가 좋아요,256.0,258
50,서울숲,관광,nature,nature,경관 및 사진,사진이 잘 나와요,183.0,258
51,서울숲,관광,nature,nature,활동 및 즐길거리,볼거리가 많아요,98.0,258
52,서울숲,관광,nature,nature,시설 및 편의성,대중교통이 편해요,63.0,258
53,서울숲,관광,nature,nature,활동 및 즐길거리,피크닉하기 좋아요,57.0,258
54,서울숲,관광,nature,nature,시설 및 편의성,근처에 갈 곳이 많아요,56.0,258
55,서울숲,관광,nature,nature,활동 및 즐길거리,산책로가 잘 되어있어요,56.0,258
56,서울숲,관광,nature,nature,경관 및 사진,경관이 독특해요,50.0,258
57,서울숲,관광,nature,nature,시설 및 편의성,주차하기 편해요,35.0,258
58,서울숲,관광,nature,nature,시설 및 편의성,방문객이 많아요,34.0,258
59,서울숲,관광,nature,nature,기타,붐비지 않아요,26.0,258
60,서울숲,관광,nature,nature,시설 및 편의성,조용히 쉬기 좋아요,24.0,258
61,서울숲,관광,nature,nature,시설 및 편의성,화장실이 깨끗해요,20.0,258
62,서울숲,관광,nature,nature,시설 및 편의성,규모가 커요,19.0,258
63,서울숲,관광,nature,nature,시설 및 편의성,반려동물과 가기 좋아요,18.0,258
64,서울숲,관광,nature,nature,시설 및 편의성,편의시설이 잘 되어있어요,17.0,258
65,서울숲,관광,nature,nature,활동 및 즐길거리,아이와 가기 좋아요,17.0,258
66,서울숲,관광,nature,nature,시설 및 편의성,관리가 잘 되어있어요,12.0,258
67,서울숲,관광,nature,nature,시설 및 편의성,관리가 잘 되어있어요,12.0,258
68,서울숲,관광,nature,nature,가격 및 가치,가격이 합리적이에요,11.0,258
69,서울숲,관광,nature,nature,활동 및 즐길거리,체험 프로그램이 다양해요,8.0,258
70,서울숲,관광,nature,nature,시설 및 편의성,관리가 잘 되어있어요,6.0,258
71,서울숲,관광,nature,nature,시설 및 편의성,관리가 잘 되어있어요,6.0,258
72,서울숲,관광,nature,nature,기타,코스가 길어요,5.0,258
73,서울숲,관광,nature,nature,활동 및 즐길거리,신기한 식물이 많아요,4.0,258
74,서울숲,관광,nature,nature,활동 및 즐길거리,먹거리가 풍부해요,2.0,258
75,경복궁,관광,history,history,경관 및 사진,사진이 잘 나와요,777.0,"1,202"
76,경복궁,관광,history,history,활동 및 즐길거리,볼거리가 많아요,718.0,"1,202"
77,경복궁,관광,history,history,시설 및 편의성,관리가 잘 되어있어요,317.0,"1,202"
78,경복궁,관광,history,history,활동 및 즐길거리,산책로가 잘 되어있어요,280.0,"1,202"
79,경복궁,관광,history,history,활동 및 즐길거리,아이와 가기 좋아요,210.0,"1,202"
80,경복궁,관광,history,history,가격 및 가치,가격이 합리적이에요,195.0,"1,202"
81,경복궁,관광,history,history,활동 및 즐길거리,체험 프로그램이 다양해요,119.0,"1,202"
82,경복궁,관광,history,history,시설 및 편의성,주차하기 편해요,117.0,"1,202"
83,경복궁,관광,history,history,경관 및 사진,뷰가 좋아요,117.0,"1,202"
84,경복궁,관광,history,history,시설 및 편의성,방문객이 많아요,113.0,"1,202"
85,경복궁,관광,history,history,서비스,설명이 잘 되어있어요,84.0,"1,202"
86,경복궁,관광,history,history,기타,붐비지 않아요,81.0,"1,202"
87,경복궁,관광,history,history,시설 및 편의성,규모가 커요,68.0,"1,202"
88,경복궁,관광,history,history,시설 및 편의성,근처에 갈 곳이 많아요,21.0,"1,202"
89,경복궁,관광,history,history,경관 및 사진,야경이 멋져요,20.0,"1,202"
90,경복궁,관광,history,history,경관 및 사진,경관이 독특해요,18.0,"1,202"
91,경복궁,관광,history,history,시설 및 편의성,대중교통이 편해요,8.0,"1,202"
92,경복궁,관광,history,history,시설 및 편의성,화장실이 깨끗해요,6.0,"1,202"
93,경복궁,관광,history,history,시설 및 편의성,편의시설이 잘 되어있어요,4.0,"1,202"
94,롯데월드 어드벤처,관광,theme,theme,활동 및 즐길거리,놀이기구가 다양해요,9074.0,"15,214"
95,롯데월드 어드벤처,관광,theme,theme,활동 및 즐길거리,볼거리가 많아요,8780.0,"15,214"
96,롯데월드 어드벤처,관광,theme,theme,활동 및 즐길거리,아이와 가기 좋아요,4569.0,"15,214"
97,롯데월드 어드벤처,관광,theme,theme,활동 및 즐길거리,먹거리가 풍부해요,4209.0,"15,214"
98,롯데월드 어드벤처,관광,theme,theme,경관 및 사진,사진이 잘 나와요,4008.0,"15,214"
99,롯데월드 어드벤처,관광,theme,theme,가격 및 가치,가격이 합리적이에요,2051.0,"15,214"
100,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,주차하기 편해요,1795.0,"15,214"
101,롯데월드 어드벤처,관광,theme,theme,활동 및 즐길거리,체험 프로그램이 다양해요,1476.0,"15,214"
102,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,규모가 커요,524.0,"15,214"
103,롯데월드 어드벤처,관광,theme,theme,서비스,친절해요,453.0,"15,214"
104,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,시설이 깔끔해요,289.0,"15,214"
105,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,편의시설이 잘 되어있어요,213.0,"15,214"
106,롯데월드 어드벤처,관광,theme,theme,서비스,안전하게 관리해요,96.0,"15,214"
107,롯데월드 어드벤처,관광,theme,theme,서비스,유익해요,66.0,"15,214"
108,롯데월드 어드벤처,관광,theme,theme,활동 및 즐길거리,컨셉이 독특해요,49.0,"15,214"
109,롯데월드 어드벤처,관광,theme,theme,기타,대기시간이 짧아요,36.0,"15,214"
110,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,수질 관리가 잘돼요,14.0,"15,214"
111,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,셔틀버스가 잘 되어있어요,10.0,"15,214"
112,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,샤워실이 잘 되어있어요,7.0,"15,214"
113,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,숙박하기 좋아요,5.0,"15,214"
114,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,반려동물과 가기 좋아요,3.0,"15,214"
115,롯데월드 어드벤처,관광,theme,theme,시설 및 편의성,동물 관리가 잘 되어있어요,2.0,"15,214"
116,창덕궁,관광,history,history,경관 및 사진,사진이 잘 나와요,483.0,753
117,창덕궁,관광,history,history,활동 및 즐길거리,볼거리가 많아요,419.0,753
118,창덕궁,관광,history,history,활동 및 즐길거리,산책로가 잘 되어있어요,244.0,753
119,창덕궁,관광,history,history,시설 및 편의성,관리가 잘 되어있어요,207.0,753
120,창덕궁,관광,history,history,기타,붐비지 않아요,102.0,753
121,창덕궁,관광,history,history,경관 및 사진,뷰가 좋아요,87.0,753
122,창덕궁,관광,history,history,활동 및 즐길거리,아이와 가기 좋아요,82.0,753
123,창덕궁,관광,history,history,가격 및 가치,가격이 합리적이에요,77.0,753
124,창덕궁,관광,history,history,서비스,설명이 잘 되어있어요,73.0,753
125,창덕궁,관광,history,history,활동 및 즐길거리,체험 프로그램이 다양해요,48.0,753
126,창덕궁,관광,history,history,시설 및 편의성,방문객이 많아요,40.0,753
127,창덕궁,관광,history,history,시설 및 편의성,규모가 커요,35.0,753
128,창덕궁,관광,history,history,시설 및 편의성,대중교통이 편해요,15.0,753
129,창덕궁,관광,history,history,시설 및 편의성,근처에 갈 곳이 많아요,14.0,753
130,창덕궁,관광,history,history,시설 및 편의성,주차하기 편해요,11.0,753
131,창덕궁,관광,history,history,경관 및 사진,경관이 독특해요,11.0,753
132,창덕궁,관광,history,history,시설 및 편의성,화장실이 깨끗해요,6.0,753
133,창덕궁,관광,history,history,경관 및 사진,야경이 멋져요,5.0,753
134,창덕궁,관광,history,history,시설 및 편의성,편의시설이 잘 되어있어요,1.0,753
135,창덕궁,관광,history,history,시설 및 편의성,반려동물과 가기 좋아요,1.0,753
136,덕수궁,관광,history,history,경관 및 사진,사진이 잘 나와요,312.0,436
137,덕수궁,관광,history,history,활동 및 즐길거리,볼거리가 많아요,242.0,436
138,덕수궁,관광,history,history,활동 및 즐길거리,산책로가 잘 되어있어요,155.0,436
139,덕수궁,관광,history,history,시설 및 편의성,관리가 잘 되어있어요,135.0,436
140,덕수궁,관광,history,history,기타,붐비지 않아요,117.0,436
141,덕수궁,관광,history,history,가격 및 가치,가격이 합리적이에요,92.0,436
142,덕수궁,관광,history,history,경관 및 사진,뷰가 좋아요,69.0,436
143,덕수궁,관광,history,history,활동 및 즐길거리,아이와 가기 좋아요,68.0,436
144,덕수궁,관광,history,history,활동 및 즐길거리,체험 프로그램이 다양해요,27.0,436
145,덕수궁,관광,history,history,경관 및 사진,야경이 멋져요,25.0,436
146,덕수궁,관광,history,history,시설 및 편의성,방문객이 많아요,23.0,436
147,덕수궁,관광,history,history,서비스,설명이 잘 되어있어요,23.0,436
148,덕수궁,관광,history,history,시설 및 편의성,대중교통이 편해요,22.0,436
149,덕수궁,관광,history,history,시설 및 편의성,근처에 갈 곳이 많아요,16.0,436
150,덕수궁,관광,history,history,경관 및 사진,경관이 독특해요,11.0,436
151,덕수궁,관광,history,history,시설 및 편의성,주차하기 편해요,9.0,436
152,덕수궁,관광,history,history,시설 및 편의성,규모가 커요,8.0,436
153,덕수궁,관광,history,history,시설 및 편의성,화장실이 깨끗해요,5.0,436
154,덕수궁,관광,history,history,시설 및 편의성,반려동물과 가기 좋아요,3.0,436
155,덕수궁,관광,history,history,시설 및 편의성,편의시설이 잘 되어있어요,2.0,436
156,선정릉,관광,history,history,활동 및 즐길거리,산책로가 잘 되어있어요,37.0,43
157,선정릉,관광,history,history,기타,붐비지 않아요,31.0,43
158,선정릉,관광,history,history,경관 및 사진,사진이 잘 나와요,28.0,43
159,선정릉,관광,history,history,시설 및 편의성,관리가 잘 되어있어요,17.0,43
160,선정릉,관광,history,history,가격 및 가치,가격이 합리적이에요,12.0,43
161,선정릉,관광,history,history,시설 및 편의성,주차하기 편해요,10.0,43
162,선정릉,관광,history,history,경관 및 사진,뷰가 좋아요,10.0,43
163,선정릉,관광,history,history,활동 및 즐길거리,아이와 가기 좋아요,9.0,43
164,선정릉,관광,history,history,활동 및 즐길거리,볼거리가 많아요,8.0,43
165,선정릉,관광,history,history,서비스,설명이 잘 되어있어요,4.0,43
166,선정릉,관광,history,history,시설 및 편의성,근처에 갈 곳이 많아요,3.0,43
167,선정릉,관광,history,history,시설 및 편의성,대중교통이 편해요,3.0,43
168,선정릉,관광,history,history,시설 및 편의성,방문객이 많아요,1.0,43
169,선정릉,관광,history,history,시설 및 편의성,편의시설이 잘 되어있어요,1.0,43
170,선정릉,관광,history,history,경관 및 사진,경관이 독특해요,1.0,43
171,롯데월드타워 서울스카이,관광,theme,theme,경관 및 사진,뷰가 좋아요,9701.0,"11,594"
172,롯데월드타워 서울스카이,관광,theme,theme,경관 및 사진,사진이 잘 나와요,5158.0,"11,594"
173,롯데월드타워 서울스카이,관광,theme,theme,경관 및 사진,야경이 멋져요,4604.0,"11,594"
174,롯데월드타워 서울스카이,관광,theme,theme,활동 및 즐길거리,볼거리가 많아요,3215.0,"11,594"
175,롯데월드타워 서울스카이,관광,theme,theme,시설 및 편의성,근처에 갈 곳이 많아요,2423.0,"11,594"
176,롯데월드타워 서울스카이,관광,theme,theme,시설 및 편의성,대중교통이 편해요,2291.0,"11,594"
177,롯데월드타워 서울스카이,관광,theme,theme,시설 및 편의성,주차하기 편해요,1647.0,"11,594"
178,롯데월드타워 서울스카이,관광,theme,theme,가격 및 가치,가격이 합리적이에요,687.0,"11,594"
179,롯데월드타워 서울스카이,관광,theme,theme,시설 및 편의성,시설이 깔끔해요,416.0,"11,594"
180,롯데월드타워 서울스카이,관광,theme,theme,활동 및 즐길거리,산책로가 잘 되어있어요,415.0,"11,594"
181,롯데월드타워 서울스카이,관광,theme,theme,활동 및 즐길거리,아이와 가기 좋아요,212.0,"11,594"
182,롯데월드타워 서울스카이,관광,theme,theme,시설 및 편의성,화장실이 깨끗해요,211.0,"11,594"
183,롯데월드타워 서울스카이,관광,theme,theme,시설 및 편의성,편의시설이 잘 되어있어요,139.0,"11,594"
184,롯데월드타워 서울스카이,관광,theme,theme,경관 및 사진,인테리어가 멋져요,103.0,"11,594"
185,롯데월드타워 서울스카이,관광,theme,theme,활동 및 즐길거리,먹거리가 풍부해요,102.0,"11,594"
186,롯데월드타워 서울스카이,관광,theme,theme,활동 및 즐길거리,컨셉이 독특해요,62.0,"11,594"
187,롯데월드타워 서울스카이,관광,theme,theme,활동 및 즐길거리,체험 프로그램이 다양해요,22.0,"11,594"
188,롯데월드타워 서울스카이,관광,theme,theme,시설 및 편의성,반려동물과 가기 좋아요,1.0,"11,594"
189,마포구하늘공원,관광,nature,nature,활동 및 즐길거리,산책로가 잘 되어있어요,395.0,681
190,마포구하늘공원,관광,nature,nature,경관 및 사진,뷰가 좋아요,322.0,681
191,마포구하늘공원,관광,nature,nature,경관 및 사진,사진이 잘 나와요,233.0,681
192,마포구하늘공원,관광,nature,nature,활동 및 즐길거리,볼거리가 많아요,199.0,681
193,마포구하늘공원,관광,nature,nature,활동 및 즐길거리,피크닉하기 좋아요,190.0,681
194,마포구하늘공원,관광,nature,nature,시설 및 편의성,편의시설이 잘 되어있어요,59.0,681
195,마포구하늘공원,관광,nature,nature,시설 및 편의성,주차하기 편해요,54.0,681
196,마포구하늘공원,관광,nature,nature,시설 및 편의성,대중교통이 편해요,41.0,681
197,마포구하늘공원,관광,nature,nature,가격 및 가치,가격이 합리적이에요,40.0,681
198,마포구하늘공원,관광,nature,nature,시설 및 편의성,화장실이 깨끗해요,40.0,681
199,마포구하늘공원,관광,nature,nature,활동 및 즐길거리,아이와 가기 좋아요,8.0,681
200,마포구하늘공원,관광,nature,nature,시설 및 편의성,반려동물과 가기 좋아요,7.0,681
201,마포구하늘공원,관광,nature,nature,시설 및 편의성,규모가 커요,7.0,681
202,마포구하늘공원,관광,nature,nature,시설 및 편의성,조용히 쉬기 좋아요,4.0,681
203,마포구하늘공원,관광,nature,nature,시설 및 편의성,방문객이 많아요,3.0,681
204,마포구하늘공원,관광,nature,nature,시설 및 편의성,관리가 잘 되어있어요,3.0,681
205,마포구하늘공원,관광,nature,nature,기타,붐비지 않아요,2.0,681
206,마포구하늘공원,관광,nature,nature,시설 및 편의성,근처에 갈 곳이 많아요,1.0,681
207,마포구하늘공원,관광,nature,nature,활동 및 즐길거리,신기한 식물이 많아요,1.0,681
208,마포구하늘공원,관광,nature,nature,경관 및 사진,경관이 독특해요,1.0,681
209,동대문종합시장,관광,shop_etc,shop_etc,시설 및 편의성,주차하기 편해요,17.0,41
210,동대문종합시장,관광,shop_etc,shop_etc,쇼핑 관련,종류가 다양해요,12.0,41
211,동대문종합시장,관광,shop_etc,shop_etc,서비스,친절해요,11.0,41
212,동대문종합시장,관광,shop_etc,shop_etc,가격 및 가치,가성비가 좋아요,7.0,41
213,동대문종합시장,관광,shop_etc,shop_etc,쇼핑 관련,특색 있는 제품이 많아요,7.0,41
214,동대문종합시장,관광,shop_etc,shop_etc,시설 및 편의성,시설이 깔끔해요,5.0,41
215,동대문종합시장,관광,shop_etc,shop_etc,가격 및 가치,품질이 좋아요,5.0,41
216,동대문종합시장,관광,shop_etc,shop_etc,활동 및 즐길거리,볼거리가 많아요,4.0,41
217,동대문종합시장,관광,shop_etc,shop_etc,쇼핑 관련,매장이 넓어요,2.0,41
218,동대문종합시장,관광,shop_etc,shop_etc,활동 및 즐길거리,컨셉이 독특해요,1.0,41
219,동대문종합시장,관광,shop_etc,shop_etc,시설 및 편의성,방문객이 많아요,1.0,41
220,동대문종합시장,관광,shop_etc,shop_etc,가격 및 가치,비싼 만큼 가치있어요,1.0,41
221,동대문종합시장,관광,shop_etc,shop_etc,경관 및 사진,트렌디해요,1.0,41
222,북촌한옥마을,관광,history,theme,경관 및 사진,뷰가 좋아요,52.0,56
223,북촌한옥마을,관광,history,theme,경관 및 사진,사진이 잘 나와요,43.0,56
224,북촌한옥마을,관광,history,theme,활동 및 즐길거리,볼거리가 많아요,33.0,56
225,북촌한옥마을,관광,history,theme,시설 및 편의성,방문객이 많아요,33.0,56
226,북촌한옥마을,관광,history,theme,활동 및 즐길거리,산책로가 잘 되어있어요,15.0,56
227,북촌한옥마을,관광,history,theme,활동 및 즐길거리,먹거리가 풍부해요,12.0,56
228,북촌한옥마을,관광,history,theme,시설 및 편의성,관리가 잘 되어있어요,8.0,56
229,북촌한옥마을,관광,history,theme,기타,붐비지 않아요,6.0,56
230,북촌한옥마을,관광,history,theme,시설 및 편의성,근처에 갈 곳이 많아요,5.0,56
231,북촌한옥마을,관광,history,theme,시설 및 편의성,규모가 커요,4.0,56
232,북촌한옥마을,관광,history,theme,활동 및 즐길거리,피크닉하기 좋아요,2.0,56
233,북촌한옥마을,관광,history,theme,경관 및 사진,트렌디해요,2.0,56
234,북촌한옥마을,관광,history,theme,시설 및 편의성,편의시설이 잘 되어있어요,1.0,56
235,북촌한옥마을,관광,history,theme,시설 및 편의성,조용히 쉬기 좋아요,1.0,56
236,북촌한옥마을,관광,history,theme,활동 및 즐길거리,아이와 가기 좋아요,1.0,56
237,북촌한옥마을,관광,history,theme,가격 및 가치,가격이 합리적이에요,1.0,56
238,북촌한옥마을,관광,history,theme,활동 및 즐길거리,체험 프로그램이 다양해요,1.0,56
239,북촌한옥마을,관광,history,theme,시설 및 편의성,대중교통이 편해요,1.0,56
240,북촌한옥마을,관광,history,theme,경관 및 사진,자연 경관이 좋아요,1.0,56
241,북촌한옥마을,관광,history,theme,서비스,유익해요,1.0,56
242,낙산공원,관광,experience,theme,경관 및 사진,뷰가 좋아요,97.0,93
243,낙산공원,관광,experience,theme,활동 및 즐길거리,산책로가 잘 되어있어요,72.0,93
244,낙산공원,관광,experience,theme,경관 및 사진,사진이 잘 나와요,52.0,93
245,낙산공원,관광,experience,theme,시설 및 편의성,관리가 잘 되어있어요,21.0,93
246,낙산공원,관광,experience,theme,활동 및 즐길거리,볼거리가 많아요,20.0,93
247,낙산공원,관광,experience,theme,기타,붐비지 않아요,15.0,93
248,낙산공원,관광,experience,theme,시설 및 편의성,방문객이 많아요,13.0,93
249,낙산공원,관광,experience,theme,경관 및 사진,자연 경관이 좋아요,13.0,93
250,낙산공원,관광,experience,theme,시설 및 편의성,편의시설이 잘 되어있어요,6.0,93
251,낙산공원,관광,experience,theme,시설 및 편의성,조용히 쉬기 좋아요,4.0,93
252,낙산공원,관광,experience,theme,시설 및 편의성,화장실이 깨끗해요,4.0,93
253,낙산공원,관광,experience,theme,시설 및 편의성,근처에 갈 곳이 많아요,2.0,93
254,낙산공원,관광,experience,theme,시설 및 편의성,주차하기 편해요,2.0,93
255,낙산공원,관광,experience,theme,시설 및 편의성,반려동물과 가기 좋아요,2.0,93
256,낙산공원,관광,experience,theme,시설 및 편의성,대중교통이 편해요,2.0,93
257,낙산공원,관광,experience,theme,활동 및 즐길거리,아이와 가기 좋아요,1.0,93
258,낙산공원,관광,experience,theme,가격 및 가치,가격이 합리적이에요,1.0,93
259,국립중앙박물관,관광,culture,culture,서비스,유익해요,699.0,"1,296"
260,국립중앙박물관,관광,culture,culture,시설 및 편의성,전시 구성이 알차요,522.0,"1,296"
261,국립중앙박물관,관광,culture,culture,시설 및 편의성,주차하기 편해요,279.0,"1,296"
262,국립중앙박물관,관광,culture,culture,시설 및 편의성,공간이 넓어요,275.0,"1,296"
263,국립중앙박물관,관광,culture,culture,활동 및 즐길거리,전시 테마가 재밌어요,266.0,"1,296"
264,국립중앙박물관,관광,culture,culture,서비스,설명이 잘 되어있어요,237.0,"1,296"
265,국립중앙박물관,관광,culture,culture,가격 및 가치,가격이 합리적이에요,195.0,"1,296"
266,국립중앙박물관,관광,culture,culture,활동 및 즐길거리,아이와 가기 좋아요,135.0,"1,296"
267,국립중앙박물관,관광,culture,culture,활동 및 즐길거리,체험 프로그램이 다양해요,109.0,"1,296"
268,국립중앙박물관,관광,culture,culture,경관 및 사진,사진이 잘 나와요,108.0,"1,296"
269,국립중앙박물관,관광,culture,culture,경관 및 사진,뷰가 좋아요,8.0,"1,296"
270,국립중앙박물관,관광,culture,culture,시설 및 편의성,화장실이 깨끗해요,4.0,"1,296"
271,국립중앙박물관,관광,culture,culture,활동 및 즐길거리,컨셉이 독특해요,2.0,"1,296"
272,광화문,관광,history,history,경관 및 사진,사진이 잘 나와요,127.0,141
273,광화문,관광,history,history,활동 및 즐길거리,볼거리가 많아요,90.0,141
274,광화문,관광,history,history,시설 및 편의성,방문객이 많아요,34.0,141
275,광화문,관광,history,history,경관 및 사진,야경이 멋져요,32.0,141
276,광화문,관광,history,history,시설 및 편의성,관리가 잘 되어있어요,29.0,141
277,광화문,관광,history,history,경관 및 사진,뷰가 좋아요,25.0,141
278,광화문,관광,history,history,시설 및 편의성,근처에 갈 곳이 많아요,24.0,141
279,광화문,관광,history,history,활동 및 즐길거리,아이와 가기 좋아요,23.0,141
280,광화문,관광,history,history,활동 및 즐길거리,체험 프로그램이 다양해요,17.0,141
281,광화문,관광,history,history,활동 및 즐길거리,산책로가 잘 되어있어요,17.0,141
282,광화문,관광,history,history,시설 및 편의성,규모가 커요,16.0,141
283,광화문,관광,history,history,시설 및 편의성,대중교통이 편해요,14.0,141
284,광화문,관광,history,history,기타,붐비지 않아요,13.0,141
285,광화문,관광,history,history,경관 및 사진,경관이 독특해요,12.0,141
286,광화문,관광,history,history,서비스,설명이 잘 되어있어요,3.0,141
287,광화문,관광,history,history,가격 및 가치,가격이 합리적이에요,3.0,141
288,광화문,관광,history,history,시설 및 편의성,편의시설이 잘 되어있어요,1.0,141
289,광화문,관광,history,history,시설 및 편의성,주차하기 편해요,1.0,141
290,창경궁,관광,history,history,경관 및 사진,사진이 잘 나와요,95.0,132
291,창경궁,관광,history,history,활동 및 즐길거리,산책로가 잘 되어있어요,65.0,132
292,창경궁,관광,history,history,활동 및 즐길거리,볼거리가 많아요,57.0,132
293,창경궁,관광,history,history,시설 및 편의성,관리가 잘 되어있어요,39.0,132
294,창경궁,관광,history,history,기타,붐비지 않아요,38.0,132
295,창경궁,관광,history,history,경관 및 사진,뷰가 좋아요,28.0,132
296,창경궁,관광,history,history,가격 및 가치,가격이 합리적이에요,26.0,132
297,창경궁,관광,history,history,활동 및 즐길거리,아이와 가기 좋아요,22.0,132
298,창경궁,관광,history,history,서비스,설명이 잘 되어있어요,18.0,132
299,창경궁,관광,history,history,시설 및 편의성,방문객이 많아요,9.0,132
300,창경궁,관광,history,history,경관 및 사진,야경이 멋져요,9.0,132
301,창경궁,관광,history,history,시설 및 편의성,근처에 갈 곳이 많아요,8.0,132
302,창경궁,관광,history,history,활동 및 즐길거리,체험 프로그램이 다양해요,8.0,132
303,창경궁,관광,history,history,시설 및 편의성,규모가 커요,8.0,132
304,창경궁,관광,history,history,경관 및 사진,경관이 독특해요,8.0,132
305,창경궁,관광,history,history,시설 및 편의성,대중교통이 편해요,7.0,132
306,창경궁,관광,history,history,시설 및 편의성,주차하기 편해요,3.0,132
307,창경궁,관광,history,history,시설 및 편의성,화장실이 깨끗해요,3.0,132
