,Attraction,Category,type,type2,Category_Map,Good_Point,Selected_People,Participants
8182,성북동돼지갈비본점,음식,korean,korean,시설 및 분위기,매장이 청결해요,26.0,507
8183,성북동돼지갈비본점,음식,korean,korean,서비스,직접 잘 구워줘요,16.0,507
8184,성북동돼지갈비본점,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,13.0,507
8185,성북동돼지갈비본점,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,10.0,507
8186,성북동돼지갈비본점,음식,korean,korean,음식의 속성,건강한 맛이에요,8.0,507
8187,성북동돼지갈비본점,음식,korean,korean,서비스,음식이 빨리 나와요,7.0,507
8188,성북동돼지갈비본점,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,6.0,507
8189,성북동돼지갈비본점,음식,korean,korean,시설 및 분위기,뷰가 좋아요,6.0,507
8190,성북동돼지갈비본점,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,5.0,507
8191,성북동돼지갈비본점,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,4.0,507
8192,성북동돼지갈비본점,음식,korean,korean,음식의 속성,잡내가 적어요,4.0,507
8193,성북동돼지갈비본점,음식,korean,korean,음식의 속성,반찬이 잘 나와요,3.0,507
8194,성북동돼지갈비본점,음식,korean,korean,시설 및 분위기,아늑해요,1.0,507
8195,성북동돼지갈비본점,음식,korean,korean,가격 및 가치,비싼 만큼 가치있어요,1.0,507
8196,성북동돼지갈비본점,음식,korean,korean,시설 및 분위기,환기가 잘 돼요,1.0,507
8197,강동황도바지락칼국수,음식,korean,korean,음식의 속성,음식이 맛있어요,751.0,892
8198,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,주차하기 편해요,279.0,892
8199,강동황도바지락칼국수,음식,korean,korean,음식의 속성,양이 많아요,222.0,892
8200,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,매장이 넓어요,175.0,892
8201,강동황도바지락칼국수,음식,korean,korean,음식의 속성,재료가 신선해요,167.0,892
8202,강동황도바지락칼국수,음식,korean,korean,서비스,친절해요,136.0,892
8203,강동황도바지락칼국수,음식,korean,korean,가격 및 가치,가성비가 좋아요,134.0,892
8204,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,매장이 청결해요,86.0,892
8205,강동황도바지락칼국수,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,62.0,892
8206,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,48.0,892
8207,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,22.0,892
8208,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,17.0,892
8209,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,뷰가 좋아요,13.0,892
8210,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,10.0,892
8211,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,4.0,892
8212,강동황도바지락칼국수,음식,korean,korean,음식의 속성,건강한 맛이에요,4.0,892
8213,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,아이와 가기 좋아요,2.0,892
8214,강동황도바지락칼국수,음식,korean,korean,시설 및 분위기,차분한 분위기에요,1.0,892
8215,강동황도바지락칼국수,음식,korean,korean,서비스,음식이 빨리 나와요,1.0,892
8216,강동황도바지락칼국수,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,1.0,892
8217,금왕돈까스,음식,japanese,japanese,음식의 속성,음식이 맛있어요,1128.0,120
8218,금왕돈까스,음식,japanese,japanese,음식의 속성,양이 많아요,720.0,120
8219,금왕돈까스,음식,japanese,japanese,시설 및 분위기,매장이 넓어요,322.0,120
8220,금왕돈까스,음식,japanese,japanese,서비스,친절해요,321.0,120
8221,금왕돈까스,음식,japanese,japanese,시설 및 분위기,매장이 청결해요,286.0,120
8222,금왕돈까스,음식,japanese,japanese,음식의 속성,재료가 신선해요,234.0,120
8223,금왕돈까스,음식,japanese,japanese,가격 및 가치,가성비가 좋아요,231.0,120
8224,금왕돈까스,음식,japanese,japanese,시설 및 분위기,주차하기 편해요,174.0,120
8225,금왕돈까스,음식,japanese,japanese,시설 및 분위기,혼밥하기 좋아요,102.0,120
8226,금왕돈까스,음식,japanese,japanese,음식의 속성,특별한 메뉴가 있어요,102.0,120
8227,금왕돈까스,음식,japanese,japanese,시설 및 분위기,화장실이 깨끗해요,54.0,120
8228,금왕돈까스,음식,japanese,japanese,시설 및 분위기,인테리어가 멋져요,44.0,120
8229,금왕돈까스,음식,japanese,japanese,시설 및 분위기,단체모임 하기 좋아요,43.0,120
8230,금왕돈까스,음식,japanese,japanese,시설 및 분위기,뷰가 좋아요,38.0,120
8231,금왕돈까스,음식,japanese,japanese,시설 및 분위기,특별한 날 가기 좋아요,23.0,120
8232,금왕돈까스,음식,japanese,japanese,서비스,음식이 빨리 나와요,6.0,120
8233,금왕돈까스,음식,japanese,japanese,가격 및 가치,메뉴 구성이 알차요,6.0,120
8234,금왕돈까스,음식,japanese,japanese,시설 및 분위기,아늑해요,4.0,120
8235,금왕돈까스,음식,japanese,japanese,음식의 속성,고기 질이 좋아요,3.0,120
8236,금왕돈까스,음식,japanese,japanese,시설 및 분위기,대화하기 좋아요,3.0,120
8237,금왕돈까스,음식,japanese,japanese,시설 및 분위기,차분한 분위기에요,2.0,120
8238,금왕돈까스,음식,japanese,japanese,음식의 속성,잡내가 적어요,2.0,120
8239,금왕돈까스,음식,japanese,japanese,시설 및 분위기,아이와 가기 좋아요,1.0,120
8240,금왕돈까스,음식,japanese,japanese,서비스,포장이 깔끔해요,1.0,120
8241,금왕돈까스,음식,japanese,japanese,가격 및 가치,비싼 만큼 가치있어요,1.0,120
8242,금왕돈까스,음식,japanese,japanese,음식의 속성,반찬이 잘 나와요,1.0,120
8243,금왕돈까스,음식,japanese,japanese,음식의 속성,향신료가 강하지 않아요,1.0,120
8244,금왕돈까스,음식,japanese,japanese,시설 및 분위기,집중하기 좋아요,1.0,120
8245,운산,음식,korean,korean,음식의 속성,음식이 맛있어요,157.0,251
8246,운산,음식,korean,korean,서비스,친절해요,100.0,251
8247,운산,음식,korean,korean,시설 및 분위기,차분한 분위기에요,72.0,251
8248,운산,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,71.0,251
8249,운산,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,50.0,251
8250,운산,음식,korean,korean,음식의 속성,재료가 신선해요,45.0,251
8251,운산,음식,korean,korean,가격 및 가치,비싼 만큼 가치있어요,42.0,251
8252,운산,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,40.0,251
8253,운산,음식,korean,korean,시설 및 분위기,매장이 청결해요,39.0,251
8254,운산,음식,korean,korean,시설 및 분위기,매장이 넓어요,36.0,251
8255,운산,음식,korean,korean,시설 및 분위기,주차하기 편해요,29.0,251
8256,운산,음식,korean,korean,음식의 속성,양이 많아요,26.0,251
8257,운산,음식,korean,korean,가격 및 가치,가성비가 좋아요,11.0,251
8258,운산,음식,korean,korean,음식의 속성,반찬이 잘 나와요,11.0,251
8259,운산,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,7.0,251
8260,운산,음식,korean,korean,시설 및 분위기,뷰가 좋아요,6.0,251
8261,운산,음식,korean,korean,시설 및 분위기,룸이 잘 되어있어요,5.0,251
8262,운산,음식,korean,korean,음식의 속성,건강한 맛이에요,4.0,251
8263,운산,음식,korean,korean,가격 및 가치,코스요리가 알차요,3.0,251
8264,운산,음식,korean,korean,시설 및 분위기,좌석이 편해요,1.0,251
8265,운산,음식,korean,korean,서비스,음식이 빨리 나와요,1.0,251
8266,운산,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,1.0,251
8267,운산,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,1.0,251
8268,서초구통나무집,음식,korean,korean,음식의 속성,음식이 맛있어요,227.0,254
8269,서초구통나무집,음식,korean,korean,서비스,친절해요,63.0,254
8270,서초구통나무집,음식,korean,korean,시설 및 분위기,매장이 넓어요,62.0,254
8271,서초구통나무집,음식,korean,korean,시설 및 분위기,주차하기 편해요,60.0,254
8272,서초구통나무집,음식,korean,korean,음식의 속성,고기 질이 좋아요,50.0,254
8273,서초구통나무집,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,45.0,254
8274,서초구통나무집,음식,korean,korean,음식의 속성,재료가 신선해요,43.0,254
8275,서초구통나무집,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,42.0,254
8276,서초구통나무집,음식,korean,korean,시설 및 분위기,매장이 청결해요,35.0,254
8277,서초구통나무집,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,34.0,254
8278,서초구통나무집,음식,korean,korean,음식의 속성,양이 많아요,31.0,254
8279,서초구통나무집,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,27.0,254
8280,서초구통나무집,음식,korean,korean,가격 및 가치,가성비가 좋아요,25.0,254
8281,서초구통나무집,음식,korean,korean,시설 및 분위기,뷰가 좋아요,22.0,254
8282,서초구통나무집,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,11.0,254
8283,서초구통나무집,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,11.0,254
8284,서초구통나무집,음식,korean,korean,서비스,직접 잘 구워줘요,8.0,254
8285,서초구통나무집,음식,korean,korean,음식의 속성,반찬이 잘 나와요,4.0,254
8286,서초구통나무집,음식,korean,korean,시설 및 분위기,야외 공간이 멋져요,3.0,254
8287,서초구통나무집,음식,korean,korean,가격 및 가치,비싼 만큼 가치있어요,2.0,254
8288,서초구통나무집,음식,korean,korean,시설 및 분위기,오래 머무르기 좋아요,1.0,254
8289,설마중,음식,korean,korean,음식의 속성,음식이 맛있어요,402.0,486
8290,설마중,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,161.0,486
8291,설마중,음식,korean,korean,서비스,친절해요,156.0,486
8292,설마중,음식,korean,korean,음식의 속성,양이 많아요,105.0,486
8293,설마중,음식,korean,korean,음식의 속성,고기 질이 좋아요,104.0,486
8294,설마중,음식,korean,korean,시설 및 분위기,주차하기 편해요,102.0,486
8295,설마중,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,87.0,486
8296,설마중,음식,korean,korean,시설 및 분위기,매장이 넓어요,75.0,486
8297,설마중,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,65.0,486
8298,설마중,음식,korean,korean,음식의 속성,재료가 신선해요,63.0,486
8299,설마중,음식,korean,korean,가격 및 가치,가성비가 좋아요,58.0,486
8300,설마중,음식,korean,korean,시설 및 분위기,매장이 청결해요,51.0,486
8301,설마중,음식,korean,korean,서비스,직접 잘 구워줘요,38.0,486
8302,설마중,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,27.0,486
8303,설마중,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,14.0,486
8304,설마중,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,9.0,486
8305,설마중,음식,korean,korean,가격 및 가치,코스요리가 알차요,7.0,486
8306,설마중,음식,korean,korean,시설 및 분위기,룸이 잘 되어있어요,7.0,486
8307,설마중,음식,korean,korean,음식의 속성,반찬이 잘 나와요,6.0,486
8308,설마중,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,4.0,486
8309,설마중,음식,korean,korean,시설 및 분위기,아늑해요,3.0,486
8310,설마중,음식,korean,korean,시설 및 분위기,뷰가 좋아요,3.0,486
8311,설마중,음식,korean,korean,시설 및 분위기,오래 머무르기 좋아요,1.0,486
8312,설마중,음식,korean,korean,음식의 속성,건강한 맛이에요,1.0,486
8313,강서도일처,음식,chinese,chinese,음식의 속성,음식이 맛있어요,496.0,578
8314,강서도일처,음식,chinese,chinese,서비스,친절해요,162.0,578
8315,강서도일처,음식,chinese,chinese,음식의 속성,특별한 메뉴가 있어요,153.0,578
8316,강서도일처,음식,chinese,chinese,시설 및 분위기,단체모임 하기 좋아요,128.0,578
8317,강서도일처,음식,chinese,chinese,음식의 속성,재료가 신선해요,111.0,578
8318,강서도일처,음식,chinese,chinese,시설 및 분위기,매장이 넓어요,110.0,578
8319,강서도일처,음식,chinese,chinese,음식의 속성,양이 많아요,73.0,578
8320,강서도일처,음식,chinese,chinese,시설 및 분위기,특별한 날 가기 좋아요,53.0,578
8321,강서도일처,음식,chinese,chinese,시설 및 분위기,매장이 청결해요,46.0,578
8322,강서도일처,음식,chinese,chinese,시설 및 분위기,인테리어가 멋져요,36.0,578
8323,강서도일처,음식,chinese,chinese,가격 및 가치,가성비가 좋아요,31.0,578
8324,강서도일처,음식,chinese,chinese,시설 및 분위기,혼밥하기 좋아요,24.0,578
8325,강서도일처,음식,chinese,chinese,시설 및 분위기,주차하기 편해요,14.0,578
8326,강서도일처,음식,chinese,chinese,시설 및 분위기,룸이 잘 되어있어요,5.0,578
8327,강서도일처,음식,chinese,chinese,서비스,음식이 빨리 나와요,4.0,578
8328,강서도일처,음식,chinese,chinese,시설 및 분위기,화장실이 깨끗해요,4.0,578
8329,강서도일처,음식,chinese,chinese,시설 및 분위기,차분한 분위기에요,3.0,578
8330,강서도일처,음식,chinese,chinese,가격 및 가치,비싼 만큼 가치있어요,2.0,578
8331,강서도일처,음식,chinese,chinese,시설 및 분위기,뷰가 좋아요,2.0,578
8332,강서도일처,음식,chinese,chinese,시설 및 분위기,아이와 가기 좋아요,1.0,578
8333,강서도일처,음식,chinese,chinese,음식의 속성,잡내가 적어요,1.0,578
8334,강서도일처,음식,chinese,chinese,음식의 속성,현지 맛에 가까워요,1.0,578
8335,강서도일처,음식,chinese,chinese,음식의 속성,고기 질이 좋아요,1.0,578
8336,강서도일처,음식,chinese,chinese,가격 및 가치,메뉴 구성이 알차요,1.0,578
8337,강서도일처,음식,chinese,chinese,음식의 속성,건강한 맛이에요,1.0,578
8338,강남곰바위,음식,korean,korean,음식의 속성,음식이 맛있어요,453.0,483
8339,강남곰바위,음식,korean,korean,서비스,친절해요,126.0,483
8340,강남곰바위,음식,korean,korean,시설 및 분위기,매장이 넓어요,122.0,483
8341,강남곰바위,음식,korean,korean,음식의 속성,재료가 신선해요,96.0,483
8342,강남곰바위,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,95.0,483
8343,강남곰바위,음식,korean,korean,시설 및 분위기,매장이 청결해요,89.0,483
8344,강남곰바위,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,77.0,483
8345,강남곰바위,음식,korean,korean,시설 및 분위기,주차하기 편해요,63.0,483
8346,강남곰바위,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,57.0,483
8347,강남곰바위,음식,korean,korean,음식의 속성,고기 질이 좋아요,54.0,483
8348,강남곰바위,음식,korean,korean,음식의 속성,양이 많아요,49.0,483
8349,강남곰바위,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,45.0,483
8350,강남곰바위,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,36.0,483
8351,강남곰바위,음식,korean,korean,가격 및 가치,가성비가 좋아요,15.0,483
8352,강남곰바위,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,11.0,483
8353,강남곰바위,음식,korean,korean,서비스,직접 잘 구워줘요,10.0,483
8354,강남곰바위,음식,korean,korean,시설 및 분위기,뷰가 좋아요,9.0,483
8355,강남곰바위,음식,korean,korean,가격 및 가치,비싼 만큼 가치있어요,5.0,483
8356,강남곰바위,음식,korean,korean,시설 및 분위기,차분한 분위기에요,3.0,483
8357,강남곰바위,음식,korean,korean,음식의 속성,잡내가 적어요,3.0,483
8358,강남곰바위,음식,korean,korean,시설 및 분위기,룸이 잘 되어있어요,2.0,483
8359,강남곰바위,음식,korean,korean,음식의 속성,반찬이 잘 나와요,2.0,483
8360,강남곰바위,음식,korean,korean,시설 및 분위기,아늑해요,1.0,483
8361,강남곰바위,음식,korean,korean,서비스,음식이 빨리 나와요,1.0,483
8362,강남곰바위,음식,korean,korean,시설 및 분위기,아이와 가기 좋아요,1.0,483
8363,강남곰바위,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,1.0,483
8364,강남곰바위,음식,korean,korean,시설 및 분위기,야외 공간이 멋져요,1.0,483
8365,강남곰바위,음식,korean,korean,음식의 속성,건강한 맛이에요,1.0,483
8366,드럼통 참숯석쇠구이,음식,korean,korean,음식의 속성,음식이 맛있어요,247.0,268
8367,드럼통 참숯석쇠구이,음식,korean,korean,서비스,친절해요,89.0,268
8368,드럼통 참숯석쇠구이,음식,korean,korean,가격 및 가치,가성비가 좋아요,86.0,268
8369,드럼통 참숯석쇠구이,음식,korean,korean,음식의 속성,고기 질이 좋아요,41.0,268
8370,드럼통 참숯석쇠구이,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,33.0,268
8371,드럼통 참숯석쇠구이,음식,korean,korean,음식의 속성,양이 많아요,28.0,268
8372,드럼통 참숯석쇠구이,음식,korean,korean,음식의 속성,재료가 신선해요,19.0,268
8373,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,뷰가 좋아요,17.0,268
8374,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,16.0,268
8375,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,11.0,268
8376,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,9.0,268
8377,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,매장이 넓어요,9.0,268
8378,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,야외 공간이 멋져요,8.0,268
8379,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,매장이 청결해요,7.0,268
8380,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,반려동물과 가기 좋아요,6.0,268
8381,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,주차하기 편해요,4.0,268
8382,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,3.0,268
8383,드럼통 참숯석쇠구이,음식,korean,korean,서비스,직접 잘 구워줘요,3.0,268
8384,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,아늑해요,2.0,268
8385,드럼통 참숯석쇠구이,음식,korean,korean,서비스,음식이 빨리 나와요,2.0,268
8386,드럼통 참숯석쇠구이,음식,korean,korean,음식의 속성,잡내가 적어요,2.0,268
8387,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,2.0,268
8388,드럼통 참숯석쇠구이,음식,korean,korean,시설 및 분위기,아이와 가기 좋아요,1.0,268
8389,종로구밀림,음식,etc,etc,시설 및 분위기,뷰가 좋아요,695.0,939
8390,종로구밀림,음식,etc,etc,음식의 속성,음식이 맛있어요,645.0,939
8391,종로구밀림,음식,etc,etc,시설 및 분위기,인테리어가 멋져요,556.0,939
8392,종로구밀림,음식,etc,etc,시설 및 분위기,특별한 날 가기 좋아요,271.0,939
8393,종로구밀림,음식,etc,etc,서비스,친절해요,258.0,939
8394,종로구밀림,음식,etc,etc,음식의 속성,특별한 메뉴가 있어요,247.0,939
8395,종로구밀림,음식,etc,etc,음식의 속성,양이 많아요,117.0,939
8396,종로구밀림,음식,etc,etc,시설 및 분위기,매장이 청결해요,114.0,939
8397,종로구밀림,음식,etc,etc,음식의 속성,재료가 신선해요,102.0,939
8398,종로구밀림,음식,etc,etc,시설 및 분위기,화장실이 깨끗해요,80.0,939
8399,종로구밀림,음식,etc,etc,음식의 속성,현지 맛에 가까워요,49.0,939
8400,종로구밀림,음식,etc,etc,시설 및 분위기,매장이 넓어요,37.0,939
8401,종로구밀림,음식,etc,etc,가격 및 가치,가성비가 좋아요,28.0,939
8402,종로구밀림,음식,etc,etc,시설 및 분위기,컨셉이 독특해요,27.0,939
8403,종로구밀림,음식,etc,etc,시설 및 분위기,단체모임 하기 좋아요,11.0,939
8404,종로구밀림,음식,etc,etc,시설 및 분위기,혼밥하기 좋아요,6.0,939
8405,종로구밀림,음식,etc,etc,시설 및 분위기,아늑해요,5.0,939
8406,종로구밀림,음식,etc,etc,음식의 속성,향신료가 강하지 않아요,5.0,939
8407,종로구밀림,음식,etc,etc,시설 및 분위기,차분한 분위기에요,3.0,939
8408,종로구밀림,음식,etc,etc,서비스,음식이 빨리 나와요,3.0,939
8409,종로구밀림,음식,etc,etc,시설 및 분위기,야외 공간이 멋져요,3.0,939
8410,종로구밀림,음식,etc,etc,가격 및 가치,메뉴 구성이 알차요,2.0,939
8411,종로구밀림,음식,etc,etc,시설 및 분위기,주차하기 편해요,2.0,939
8412,종로구밀림,음식,etc,etc,가격 및 가치,비싼 만큼 가치있어요,2.0,939
8413,종로구밀림,음식,etc,etc,시설 및 분위기,좌석이 편해요,1.0,939
8414,종로구밀림,음식,etc,etc,음식의 속성,건강한 맛이에요,1.0,939
8415,인사동 촌,음식,korean,korean,음식의 속성,음식이 맛있어요,177.0,278
8416,인사동 촌,음식,korean,korean,서비스,친절해요,68.0,278
8417,인사동 촌,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,64.0,278
8418,인사동 촌,음식,korean,korean,음식의 속성,재료가 신선해요,63.0,278
8419,인사동 촌,음식,korean,korean,시설 및 분위기,매장이 넓어요,58.0,278
8420,인사동 촌,음식,korean,korean,시설 및 분위기,차분한 분위기에요,56.0,278
8421,인사동 촌,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,48.0,278
8422,인사동 촌,음식,korean,korean,음식의 속성,양이 많아요,43.0,278
8423,인사동 촌,음식,korean,korean,시설 및 분위기,매장이 청결해요,35.0,278
8424,인사동 촌,음식,korean,korean,가격 및 가치,가성비가 좋아요,29.0,278
8425,인사동 촌,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,19.0,278
8426,인사동 촌,음식,korean,korean,가격 및 가치,비싼 만큼 가치있어요,18.0,278
8427,인사동 촌,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,13.0,278
8428,인사동 촌,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,10.0,278
8429,인사동 촌,음식,korean,korean,시설 및 분위기,뷰가 좋아요,8.0,278
8430,인사동 촌,음식,korean,korean,음식의 속성,건강한 맛이에요,7.0,278
8431,인사동 촌,음식,korean,korean,음식의 속성,반찬이 잘 나와요,5.0,278
8432,인사동 촌,음식,korean,korean,시설 및 분위기,아늑해요,2.0,278
8433,인사동 촌,음식,korean,korean,시설 및 분위기,주차하기 편해요,2.0,278
8434,인사동 촌,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,1.0,278
8435,인사동 촌,음식,korean,korean,시설 및 분위기,룸이 잘 되어있어요,1.0,278
8436,인사동 촌,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,1.0,278
8437,대호정,음식,korean,korean,음식의 속성,음식이 맛있어요,125.0,139
8438,대호정,음식,korean,korean,서비스,친절해요,67.0,139
8439,대호정,음식,korean,korean,시설 및 분위기,매장이 넓어요,31.0,139
8440,대호정,음식,korean,korean,음식의 속성,양이 많아요,30.0,139
8441,대호정,음식,korean,korean,가격 및 가치,가성비가 좋아요,29.0,139
8442,대호정,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,28.0,139
8443,대호정,음식,korean,korean,음식의 속성,고기 질이 좋아요,27.0,139
8444,대호정,음식,korean,korean,음식의 속성,재료가 신선해요,26.0,139
8445,대호정,음식,korean,korean,시설 및 분위기,매장이 청결해요,19.0,139
8446,대호정,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,10.0,139
8447,대호정,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,9.0,139
8448,대호정,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,6.0,139
8449,대호정,음식,korean,korean,음식의 속성,반찬이 잘 나와요,5.0,139
8450,대호정,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,4.0,139
8451,대호정,음식,korean,korean,음식의 속성,잡내가 적어요,3.0,139
8452,대호정,음식,korean,korean,시설 및 분위기,주차하기 편해요,3.0,139
8453,대호정,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,3.0,139
8454,대호정,음식,korean,korean,서비스,음식이 빨리 나와요,2.0,139
8455,대호정,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,2.0,139
8456,대호정,음식,korean,korean,음식의 속성,건강한 맛이에요,2.0,139
8457,대호정,음식,korean,korean,시설 및 분위기,뷰가 좋아요,2.0,139
8458,대호정,음식,korean,korean,서비스,직접 잘 구워줘요,1.0,139
8459,아델라베일리,음식,west,west,시설 및 분위기,뷰가 좋아요,980.0,"1,520"
8460,아델라베일리,음식,west,west,음식의 속성,음식이 맛있어요,969.0,"1,520"
8461,아델라베일리,음식,west,west,시설 및 분위기,주차하기 편해요,421.0,"1,520"
8462,아델라베일리,음식,west,west,시설 및 분위기,특별한 날 가기 좋아요,417.0,"1,520"
8463,아델라베일리,음식,west,west,시설 및 분위기,매장이 넓어요,384.0,"1,520"
8464,아델라베일리,음식,west,west,서비스,친절해요,367.0,"1,520"
8465,아델라베일리,음식,west,west,음식의 속성,재료가 신선해요,316.0,"1,520"
8466,아델라베일리,음식,west,west,시설 및 분위기,인테리어가 멋져요,306.0,"1,520"
8467,아델라베일리,음식,west,west,시설 및 분위기,단체모임 하기 좋아요,204.0,"1,520"
8468,아델라베일리,음식,west,west,시설 및 분위기,매장이 청결해요,152.0,"1,520"
8469,아델라베일리,음식,west,west,음식의 속성,특별한 메뉴가 있어요,121.0,"1,520"
8470,아델라베일리,음식,west,west,음식의 속성,양이 많아요,114.0,"1,520"
8471,아델라베일리,음식,west,west,가격 및 가치,가성비가 좋아요,107.0,"1,520"
8472,아델라베일리,음식,west,west,시설 및 분위기,화장실이 깨끗해요,62.0,"1,520"
8473,아델라베일리,음식,west,west,시설 및 분위기,야외 공간이 멋져요,43.0,"1,520"
8474,아델라베일리,음식,west,west,가격 및 가치,비싼 만큼 가치있어요,16.0,"1,520"
8475,아델라베일리,음식,west,west,시설 및 분위기,차분한 분위기에요,11.0,"1,520"
8476,아델라베일리,음식,west,west,가격 및 가치,메뉴 구성이 알차요,11.0,"1,520"
8477,아델라베일리,음식,west,west,시설 및 분위기,대화하기 좋아요,10.0,"1,520"
8478,아델라베일리,음식,west,west,시설 및 분위기,사진이 잘 나와요,9.0,"1,520"
8479,아델라베일리,음식,west,west,음식의 속성,고기 질이 좋아요,6.0,"1,520"
8480,아델라베일리,음식,west,west,가격 및 가치,코스요리가 알차요,4.0,"1,520"
8481,아델라베일리,음식,west,west,시설 및 분위기,아늑해요,3.0,"1,520"
8482,아델라베일리,음식,west,west,시설 및 분위기,혼밥하기 좋아요,3.0,"1,520"
8483,아델라베일리,음식,west,west,음식의 속성,건강한 맛이에요,3.0,"1,520"
8484,아델라베일리,음식,west,west,음식의 속성,음료가 맛있어요,2.0,"1,520"
8485,아델라베일리,음식,west,west,서비스,음식이 빨리 나와요,2.0,"1,520"
8486,아델라베일리,음식,west,west,시설 및 분위기,오래 머무르기 좋아요,2.0,"1,520"
8487,아델라베일리,음식,west,west,음식의 속성,커피가 맛있어요,1.0,"1,520"
8488,아델라베일리,음식,west,west,시설 및 분위기,컨셉이 독특해요,1.0,"1,520"
8489,아델라베일리,음식,west,west,시설 및 분위기,아이와 가기 좋아요,1.0,"1,520"
8490,아델라베일리,음식,west,west,시설 및 분위기,음악이 좋아요,1.0,"1,520"
8491,아델라베일리,음식,west,west,시설 및 분위기,반려동물과 가기 좋아요,1.0,"1,520"
8492,아델라베일리,음식,west,west,음식의 속성,향신료가 강하지 않아요,1.0,"1,520"
8493,아델라베일리,음식,west,west,시설 및 분위기,환기가 잘 돼요,1.0,"1,520"
8494,삼대할먼네,음식,korean,korean,음식의 속성,음식이 맛있어요,667.0,800
