Attraction,tag_word_N,korean,chinese,japanese,west,etc,cafe,max,type
명동칼국수 본점,"['만두국', '정식', '왕만', '정성', '가득', '백년', '국물', '칼국수', '가게', '맛집', '사골', '보쌈', '서울', '음식', '떡']",5,0,0,0,0,1,5,korean
소문난성수감자탕 별관,"['뚝섬', '방영', '성수동', '맛집', '서울', '감자탕', '음식']",1,0,0,0,0,0,1,korean
진미옥설농탕,"['남녀', '국밥', '진미', '도가니탕', '송파', '백년', '맛집', '가게', '옥', '노소', '머리', '음식', '설렁탕', '한식', '탕']",5,0,0,0,0,0,5,korean
꽃새우 영번지,"['음식', '맛집']",0,0,0,0,0,0,0,None
해주냉면 본점,"['해주', '비빔냉면', '맛집', '음식점', '잠실', '음식', '냉면', '신천', '서울', '한식']",3,0,0,0,0,0,3,korean
충무로부산복집,"['복집', '복', '매운탕', '수도권', '복어', '맛집', '복샤브', '맛', '요리', '서울', '지리', '부산', '불고기', '음식', '한식']",7,0,0,0,0,0,7,korean
평창동북악정 신관,"['꽃', '주물', '연중', '북악', '럭', '등심', '서울', '이상', '정궁', '생', '맛집', '한식', '살', '정이', '정', '한우', '갈비', '음식', '무', '수도권']",5,0,0,0,0,0,5,korean
계림식당,"['음식', '맛집']",0,0,0,0,0,0,0,None
자하손만두,"['만두국', '만두전골', '자하', '정성', '서울특별시', '종로구', '손', '미쉐린', '가득', '맛집', '만두', '맛', '가이드', '물만두', '만둣국', '음식', '떡']",6,0,0,0,0,1,6,korean
키누카누,"['발산역', '스시', '키누', '맛집', '뷔페', '음식', '초밥', '카누']",0,0,2,0,1,0,2,japanese
황생가칼국수,"['만두국', '왕만', '민속', '북촌', '전골', '칼국수', '종로', '맛집', '사골', '만두', '버섯', '국립', '박물관', '음식', '왕']",6,0,0,0,0,0,6,korean
부민옥,"['회양', '노포', '육개장', '무교', '맛집', '양', '요미', '을지로', '옥', '회', '음식', '부민', '미식', '클럽']",2,1,1,0,0,0,2,korean
김가네가마솥설렁탕,"['꽃', '듬생', '등심', '서울', '서울시', '분위기', '삼겹살', '돼지갈비', '설렁탕', '맛집', '한우', '설', '갈비', '방화동', '음식', '도가니탕', '화살', '강서구', '김', '우모', '고기']",7,0,0,0,0,0,7,korean
동작노을카페,"['라운지', '노을', '뷰', '맛집', '한강', '동작', '이마트', '카페', '동작대교', '마루', '음식']",0,0,0,0,0,1,1,cafe
비언유주얼,"['프라이', '영상', '여행', '맵핑', '레스토랑', '이색', '터', '빗', '구독', '음식', '날']",0,0,0,1,2,0,2,etc
청송옥,"['떡국', '국밥', '비빔밥', '육회', '장터', '곱창전골', '맛집', '중구', '음식', '냉면', '추천', '서울']",7,0,0,0,0,0,7,korean
코코넛박스,"['전시관', '여행', '이색', '터', '체험', '카페', '서울', '구독', '관광지']",0,0,0,0,0,1,1,cafe
동방명주 충무로점,"['밥', '새우', '잡채', '짜장면', '소면', '필동', '맛집', '우동', '중국음식', '굴', '중구', '삼선', '중국집', '볶음밥', '음식']",2,6,1,0,0,0,6,chinese
소선재,"['능이', '식사', '한정식', '맛집', '떡갈비', '보리', '밥집', '추천', '간장게장', '굴비', '보쌈', '서울', '삼청동', '불고기', '음식', '장아찌']",9,0,0,0,0,0,9,korean
쭈꾸미킹2.0 상봉점,"['킹', '중랑구', '쭈꾸미', '맛집', '직화', '피자', '음식', '상봉동']",1,0,0,1,0,0,1,korean
와이키키마켓,"['바비큐', '여행', '이색', '한강', '터', '데이트', '서울', '구독', '음식']",0,0,0,1,0,0,1,west
강북구 서당골,"['정식', '맛집', '골', '돼지', '서울', '추천', '한식', '불고기', '음식', '강북']",2,0,0,0,0,0,2,korean
켄싱턴호텔 여의도 뉴욕뉴욕,"['무', '여의도', '켄싱턴', '수도권', '연중', '프라임', '코스', '뉴욕뉴욕', '맛집', '호텔', '뉴욕', '다이닝', '요리', '서울', '분위기', '스테이크', '음식']",0,0,0,4,2,0,4,west
남산골산채집,"['전망', '비빔밥', '산채', '샐러드', '맛집', '부추', '돈까스', '음식', '왕']",3,0,1,2,0,0,3,korean
시간을 담다,"['여행', '피하', '미세먼지', '문화', '여행지', '데이트', '아이', '커플', '장소', '이색', '그리기', '활동', '그림', '관광지', '체험', '추천', '실내', '연인', '복합', '공간']",0,0,0,0,0,1,1,cafe
중구 베테랑칼국수,"['명동', '롯데', '백화점', '베테', '칼국수', '맛집', '들깨', '음식']",2,0,0,0,0,0,2,korean
꽃밥에피다,"['여행', '황경', '친', '건강', '맛집', '힐링', '연인', '음식']",0,0,0,0,0,0,0,None
패션5,"['갤러리', '곳', '베이커리', '맛집', '디저트', '카페', '한남동', '음식']",0,0,0,0,0,3,3,cafe
페르시안궁전,"['정식', '카레', '케밥', '인도', '카레라이스', '페르시안', '종로', '맛집', '통닭', '탄두리', '서울', '추천', '음식']",1,0,0,0,6,0,6,etc
강동 오늘손칼국수,"['강동', '오늘', '강동구', '칼국수', '앤찜', '맛집', '본점', '성내동', '해물찜', '손', '찜', '음식']",3,0,0,0,0,0,3,korean
필경재,"['강남', '코스', '한정식', '맛집', '궁', '요리', '한식', '한식당', '음식']",3,0,0,0,0,0,3,korean
송림식당,"['불', '맛집', '음식점', '돼지', '식당', '기사', '음식', '선지', '해장국', '백반']",4,0,0,0,0,0,4,korean
일일향 논현2호점,"['갑', '분위기', '코스', '탕수육', '전채요리', '맛집', '비', '요리', '짬뽕', '가성', '음식', '어향동']",0,2,0,0,0,0,2,chinese
서초동노랑저고리,"['전망', '수도권', '정성', '가득', '한정식', '맛집', '노랑', '저고리', '서울', '분위기', '음식']",1,0,0,0,0,0,1,korean
중구 송원,"['음식', '맛집']",0,0,0,0,0,0,0,None
신당동천팥죽,"['정성', '가득', '칼국수', '맛집', '팥죽', '음식', '팥']",3,0,0,0,0,1,3,korean
동흥관,"['식사', '밥', '군', '잡채', '짜장면', '간짜장', '노포', '탕수육', '맛집', '가족', '우동', '만두', '마파두부', '추천', '음식', '짬뽕']",2,6,1,0,0,0,6,chinese
강남구 카페엠,"['아이스크림', '플랜', '유기농', '테리어', '카페', '분위기', '음식']",0,0,0,0,0,2,2,cafe
송림가,"['정식', '꽃', '한우', '명품', '생', '한정식', '맛집', '구로구', '부귀', '솔', '갈비', '향', '등심', '수라', '음식']",5,0,0,0,0,0,5,korean
63뷔페 파빌리온,"['파빌리온', '송년', '맛집', '모임', '연말', '뷔페', '빌딩', '음식']",0,0,0,0,1,0,1,etc
강강술래신림본동점,"['구이', '식사', '한우', '생', '맛집', '가족', '양념', '음식점', '갈비', '신림동', '등심', '추천', '소갈비', '음식', '강강술래']",5,0,0,0,0,0,5,korean
송추가마골 은평1호점,"['북한', '진관동', '송추', '산', '맛집', '우대', '골', '갈비', '집', '은평', '가마', '호점', '음식']",1,0,0,0,0,0,1,korean
봉래헌(메이필드호텔),"['음식', '맛집']",0,0,0,0,0,0,0,None
꾸에바마테라,"['감성', '이색', '음식점', '연인', '카페', '사진', '음식']",0,0,0,0,0,1,1,cafe
문화철도 959,"['휴식', '예술', '곳', '문화', '아이', '복합', '종합예술', '공간', '관광지']",0,0,0,0,0,0,0,None
고려삼계탕,"['시청', '고려', '여행', '미쉐린', '건강', '맛집', '보양식', '탕', '서소문', '전복', '가이드', '맛', '서울', '한식', '삼계탕', '음식', '오골계', '산삼']",6,1,0,0,0,0,6,korean
금천구춘천옥,"['국밥', '분위기', '단지', '디지털', '춘천', '금천', '맛집', '가산', '옥', '보쌈', '서울', '막국수', '한식당', '비빔', '음식', '선지']",5,0,0,0,0,0,5,korean
인크커피 가산점,"['금천구', '여행', '점', '맛집', '커피', '터', '가산', '카페', '가디', '인', '구독', '음식']",0,0,0,0,0,2,2,cafe
성북동누룽지백숙,"['백숙', '성북동', '맛집', '들깨', '비빔국수', '메밀국수', '메밀전', '음식', '한식', '메밀', '누룽지', '수제비']",9,0,0,0,0,0,9,korean
고래불,"['고래고기', '생꽃', '새우', '곰탕', '코스', '자연', '바다물', '맛집', '산', '활어회', '전복', '요리', '회', '음식']",4,1,2,0,0,0,4,korean
배정철어도,"['남녀', '정식', '갑', '특선', '맛집', '식당', '성비', '노소', '일식', '음식', '생선', '점심', '생선회', '초밥']",1,0,3,0,0,0,3,japanese
아이러브신당동떡볶이,"['해물', '신당동', '맛집', '눈물', '궁', '치즈떡볶이', '떡볶이', '음식']",2,0,0,0,0,0,2,korean
케르반레스토랑,"['케밥', '터키', '수도권', '할랄', '케르', '레스토랑', '맛집', '쉬', '음식']",0,0,0,0,4,0,4,etc
진주집,"['닭칼국수', '영등포구', '맛집', '비빔국수', '접시', '만두', '음식', '냉', '콩국수']",4,0,0,0,0,0,4,korean
호남식당,"['구이', '갈치', '청국장', '맛집', '김치찌개', '고등어', '조림', '한식', '생선', '한식당', '음식']",6,0,0,0,0,0,6,korean
서대문수빈,"['정식', '깡', '비빔밥', '서대문구', '수빈', '한정식', '맛집', '떡갈비', '집', '황태', '간장게장', '음식', '이정식']",5,0,0,0,0,0,5,korean
