,tourist_spot,good_point,selected_people
976,방신재래시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
3"
977,방신재래시장,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
978,방신재래시장,"""주차하기 편해요""","이 키워드를 선택한 인원
2"
979,방신재래시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
2"
980,방신재래시장,"""품질이 좋아요""","이 키워드를 선택한 인원
2"
981,방신재래시장,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
982,방신재래시장,"""분위기가 편안해요""","이 키워드를 선택한 인원
1"
983,방신재래시장,"""매장이 넓어요""","이 키워드를 선택한 인원
1"
984,방신재래시장,"""트렌디해요""","이 키워드를 선택한 인원
1"
985,방신재래시장,"""종류가 다양해요""","이 키워드를 선택한 인원
1"
986,오목공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
16"
987,오목공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
15"
988,오목공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
11"
989,오목공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
7"
990,오목공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
6"
991,오목공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
5"
992,오목공원,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
4"
993,오목공원,"""주차하기 편해요""","이 키워드를 선택한 인원
4"
994,오목공원,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
3"
995,오목공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
3"
996,오목공원,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
3"
997,오목공원,"""친절해요""","이 키워드를 선택한 인원
1"
998,오목공원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
999,오목공원,"""대중교통이 편해요""","이 키워드를 선택한 인원
1"
1000,오목공원,"""규모가 커요""","이 키워드를 선택한 인원
1"
1001,오목공원,"""붐비지 않아요""","이 키워드를 선택한 인원
1"
1002,다락원체육공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
10"
1003,다락원체육공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
7"
1004,다락원체육공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
5"
1005,다락원체육공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
4"
1006,다락원체육공원,"""주차하기 편해요""","이 키워드를 선택한 인원
4"
1007,다락원체육공원,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
2"
1008,다락원체육공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
1009,다락원체육공원,"""방문객이 많아요""","이 키워드를 선택한 인원
1"
1010,다락원체육공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
1011,천호공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
63"
1012,천호공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
27"
1013,천호공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
20"
1014,천호공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
15"
1015,천호공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
8"
1016,천호공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
7"
1017,천호공원,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
5"
1018,천호공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
4"
1019,천호공원,"""주차하기 편해요""","이 키워드를 선택한 인원
4"
1020,천호공원,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
3"
1021,천호공원,"""붐비지 않아요""","이 키워드를 선택한 인원
3"
1022,천호공원,"""방문객이 많아요""","이 키워드를 선택한 인원
2"
1023,천호공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
1024,천호공원,"""친절해요""","이 키워드를 선택한 인원
1"
1025,천호공원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
1026,서울약령시 한의약박물관,"""유익해요""","이 키워드를 선택한 인원
49"
1027,서울약령시 한의약박물관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
31"
1028,서울약령시 한의약박물관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
18"
1029,서울약령시 한의약박물관,"""가격이 합리적이에요""","이 키워드를 선택한 인원
18"
1030,서울약령시 한의약박물관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
13"
1031,서울약령시 한의약박물관,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
10"
1032,서울약령시 한의약박물관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
7"
1033,서울약령시 한의약박물관,"""사진이 잘 나와요""","이 키워드를 선택한 인원
7"
1034,서울약령시 한의약박물관,"""주차하기 편해요""","이 키워드를 선택한 인원
6"
1035,서울약령시 한의약박물관,"""공간이 넓어요""","이 키워드를 선택한 인원
4"
1036,서울약령시 한의약박물관,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
1037,서울약령시 한의약박물관,"""뷰가 좋아요""","이 키워드를 선택한 인원
1"
1038,서울마리나,"""뷰가 좋아요""","이 키워드를 선택한 인원
81"
1039,서울마리나,"""친절해요""","이 키워드를 선택한 인원
77"
1040,서울마리나,"""주차하기 편해요""","이 키워드를 선택한 인원
71"
1041,서울마리나,"""안전하게 관리해요""","이 키워드를 선택한 인원
23"
1042,서울마리나,"""가격이 합리적이에요""","이 키워드를 선택한 인원
16"
1043,서울마리나,"""물이 깨끗해요""","이 키워드를 선택한 인원
11"
1044,서울마리나,"""수업이 체계적이에요""","이 키워드를 선택한 인원
7"
1045,서울마리나,"""최신 장비를 사용해요""","이 키워드를 선택한 인원
4"
1046,서울마리나,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
3"
1047,서울마리나,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
2"
1048,서울마리나,"""샤워실이 잘 되어있어요""","이 키워드를 선택한 인원
2"
1049,서울마리나,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
1050,롯데시티호텔 명동,"""침구가 좋아요""","이 키워드를 선택한 인원
133"
1051,롯데시티호텔 명동,"""깨끗해요""","이 키워드를 선택한 인원
128"
1052,롯데시티호텔 명동,"""친절해요""","이 키워드를 선택한 인원
122"
1053,롯데시티호텔 명동,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
108"
1054,롯데시티호텔 명동,"""대중교통이 편해요""","이 키워드를 선택한 인원
67"
1055,롯데시티호텔 명동,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
63"
1056,롯데시티호텔 명동,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
57"
1057,롯데시티호텔 명동,"""방음이 잘돼요""","이 키워드를 선택한 인원
41"
1058,롯데시티호텔 명동,"""뷰가 좋아요""","이 키워드를 선택한 인원
36"
1059,롯데시티호텔 명동,"""조식이 맛있어요""","이 키워드를 선택한 인원
33"
1060,롯데시티호텔 명동,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
21"
1061,롯데시티호텔 명동,"""인테리어가 멋져요""","이 키워드를 선택한 인원
15"
1062,롯데시티호텔 명동,"""주차하기 편해요""","이 키워드를 선택한 인원
15"
1063,롯데시티호텔 명동,"""사진이 잘 나와요""","이 키워드를 선택한 인원
5"
1064,롯데시티호텔 명동,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
5"
1065,롯데시티호텔 명동,"""가성비가 좋아요""","이 키워드를 선택한 인원
2"
1066,롯데시티호텔 명동,"""벌레 걱정 없어요""","이 키워드를 선택한 인원
1"
1067,롯데시티호텔 명동,"""보안시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1068,아시아공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
12"
1069,아시아공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
11"
1070,아시아공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
8"
1071,아시아공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
7"
1072,아시아공원,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
6"
1073,아시아공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
4"
1074,아시아공원,"""주차하기 편해요""","이 키워드를 선택한 인원
4"
1075,아시아공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
3"
1076,아시아공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
3"
1077,아시아공원,"""붐비지 않아요""","이 키워드를 선택한 인원
3"
1078,아시아공원,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
2"
1079,아시아공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
1080,아시아공원,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
1"
1081,아시아공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
1"
1082,목3동시장,"""친절해요""","이 키워드를 선택한 인원
69"
1083,목3동시장,"""볼거리가 많아요""","이 키워드를 선택한 인원
57"
1084,목3동시장,"""주차하기 편해요""","이 키워드를 선택한 인원
22"
1085,목3동시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
15"
1086,목3동시장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
14"
1087,목3동시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
14"
1088,목3동시장,"""가성비가 좋아요""","이 키워드를 선택한 인원
13"
1089,목3동시장,"""트렌디해요""","이 키워드를 선택한 인원
10"
1090,목3동시장,"""종류가 다양해요""","이 키워드를 선택한 인원
8"
1091,목3동시장,"""컨셉이 독특해요""","이 키워드를 선택한 인원
6"
1092,목3동시장,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
5"
1093,목3동시장,"""방문객이 많아요""","이 키워드를 선택한 인원
3"
1094,목3동시장,"""야시장이 잘 되어있어요""","이 키워드를 선택한 인원
3"
1095,목3동시장,"""매장이 넓어요""","이 키워드를 선택한 인원
3"
1096,목3동시장,"""품질이 좋아요""","이 키워드를 선택한 인원
2"
1097,목3동시장,"""분위기가 편안해요""","이 키워드를 선택한 인원
1"
1098,목3동시장,"""붐비지 않아요""","이 키워드를 선택한 인원
1"
1099,하모니마트 명동역점,"""상품이 다양해요""","이 키워드를 선택한 인원
70"
1100,하모니마트 명동역점,"""친절해요""","이 키워드를 선택한 인원
38"
1101,하모니마트 명동역점,"""신상품이 많아요""","이 키워드를 선택한 인원
21"
1102,하모니마트 명동역점,"""매장이 청결해요""","이 키워드를 선택한 인원
13"
1103,하모니마트 명동역점,"""행사 상품이 다양해요""","이 키워드를 선택한 인원
10"
1104,하모니마트 명동역점,"""할인/적립을 잘 챙겨줘요""","이 키워드를 선택한 인원
9"
1105,하모니마트 명동역점,"""매장이 넓어요""","이 키워드를 선택한 인원
9"
1106,하모니마트 명동역점,"""즉석조리 식품이 맛있어요""","이 키워드를 선택한 인원
4"
1107,하모니마트 명동역점,"""과채가 신선해요""","이 키워드를 선택한 인원
3"
1108,하모니마트 명동역점,"""배달 시스템이 편리해요""","이 키워드를 선택한 인원
2"
1109,하모니마트 명동역점,"""고기 질이 좋아요""","이 키워드를 선택한 인원
1"
1110,경희궁,"""사진이 잘 나와요""","이 키워드를 선택한 인원
29"
1111,경희궁,"""붐비지 않아요""","이 키워드를 선택한 인원
29"
1112,경희궁,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
21"
1113,경희궁,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
13"
1114,경희궁,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
13"
1115,경희궁,"""뷰가 좋아요""","이 키워드를 선택한 인원
12"
1116,경희궁,"""대중교통이 편해요""","이 키워드를 선택한 인원
7"
1117,경희궁,"""볼거리가 많아요""","이 키워드를 선택한 인원
6"
1118,경희궁,"""주차하기 편해요""","이 키워드를 선택한 인원
6"
1119,경희궁,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
6"
1120,경희궁,"""가격이 합리적이에요""","이 키워드를 선택한 인원
5"
1121,경희궁,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
4"
1122,경희궁,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
4"
1123,경희궁,"""경관이 독특해요""","이 키워드를 선택한 인원
1"
1124,경희궁,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
1125,강남아르누보씨티호텔,"""침구가 좋아요""","이 키워드를 선택한 인원
22"
1126,강남아르누보씨티호텔,"""깨끗해요""","이 키워드를 선택한 인원
19"
1127,강남아르누보씨티호텔,"""친절해요""","이 키워드를 선택한 인원
18"
1128,강남아르누보씨티호텔,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
15"
1129,강남아르누보씨티호텔,"""대중교통이 편해요""","이 키워드를 선택한 인원
10"
1130,강남아르누보씨티호텔,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
9"
1131,강남아르누보씨티호텔,"""주차하기 편해요""","이 키워드를 선택한 인원
7"
1132,강남아르누보씨티호텔,"""방음이 잘돼요""","이 키워드를 선택한 인원
7"
1133,강남아르누보씨티호텔,"""인테리어가 멋져요""","이 키워드를 선택한 인원
6"
1134,강남아르누보씨티호텔,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
4"
1135,강남아르누보씨티호텔,"""조식이 맛있어요""","이 키워드를 선택한 인원
1"
1136,강남아르누보씨티호텔,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
1"
1137,강남아르누보씨티호텔,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1138,강남아르누보씨티호텔,"""가성비가 좋아요""","이 키워드를 선택한 인원
1"
1139,가락몰,"""친절해요""","이 키워드를 선택한 인원
8"
1140,가락몰,"""주차하기 편해요""","이 키워드를 선택한 인원
6"
1141,가락몰,"""볼거리가 많아요""","이 키워드를 선택한 인원
5"
1142,가락몰,"""종류가 다양해요""","이 키워드를 선택한 인원
3"
1143,가락몰,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
2"
1144,가락몰,"""품질이 좋아요""","이 키워드를 선택한 인원
2"
1145,가락몰,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
1146,가락몰,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1147,가락몰,"""야시장이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1148,가락몰,"""가성비가 좋아요""","이 키워드를 선택한 인원
1"
1149,가락몰,"""규모가 커요""","이 키워드를 선택한 인원
1"
1150,가락몰,"""트렌디해요""","이 키워드를 선택한 인원
1"
1151,63아트,"""볼거리가 많아요""","이 키워드를 선택한 인원
114"
1152,63아트,"""사진이 잘 나와요""","이 키워드를 선택한 인원
89"
1153,63아트,"""주차하기 편해요""","이 키워드를 선택한 인원
57"
1154,63아트,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
56"
1155,63아트,"""가격이 합리적이에요""","이 키워드를 선택한 인원
54"
1156,63아트,"""규모가 커요""","이 키워드를 선택한 인원
41"
1157,63아트,"""공연이 재밌어요""","이 키워드를 선택한 인원
41"
1158,63아트,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
27"
1159,63아트,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
20"
1160,63아트,"""뷰가 좋아요""","이 키워드를 선택한 인원
10"
1161,63아트,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
2"
1162,63아트,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
1163,63아트,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
1164,목동종합운동장실내아이스링크,"""안전하게 관리해요""","이 키워드를 선택한 인원
263"
1165,목동종합운동장실내아이스링크,"""가격이 합리적이에요""","이 키워드를 선택한 인원
245"
1166,목동종합운동장실내아이스링크,"""규모가 커요""","이 키워드를 선택한 인원
200"
1167,목동종합운동장실내아이스링크,"""주차하기 편해요""","이 키워드를 선택한 인원
150"
1168,목동종합운동장실내아이스링크,"""대여장비 상태가 좋아요""","이 키워드를 선택한 인원
145"
1169,목동종합운동장실내아이스링크,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
137"
1170,목동종합운동장실내아이스링크,"""강습 받기 좋아요""","이 키워드를 선택한 인원
126"
1171,목동종합운동장실내아이스링크,"""친절해요""","이 키워드를 선택한 인원
121"
1172,목동종합운동장실내아이스링크,"""휴게공간이 잘 되어있어요""","이 키워드를 선택한 인원
86"
1173,목동종합운동장실내아이스링크,"""예약이 편리해요""","이 키워드를 선택한 인원
14"
1174,목동종합운동장실내아이스링크,"""수업이 체계적이에요""","이 키워드를 선택한 인원
1"
1175,목동종합운동장실내아이스링크,"""맞춤 지도를 잘해줘요""","이 키워드를 선택한 인원
1"
1176,오클라우드호텔,"""깨끗해요""","이 키워드를 선택한 인원
17"
1177,오클라우드호텔,"""친절해요""","이 키워드를 선택한 인원
14"
1178,오클라우드호텔,"""침구가 좋아요""","이 키워드를 선택한 인원
12"
1179,오클라우드호텔,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
7"
1180,오클라우드호텔,"""대중교통이 편해요""","이 키워드를 선택한 인원
7"
1181,오클라우드호텔,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
5"
1182,오클라우드호텔,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
4"
1183,오클라우드호텔,"""방음이 잘돼요""","이 키워드를 선택한 인원
3"
1184,오클라우드호텔,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
2"
1185,오클라우드호텔,"""주차하기 편해요""","이 키워드를 선택한 인원
2"
1186,오클라우드호텔,"""조식이 맛있어요""","이 키워드를 선택한 인원
1"
1187,오클라우드호텔,"""인테리어가 멋져요""","이 키워드를 선택한 인원
1"
1188,태릉골프장,"""친절해요""","이 키워드를 선택한 인원
469"
1189,태릉골프장,"""가격이 합리적이에요""","이 키워드를 선택한 인원
365"
1190,태릉골프장,"""필드 상태가 좋아요""","이 키워드를 선택한 인원
324"
1191,태릉골프장,"""뷰가 좋아요""","이 키워드를 선택한 인원
233"
1192,태릉골프장,"""캐디의 진행이 매끄러워요""","이 키워드를 선택한 인원
226"
1193,태릉골프장,"""코스가 변별력 있어요""","이 키워드를 선택한 인원
127"
1194,태릉골프장,"""예약 시간을 잘 지켜요""","이 키워드를 선택한 인원
104"
1195,태릉골프장,"""클럽하우스가 잘 되어있어요""","이 키워드를 선택한 인원
96"
1196,태릉골프장,"""거리 측정을 잘해줘요""","이 키워드를 선택한 인원
66"
1197,태릉골프장,"""그늘집이 잘 되어있어요""","이 키워드를 선택한 인원
62"
1198,태릉골프장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
4"
1199,초안산캠핑장,"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
14"
1200,초안산캠핑장,"""주차하기 편해요""","이 키워드를 선택한 인원
13"
1201,초안산캠핑장,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
12"
1202,초안산캠핑장,"""개수대가 잘 되어있어요""","이 키워드를 선택한 인원
11"
1203,초안산캠핑장,"""깨끗해요""","이 키워드를 선택한 인원
10"
1204,초안산캠핑장,"""뷰가 좋아요""","이 키워드를 선택한 인원
7"
1205,초안산캠핑장,"""온수가 잘 나와요""","이 키워드를 선택한 인원
7"
1206,초안산캠핑장,"""공용시설 관리가 잘돼요""","이 키워드를 선택한 인원
5"
1207,초안산캠핑장,"""바비큐 해먹기 좋아요 ""","이 키워드를 선택한 인원
4"
1208,초안산캠핑장,"""매너타임이 잘 지켜져요""","이 키워드를 선택한 인원
2"
1209,초안산캠핑장,"""사진이 잘 나와요""","이 키워드를 선택한 인원
2"
1210,초안산캠핑장,"""사이트 간격이 넓어요""","이 키워드를 선택한 인원
1"
1211,해주냉면 본점,"""음식이 맛있어요""","이 키워드를 선택한 인원
1458"
1212,해주냉면 본점,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
528"
1213,해주냉면 본점,"""친절해요""","이 키워드를 선택한 인원
492"
1214,해주냉면 본점,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
465"
1215,해주냉면 본점,"""가성비가 좋아요""","이 키워드를 선택한 인원
312"
1216,해주냉면 본점,"""양이 많아요""","이 키워드를 선택한 인원
276"
1217,해주냉면 본점,"""매장이 청결해요""","이 키워드를 선택한 인원
178"
1218,해주냉면 본점,"""재료가 신선해요""","이 키워드를 선택한 인원
170"
1219,해주냉면 본점,"""매장이 넓어요""","이 키워드를 선택한 인원
88"
1220,해주냉면 본점,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
31"
1221,해주냉면 본점,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
20"
1222,해주냉면 본점,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
19"
1223,해주냉면 본점,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
17"
1224,해주냉면 본점,"""주차하기 편해요""","이 키워드를 선택한 인원
14"
1225,해주냉면 본점,"""뷰가 좋아요""","이 키워드를 선택한 인원
9"
1226,해주냉면 본점,"""인테리어가 멋져요""","이 키워드를 선택한 인원
7"
1227,해주냉면 본점,"""아늑해요""","이 키워드를 선택한 인원
3"
1228,해주냉면 본점,"""포장이 깔끔해요""","이 키워드를 선택한 인원
3"
1229,해주냉면 본점,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
2"
1230,해주냉면 본점,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
2"
1231,해주냉면 본점,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
1232,해주냉면 본점,"""향신료가 강하지 않아요""","이 키워드를 선택한 인원
1"
1233,충무로부산복집,"""음식이 맛있어요""","이 키워드를 선택한 인원
56"
1234,충무로부산복집,"""친절해요""","이 키워드를 선택한 인원
19"
1235,충무로부산복집,"""재료가 신선해요""","이 키워드를 선택한 인원
18"
1236,충무로부산복집,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
8"
1237,충무로부산복집,"""매장이 청결해요""","이 키워드를 선택한 인원
7"
1238,충무로부산복집,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
7"
1239,충무로부산복집,"""매장이 넓어요""","이 키워드를 선택한 인원
5"
1240,충무로부산복집,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
1241,충무로부산복집,"""인테리어가 멋져요""","이 키워드를 선택한 인원
2"
1242,충무로부산복집,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
2"
1243,충무로부산복집,"""양이 많아요""","이 키워드를 선택한 인원
1"
1244,충무로부산복집,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
1245,평창동북악정 신관,"""음식이 맛있어요""","이 키워드를 선택한 인원
509"
1246,평창동북악정 신관,"""매장이 넓어요""","이 키워드를 선택한 인원
183"
1247,평창동북악정 신관,"""친절해요""","이 키워드를 선택한 인원
144"
1248,평창동북악정 신관,"""매장이 청결해요""","이 키워드를 선택한 인원
135"
1249,평창동북악정 신관,"""주차하기 편해요""","이 키워드를 선택한 인원
134"
1250,평창동북악정 신관,"""고기 질이 좋아요""","이 키워드를 선택한 인원
100"
1251,평창동북악정 신관,"""재료가 신선해요""","이 키워드를 선택한 인원
99"
1252,평창동북악정 신관,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
97"
1253,평창동북악정 신관,"""뷰가 좋아요""","이 키워드를 선택한 인원
77"
1254,평창동북악정 신관,"""인테리어가 멋져요""","이 키워드를 선택한 인원
75"
1255,평창동북악정 신관,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
74"
1256,평창동북악정 신관,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
52"
1257,평창동북악정 신관,"""양이 많아요""","이 키워드를 선택한 인원
46"
1258,평창동북악정 신관,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
37"
1259,평창동북악정 신관,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
33"
1260,평창동북악정 신관,"""가성비가 좋아요""","이 키워드를 선택한 인원
29"
1261,평창동북악정 신관,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
3"
1262,평창동북악정 신관,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
3"
1263,평창동북악정 신관,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
3"
1264,평창동북악정 신관,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
2"
1265,평창동북악정 신관,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
1"
1266,평창동북악정 신관,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
1"
1267,절두산 순교성지,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
9"
1268,절두산 순교성지,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
7"
1269,절두산 순교성지,"""사진이 잘 나와요""","이 키워드를 선택한 인원
6"
1270,절두산 순교성지,"""붐비지 않아요""","이 키워드를 선택한 인원
6"
1271,절두산 순교성지,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
5"
1272,절두산 순교성지,"""볼거리가 많아요""","이 키워드를 선택한 인원
4"
1273,절두산 순교성지,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
4"
1274,절두산 순교성지,"""주차하기 편해요""","이 키워드를 선택한 인원
4"
1275,절두산 순교성지,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
1276,절두산 순교성지,"""규모가 커요""","이 키워드를 선택한 인원
1"
1277,계림식당,"""음식이 맛있어요""","이 키워드를 선택한 인원
1257"
1278,계림식당,"""양이 많아요""","이 키워드를 선택한 인원
355"
1279,계림식당,"""친절해요""","이 키워드를 선택한 인원
268"
1280,계림식당,"""가성비가 좋아요""","이 키워드를 선택한 인원
250"
1281,계림식당,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
240"
1282,계림식당,"""재료가 신선해요""","이 키워드를 선택한 인원
149"
1283,계림식당,"""고기 질이 좋아요""","이 키워드를 선택한 인원
83"
1284,계림식당,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
57"
1285,계림식당,"""매장이 넓어요""","이 키워드를 선택한 인원
52"
1286,계림식당,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
28"
1287,계림식당,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
24"
1288,계림식당,"""인테리어가 멋져요""","이 키워드를 선택한 인원
23"
1289,계림식당,"""매장이 청결해요""","이 키워드를 선택한 인원
23"
1290,계림식당,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
15"
1291,계림식당,"""잡내가 적어요""","이 키워드를 선택한 인원
15"
1292,계림식당,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
12"
1293,계림식당,"""주차하기 편해요""","이 키워드를 선택한 인원
8"
1294,계림식당,"""뷰가 좋아요""","이 키워드를 선택한 인원
8"
1295,계림식당,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
6"
1296,계림식당,"""건강한 맛이에요""","이 키워드를 선택한 인원
5"
1297,계림식당,"""컨셉이 독특해요""","이 키워드를 선택한 인원
4"
1298,계림식당,"""아늑해요""","이 키워드를 선택한 인원
4"
1299,계림식당,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
1300,계림식당,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
1301,계림식당,"""환기가 잘 돼요""","이 키워드를 선택한 인원
1"
1302,자하손만두,"""음식이 맛있어요""","이 키워드를 선택한 인원
974"
1303,자하손만두,"""재료가 신선해요""","이 키워드를 선택한 인원
493"
1304,자하손만두,"""뷰가 좋아요""","이 키워드를 선택한 인원
451"
1305,자하손만두,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
305"
1306,자하손만두,"""친절해요""","이 키워드를 선택한 인원
254"
1307,자하손만두,"""매장이 청결해요""","이 키워드를 선택한 인원
236"
1308,자하손만두,"""매장이 넓어요""","이 키워드를 선택한 인원
125"
1309,자하손만두,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
104"
