,tourist_spot,good_point,selected_people
468,태극당,"""빵이 맛있어요""","이 키워드를 선택한 인원
9315"
469,태극당,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
3586"
470,태극당,"""매장이 청결해요""","이 키워드를 선택한 인원
1804"
471,태극당,"""친절해요""","이 키워드를 선택한 인원
1698"
472,태극당,"""커피가 맛있어요""","이 키워드를 선택한 인원
1658"
473,태극당,"""인테리어가 멋져요""","이 키워드를 선택한 인원
1652"
474,태극당,"""음료가 맛있어요""","이 키워드를 선택한 인원
961"
475,태극당,"""대화하기 좋아요""","이 키워드를 선택한 인원
887"
476,태극당,"""좌석이 편해요""","이 키워드를 선택한 인원
589"
477,태극당,"""가성비가 좋아요""","이 키워드를 선택한 인원
562"
478,태극당,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
425"
479,태극당,"""사진이 잘 나와요""","이 키워드를 선택한 인원
305"
480,태극당,"""뷰가 좋아요""","이 키워드를 선택한 인원
216"
481,태극당,"""매장이 넓어요""","이 키워드를 선택한 인원
155"
482,태극당,"""집중하기 좋아요""","이 키워드를 선택한 인원
139"
483,태극당,"""디저트가 맛있어요""","이 키워드를 선택한 인원
94"
484,태극당,"""종류가 다양해요""","이 키워드를 선택한 인원
50"
485,태극당,"""주차하기 편해요""","이 키워드를 선택한 인원
49"
486,태극당,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
35"
487,태극당,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
26"
488,태극당,"""건강한 맛이에요""","이 키워드를 선택한 인원
26"
489,태극당,"""컨셉이 독특해요""","이 키워드를 선택한 인원
25"
490,태극당,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
22"
491,태극당,"""음식이 맛있어요""","이 키워드를 선택한 인원
17"
492,태극당,"""차분한 분위기에요""","이 키워드를 선택한 인원
13"
493,태극당,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
8"
494,태극당,"""아늑해요""","이 키워드를 선택한 인원
7"
495,태극당,"""양이 많아요""","이 키워드를 선택한 인원
6"
496,태극당,"""재료가 신선해요""","이 키워드를 선택한 인원
5"
497,태극당,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
4"
498,태극당,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
4"
499,태극당,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
4"
500,태극당,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
2"
501,태극당,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
2"
502,태극당,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
1"
503,수도박물관,"""유익해요""","이 키워드를 선택한 인원
5"
504,수도박물관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
3"
505,수도박물관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
2"
506,수도박물관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
1"
507,수도박물관,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
508,수도박물관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
1"
509,수도박물관,"""공간이 넓어요""","이 키워드를 선택한 인원
1"
510,낙원떡집,"""음식이 맛있어요""","이 키워드를 선택한 인원
640"
511,낙원떡집,"""친절해요""","이 키워드를 선택한 인원
224"
512,낙원떡집,"""재료가 신선해요""","이 키워드를 선택한 인원
177"
513,낙원떡집,"""선물하기 좋아요""","이 키워드를 선택한 인원
147"
514,낙원떡집,"""매장이 청결해요""","이 키워드를 선택한 인원
104"
515,낙원떡집,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
88"
516,낙원떡집,"""세트 구성이 알차요""","이 키워드를 선택한 인원
77"
517,낙원떡집,"""가격이 합리적이에요""","이 키워드를 선택한 인원
52"
518,낙원떡집,"""비주얼이 좋아요""","이 키워드를 선택한 인원
52"
519,낙원떡집,"""주차하기 편해요""","이 키워드를 선택한 인원
5"
520,낙원떡집,"""양이 많아요""","이 키워드를 선택한 인원
1"
521,북악산,"""뷰가 좋아요""","이 키워드를 선택한 인원
29"
522,북악산,"""사진이 잘 나와요""","이 키워드를 선택한 인원
13"
523,북악산,"""붐비지 않아요""","이 키워드를 선택한 인원
11"
524,북악산,"""경관이 독특해요""","이 키워드를 선택한 인원
9"
525,북악산,"""볼거리가 많아요""","이 키워드를 선택한 인원
6"
526,북악산,"""대중교통이 편해요""","이 키워드를 선택한 인원
5"
527,북악산,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
3"
528,북악산,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
3"
529,북악산,"""코스가 길어요""","이 키워드를 선택한 인원
2"
530,북악산,"""방문객이 많아요""","이 키워드를 선택한 인원
2"
531,북악산,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
2"
532,북악산,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
533,북악산,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
534,두가헌 레스토랑,"""음식이 맛있어요""","이 키워드를 선택한 인원
19"
535,두가헌 레스토랑,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
10"
536,두가헌 레스토랑,"""재료가 신선해요""","이 키워드를 선택한 인원
9"
537,두가헌 레스토랑,"""친절해요""","이 키워드를 선택한 인원
7"
538,두가헌 레스토랑,"""뷰가 좋아요""","이 키워드를 선택한 인원
7"
539,두가헌 레스토랑,"""인테리어가 멋져요""","이 키워드를 선택한 인원
6"
540,두가헌 레스토랑,"""매장이 청결해요""","이 키워드를 선택한 인원
6"
541,두가헌 레스토랑,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
5"
542,두가헌 레스토랑,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
5"
543,두가헌 레스토랑,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
3"
544,두가헌 레스토랑,"""아늑해요""","이 키워드를 선택한 인원
1"
545,두가헌 레스토랑,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
1"
546,두가헌 레스토랑,"""양이 많아요""","이 키워드를 선택한 인원
1"
547,두가헌 레스토랑,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
548,두가헌 레스토랑,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
549,두가헌 레스토랑,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
550,두가헌 레스토랑,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
1"
551,써미트 호텔 서울,"""깨끗해요""","이 키워드를 선택한 인원
18"
552,써미트 호텔 서울,"""친절해요""","이 키워드를 선택한 인원
12"
553,써미트 호텔 서울,"""침구가 좋아요""","이 키워드를 선택한 인원
10"
554,써미트 호텔 서울,"""대중교통이 편해요""","이 키워드를 선택한 인원
10"
555,써미트 호텔 서울,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
8"
556,써미트 호텔 서울,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
557,써미트 호텔 서울,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
558,써미트 호텔 서울,"""조식이 맛있어요""","이 키워드를 선택한 인원
1"
559,써미트 호텔 서울,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
1"
560,써미트 호텔 서울,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
561,써미트 호텔 서울,"""가성비가 좋아요""","이 키워드를 선택한 인원
1"
562,써미트 호텔 서울,"""방음이 잘돼요""","이 키워드를 선택한 인원
1"
563,써미트 호텔 서울,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
1"
564,RSG 성수,"""음료가 맛있어요""","이 키워드를 선택한 인원
9"
565,RSG 성수,"""인테리어가 멋져요""","이 키워드를 선택한 인원
6"
566,RSG 성수,"""사진이 잘 나와요""","이 키워드를 선택한 인원
4"
567,RSG 성수,"""커피가 맛있어요""","이 키워드를 선택한 인원
3"
568,RSG 성수,"""친절해요""","이 키워드를 선택한 인원
2"
569,RSG 성수,"""매장이 청결해요""","이 키워드를 선택한 인원
2"
570,RSG 성수,"""대화하기 좋아요""","이 키워드를 선택한 인원
2"
571,RSG 성수,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
572,RSG 성수,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
1"
573,RSG 성수,"""집중하기 좋아요""","이 키워드를 선택한 인원
1"
574,포포인츠 바이 쉐라톤 조선 서울역,"""친절해요""","이 키워드를 선택한 인원
213"
575,포포인츠 바이 쉐라톤 조선 서울역,"""깨끗해요""","이 키워드를 선택한 인원
174"
576,포포인츠 바이 쉐라톤 조선 서울역,"""침구가 좋아요""","이 키워드를 선택한 인원
145"
577,포포인츠 바이 쉐라톤 조선 서울역,"""대중교통이 편해요""","이 키워드를 선택한 인원
141"
578,포포인츠 바이 쉐라톤 조선 서울역,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
128"
579,포포인츠 바이 쉐라톤 조선 서울역,"""조식이 맛있어요""","이 키워드를 선택한 인원
115"
580,포포인츠 바이 쉐라톤 조선 서울역,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
90"
581,포포인츠 바이 쉐라톤 조선 서울역,"""주차하기 편해요""","이 키워드를 선택한 인원
79"
582,포포인츠 바이 쉐라톤 조선 서울역,"""뷰가 좋아요""","이 키워드를 선택한 인원
75"
583,포포인츠 바이 쉐라톤 조선 서울역,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
61"
584,포포인츠 바이 쉐라톤 조선 서울역,"""인테리어가 멋져요""","이 키워드를 선택한 인원
30"
585,포포인츠 바이 쉐라톤 조선 서울역,"""방음이 잘돼요""","이 키워드를 선택한 인원
26"
586,포포인츠 바이 쉐라톤 조선 서울역,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
22"
587,포포인츠 바이 쉐라톤 조선 서울역,"""사진이 잘 나와요""","이 키워드를 선택한 인원
11"
588,포포인츠 바이 쉐라톤 조선 서울역,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
3"
589,포포인츠 바이 쉐라톤 조선 서울역,"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
3"
590,포포인츠 바이 쉐라톤 조선 서울역,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
1"
591,포포인츠 바이 쉐라톤 조선 서울역,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
592,포포인츠 바이 쉐라톤 조선 서울역,"""보안시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
593,창경궁 홍화문,"""사진이 잘 나와요""","이 키워드를 선택한 인원
56"
594,창경궁 홍화문,"""볼거리가 많아요""","이 키워드를 선택한 인원
40"
595,창경궁 홍화문,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
23"
596,창경궁 홍화문,"""붐비지 않아요""","이 키워드를 선택한 인원
16"
597,창경궁 홍화문,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
13"
598,창경궁 홍화문,"""가격이 합리적이에요""","이 키워드를 선택한 인원
11"
599,창경궁 홍화문,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
6"
600,창경궁 홍화문,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
4"
601,창경궁 홍화문,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
4"
602,창경궁 홍화문,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
603,창경궁 홍화문,"""방문객이 많아요""","이 키워드를 선택한 인원
1"
604,창경궁 홍화문,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
605,창경궁 홍화문,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
1"
606,창경궁 홍화문,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
607,창경궁 홍화문,"""대중교통이 편해요""","이 키워드를 선택한 인원
1"
608,금강제화 명동본점,"""품질이 좋아요""","이 키워드를 선택한 인원
53"
609,금강제화 명동본점,"""친절해요""","이 키워드를 선택한 인원
49"
610,금강제화 명동본점,"""매장이 넓어요""","이 키워드를 선택한 인원
32"
611,금강제화 명동본점,"""종류가 다양해요""","이 키워드를 선택한 인원
25"
612,금강제화 명동본점,"""A/S가 세심해요""","이 키워드를 선택한 인원
16"
613,금강제화 명동본점,"""스타일 추천을 잘해줘요""","이 키워드를 선택한 인원
15"
614,금강제화 명동본점,"""독특한 디자인이 많아요""","이 키워드를 선택한 인원
11"
615,금강제화 명동본점,"""분위기가 편안해요""","이 키워드를 선택한 인원
10"
616,금강제화 명동본점,"""가성비가 좋아요""","이 키워드를 선택한 인원
8"
617,금강제화 명동본점,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
618,금강제화 명동본점,"""맞춤 제작을 잘해요""","이 키워드를 선택한 인원
1"
619,금강제화 명동본점,"""시설이 깔끔해요""","이 키워드를 선택한 인원
1"
620,금강제화 명동본점,"""사이즈가 다양해요""","이 키워드를 선택한 인원
1"
621,구로공단 노동자생활체험관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
9"
622,구로공단 노동자생활체험관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
9"
623,구로공단 노동자생활체험관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
8"
624,구로공단 노동자생활체험관,"""유익해요""","이 키워드를 선택한 인원
8"
625,구로공단 노동자생활체험관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
6"
626,구로공단 노동자생활체험관,"""가격이 합리적이에요""","이 키워드를 선택한 인원
3"
627,구로공단 노동자생활체험관,"""사진이 잘 나와요""","이 키워드를 선택한 인원
2"
628,구로공단 노동자생활체험관,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
629,구로공단 노동자생활체험관,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
630,그랜드 워커힐 서울,"""친절해요""","이 키워드를 선택한 인원
485"
631,그랜드 워커힐 서울,"""깨끗해요""","이 키워드를 선택한 인원
293"
632,그랜드 워커힐 서울,"""뷰가 좋아요""","이 키워드를 선택한 인원
292"
633,그랜드 워커힐 서울,"""주차하기 편해요""","이 키워드를 선택한 인원
269"
634,그랜드 워커힐 서울,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
266"
635,그랜드 워커힐 서울,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
191"
636,그랜드 워커힐 서울,"""침구가 좋아요""","이 키워드를 선택한 인원
164"
637,그랜드 워커힐 서울,"""인테리어가 멋져요""","이 키워드를 선택한 인원
150"
638,그랜드 워커힐 서울,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
148"
639,그랜드 워커힐 서울,"""조식이 맛있어요""","이 키워드를 선택한 인원
118"
640,그랜드 워커힐 서울,"""사진이 잘 나와요""","이 키워드를 선택한 인원
113"
641,그랜드 워커힐 서울,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
61"
642,그랜드 워커힐 서울,"""방음이 잘돼요""","이 키워드를 선택한 인원
46"
643,그랜드 워커힐 서울,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
36"
644,그랜드 워커힐 서울,"""대중교통이 편해요""","이 키워드를 선택한 인원
29"
645,그랜드 워커힐 서울,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
16"
646,그랜드 워커힐 서울,"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
5"
647,그랜드 워커힐 서울,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
3"
648,그랜드 워커힐 서울,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
649,그랜드 워커힐 서울,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
650,그랜드 워커힐 서울,"""벌레 걱정 없어요""","이 키워드를 선택한 인원
1"
651,그랜드 워커힐 서울,"""파티하기 좋아요""","이 키워드를 선택한 인원
1"
652,그랜드 워커힐 서울,"""픽업서비스가 편해요""","이 키워드를 선택한 인원
1"
653,그랜드 워커힐 서울,"""가성비가 좋아요""","이 키워드를 선택한 인원
1"
654,그랜드 워커힐 서울,"""룸서비스가 잘 되어있어요""","이 키워드를 선택한 인원
1"
655,그랜드 워커힐 서울,"""보안시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
656,그랜드 워커힐 서울,"""물놀이하기 좋아요""","이 키워드를 선택한 인원
1"
657,한국은행 화폐박물관,"""유익해요""","이 키워드를 선택한 인원
26"
658,한국은행 화폐박물관,"""가격이 합리적이에요""","이 키워드를 선택한 인원
6"
659,한국은행 화폐박물관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
4"
660,한국은행 화폐박물관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
4"
661,한국은행 화폐박물관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
3"
662,한국은행 화폐박물관,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
3"
663,한국은행 화폐박물관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
1"
664,관악산 호수공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
18"
665,관악산 호수공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
11"
666,관악산 호수공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
9"
667,관악산 호수공원,"""방문객이 많아요""","이 키워드를 선택한 인원
5"
668,관악산 호수공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
4"
669,관악산 호수공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
3"
670,관악산 호수공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
3"
671,관악산 호수공원,"""붐비지 않아요""","이 키워드를 선택한 인원
3"
672,관악산 호수공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
2"
673,관악산 호수공원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
674,관악산 호수공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
1"
675,스미스가 좋아하는 한옥,"""음식이 맛있어요""","이 키워드를 선택한 인원
466"
676,스미스가 좋아하는 한옥,"""인테리어가 멋져요""","이 키워드를 선택한 인원
322"
677,스미스가 좋아하는 한옥,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
181"
678,스미스가 좋아하는 한옥,"""친절해요""","이 키워드를 선택한 인원
162"
679,스미스가 좋아하는 한옥,"""뷰가 좋아요""","이 키워드를 선택한 인원
161"
680,스미스가 좋아하는 한옥,"""재료가 신선해요""","이 키워드를 선택한 인원
150"
681,스미스가 좋아하는 한옥,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
116"
682,스미스가 좋아하는 한옥,"""매장이 청결해요""","이 키워드를 선택한 인원
115"
683,스미스가 좋아하는 한옥,"""매장이 넓어요""","이 키워드를 선택한 인원
81"
684,스미스가 좋아하는 한옥,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
48"
685,스미스가 좋아하는 한옥,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
39"
686,스미스가 좋아하는 한옥,"""양이 많아요""","이 키워드를 선택한 인원
25"
687,스미스가 좋아하는 한옥,"""가성비가 좋아요""","이 키워드를 선택한 인원
22"
688,스미스가 좋아하는 한옥,"""주차하기 편해요""","이 키워드를 선택한 인원
11"
689,스미스가 좋아하는 한옥,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
10"
690,스미스가 좋아하는 한옥,"""아늑해요""","이 키워드를 선택한 인원
6"
691,스미스가 좋아하는 한옥,"""대화하기 좋아요""","이 키워드를 선택한 인원
5"
692,스미스가 좋아하는 한옥,"""차분한 분위기에요""","이 키워드를 선택한 인원
4"
693,스미스가 좋아하는 한옥,"""사진이 잘 나와요""","이 키워드를 선택한 인원
4"
694,스미스가 좋아하는 한옥,"""컨셉이 독특해요""","이 키워드를 선택한 인원
3"
695,스미스가 좋아하는 한옥,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
3"
696,스미스가 좋아하는 한옥,"""고기 질이 좋아요""","이 키워드를 선택한 인원
2"
697,스미스가 좋아하는 한옥,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
2"
698,스미스가 좋아하는 한옥,"""건강한 맛이에요""","이 키워드를 선택한 인원
2"
699,스미스가 좋아하는 한옥,"""술이 다양해요""","이 키워드를 선택한 인원
1"
700,스미스가 좋아하는 한옥,"""코스요리가 알차요""","이 키워드를 선택한 인원
1"
701,스미스가 좋아하는 한옥,"""음료가 맛있어요""","이 키워드를 선택한 인원
1"
702,스미스가 좋아하는 한옥,"""잡내가 적어요""","이 키워드를 선택한 인원
1"
703,스미스가 좋아하는 한옥,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
704,스미스가 좋아하는 한옥,"""환기가 잘 돼요""","이 키워드를 선택한 인원
1"
705,뉘조,"""음식이 맛있어요""","이 키워드를 선택한 인원
98"
706,뉘조,"""재료가 신선해요""","이 키워드를 선택한 인원
50"
707,뉘조,"""친절해요""","이 키워드를 선택한 인원
48"
708,뉘조,"""차분한 분위기에요""","이 키워드를 선택한 인원
35"
709,뉘조,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
28"
710,뉘조,"""인테리어가 멋져요""","이 키워드를 선택한 인원
21"
711,뉘조,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
16"
712,뉘조,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
15"
713,뉘조,"""가성비가 좋아요""","이 키워드를 선택한 인원
11"
714,뉘조,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
11"
715,뉘조,"""매장이 청결해요""","이 키워드를 선택한 인원
8"
716,뉘조,"""건강한 맛이에요""","이 키워드를 선택한 인원
5"
717,뉘조,"""뷰가 좋아요""","이 키워드를 선택한 인원
5"
718,뉘조,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
4"
719,뉘조,"""코스요리가 알차요""","이 키워드를 선택한 인원
3"
720,뉘조,"""양이 많아요""","이 키워드를 선택한 인원
3"
721,뉘조,"""매장이 넓어요""","이 키워드를 선택한 인원
3"
722,뉘조,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
723,뉘조,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
724,뉘조,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
1"
725,하나로회관,"""음식이 맛있어요""","이 키워드를 선택한 인원
165"
726,하나로회관,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
83"
727,하나로회관,"""친절해요""","이 키워드를 선택한 인원
81"
728,하나로회관,"""재료가 신선해요""","이 키워드를 선택한 인원
69"
729,하나로회관,"""매장이 넓어요""","이 키워드를 선택한 인원
53"
730,하나로회관,"""가성비가 좋아요""","이 키워드를 선택한 인원
47"
731,하나로회관,"""차분한 분위기에요""","이 키워드를 선택한 인원
33"
732,하나로회관,"""매장이 청결해요""","이 키워드를 선택한 인원
28"
733,하나로회관,"""양이 많아요""","이 키워드를 선택한 인원
26"
734,하나로회관,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
23"
735,하나로회관,"""주차하기 편해요""","이 키워드를 선택한 인원
21"
736,하나로회관,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
19"
737,하나로회관,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
10"
738,하나로회관,"""건강한 맛이에요""","이 키워드를 선택한 인원
9"
739,하나로회관,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
8"
740,하나로회관,"""인테리어가 멋져요""","이 키워드를 선택한 인원
5"
741,하나로회관,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
4"
742,하나로회관,"""아늑해요""","이 키워드를 선택한 인원
3"
743,하나로회관,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
3"
744,하나로회관,"""코스요리가 알차요""","이 키워드를 선택한 인원
2"
745,하나로회관,"""뷰가 좋아요""","이 키워드를 선택한 인원
1"
746,스토리지북앤필름,"""독특한 책이 많아요""","이 키워드를 선택한 인원
109"
747,스토리지북앤필름,"""책 종류가 다양해요""","이 키워드를 선택한 인원
94"
748,스토리지북앤필름,"""시설이 깔끔해요""","이 키워드를 선택한 인원
46"
749,스토리지북앤필름,"""카페 같은 분위기에요""","이 키워드를 선택한 인원
23"
750,스토리지북앤필름,"""신간이 빨리 들어와요""","이 키워드를 선택한 인원
17"
751,스토리지북앤필름,"""책 읽기 쾌적해요""","이 키워드를 선택한 인원
16"
752,스토리지북앤필름,"""아늑해요""","이 키워드를 선택한 인원
15"
753,스토리지북앤필름,"""원하는 책을 찾기 쉬워요""","이 키워드를 선택한 인원
13"
754,스토리지북앤필름,"""베스트셀러가 많아요""","이 키워드를 선택한 인원
11"
755,스토리지북앤필름,"""인테리어가 멋져요""","이 키워드를 선택한 인원
6"
756,스토리지북앤필름,"""컨셉이 독특해요""","이 키워드를 선택한 인원
5"
757,스토리지북앤필름,"""매장이 넓어요""","이 키워드를 선택한 인원
1"
758,고투몰,"""가성비가 좋아요""","이 키워드를 선택한 인원
259"
759,고투몰,"""종류가 다양해요""","이 키워드를 선택한 인원
130"
760,고투몰,"""친절해요""","이 키워드를 선택한 인원
99"
761,고투몰,"""품질이 좋아요""","이 키워드를 선택한 인원
36"
762,고투몰,"""분위기가 편안해요""","이 키워드를 선택한 인원
32"
763,고투몰,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
32"
764,고투몰,"""시설이 깔끔해요""","이 키워드를 선택한 인원
22"
765,고투몰,"""매장이 넓어요""","이 키워드를 선택한 인원
13"
766,고투몰,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
9"
767,고투몰,"""트렌디해요""","이 키워드를 선택한 인원
3"
768,고투몰,"""주차하기 편해요""","이 키워드를 선택한 인원
2"
769,고투몰,"""아기자기해요""","이 키워드를 선택한 인원
1"
770,고투몰,"""인테리어가 멋져요""","이 키워드를 선택한 인원
1"
771,고투몰,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
772,비스타 워커힐 서울,"""뷰가 좋아요""","이 키워드를 선택한 인원
296"
773,비스타 워커힐 서울,"""친절해요""","이 키워드를 선택한 인원
284"
774,비스타 워커힐 서울,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
162"
775,비스타 워커힐 서울,"""깨끗해요""","이 키워드를 선택한 인원
138"
776,비스타 워커힐 서울,"""주차하기 편해요""","이 키워드를 선택한 인원
110"
777,비스타 워커힐 서울,"""침구가 좋아요""","이 키워드를 선택한 인원
101"
778,비스타 워커힐 서울,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
101"
779,비스타 워커힐 서울,"""인테리어가 멋져요""","이 키워드를 선택한 인원
93"
780,비스타 워커힐 서울,"""사진이 잘 나와요""","이 키워드를 선택한 인원
76"
781,비스타 워커힐 서울,"""조식이 맛있어요""","이 키워드를 선택한 인원
62"
782,비스타 워커힐 서울,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
60"
783,비스타 워커힐 서울,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
36"
784,비스타 워커힐 서울,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
23"
785,비스타 워커힐 서울,"""방음이 잘돼요""","이 키워드를 선택한 인원
20"
786,비스타 워커힐 서울,"""대중교통이 편해요""","이 키워드를 선택한 인원
7"
787,비스타 워커힐 서울,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
5"
788,비스타 워커힐 서울,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
3"
789,비스타 워커힐 서울,"""픽업서비스가 편해요""","이 키워드를 선택한 인원
2"
790,비스타 워커힐 서울,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
791,비스타 워커힐 서울,"""룸서비스가 잘 되어있어요""","이 키워드를 선택한 인원
1"
792,비스타 워커힐 서울,"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
1"
793,광운대학교 아이스링크,"""안전하게 관리해요""","이 키워드를 선택한 인원
71"
794,광운대학교 아이스링크,"""강습 받기 좋아요""","이 키워드를 선택한 인원
44"
