,tourist_spot,spot_arrtribute,good_point,selected_people
0,수유시장,시장,"""친절해요""","이 키워드를 선택한 인원
39"
1,수유시장,시장,"""품질이 좋아요""","이 키워드를 선택한 인원
26"
2,수유시장,시장,"""종류가 다양해요""","이 키워드를 선택한 인원
18"
3,수유시장,시장,"""가성비가 좋아요""","이 키워드를 선택한 인원
17"
4,수유시장,시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
7"
5,수유시장,시장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
6"
6,수유시장,시장,"""주차하기 편해요""","이 키워드를 선택한 인원
6"
7,수유시장,시장,"""매장이 넓어요""","이 키워드를 선택한 인원
3"
8,수유시장,시장,"""분위기가 편안해요""","이 키워드를 선택한 인원
1"
9,수유시장,시장,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
20,수유시장,시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
1"
21,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""종류가 다양해요""","이 키워드를 선택한 인원
530"
22,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
408"
23,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""매장이 넓어요""","이 키워드를 선택한 인원
228"
24,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""친절해요""","이 키워드를 선택한 인원
130"
25,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""품질이 좋아요""","이 키워드를 선택한 인원
128"
26,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""가성비가 좋아요""","이 키워드를 선택한 인원
124"
27,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""시설이 깔끔해요""","이 키워드를 선택한 인원
108"
28,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""분위기가 편안해요""","이 키워드를 선택한 인원
93"
29,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
47"
30,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""트렌디해요""","이 키워드를 선택한 인원
24"
41,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""예쁜 소품이 많아요""","이 키워드를 선택한 인원
23"
42,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""아기자기해요""","이 키워드를 선택한 인원
22"
43,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""독특한 디자인이 많아요""","이 키워드를 선택한 인원
11"
44,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""선물하기 좋아요""","이 키워드를 선택한 인원
8"
45,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""주차하기 편해요""","이 키워드를 선택한 인원
7"
61,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""컨셉이 독특해요""","이 키워드를 선택한 인원
3"
62,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""신상품이 많아요""","이 키워드를 선택한 인원
3"
63,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""고급스러워요""","이 키워드를 선택한 인원
2"
64,KT&G 상상마당 디자인스퀘어,"가구,인테리어","""포장이 정성스러워요""","이 키워드를 선택한 인원
1"
65,아리차이,중식당,"""음식이 맛있어요""","이 키워드를 선택한 인원
1223"
66,아리차이,중식당,"""친절해요""","이 키워드를 선택한 인원
360"
67,아리차이,중식당,"""매장이 넓어요""","이 키워드를 선택한 인원
319"
68,아리차이,중식당,"""재료가 신선해요""","이 키워드를 선택한 인원
272"
69,아리차이,중식당,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
266"
70,아리차이,중식당,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
259"
71,아리차이,중식당,"""양이 많아요""","이 키워드를 선택한 인원
232"
72,아리차이,중식당,"""매장이 청결해요""","이 키워드를 선택한 인원
166"
73,아리차이,중식당,"""가성비가 좋아요""","이 키워드를 선택한 인원
142"
74,아리차이,중식당,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
123"
85,아리차이,중식당,"""주차하기 편해요""","이 키워드를 선택한 인원
79"
86,아리차이,중식당,"""인테리어가 멋져요""","이 키워드를 선택한 인원
62"
87,아리차이,중식당,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
58"
88,아리차이,중식당,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
39"
89,아리차이,중식당,"""뷰가 좋아요""","이 키워드를 선택한 인원
16"
105,아리차이,중식당,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
5"
106,아리차이,중식당,"""건강한 맛이에요""","이 키워드를 선택한 인원
5"
107,아리차이,중식당,"""코스요리가 알차요""","이 키워드를 선택한 인원
4"
108,아리차이,중식당,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
4"
109,아리차이,중식당,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
3"
130,아리차이,중식당,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
3"
131,아리차이,중식당,"""대화하기 좋아요""","이 키워드를 선택한 인원
3"
132,아리차이,중식당,"""잡내가 적어요""","이 키워드를 선택한 인원
2"
133,아리차이,중식당,"""술이 다양해요""","이 키워드를 선택한 인원
1"
134,아리차이,중식당,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
160,아리차이,중식당,"""좌석이 편해요""","이 키워드를 선택한 인원
1"
161,아리차이,중식당,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
162,아리차이,중식당,"""향신료가 강하지 않아요""","이 키워드를 선택한 인원
1"
163,아리차이,중식당,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
1"
164,익선동 그집,"칼국수,만두","""음식이 맛있어요""","이 키워드를 선택한 인원
152"
165,익선동 그집,"칼국수,만두","""친절해요""","이 키워드를 선택한 인원
53"
166,익선동 그집,"칼국수,만두","""재료가 신선해요""","이 키워드를 선택한 인원
44"
167,익선동 그집,"칼국수,만두","""양이 많아요""","이 키워드를 선택한 인원
35"
168,익선동 그집,"칼국수,만두","""혼밥하기 좋아요""","이 키워드를 선택한 인원
31"
169,익선동 그집,"칼국수,만두","""매장이 청결해요""","이 키워드를 선택한 인원
29"
170,익선동 그집,"칼국수,만두","""가성비가 좋아요""","이 키워드를 선택한 인원
28"
171,익선동 그집,"칼국수,만두","""매장이 넓어요""","이 키워드를 선택한 인원
12"
172,익선동 그집,"칼국수,만두","""화장실이 깨끗해요""","이 키워드를 선택한 인원
10"
173,익선동 그집,"칼국수,만두","""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
8"
184,익선동 그집,"칼국수,만두","""인테리어가 멋져요""","이 키워드를 선택한 인원
6"
185,익선동 그집,"칼국수,만두","""건강한 맛이에요""","이 키워드를 선택한 인원
5"
186,익선동 그집,"칼국수,만두","""단체모임 하기 좋아요""","이 키워드를 선택한 인원
5"
187,익선동 그집,"칼국수,만두","""뷰가 좋아요""","이 키워드를 선택한 인원
5"
188,익선동 그집,"칼국수,만두","""아늑해요""","이 키워드를 선택한 인원
2"
204,익선동 그집,"칼국수,만두","""반찬이 잘 나와요""","이 키워드를 선택한 인원
2"
205,익선동 그집,"칼국수,만두","""차분한 분위기에요""","이 키워드를 선택한 인원
1"
206,익선동 그집,"칼국수,만두","""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
1"
207,롯데시티호텔 구로,3성급,"""침구가 좋아요""","이 키워드를 선택한 인원
103"
208,롯데시티호텔 구로,3성급,"""친절해요""","이 키워드를 선택한 인원
95"
209,롯데시티호텔 구로,3성급,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
87"
210,롯데시티호텔 구로,3성급,"""깨끗해요""","이 키워드를 선택한 인원
76"
211,롯데시티호텔 구로,3성급,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
53"
212,롯데시티호텔 구로,3성급,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
39"
213,롯데시티호텔 구로,3성급,"""주차하기 편해요""","이 키워드를 선택한 인원
37"
214,롯데시티호텔 구로,3성급,"""대중교통이 편해요""","이 키워드를 선택한 인원
25"
215,롯데시티호텔 구로,3성급,"""방음이 잘돼요""","이 키워드를 선택한 인원
24"
216,롯데시티호텔 구로,3성급,"""조식이 맛있어요""","이 키워드를 선택한 인원
15"
227,롯데시티호텔 구로,3성급,"""뷰가 좋아요""","이 키워드를 선택한 인원
13"
228,롯데시티호텔 구로,3성급,"""인테리어가 멋져요""","이 키워드를 선택한 인원
12"
229,롯데시티호텔 구로,3성급,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
10"
230,롯데시티호텔 구로,3성급,"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
2"
231,롯데시티호텔 구로,3성급,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
247,롯데시티호텔 구로,3성급,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
1"
248,롯데시티호텔 구로,3성급,"""가성비가 좋아요""","이 키워드를 선택한 인원
1"
249,먹고을전주콩나물국밥 묵동본점,한식,"""음식이 맛있어요""","이 키워드를 선택한 인원
1485"
250,먹고을전주콩나물국밥 묵동본점,한식,"""재료가 신선해요""","이 키워드를 선택한 인원
355"
251,먹고을전주콩나물국밥 묵동본점,한식,"""친절해요""","이 키워드를 선택한 인원
308"
252,먹고을전주콩나물국밥 묵동본점,한식,"""양이 많아요""","이 키워드를 선택한 인원
289"
253,먹고을전주콩나물국밥 묵동본점,한식,"""가성비가 좋아요""","이 키워드를 선택한 인원
267"
254,먹고을전주콩나물국밥 묵동본점,한식,"""매장이 넓어요""","이 키워드를 선택한 인원
254"
255,먹고을전주콩나물국밥 묵동본점,한식,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
183"
256,먹고을전주콩나물국밥 묵동본점,한식,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
170"
257,먹고을전주콩나물국밥 묵동본점,한식,"""주차하기 편해요""","이 키워드를 선택한 인원
150"
258,먹고을전주콩나물국밥 묵동본점,한식,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
139"
269,먹고을전주콩나물국밥 묵동본점,한식,"""매장이 청결해요""","이 키워드를 선택한 인원
57"
270,먹고을전주콩나물국밥 묵동본점,한식,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
33"
271,먹고을전주콩나물국밥 묵동본점,한식,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
27"
272,먹고을전주콩나물국밥 묵동본점,한식,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
25"
273,먹고을전주콩나물국밥 묵동본점,한식,"""인테리어가 멋져요""","이 키워드를 선택한 인원
17"
289,먹고을전주콩나물국밥 묵동본점,한식,"""건강한 맛이에요""","이 키워드를 선택한 인원
7"
290,먹고을전주콩나물국밥 묵동본점,한식,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
6"
291,먹고을전주콩나물국밥 묵동본점,한식,"""뷰가 좋아요""","이 키워드를 선택한 인원
5"
292,먹고을전주콩나물국밥 묵동본점,한식,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
3"
293,먹고을전주콩나물국밥 묵동본점,한식,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
2"
314,먹고을전주콩나물국밥 묵동본점,한식,"""대화하기 좋아요""","이 키워드를 선택한 인원
2"
315,먹고을전주콩나물국밥 묵동본점,한식,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
1"
316,명품기사식당뚝다리김치찌개,기사식당,"""음식이 맛있어요""","이 키워드를 선택한 인원
244"
317,명품기사식당뚝다리김치찌개,기사식당,"""주차하기 편해요""","이 키워드를 선택한 인원
94"
318,명품기사식당뚝다리김치찌개,기사식당,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
82"
319,명품기사식당뚝다리김치찌개,기사식당,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
75"
320,명품기사식당뚝다리김치찌개,기사식당,"""친절해요""","이 키워드를 선택한 인원
73"
321,명품기사식당뚝다리김치찌개,기사식당,"""양이 많아요""","이 키워드를 선택한 인원
61"
322,명품기사식당뚝다리김치찌개,기사식당,"""가성비가 좋아요""","이 키워드를 선택한 인원
53"
323,명품기사식당뚝다리김치찌개,기사식당,"""매장이 넓어요""","이 키워드를 선택한 인원
50"
324,명품기사식당뚝다리김치찌개,기사식당,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
25"
325,명품기사식당뚝다리김치찌개,기사식당,"""재료가 신선해요""","이 키워드를 선택한 인원
23"
336,명품기사식당뚝다리김치찌개,기사식당,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
19"
337,명품기사식당뚝다리김치찌개,기사식당,"""매장이 청결해요""","이 키워드를 선택한 인원
15"
338,명품기사식당뚝다리김치찌개,기사식당,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
3"
339,명품기사식당뚝다리김치찌개,기사식당,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
340,명품기사식당뚝다리김치찌개,기사식당,"""인테리어가 멋져요""","이 키워드를 선택한 인원
2"
356,명품기사식당뚝다리김치찌개,기사식당,"""건강한 맛이에요""","이 키워드를 선택한 인원
1"
357,요리하는남자,이탈리아음식,"""음식이 맛있어요""","이 키워드를 선택한 인원
737"
358,요리하는남자,이탈리아음식,"""친절해요""","이 키워드를 선택한 인원
418"
359,요리하는남자,이탈리아음식,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
290"
360,요리하는남자,이탈리아음식,"""재료가 신선해요""","이 키워드를 선택한 인원
248"
361,요리하는남자,이탈리아음식,"""매장이 넓어요""","이 키워드를 선택한 인원
245"
362,요리하는남자,이탈리아음식,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
212"
363,요리하는남자,이탈리아음식,"""인테리어가 멋져요""","이 키워드를 선택한 인원
197"
364,요리하는남자,이탈리아음식,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
172"
365,요리하는남자,이탈리아음식,"""매장이 청결해요""","이 키워드를 선택한 인원
167"
366,요리하는남자,이탈리아음식,"""양이 많아요""","이 키워드를 선택한 인원
121"
377,요리하는남자,이탈리아음식,"""가성비가 좋아요""","이 키워드를 선택한 인원
103"
378,요리하는남자,이탈리아음식,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
58"
379,요리하는남자,이탈리아음식,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
11"
380,요리하는남자,이탈리아음식,"""아늑해요""","이 키워드를 선택한 인원
9"
381,요리하는남자,이탈리아음식,"""대화하기 좋아요""","이 키워드를 선택한 인원
8"
397,요리하는남자,이탈리아음식,"""주차하기 편해요""","이 키워드를 선택한 인원
5"
398,요리하는남자,이탈리아음식,"""건강한 맛이에요""","이 키워드를 선택한 인원
5"
399,요리하는남자,이탈리아음식,"""차분한 분위기에요""","이 키워드를 선택한 인원
4"
400,요리하는남자,이탈리아음식,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
4"
401,요리하는남자,이탈리아음식,"""컨셉이 독특해요""","이 키워드를 선택한 인원
3"
422,요리하는남자,이탈리아음식,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
3"
423,요리하는남자,이탈리아음식,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
424,요리하는남자,이탈리아음식,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
2"
425,요리하는남자,이탈리아음식,"""현지 맛에 가까워요""","이 키워드를 선택한 인원
2"
426,요리하는남자,이탈리아음식,"""고기 질이 좋아요""","이 키워드를 선택한 인원
2"
452,요리하는남자,이탈리아음식,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
2"
453,요리하는남자,이탈리아음식,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
2"
454,요리하는남자,이탈리아음식,"""좌석이 편해요""","이 키워드를 선택한 인원
1"
455,요리하는남자,이탈리아음식,"""코스요리가 알차요""","이 키워드를 선택한 인원
1"
456,요리하는남자,이탈리아음식,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
487,요리하는남자,이탈리아음식,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
1"
488,성수족발,"족발,보쌈","""음식이 맛있어요""","이 키워드를 선택한 인원
1740"
489,성수족발,"족발,보쌈","""친절해요""","이 키워드를 선택한 인원
271"
490,성수족발,"족발,보쌈","""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
255"
491,성수족발,"족발,보쌈","""고기 질이 좋아요""","이 키워드를 선택한 인원
246"
492,성수족발,"족발,보쌈","""양이 많아요""","이 키워드를 선택한 인원
234"
493,성수족발,"족발,보쌈","""재료가 신선해요""","이 키워드를 선택한 인원
170"
494,성수족발,"족발,보쌈","""가성비가 좋아요""","이 키워드를 선택한 인원
132"
495,성수족발,"족발,보쌈","""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
38"
496,성수족발,"족발,보쌈","""잡내가 적어요""","이 키워드를 선택한 인원
35"
497,성수족발,"족발,보쌈","""단체모임 하기 좋아요""","이 키워드를 선택한 인원
35"
508,성수족발,"족발,보쌈","""매장이 청결해요""","이 키워드를 선택한 인원
34"
509,성수족발,"족발,보쌈","""음식이 빨리 나와요""","이 키워드를 선택한 인원
24"
510,성수족발,"족발,보쌈","""매장이 넓어요""","이 키워드를 선택한 인원
23"
511,성수족발,"족발,보쌈","""인테리어가 멋져요""","이 키워드를 선택한 인원
18"
512,성수족발,"족발,보쌈","""혼밥하기 좋아요""","이 키워드를 선택한 인원
14"
528,성수족발,"족발,보쌈","""뷰가 좋아요""","이 키워드를 선택한 인원
11"
529,성수족발,"족발,보쌈","""주차하기 편해요""","이 키워드를 선택한 인원
10"
530,성수족발,"족발,보쌈","""화장실이 깨끗해요""","이 키워드를 선택한 인원
8"
531,성수족발,"족발,보쌈","""직접 잘 구워줘요""","이 키워드를 선택한 인원
7"
532,성수족발,"족발,보쌈","""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
4"
553,성수족발,"족발,보쌈","""반찬이 잘 나와요""","이 키워드를 선택한 인원
4"
554,성수족발,"족발,보쌈","""건강한 맛이에요""","이 키워드를 선택한 인원
3"
555,성수족발,"족발,보쌈","""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
556,성수족발,"족발,보쌈","""아늑해요""","이 키워드를 선택한 인원
2"
557,성수족발,"족발,보쌈","""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
558,키미아트,카페,"""커피가 맛있어요""","이 키워드를 선택한 인원
105"
559,키미아트,카페,"""뷰가 좋아요""","이 키워드를 선택한 인원
105"
560,키미아트,카페,"""인테리어가 멋져요""","이 키워드를 선택한 인원
47"
561,키미아트,카페,"""디저트가 맛있어요""","이 키워드를 선택한 인원
32"
562,키미아트,카페,"""친절해요""","이 키워드를 선택한 인원
29"
563,키미아트,카페,"""대화하기 좋아요""","이 키워드를 선택한 인원
28"
564,키미아트,카페,"""음료가 맛있어요""","이 키워드를 선택한 인원
27"
565,키미아트,카페,"""사진이 잘 나와요""","이 키워드를 선택한 인원
23"
566,키미아트,카페,"""매장이 청결해요""","이 키워드를 선택한 인원
21"
567,키미아트,카페,"""주차하기 편해요""","이 키워드를 선택한 인원
14"
578,키미아트,카페,"""좌석이 편해요""","이 키워드를 선택한 인원
10"
579,키미아트,카페,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
7"
580,키미아트,카페,"""집중하기 좋아요""","이 키워드를 선택한 인원
7"
581,키미아트,카페,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
4"
582,키미아트,카페,"""가성비가 좋아요""","이 키워드를 선택한 인원
2"
598,키미아트,카페,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
599,키미아트,카페,"""아늑해요""","이 키워드를 선택한 인원
1"
600,키미아트,카페,"""음식이 맛있어요""","이 키워드를 선택한 인원
1"
601,키미아트,카페,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
1"
602,키미아트,카페,"""매장이 넓어요""","이 키워드를 선택한 인원
1"
623,키미아트,카페,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
1"
624,문배동 육칼,"칼국수,만두","""음식이 맛있어요""","이 키워드를 선택한 인원
1075"
625,문배동 육칼,"칼국수,만두","""양이 많아요""","이 키워드를 선택한 인원
309"
626,문배동 육칼,"칼국수,만두","""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
247"
627,문배동 육칼,"칼국수,만두","""혼밥하기 좋아요""","이 키워드를 선택한 인원
203"
628,문배동 육칼,"칼국수,만두","""친절해요""","이 키워드를 선택한 인원
200"
629,문배동 육칼,"칼국수,만두","""가성비가 좋아요""","이 키워드를 선택한 인원
168"
630,문배동 육칼,"칼국수,만두","""재료가 신선해요""","이 키워드를 선택한 인원
167"
631,문배동 육칼,"칼국수,만두","""매장이 청결해요""","이 키워드를 선택한 인원
26"
632,문배동 육칼,"칼국수,만두","""매장이 넓어요""","이 키워드를 선택한 인원
12"
633,문배동 육칼,"칼국수,만두","""음식이 빨리 나와요""","이 키워드를 선택한 인원
11"
644,문배동 육칼,"칼국수,만두","""주차하기 편해요""","이 키워드를 선택한 인원
11"
645,문배동 육칼,"칼국수,만두","""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
10"
646,문배동 육칼,"칼국수,만두","""단체모임 하기 좋아요""","이 키워드를 선택한 인원
10"
647,문배동 육칼,"칼국수,만두","""인테리어가 멋져요""","이 키워드를 선택한 인원
8"
648,문배동 육칼,"칼국수,만두","""메뉴 구성이 알차요""","이 키워드를 선택한 인원
6"
664,문배동 육칼,"칼국수,만두","""화장실이 깨끗해요""","이 키워드를 선택한 인원
6"
665,문배동 육칼,"칼국수,만두","""뷰가 좋아요""","이 키워드를 선택한 인원
6"
666,문배동 육칼,"칼국수,만두","""건강한 맛이에요""","이 키워드를 선택한 인원
5"
667,문배동 육칼,"칼국수,만두","""반찬이 잘 나와요""","이 키워드를 선택한 인원
4"
668,문배동 육칼,"칼국수,만두","""아늑해요""","이 키워드를 선택한 인원
3"
689,문배동 육칼,"칼국수,만두","""잡내가 적어요""","이 키워드를 선택한 인원
2"
690,문배동 육칼,"칼국수,만두","""고기 질이 좋아요""","이 키워드를 선택한 인원
2"
691,문배동 육칼,"칼국수,만두","""포장이 깔끔해요""","이 키워드를 선택한 인원
2"
692,문배동 육칼,"칼국수,만두","""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
2"
693,문배동 육칼,"칼국수,만두","""차분한 분위기에요""","이 키워드를 선택한 인원
1"
719,문배동 육칼,"칼국수,만두","""음료가 맛있어요""","이 키워드를 선택한 인원
1"
720,문배동 육칼,"칼국수,만두","""현지 맛에 가까워요""","이 키워드를 선택한 인원
1"
721,문배동 육칼,"칼국수,만두","""집중하기 좋아요""","이 키워드를 선택한 인원
1"
722,문배동 육칼,"칼국수,만두","""대화하기 좋아요""","이 키워드를 선택한 인원
1"
723,POOM아트박스 (신촌점),"문구,팬시용품","""종류가 다양해요""","이 키워드를 선택한 인원
669"
724,POOM아트박스 (신촌점),"문구,팬시용품","""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
315"
725,POOM아트박스 (신촌점),"문구,팬시용품","""가성비가 좋아요""","이 키워드를 선택한 인원
270"
726,POOM아트박스 (신촌점),"문구,팬시용품","""친절해요""","이 키워드를 선택한 인원
259"
727,POOM아트박스 (신촌점),"문구,팬시용품","""매장이 넓어요""","이 키워드를 선택한 인원
227"
728,POOM아트박스 (신촌점),"문구,팬시용품","""품질이 좋아요""","이 키워드를 선택한 인원
164"
729,POOM아트박스 (신촌점),"문구,팬시용품","""시설이 깔끔해요""","이 키워드를 선택한 인원
93"
730,POOM아트박스 (신촌점),"문구,팬시용품","""분위기가 편안해요""","이 키워드를 선택한 인원
93"
731,POOM아트박스 (신촌점),"문구,팬시용품","""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
41"
732,POOM아트박스 (신촌점),"문구,팬시용품","""트렌디해요""","이 키워드를 선택한 인원
25"
743,POOM아트박스 (신촌점),"문구,팬시용품","""아기자기해요""","이 키워드를 선택한 인원
22"
744,POOM아트박스 (신촌점),"문구,팬시용품","""예쁜 소품이 많아요""","이 키워드를 선택한 인원
13"
745,POOM아트박스 (신촌점),"문구,팬시용품","""주차하기 편해요""","이 키워드를 선택한 인원
12"
746,POOM아트박스 (신촌점),"문구,팬시용품","""신상품이 많아요""","이 키워드를 선택한 인원
6"
747,POOM아트박스 (신촌점),"문구,팬시용품","""선물하기 좋아요""","이 키워드를 선택한 인원
5"
763,POOM아트박스 (신촌점),"문구,팬시용품","""독특한 디자인이 많아요""","이 키워드를 선택한 인원
4"
764,청담골,한식,"""음식이 맛있어요""","이 키워드를 선택한 인원
441"
765,청담골,한식,"""가성비가 좋아요""","이 키워드를 선택한 인원
194"
766,청담골,한식,"""양이 많아요""","이 키워드를 선택한 인원
124"
767,청담골,한식,"""매장이 넓어요""","이 키워드를 선택한 인원
116"
768,청담골,한식,"""친절해요""","이 키워드를 선택한 인원
100"
769,청담골,한식,"""재료가 신선해요""","이 키워드를 선택한 인원
96"
770,청담골,한식,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
72"
771,청담골,한식,"""주차하기 편해요""","이 키워드를 선택한 인원
55"
772,청담골,한식,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
45"
773,청담골,한식,"""매장이 청결해요""","이 키워드를 선택한 인원
44"
784,청담골,한식,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
28"
785,청담골,한식,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
24"
786,청담골,한식,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
14"
787,청담골,한식,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
10"
788,청담골,한식,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
9"
804,청담골,한식,"""인테리어가 멋져요""","이 키워드를 선택한 인원
7"
805,청담골,한식,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
6"
806,청담골,한식,"""건강한 맛이에요""","이 키워드를 선택한 인원
4"
807,청담골,한식,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
808,몽실이네 토종한우,소고기구이,"""음식이 맛있어요""","이 키워드를 선택한 인원
164"
809,몽실이네 토종한우,소고기구이,"""친절해요""","이 키워드를 선택한 인원
90"
810,몽실이네 토종한우,소고기구이,"""매장이 넓어요""","이 키워드를 선택한 인원
61"
811,몽실이네 토종한우,소고기구이,"""재료가 신선해요""","이 키워드를 선택한 인원
55"
812,몽실이네 토종한우,소고기구이,"""고기 질이 좋아요""","이 키워드를 선택한 인원
52"
813,몽실이네 토종한우,소고기구이,"""가성비가 좋아요""","이 키워드를 선택한 인원
43"
814,몽실이네 토종한우,소고기구이,"""양이 많아요""","이 키워드를 선택한 인원
39"
815,몽실이네 토종한우,소고기구이,"""주차하기 편해요""","이 키워드를 선택한 인원
33"
816,몽실이네 토종한우,소고기구이,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
31"
817,몽실이네 토종한우,소고기구이,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
17"
828,몽실이네 토종한우,소고기구이,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
16"
829,몽실이네 토종한우,소고기구이,"""매장이 청결해요""","이 키워드를 선택한 인원
12"
830,몽실이네 토종한우,소고기구이,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
10"
831,몽실이네 토종한우,소고기구이,"""인테리어가 멋져요""","이 키워드를 선택한 인원
5"
832,몽실이네 토종한우,소고기구이,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
3"
848,몽실이네 토종한우,소고기구이,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
2"
849,몽실이네 토종한우,소고기구이,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
850,몽실이네 토종한우,소고기구이,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
