,tourist_spot,spot_arrtribute,good_point,selected_people
145,안동국시소람,국수,"""음악이 좋아요""","이 키워드를 선택한 인원
1"
146,안동국시소람,국수,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
1"
147,안동국시소람,국수,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
1"
148,명문막국수,막국수,"""음식이 맛있어요""","이 키워드를 선택한 인원
616"
149,명문막국수,막국수,"""친절해요""","이 키워드를 선택한 인원
145"
150,명문막국수,막국수,"""재료가 신선해요""","이 키워드를 선택한 인원
120"
151,명문막국수,막국수,"""주차하기 편해요""","이 키워드를 선택한 인원
103"
152,명문막국수,막국수,"""양이 많아요""","이 키워드를 선택한 인원
97"
153,명문막국수,막국수,"""매장이 넓어요""","이 키워드를 선택한 인원
83"
154,명문막국수,막국수,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
79"
155,명문막국수,막국수,"""가성비가 좋아요""","이 키워드를 선택한 인원
61"
156,명문막국수,막국수,"""매장이 청결해요""","이 키워드를 선택한 인원
58"
157,명문막국수,막국수,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
55"
168,명문막국수,막국수,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
45"
169,명문막국수,막국수,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
12"
170,명문막국수,막국수,"""건강한 맛이에요""","이 키워드를 선택한 인원
10"
171,명문막국수,막국수,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
9"
172,명문막국수,막국수,"""인테리어가 멋져요""","이 키워드를 선택한 인원
5"
188,명문막국수,막국수,"""뷰가 좋아요""","이 키워드를 선택한 인원
5"
189,명문막국수,막국수,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
4"
190,명문막국수,막국수,"""술이 다양해요""","이 키워드를 선택한 인원
1"
191,명문막국수,막국수,"""커피가 맛있어요""","이 키워드를 선택한 인원
1"
192,명문막국수,막국수,"""코스요리가 알차요""","이 키워드를 선택한 인원
1"
213,명문막국수,막국수,"""혼술하기 좋아요""","이 키워드를 선택한 인원
1"
214,명문막국수,막국수,"""음료가 맛있어요""","이 키워드를 선택한 인원
1"
215,명문막국수,막국수,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
216,명문막국수,막국수,"""잡내가 적어요""","이 키워드를 선택한 인원
1"
217,명문막국수,막국수,"""현지 맛에 가까워요""","이 키워드를 선택한 인원
1"
243,명문막국수,막국수,"""고기 질이 좋아요""","이 키워드를 선택한 인원
1"
244,명문막국수,막국수,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
245,명문막국수,막국수,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
1"
246,명문막국수,막국수,"""기본 안주가 좋아요""","이 키워드를 선택한 인원
1"
247,명문막국수,막국수,"""향신료가 강하지 않아요""","이 키워드를 선택한 인원
1"
248,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""깨끗해요""","이 키워드를 선택한 인원
101"
249,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""친절해요""","이 키워드를 선택한 인원
98"
250,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""침구가 좋아요""","이 키워드를 선택한 인원
72"
251,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
67"
252,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
63"
253,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""조식이 맛있어요""","이 키워드를 선택한 인원
50"
254,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
41"
255,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""가성비가 좋아요""","이 키워드를 선택한 인원
37"
256,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
34"
257,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""대중교통이 편해요""","이 키워드를 선택한 인원
19"
268,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""인테리어가 멋져요""","이 키워드를 선택한 인원
17"
269,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""방음이 잘돼요""","이 키워드를 선택한 인원
16"
270,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
15"
271,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
11"
272,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""주차하기 편해요""","이 키워드를 선택한 인원
10"
288,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""픽업서비스가 편해요""","이 키워드를 선택한 인원
9"
289,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""사진이 잘 나와요""","이 키워드를 선택한 인원
5"
290,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
5"
291,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""뷰가 좋아요""","이 키워드를 선택한 인원
4"
292,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""벌레 걱정 없어요""","이 키워드를 선택한 인원
2"
313,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
314,딜라이트 호텔 (HOTEL DELIGHT),2성급,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
1"
315,슈치쿠,일식당,"""음식이 맛있어요""","이 키워드를 선택한 인원
172"
316,슈치쿠,일식당,"""뷰가 좋아요""","이 키워드를 선택한 인원
142"
317,슈치쿠,일식당,"""재료가 신선해요""","이 키워드를 선택한 인원
102"
318,슈치쿠,일식당,"""친절해요""","이 키워드를 선택한 인원
102"
319,슈치쿠,일식당,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
88"
320,슈치쿠,일식당,"""인테리어가 멋져요""","이 키워드를 선택한 인원
60"
321,슈치쿠,일식당,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
50"
322,슈치쿠,일식당,"""매장이 청결해요""","이 키워드를 선택한 인원
35"
323,슈치쿠,일식당,"""주차하기 편해요""","이 키워드를 선택한 인원
26"
324,슈치쿠,일식당,"""매장이 넓어요""","이 키워드를 선택한 인원
23"
335,슈치쿠,일식당,"""양이 많아요""","이 키워드를 선택한 인원
22"
336,슈치쿠,일식당,"""가성비가 좋아요""","이 키워드를 선택한 인원
12"
337,슈치쿠,일식당,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
12"
338,슈치쿠,일식당,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
10"
339,슈치쿠,일식당,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
10"
355,슈치쿠,일식당,"""코스요리가 알차요""","이 키워드를 선택한 인원
9"
356,슈치쿠,일식당,"""차분한 분위기에요""","이 키워드를 선택한 인원
6"
357,슈치쿠,일식당,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
5"
358,슈치쿠,일식당,"""아늑해요""","이 키워드를 선택한 인원
4"
359,슈치쿠,일식당,"""대화하기 좋아요""","이 키워드를 선택한 인원
4"
380,슈치쿠,일식당,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
3"
381,슈치쿠,일식당,"""디저트가 맛있어요""","이 키워드를 선택한 인원
2"
382,슈치쿠,일식당,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
2"
383,슈치쿠,일식당,"""혼술하기 좋아요""","이 키워드를 선택한 인원
1"
384,슈치쿠,일식당,"""현지 맛에 가까워요""","이 키워드를 선택한 인원
1"
410,슈치쿠,일식당,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
411,슈치쿠,일식당,"""집중하기 좋아요""","이 키워드를 선택한 인원
1"
412,슈치쿠,일식당,"""건강한 맛이에요""","이 키워드를 선택한 인원
1"
413,청수횟집,생선회,"""음식이 맛있어요""","이 키워드를 선택한 인원
157"
414,청수횟집,생선회,"""재료가 신선해요""","이 키워드를 선택한 인원
111"
415,청수횟집,생선회,"""가성비가 좋아요""","이 키워드를 선택한 인원
68"
416,청수횟집,생선회,"""친절해요""","이 키워드를 선택한 인원
62"
417,청수횟집,생선회,"""양이 많아요""","이 키워드를 선택한 인원
54"
418,청수횟집,생선회,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
49"
419,청수횟집,생선회,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
36"
420,청수횟집,생선회,"""매장이 넓어요""","이 키워드를 선택한 인원
24"
421,청수횟집,생선회,"""매장이 청결해요""","이 키워드를 선택한 인원
17"
422,청수횟집,생선회,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
6"
433,청수횟집,생선회,"""인테리어가 멋져요""","이 키워드를 선택한 인원
4"
434,청수횟집,생선회,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
4"
435,청수횟집,생선회,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
436,청수횟집,생선회,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
3"
437,청수횟집,생선회,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
2"
453,청수횟집,생선회,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
2"
454,청수횟집,생선회,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
1"
455,청수횟집,생선회,"""음악이 좋아요""","이 키워드를 선택한 인원
1"
456,청수횟집,생선회,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
457,청수횟집,생선회,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
1"
478,청수횟집,생선회,"""대화하기 좋아요""","이 키워드를 선택한 인원
1"
479,청수횟집,생선회,"""뷰가 좋아요""","이 키워드를 선택한 인원
1"
480,강서면옥,냉면,"""음식이 맛있어요""","이 키워드를 선택한 인원
350"
481,강서면옥,냉면,"""친절해요""","이 키워드를 선택한 인원
97"
482,강서면옥,냉면,"""재료가 신선해요""","이 키워드를 선택한 인원
94"
483,강서면옥,냉면,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
83"
484,강서면옥,냉면,"""매장이 청결해요""","이 키워드를 선택한 인원
58"
485,강서면옥,냉면,"""양이 많아요""","이 키워드를 선택한 인원
56"
486,강서면옥,냉면,"""매장이 넓어요""","이 키워드를 선택한 인원
52"
487,강서면옥,냉면,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
35"
488,강서면옥,냉면,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
21"
489,강서면옥,냉면,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
17"
500,강서면옥,냉면,"""주차하기 편해요""","이 키워드를 선택한 인원
16"
501,강서면옥,냉면,"""가성비가 좋아요""","이 키워드를 선택한 인원
12"
502,강서면옥,냉면,"""인테리어가 멋져요""","이 키워드를 선택한 인원
7"
503,강서면옥,냉면,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
7"
504,강서면옥,냉면,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
6"
520,강서면옥,냉면,"""건강한 맛이에요""","이 키워드를 선택한 인원
6"
521,강서면옥,냉면,"""뷰가 좋아요""","이 키워드를 선택한 인원
5"
522,강서면옥,냉면,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
3"
523,강서면옥,냉면,"""아늑해요""","이 키워드를 선택한 인원
2"
524,강서면옥,냉면,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
2"
545,강서면옥,냉면,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
2"
546,강서면옥,냉면,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
547,강서면옥,냉면,"""향신료가 강하지 않아요""","이 키워드를 선택한 인원
1"
548,진남회집,생선회,"""음식이 맛있어요""","이 키워드를 선택한 인원
107"
549,진남회집,생선회,"""친절해요""","이 키워드를 선택한 인원
63"
550,진남회집,생선회,"""재료가 신선해요""","이 키워드를 선택한 인원
49"
551,진남회집,생선회,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
32"
552,진남회집,생선회,"""매장이 넓어요""","이 키워드를 선택한 인원
28"
553,진남회집,생선회,"""가성비가 좋아요""","이 키워드를 선택한 인원
25"
554,진남회집,생선회,"""주차하기 편해요""","이 키워드를 선택한 인원
17"
555,진남회집,생선회,"""매장이 청결해요""","이 키워드를 선택한 인원
17"
556,진남회집,생선회,"""양이 많아요""","이 키워드를 선택한 인원
16"
557,진남회집,생선회,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
10"
568,진남회집,생선회,"""뷰가 좋아요""","이 키워드를 선택한 인원
10"
569,진남회집,생선회,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
4"
570,진남회집,생선회,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
4"
571,진남회집,생선회,"""인테리어가 멋져요""","이 키워드를 선택한 인원
3"
572,커피친구,카페,"""커피가 맛있어요""","이 키워드를 선택한 인원
146"
573,커피친구,카페,"""친절해요""","이 키워드를 선택한 인원
64"
574,커피친구,카페,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
37"
575,커피친구,카페,"""대화하기 좋아요""","이 키워드를 선택한 인원
33"
576,커피친구,카페,"""음료가 맛있어요""","이 키워드를 선택한 인원
29"
577,커피친구,카페,"""매장이 청결해요""","이 키워드를 선택한 인원
27"
578,커피친구,카페,"""인테리어가 멋져요""","이 키워드를 선택한 인원
18"
579,커피친구,카페,"""가성비가 좋아요""","이 키워드를 선택한 인원
13"
580,커피친구,카페,"""좌석이 편해요""","이 키워드를 선택한 인원
9"
581,커피친구,카페,"""디저트가 맛있어요""","이 키워드를 선택한 인원
8"
592,커피친구,카페,"""집중하기 좋아요""","이 키워드를 선택한 인원
6"
593,커피친구,카페,"""아늑해요""","이 키워드를 선택한 인원
5"
594,커피친구,카페,"""차분한 분위기에요""","이 키워드를 선택한 인원
4"
595,커피친구,카페,"""사진이 잘 나와요""","이 키워드를 선택한 인원
2"
596,커피친구,카페,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
2"
612,커피친구,카페,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
613,커피친구,카페,"""음악이 좋아요""","이 키워드를 선택한 인원
1"
614,커피친구,카페,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
615,커피친구,카페,"""종류가 다양해요""","이 키워드를 선택한 인원
1"
658,키다리아저씨,베이커리,"""빵이 맛있어요""","이 키워드를 선택한 인원
496"
659,키다리아저씨,베이커리,"""친절해요""","이 키워드를 선택한 인원
178"
660,키다리아저씨,베이커리,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
123"
661,키다리아저씨,베이커리,"""매장이 청결해요""","이 키워드를 선택한 인원
89"
662,키다리아저씨,베이커리,"""가성비가 좋아요""","이 키워드를 선택한 인원
84"
663,키다리아저씨,베이커리,"""음료가 맛있어요""","이 키워드를 선택한 인원
14"
664,키다리아저씨,베이커리,"""커피가 맛있어요""","이 키워드를 선택한 인원
13"
665,키다리아저씨,베이커리,"""디저트가 맛있어요""","이 키워드를 선택한 인원
7"
666,키다리아저씨,베이커리,"""인테리어가 멋져요""","이 키워드를 선택한 인원
6"
667,키다리아저씨,베이커리,"""사진이 잘 나와요""","이 키워드를 선택한 인원
6"
678,키다리아저씨,베이커리,"""건강한 맛이에요""","이 키워드를 선택한 인원
6"
679,키다리아저씨,베이커리,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
4"
680,키다리아저씨,베이커리,"""좌석이 편해요""","이 키워드를 선택한 인원
3"
681,키다리아저씨,베이커리,"""집중하기 좋아요""","이 키워드를 선택한 인원
2"
682,키다리아저씨,베이커리,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
2"
698,키다리아저씨,베이커리,"""종류가 다양해요""","이 키워드를 선택한 인원
2"
699,키다리아저씨,베이커리,"""음식이 맛있어요""","이 키워드를 선택한 인원
1"
700,키다리아저씨,베이커리,"""재료가 신선해요""","이 키워드를 선택한 인원
1"
701,키다리아저씨,베이커리,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
702,키다리아저씨,베이커리,"""대화하기 좋아요""","이 키워드를 선택한 인원
1"
703,이화감자국,감자탕,"""음식이 맛있어요""","이 키워드를 선택한 인원
151"
704,이화감자국,감자탕,"""양이 많아요""","이 키워드를 선택한 인원
98"
705,이화감자국,감자탕,"""친절해요""","이 키워드를 선택한 인원
89"
706,이화감자국,감자탕,"""가성비가 좋아요""","이 키워드를 선택한 인원
82"
707,이화감자국,감자탕,"""재료가 신선해요""","이 키워드를 선택한 인원
21"
708,이화감자국,감자탕,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
20"
709,이화감자국,감자탕,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
15"
710,이화감자국,감자탕,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
13"
711,이화감자국,감자탕,"""매장이 넓어요""","이 키워드를 선택한 인원
8"
712,이화감자국,감자탕,"""인테리어가 멋져요""","이 키워드를 선택한 인원
6"
723,이화감자국,감자탕,"""주차하기 편해요""","이 키워드를 선택한 인원
6"
724,이화감자국,감자탕,"""매장이 청결해요""","이 키워드를 선택한 인원
5"
725,이화감자국,감자탕,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
726,이화감자국,감자탕,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
2"
727,이화감자국,감자탕,"""좌석이 편해요""","이 키워드를 선택한 인원
1"
743,이화감자국,감자탕,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
1"
744,이화감자국,감자탕,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
1"
745,이화감자국,감자탕,"""기본 안주가 좋아요""","이 키워드를 선택한 인원
1"
746,이화감자국,감자탕,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
1"
747,이화감자국,감자탕,"""대화하기 좋아요""","이 키워드를 선택한 인원
1"
818,눈스퀘어,"상가,아케이드","""종류가 다양해요""","이 키워드를 선택한 인원
26"
819,눈스퀘어,"상가,아케이드","""매장이 넓어요""","이 키워드를 선택한 인원
21"
820,눈스퀘어,"상가,아케이드","""친절해요""","이 키워드를 선택한 인원
15"
821,눈스퀘어,"상가,아케이드","""가성비가 좋아요""","이 키워드를 선택한 인원
12"
822,눈스퀘어,"상가,아케이드","""시설이 깔끔해요""","이 키워드를 선택한 인원
11"
823,눈스퀘어,"상가,아케이드","""분위기가 편안해요""","이 키워드를 선택한 인원
10"
824,눈스퀘어,"상가,아케이드","""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
9"
825,눈스퀘어,"상가,아케이드","""품질이 좋아요""","이 키워드를 선택한 인원
8"
826,눈스퀘어,"상가,아케이드","""주차하기 편해요""","이 키워드를 선택한 인원
3"
827,상락원,한식,"""음식이 맛있어요""","이 키워드를 선택한 인원
55"
828,상락원,한식,"""친절해요""","이 키워드를 선택한 인원
27"
829,상락원,한식,"""재료가 신선해요""","이 키워드를 선택한 인원
14"
830,상락원,한식,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
11"
831,상락원,한식,"""양이 많아요""","이 키워드를 선택한 인원
6"
832,상락원,한식,"""주차하기 편해요""","이 키워드를 선택한 인원
6"
833,상락원,한식,"""매장이 넓어요""","이 키워드를 선택한 인원
6"
834,상락원,한식,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
5"
835,상락원,한식,"""매장이 청결해요""","이 키워드를 선택한 인원
5"
836,상락원,한식,"""인테리어가 멋져요""","이 키워드를 선택한 인원
4"
847,상락원,한식,"""가성비가 좋아요""","이 키워드를 선택한 인원
4"
848,상락원,한식,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
2"
849,상락원,한식,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
1"
850,더플레이스다이닝,이탈리아음식,"""뷰가 좋아요""","이 키워드를 선택한 인원
188"
851,더플레이스다이닝,이탈리아음식,"""음식이 맛있어요""","이 키워드를 선택한 인원
145"
852,더플레이스다이닝,이탈리아음식,"""친절해요""","이 키워드를 선택한 인원
113"
853,더플레이스다이닝,이탈리아음식,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
111"
854,더플레이스다이닝,이탈리아음식,"""인테리어가 멋져요""","이 키워드를 선택한 인원
50"
855,더플레이스다이닝,이탈리아음식,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
49"
856,더플레이스다이닝,이탈리아음식,"""매장이 청결해요""","이 키워드를 선택한 인원
42"
857,더플레이스다이닝,이탈리아음식,"""재료가 신선해요""","이 키워드를 선택한 인원
35"
858,더플레이스다이닝,이탈리아음식,"""매장이 넓어요""","이 키워드를 선택한 인원
28"
859,더플레이스다이닝,이탈리아음식,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
25"
870,더플레이스다이닝,이탈리아음식,"""가성비가 좋아요""","이 키워드를 선택한 인원
21"
871,더플레이스다이닝,이탈리아음식,"""양이 많아요""","이 키워드를 선택한 인원
9"
872,더플레이스다이닝,이탈리아음식,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
4"
873,더플레이스다이닝,이탈리아음식,"""차분한 분위기에요""","이 키워드를 선택한 인원
3"
874,더플레이스다이닝,이탈리아음식,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
890,더플레이스다이닝,이탈리아음식,"""사진이 잘 나와요""","이 키워드를 선택한 인원
2"
891,더플레이스다이닝,이탈리아음식,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
2"
892,더플레이스다이닝,이탈리아음식,"""코스요리가 알차요""","이 키워드를 선택한 인원
1"
893,더플레이스다이닝,이탈리아음식,"""아늑해요""","이 키워드를 선택한 인원
1"
894,더플레이스다이닝,이탈리아음식,"""대화하기 좋아요""","이 키워드를 선택한 인원
1"
895,비노인빌라,이탈리아음식,"""음식이 맛있어요""","이 키워드를 선택한 인원
118"
896,비노인빌라,이탈리아음식,"""친절해요""","이 키워드를 선택한 인원
56"
897,비노인빌라,이탈리아음식,"""매장이 넓어요""","이 키워드를 선택한 인원
45"
898,비노인빌라,이탈리아음식,"""인테리어가 멋져요""","이 키워드를 선택한 인원
35"
899,비노인빌라,이탈리아음식,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
31"
900,비노인빌라,이탈리아음식,"""재료가 신선해요""","이 키워드를 선택한 인원
30"
901,비노인빌라,이탈리아음식,"""가성비가 좋아요""","이 키워드를 선택한 인원
27"
902,비노인빌라,이탈리아음식,"""양이 많아요""","이 키워드를 선택한 인원
24"
903,비노인빌라,이탈리아음식,"""매장이 청결해요""","이 키워드를 선택한 인원
24"
904,비노인빌라,이탈리아음식,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
22"
915,비노인빌라,이탈리아음식,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
20"
916,비노인빌라,이탈리아음식,"""주차하기 편해요""","이 키워드를 선택한 인원
5"
917,비노인빌라,이탈리아음식,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
5"
918,비노인빌라,이탈리아음식,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
3"
919,비노인빌라,이탈리아음식,"""차분한 분위기에요""","이 키워드를 선택한 인원
2"
935,비노인빌라,이탈리아음식,"""아늑해요""","이 키워드를 선택한 인원
2"
936,비노인빌라,이탈리아음식,"""대화하기 좋아요""","이 키워드를 선택한 인원
2"
937,비노인빌라,이탈리아음식,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
938,비노인빌라,이탈리아음식,"""좌석이 편해요""","이 키워드를 선택한 인원
1"
939,비노인빌라,이탈리아음식,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
960,비노인빌라,이탈리아음식,"""음악이 좋아요""","이 키워드를 선택한 인원
1"
961,비노인빌라,이탈리아음식,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
962,비노인빌라,이탈리아음식,"""건강한 맛이에요""","이 키워드를 선택한 인원
1"
963,강남목장,소고기구이,"""음식이 맛있어요""","이 키워드를 선택한 인원
219"
964,강남목장,소고기구이,"""친절해요""","이 키워드를 선택한 인원
99"
965,강남목장,소고기구이,"""고기 질이 좋아요""","이 키워드를 선택한 인원
71"
966,강남목장,소고기구이,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
69"
967,강남목장,소고기구이,"""매장이 넓어요""","이 키워드를 선택한 인원
67"
968,강남목장,소고기구이,"""재료가 신선해요""","이 키워드를 선택한 인원
42"
969,강남목장,소고기구이,"""매장이 청결해요""","이 키워드를 선택한 인원
34"
970,강남목장,소고기구이,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
26"
971,강남목장,소고기구이,"""양이 많아요""","이 키워드를 선택한 인원
21"
972,강남목장,소고기구이,"""가성비가 좋아요""","이 키워드를 선택한 인원
20"
983,강남목장,소고기구이,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
18"
984,강남목장,소고기구이,"""주차하기 편해요""","이 키워드를 선택한 인원
14"
985,강남목장,소고기구이,"""인테리어가 멋져요""","이 키워드를 선택한 인원
12"
986,강남목장,소고기구이,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
9"
987,강남목장,소고기구이,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
7"
1003,강남목장,소고기구이,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
5"
1004,강남목장,소고기구이,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
3"
1005,강남목장,소고기구이,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
2"
1006,강남목장,소고기구이,"""잡내가 적어요""","이 키워드를 선택한 인원
2"
1007,강남목장,소고기구이,"""건강한 맛이에요""","이 키워드를 선택한 인원
2"
1028,강남목장,소고기구이,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
1029,강남목장,소고기구이,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
1"
1030,강남목장,소고기구이,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1031,학림다방,카페,"""커피가 맛있어요""","이 키워드를 선택한 인원
1015"
1032,학림다방,카페,"""인테리어가 멋져요""","이 키워드를 선택한 인원
615"
1033,학림다방,카페,"""대화하기 좋아요""","이 키워드를 선택한 인원
357"
1034,학림다방,카페,"""음료가 맛있어요""","이 키워드를 선택한 인원
352"
1035,학림다방,카페,"""친절해요""","이 키워드를 선택한 인원
335"
1036,학림다방,카페,"""디저트가 맛있어요""","이 키워드를 선택한 인원
325"
1037,학림다방,카페,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
316"
1038,학림다방,카페,"""사진이 잘 나와요""","이 키워드를 선택한 인원
176"
1039,학림다방,카페,"""좌석이 편해요""","이 키워드를 선택한 인원
156"
1040,학림다방,카페,"""뷰가 좋아요""","이 키워드를 선택한 인원
84"
1051,학림다방,카페,"""매장이 청결해요""","이 키워드를 선택한 인원
57"
1052,학림다방,카페,"""집중하기 좋아요""","이 키워드를 선택한 인원
44"
1053,학림다방,카페,"""가성비가 좋아요""","이 키워드를 선택한 인원
43"
1054,학림다방,카페,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
41"
1055,학림다방,카페,"""아늑해요""","이 키워드를 선택한 인원
30"
1071,학림다방,카페,"""음악이 좋아요""","이 키워드를 선택한 인원
20"
1072,학림다방,카페,"""차분한 분위기에요""","이 키워드를 선택한 인원
13"
1073,학림다방,카페,"""컨셉이 독특해요""","이 키워드를 선택한 인원
11"
1074,학림다방,카페,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
4"
1075,학림다방,카페,"""매장이 넓어요""","이 키워드를 선택한 인원
3"
1096,학림다방,카페,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
2"
1097,학림다방,카페,"""차가 맛있어요""","이 키워드를 선택한 인원
2"
1098,학림다방,카페,"""종류가 다양해요""","이 키워드를 선택한 인원
2"
