Attraction,tag_word_N,korean,chinese,japanese,west,etc,cafe,max,type
황생가칼국수,"['음식', '만두', '전골', '왕만', '종로', '사골', '민속', '맛집', '만두국', '왕', '박물관', '국립', '칼국수', '버섯', '북촌']",6,0,0,0,0,0,6,korean
부민옥,"['음식', '회', '회양', '미식', '부민', '무교', '노포', '클럽', '맛집', '요미', '양', '육개장', '을지로', '옥']",2,1,1,0,0,0,2,korean
김가네가마솥설렁탕,"['김', '듬생', '설렁탕', '돼지갈비', '꽃', '음식', '도가니탕', '분위기', '등심', '갈비', '방화동', '우모', '삼겹살', '맛집', '서울', '화살', '강서구', '한우', '설', '고기', '서울시']",7,0,0,0,0,0,7,korean
동작노을카페,"['음식', '라운지', '뷰', '이마트', '맛집', '마루', '동작대교', '노을', '한강', '동작', '카페']",0,0,0,0,0,1,1,cafe
비언유주얼,"['음식', '구독', '이색', '레스토랑', '여행', '빗', '프라이', '터', '날', '맵핑', '영상']",0,0,0,1,2,0,2,etc
청송옥,"['음식', '중구', '육회', '떡국', '맛집', '서울', '곱창전골', '추천', '국밥', '장터', '냉면', '비빔밥']",7,0,0,0,0,0,7,korean
코코넛박스 카페,"['구독', '관광지', '체험', '이색', '여행', '전시관', '서울', '터', '카페']",0,0,0,0,0,1,1,cafe
동방명주 충무로점,"['음식', '굴', '볶음밥', '잡채', '중구', '중국집', '필동', '삼선', '새우', '우동', '중국음식', '맛집', '밥', '짜장면', '소면']",2,6,1,0,0,0,6,chinese
소선재,"['음식', '떡갈비', '간장게장', '장아찌', '보쌈', '맛집', '서울', '능이', '불고기', '삼청동', '밥집', '굴비', '추천', '한정식', '보리', '식사']",9,0,0,0,0,0,9,korean
쭈꾸미킹2.0 상봉점,"['음식', '피자', '직화', '킹', '맛집', '상봉동', '쭈꾸미', '중랑구']",1,0,0,1,0,0,1,korean
와이키키마켓,"['음식', '데이트', '구독', '바비큐', '이색', '여행', '서울', '터', '한강']",0,0,0,1,0,0,1,west
강북구 서당골,"['돼지', '음식', '강북', '골', '맛집', '서울', '불고기', '한식', '추천', '정식']",2,0,0,0,0,0,2,korean
켄싱턴호텔 여의도 뉴욕뉴욕,"['음식', '켄싱턴', '분위기', '호텔', '다이닝', '코스', '뉴욕', '서울', '맛집', '여의도', '연중', '수도권', '무', '요리', '프라임', '뉴욕뉴욕', '스테이크']",0,0,0,4,2,0,4,west
남산골산채집,"['음식', '전망', '샐러드', '맛집', '산채', '돈까스', '부추', '왕', '비빔밥']",3,0,1,2,0,0,3,korean
중구 베테랑칼국수,"['음식', '백화점', '들깨', '맛집', '베테', '롯데', '칼국수', '명동']",2,0,0,0,0,0,2,korean
꽃밥에피다,"['음식', '황경', '건강', '여행', '맛집', '힐링', '친', '연인']",0,0,0,0,0,0,0,korean
패션5,"['음식', '한남동', '맛집', '곳', '갤러리', '디저트', '베이커리', '카페']",0,0,0,0,0,3,3,cafe
페르시안궁전,"['음식', '인도', '카레라이스', '페르시안', '카레', '종로', '탄두리', '통닭', '서울', '맛집', '케밥', '추천', '정식']",1,0,0,0,6,0,6,etc
강동 오늘손칼국수,"['음식', '손', '찜', '강동구', '오늘', '해물찜', '본점', '맛집', '성내동', '강동', '칼국수', '앤찜']",3,0,0,0,0,0,3,korean
필경재,"['음식', '궁', '코스', '맛집', '한식당', '요리', '한식', '한정식', '강남']",3,0,0,0,0,0,3,korean
송림식당,"['돼지', '음식', '해장국', '식당', '음식점', '선지', '백반', '맛집', '기사', '불']",4,0,0,0,0,0,4,korean
일일향 논현2호점,"['음식', '비', '전채요리', '분위기', '짬뽕', '코스', '맛집', '요리', '탕수육', '갑', '어향동', '가성']",0,2,0,0,0,0,2,chinese
서초동노랑저고리,"['음식', '분위기', '한정식', '서울', '맛집', '정성', '수도권', '저고리', '가득', '노랑', '전망']",1,0,0,0,0,0,1,korean
중구 송원,"['음식', '맛집']",0,0,0,0,0,0,0,korean
신당동천팥죽,"['음식', '팥', '팥죽', '정성', '맛집', '칼국수', '가득']",3,0,0,0,0,1,3,korean
동흥관,"['음식', '잡채', '간짜장', '만두', '짬뽕', '우동', '노포', '마파두부', '맛집', '밥', '군', '가족', '추천', '탕수육', '짜장면', '식사']",2,6,1,0,0,0,6,chinese
강남구 카페엠,"['아이스크림', '음식', '유기농', '분위기', '플랜', '테리어', '카페']",0,0,0,0,0,2,2,cafe
송림가,"['음식', '갈비', '솔', '향', '부귀', '구로구', '꽃', '한정식', '맛집', '등심', '생', '명품', '한우', '정식', '수라']",5,0,0,0,0,0,5,korean
63뷔페 파빌리온,"['모임', '연말', '음식', '파빌리온', '뷔페', '맛집', '빌딩', '송년']",0,0,0,0,1,0,1,etc
강강술래신림본동점,"['음식', '갈비', '소갈비', '양념', '음식점', '등심', '강강술래', '맛집', '신림동', '가족', '추천', '생', '구이', '한우', '식사']",5,0,0,0,0,0,5,korean
송추가마골 은평1호점,"['호점', '음식', '산', '갈비', '가마', '골', '은평', '맛집', '진관동', '북한', '우대', '송추', '집']",1,0,0,0,0,0,1,korean
봉래헌(메이필드호텔),"['음식', '맛집']",0,0,0,0,0,0,0,korean
꾸에바마테라,"['음식', '사진', '감성', '음식점', '이색', '연인', '카페']",0,0,0,0,0,1,1,cafe
고려삼계탕,"['음식', '시청', '산삼', '미쉐린', '가이드', '건강', '서소문', '삼계탕', '여행', '맛집', '보양식', '탕', '서울', '전복', '맛', '한식', '고려', '오골계']",6,1,0,0,0,0,6,korean
금천구춘천옥,"['음식', '춘천', '가산', '분위기', '선지', '단지', '보쌈', '맛집', '서울', '한식당', '금천', '국밥', '비빔', '디지털', '옥', '막국수']",5,0,0,0,0,0,5,korean
인크커피 가산점,"['음식', '구독', '가산', '여행', '맛집', '가디', '인', '터', '커피', '금천구', '점', '카페']",0,0,0,0,0,2,2,cafe
성북동누룽지백숙,"['메밀', '음식', '메밀국수', '수제비', '들깨', '맛집', '백숙', '누룽지', '한식', '비빔국수', '메밀전', '성북동']",9,0,0,0,0,0,9,korean
고래불,"['음식', '산', '곰탕', '새우', '코스', '맛집', '전복', '요리', '고래고기', '자연', '생꽃', '회', '활어회', '바다물']",4,1,2,0,0,0,4,korean
배정철어도,"['음식', '점심', '식당', '생선', '맛집', '생선회', '성비', '초밥', '일식', '남녀', '갑', '정식', '노소', '특선']",1,0,3,0,0,0,3,japanese
아이러브신당동떡볶이,"['음식', '해물', '궁', '눈물', '맛집', '치즈떡볶이', '신당동', '떡볶이']",2,0,0,0,0,0,2,korean
케르반레스토랑,"['음식', '할랄', '쉬', '레스토랑', '케르', '맛집', '케밥', '수도권', '터키']",0,0,0,0,4,0,4,etc
진주집,"['음식', '닭칼국수', '영등포구', '만두', '맛집', '콩국수', '비빔국수', '접시', '냉']",4,0,0,0,0,0,4,korean
호남식당,"['음식', '고등어', '청국장', '생선', '맛집', '조림', '한식당', '한식', '김치찌개', '구이', '갈치']",6,0,0,0,0,0,6,korean
서대문수빈,"['음식', '떡갈비', '간장게장', '깡', '수빈', '황태', '맛집', '한정식', '서대문구', '이정식', '정식', '비빔밥', '집']",5,0,0,0,0,0,5,korean
여의도백리향,"['음식', '식당', '분위기', '다이닝', '중국음식', '코스', '맛집', '여의도', '요리', '가족', '추천', '빌딩', '식사']",0,1,0,0,1,0,1,chinese
송파구횡성한우,"['음식', '송파', '방이동', '잠실', '고기', '맛집', '소고기', '횡성', '한우', '석촌호수']",1,0,0,0,0,0,1,korean
도봉구대문한정식,"['음식', '간장게장', '도봉구', '맛집', '한정식']",2,0,0,0,0,0,2,korean
촛불1978,"['음식', '데이트', '라이스', '중구', '파스타', '퐁듀', '양식', '코스', '샐러드', '맛집', '서울특별시', '돈까스', '스테이크']",1,0,1,6,0,0,6,west
평안도족발집,"['음식', '중구', '족발', '탐방', '물', '빈대떡', '녹두', '맛집', '맛', '서울', '비빔', '막국수']",4,0,0,0,0,0,4,korean
청와옥 본점,"['음식', '송파', '대국', '올림픽', '방이동', '청', '원점', '편백', '정식', '옥']",1,0,0,0,0,0,1,korean
서대문구형제갈비,"['음식', '서대문구', '갈비', '양념', '맛집', '불고기', '서울특별시', '형제', '생', '갈비탕', '갈비살', '신촌', '꽃']",4,0,0,0,0,0,4,korean
송화산시도삭면,"['음식', '비', '딤섬', '산시', '건대', '입구', '맛집', '서울', '송화', '삭', '가성', '제보']",0,1,0,0,0,0,1,chinese
참만나,"['돼지', '음식', '갈비', '매운갈비찜', '등심', '맛집', '쌈밥', '차돌', '정식', '노원구', '한우', '대패', '꽃']",6,0,0,0,0,0,6,korean
제일콩집,"['음식', '비지', '청국장', '두부', '순두부', '맛집', '맛', '요리', '찌개', '서울', '공릉동', '추천', '콩국수', '감자', '콩', '노원']",5,0,0,0,0,0,5,korean
무교동 북어국집,"['음식', '북어', '해장국', '중구', '맛집', '서울', '정성', '성비', '추천', '가득', '갑']",1,0,0,0,0,0,1,korean
전민규의황제누룽지탕 노원직영점,"['음식', '해물', '민규', '탕', '누룽지', '복날', '노원', '황제']",3,0,0,0,0,0,3,korean
WANGTHAI,"['음식', '분위기', '얌운센', '얌꿍', '국적', '맛집', '팟타이']",0,0,0,0,3,0,3,etc
성수살라댕템플,"['음식', '분위기', '양식', '퓨전', '맛집', '곳', '서울', '요리', '추천']",0,0,0,1,0,0,1,west
관훈동 산촌,"['음식', '점심', '사찰음식', '저녁', '산나물', '유자차', '종로', '맛집', '요리', '한식', '사찰', '쌍', '화차', '생강차']",3,0,0,0,0,2,3,korean
로씨니,"['음식', '파스타', '갈비', '분위기', '레스토랑', '종로', '정성', '맛집', '서울', '추천', '안심', '가득', '구이', '석쇠', '이탈리아음식', '스테이크']",2,0,0,4,1,0,4,west
대도식당 왕십리본점,"['음식', '식당', '대도', '왕십리', '맛집', '성동구', '한우']",1,0,0,0,0,0,1,korean
산채향,"['음식', '매운갈비찜', '맛집', '한식당', '요리', '마을', '더덕', '부모님', '한식', '이정식', '정식']",4,0,0,0,0,0,4,korean
사간동푸드떼,"['음식', '구독', '종로', '여행', '맛집', '터', '티룸', '홍차', '화과자', '티', '찻집', '카페']",0,0,0,0,0,6,6,cafe
마포삼다코지,"['음식', '구독', '감성', '여행', '서울', '터', '아메리카노', '카페']",0,0,0,0,0,2,2,cafe
옛날집낙원아구찜,"['낙원', '음식', '아구찜', '분위기', '아귀찜', '해물찜', '아귀', '맛집', '탕', '해물탕', '수도권']",5,0,0,0,0,0,5,korean
영일분식,"['음식', '비', '영등포구', '혼밥', '서울', '맛집', '칼국수', '가성', '제보']",1,0,0,0,0,0,1,korean
아재왔소,"['음식', '리', '간', '도봉구', '맛집', '백숙', '미요', '오리']",2,0,0,0,0,0,2,korean
르몽블랑,"['음식', '구독', '감성', '이색', '여행', '터', '디저트', '레이스', '핫', '카페']",0,0,0,0,0,2,2,cafe
대치동중앙해장,"['삼성동', '음식', '해장국', '선지', '선지국', '해장', '강남', '중앙']",3,0,0,0,0,0,3,korean
고궁의 아침,"['음식', '갈비', '해장국', '생', '종로구', '선지', '남녀', '등심', '맛집', '한식', '돼지갈비', '냉면', '한우', '노소', '양념']",8,0,0,0,0,0,8,korean
성북동돼지갈비본점,"['음식', '떡갈비', '백반', '맛집', '서울', '불고기', '수도권', '돼지갈비', '집', '성북동']",4,0,0,0,0,0,4,korean
강동황도바지락칼국수,"['음식', '왕만', '국수', '맛집', '칼국수', '냉']",2,0,0,0,0,0,2,korean
금왕돈까스,"['음식', '소개', '금', '생선', '언론', '서울시', '맛집', '성북구', '심', '함박스테이크', '돈까스', '안심', '까스', '정식']",1,0,2,2,0,0,2,japanese
운산,"['음식', '한정식', '맛집']",1,0,0,0,0,0,1,korean
서초구통나무집,"['음식', '갈비', '양념', '살', '등심', '육회', '맛집', '갈비탕', '갈비살', '꽃']",6,0,0,0,0,0,6,korean
설마중,"['음식', '외국인', '갈비', '진수', '선호', '위', '맛집', '서울', '숯불', '한정식', '이심전심', '우정']",2,0,0,0,0,0,2,korean
강서도일처,"['음식', '도일', '서울', '맛집', '짜장면', '수도권', '동파육', '처', '중식']",0,3,0,0,0,0,3,chinese
강남곰바위,"['음식', '막창', '바위', '서울', '맛집', '연중', '특', '수도권', '구이', '곰', '한우', '무']",3,0,0,0,0,0,3,korean
드럼통 참숯석쇠구이,"['음식', '막창', '삼겹살', '창살', '국수', '서울시', '맛집', '송파구', '요리', '된장찌개', '안', '육류', '열무', '갈비살', '고기']",6,0,0,0,0,0,6,korean
종로구밀림,"['음식', '구독', '창신동', '종로구', '음식점', '여행', '서울', '인스타', '맛집', '터', '태국', '레이스', '핫']",0,0,0,0,1,0,1,etc
인사동 촌,"['음식', '외국인', '철판', '낙지', '볶음', '선호', '맛집', '맛', '절편', '요리', '한식', '한식당', '전문점', '해물파전', '정식', '북촌']",6,0,0,0,0,0,6,korean
대호정,"['음식', '가게', '서울', '냉삼', '백년', '맛집', '쌈밥', '돼지갈비', '오징어']",3,0,0,0,0,0,3,korean
아델라베일리,"['웨딩', '링', '부암동', '스몰', '라베', '음식', '선셋', '하우스', '카페', '레스토랑', '북악스카이웨이', '맛집', '장소', '아델', '전망', '북악산', '레', '일리', '스토']",0,0,0,0,1,1,1,west
삼대할먼네,"['음식', '삼대', '서울', '맛집', '수도권', '신당동', '떡볶이']",1,0,0,0,0,0,1,korean
용산구기와,"['갈비찜', '외국인', '음식', '상차림', '떡갈비', '선호', '맛집', '용산구', '굴비', '어탕', '한정식', '보리', '수']",7,0,0,0,0,0,7,korean
을지다방,"['음식', '사진촬영', '사진', '감성', '음식점', '이색', '친구', '뉴트', '여행', '곳', '명소', '찍기', '연인', '카페']",0,0,0,0,0,1,1,cafe
해담채 남부터미널점,"['음식', '해', '코스', '맛집', '요리', '서초', '담채']",2,0,0,0,0,0,2,korean
감꽃당,"['음식', '에그타르트', '공간', '휴식', '사진', '종로', '여행', '맛집', '곳', '힐링', '디저트', '찍기', '연인', '카페']",0,0,0,0,0,3,3,cafe
국화정원,"['음식', '점심', '간장게장', '품', '백반', '정', '성북구', '맛집', '코스', '요리', '한식', '한정식', '특선']",4,0,0,0,0,0,4,korean
뽐모도로,"['음식', '파스타', '종로구', '맛집']",0,0,0,1,0,0,1,west
트레스드,"['음식', '분위기', '이색', '세대', '맛집', '카놀리', '디저트', '이탈리아']",0,0,0,2,0,1,2,west
수유동가문,"['음식', '자장면', '짬뽕', '코스', '굴짬뽕', '맛집', '요리', '탕수육']",0,4,0,0,0,0,4,chinese
북한산 큰숲 제빵소,"['음식', '온천', '산', '주택', '제빵', '가마', '소', '카페', '개조', '둘레길', '북한', '운빵', '송추', '베이커리', '비젠']",0,0,0,0,0,3,3,cafe
다래함박스텍,"['음식', '식당', '다래', '맛집', '유리기', '기사', '함박스테이크', '가성', '돈가스', '비식']",2,0,2,1,0,0,2,japanese
뱃고동,"['낙지', '소개', '음식', '전골', '언론', '맛집', '불고기', '산낙지', '오징어']",4,0,0,0,0,0,4,korean
한강파라다이스,"['영등포구', '양식', '불고기', '연인', '한강', '스테이크', '음식', '피자', '고르곤졸라', '마르', '게리', '실내', '데이트', '삼겹살', '맛집', '커플', '디', '서울시', '곳', '경치']",2,0,0,4,0,1,4,west
미가할매집,"['요리', '꽃', '음식', '식사', '등심', '매집', '미가', '맛집', '한정식', '가득', '구이', '한우', '코스', '정성', '가족', '추천', '숯불', '생', '갈비살']",5,0,0,0,0,0,5,korean
서울서둘째로잘하는집,"['음식', '대보', '분위기', '팥죽', '생강', '맛집', '탕', '삼청동', '수정과', '식혜', '대추차', '집']",5,0,0,0,0,3,5,korean
자인뭉티기,"['음식', '모', '뭉티기', '육회', '맛집', '명품', '구이']",3,0,0,0,0,0,3,korean
양반댁,"['수라상', '교자상', '음식', '진지', '간장게장', '반정식', '육회', '코스', '서울', '맛집', '합', '농산물', '요리', '양반', '한정식', '댁', '친환경']",4,0,0,0,0,0,4,korean
아이유푸드,"['아이유', '판매점', '쇼핑', '축산물', '푸드', '친환경', '정육점']",1,0,0,0,0,0,1,korean
미자식당,"['음식', '상차림', '맛집', '회', '매운탕', '양념']",3,0,1,0,0,0,3,korean
평안도만두집,"['음식', '만두', '만둣국', '종로구', '빈대떡', '맛집', '만두전골', '접시', '제육', '김치찌개']",6,0,0,0,0,0,6,korean
지화자,"['음식', '외국인', '만찬', '소갈비', '이수', '장금', '소갈비찜', '선호', '맛집', '전복', '초', '진어', '수라']",5,1,0,0,0,0,5,korean
인사동그집,"['음식', '맛집']",0,0,0,0,0,0,0,korean
라칸티나,"['음식', '파스타', '라자냐', '맛집']",0,0,0,2,0,0,2,west
동적불고기깡통구이 쌍문 본점,"['음식', '깡통', '쌍문동', '본점', '맛집', '불고기', '쌍문', '적', '쌍리']",1,0,0,0,0,0,1,korean
어양,"['음식', '우럭', '해물', '짬뽕', '코스', '맛집', '탕', '요리', '누룽지', '탕수육', '짜장면', '피', '양장']",3,4,0,0,0,0,4,chinese
서래본갈비,"['음식', '갈비', '식당', '호텔', '분위기', '고깃집', '마을', '생', '한우', '본가']",2,0,0,0,1,0,2,korean
단미그린비,"['음식', '식당', '한정식', '상견례', '단', '그린비', '자곡동', '강남']",1,0,0,0,0,0,1,korean
갯마을,"['음식', '손', '만둣국', '떡국', '녹두', '떡', '만두국', '만두전골', '맛집', '용산구']",6,0,0,0,0,1,6,korean
그리츠(GREETS) 글래드호텔 여의도,"['음식', '식품의약품안전처', '영등포', '뷔페', '음식점', '등급', '위생', '맛집', '우수', '매우']",0,0,0,0,1,0,1,etc
아승지,"['음식', '영등포구', '서울시', '맛집', '한식', '정식', '승지']",1,0,0,0,0,0,1,korean
광장싸롱,"['음식', '통차', '레트로', '종로', '빈티', '한의원', '광장시장', '청계천', '강남']",1,0,0,0,0,0,1,korean
태림산채정식,"['음식', '건강', '산채정식', '맛집', '불고기', '더덕', '이정식', '정식']",3,0,0,0,0,0,3,korean
을지로 원형들,"['음식', '구독', '케이크', '감성', '이색', '딜', '고수', '여행', '터', '충무로', '디저트', '카페']",0,0,0,0,0,3,3,cafe
산도토리임자탕,"['음식', '도토리묵', '도토리', '탕', '도토', '밥', '가족', '추천', '리전', '맛집', '임자', '식사']",2,0,0,0,0,0,2,korean
향림,"['야채', '두부', '맛', '샥스핀', '냉채', '노원구', '음식', '해삼', '외국인', '맛집', '전복', '소고기', '면류', '가득', '류', '선호', '서울시', '정성', '밥', '돼지고기', '닭고기', '중화요리']",2,5,0,0,1,0,5,chinese
금용문,"['종로구', '말', '식사', '음식', '우럭', '가복', '튀김', '새우', '돈육', '짬뽕', '금', '중국집', '맛집', '용문', '류', '딤섬', '코스', '삼선짜장', '차돌', '가족', '추천', '중식']",3,6,1,0,0,0,6,chinese
깃대봉냉면,"['음식', '냉면', '만두', '맛집']",2,0,0,0,0,0,2,korean
순희네빈대떡,"['음식', '소개', '언론', '완', '빈대떡', '녹두', '맛집']",2,0,0,0,0,0,2,korean
곰국시집 명동,"['음식', '맛집']",0,0,0,0,0,0,0,korean
만강 수서점,"['음식', '서울', '맛집', '한정식', '강남']",1,0,0,0,0,0,1,korean
