Attraction,tag_word_N,korean,chinese,japanese,west,etc,cafe,max,type
해담채 서여의도점,"['음식', '담채', '해', '코스', '맛집', '요리', '영등포']",2,0,0,0,0,0,2,korean
다락정,"['음식', '만두', '맛집', '서울', '불고기', '만두전골', '삼청동', '추천', '김치']",4,0,0,0,0,0,4,korean
백원,"['음식', '요리', '코스', '맛집']",0,0,0,0,0,0,0,chinese
아리차이,"['음식', '국', '코스', '맛집', '성비', '갑', '아리차']",1,0,0,0,0,0,1,korean
익선동 그집,"['음식', '만두', '종로구', '익선동', '맛집', '칼', '칼국수']",2,0,0,0,0,0,2,korean
먹고을전주콩나물국밥 묵동본점,['음식'],0,0,0,0,0,0,0,korean
명품기사식당뚝다리김치찌개,"['음식', '호', '뚝', '식당', '강동구', '맛집', '전문점', '기사', '명품', '다리', '김치찌개']",2,0,0,0,0,0,2,korean
요리하는남자,"['양식', '갑', '연인', '스테이크', '음식', '비', '식사', '도리', '분위기', '블랙', '청포', '안심', '팬', '이탈리아음식', '맛집', '남녀', '샐러드', '코타', '가족', '추천', '치킨', '가성', '노소']",0,0,0,5,0,0,5,west
성수족발,"['음식', '족발', '대국', '음식점', '서울', '맛집', '성수']",1,0,0,0,0,0,1,korean
키미아트,"['음식', '아트', '맛집', '수도권', '키', '카페']",0,0,0,0,0,1,1,cafe
문배동 육칼,"['배동', '음식', '육계장', '친구', '여행', '서울', '맛집', '칼', '남녀', '육개장', '칼국수', '노소', '전국']",3,0,0,0,0,0,3,korean
청담골,"['음식', '볶음', '삼치', '음식점', '가정식', '청담', '골', '백반', '맛집', '누룽지', '조기', '한정식', '제육', '구이', '정식', '갈치']",7,0,0,0,0,0,7,korean
몽실이네 토종한우,"['음식', '사시미', '마리', '우모', '살', '육회', '등심', '맛집', '안심', '갈비탕', '갈비살', '한우']",6,0,1,1,0,0,6,korean
미진,"['음식', '메밀', '메밀국수', '판', '종로', '보쌈', '맛집', '밥', '가족', '추천', '정식', '메밀묵', '식사']",4,0,0,0,0,0,4,korean
동심한정식,"['음식', '중구', '간장게장', '서울시', '맛집', '굴비', '보리', '정식']",3,0,0,0,0,0,3,korean
남원추어탕 풍천장어,"['음식', '강남구', '맛집', '한식당', '요리', '한식', '추어탕']",3,0,0,0,0,0,3,korean
산삼청각,"['음식', '갈비', '산삼', '식당', '송파', '청각', '맛집', '가락동', '가족', '숯불', '돼지갈비', '구이', '모임', '옥', '집']",4,0,0,0,0,0,4,korean
테르트르카페,"['음식', '데이트', '창신동', '테', '전망대', '뷰', '코스', '야경', '서울', '맛집', '르트르', '갤러리', '루프', '명소', '탑', '테르트르', '카페']",0,0,0,0,0,1,1,cafe
최수사 대게마을,"['음식', '사시미', '강남구', '코스', '서울시', '맛집', '대게', '정식']",1,0,2,0,0,0,2,japanese
정식당,"['음식', '다이닝', '코스', '맛집', '요리', '가족', '한식', '연인', '정식']",1,0,0,0,1,0,1,korean
인사동큰집,"['음식', '인사동', '맛집', '한식', '한정식']",2,0,0,0,0,0,2,korean
옥류헌릴렉스,"['음식', '모닥불', '릴', '캠프', '감성', '계곡', '옥류', '우이동', '렉스', '우이천', '카페']",0,0,0,0,0,1,1,cafe
위대한밥상 영광,"['음식', '서초구', '맛집', '서울특별시', '한식', '굴비', '정식']",2,0,0,0,0,0,2,korean
부일갈비,"['구이', '음식', '갈비', '소금', '양념', '등심', '맛', '맛집', '부일', '서울', '가족', '추천', '빗살', '수도권', '생', '한식', '갈비탕', '식사']",5,0,0,0,0,0,5,korean
툭툭누들타이,"['쏨땀', '비주', '음식', '비', '커리', '팟퐁', '분위기', '얌운센', '꿍', '텃만꿍', '제보', '외식', '데이트', '가이양', '얌꿍', '맛집', '태국', '얼', '푸팟퐁', '음식점', '쁘라짠', '코스', '뽀삐', '가족', '추천', '가성']",0,0,0,0,9,0,9,etc
금강수림,"['음식', '찜', '음식점', '건강', '향토', '맛집', '럭', '꼬리', '장어', '복탕', '향토음식', '복', '주물', '지리']",5,0,0,0,0,0,5,korean
세상의모든아침,"['음식', '상의', '식당', '웨딩', '기념일', '레스토랑', '아침', '뷰', '맛집', '여의도', '브런치', '촬영', '인테리어', '전경련회관', '장소', '한강', '펜트하우스']",0,0,0,1,1,0,1,west
조선옥,"['음식', '장국밥', '갈비', '소갈비', '향토음식', '맛집', '탕', '대구', '보양식', '성비', '한식', '한식당', '갑', '갈비탕', '양념']",9,0,0,0,0,0,9,korean
미 피아체,"['산', '오일', '스페인', '알', '음식', '닭', '그릴', '매콤', '베리', '성게', '이탈리아음식', '어란', '레스토랑', '로', '맛집', '서울', '강남', '이태리', '파스타', '그라탕', '코', '바게트', '하몽', '치즈', '추천', '청담동']",0,0,0,9,1,0,9,west
창성옥,"['음식', '소개', '해장국', '뼈', '전골', '언론', '가게', '맛집', '백년', '용산', '제보']",2,0,0,0,0,0,2,korean
갯마을풍천장어,"['음식', '도봉', '옻', '코다리', '레기', '삼계탕', '맛집', '전복', '능이', '백숙', '조림', '도봉산', '솥밥', '민물장어', '오리']",9,1,0,0,0,0,9,korean
최대감네,"['음식', '맛집']",0,0,0,0,0,0,0,korean
삼해집,"['감자탕', '굴', '음식', '소주', '족발', '아귀찜', '친구', '닭도리탕', '보쌈', '맛집', '한잔', '방', '한식']",8,0,0,0,0,0,8,korean
유진막국수,"['음식', '회', '족발', '해물파전', '보쌈', '맛집', '이태원', '남녀', '제육', '노소', '막국수']",6,0,1,0,0,0,6,korean
눈나무집,"['음식', '떡갈비', '만두', '분위기', '종로구', '빈대떡', '국수', '평양', '녹두', '맛집', '서울', '삼청동', '추천', '두부김치']",7,0,0,0,0,0,7,korean
불맛감자국,"['감자탕', '음식', '해물', '닭볶음탕', '맛집', '가족', '추천', '뼈찜', '식사']",3,0,0,0,0,0,3,korean
해담채 강남점,"['음식', '해', '코스', '맛집', '요리', '강남', '담채']",2,0,0,0,0,0,2,korean
초우마을,"['음식', '갈비', '동대문구', '살', '등심', '육회', '맛집', '부채살', '한우', '꽃']",6,0,0,0,0,0,6,korean
대상해,"['음식', '맛집', '요리', '중식', '정식']",0,1,0,0,0,0,1,chinese
왕돈까스&왕냉면,"['음식', '맛집']",0,0,0,0,0,0,0,korean
루위,"['음식', '데이트', '북경오리', '마리', '비프', '몽골리안', '코스', '맛집', '및', '요리', '롱포', '남녀', '강남', '중식', '노소']",0,2,0,1,1,0,2,chinese
아리아,"['양식', '연인', '틴', '음식', '식품의약품안전처', '중구', '호텔', '뷔페', '위생', '웨스', '조선', '등급', '맛집', '서울', '매우', '인도', '음식점', '일식', '우수']",0,0,1,1,3,0,3,etc
에도긴,"['음식', '강남구', '식당', '코스', '맛집', '요리', '생선회', '가족', '추천', '역삼동', '초밥', '강남', '식사']",1,0,2,0,0,0,2,japanese
초록뜰,"['음식', '뜰', '전골', '두부', '묵밥', '사발', '여행', '맛집', '곡', '서울', '초록', '두루치기', '육개장', '버섯', '묵', '연잎밥']",6,0,0,0,0,0,6,korean
또순이,"['음식', '맛집', '동작구', '노량진', '생선회']",1,0,1,0,0,0,1,korean
달 카페,"['음식', '맛집']",0,0,0,0,0,0,0,cafe
다리원,"['음식', '해물', '삼선짜장', '맛집', '탕', '누룽지']",2,1,0,0,0,0,2,korean
동해복집,"['음식', '수육', '이색', '보양식', '맛집', '탕', '맛', '맑은', '복어', '서울', '추천', '복', '노원구', '노원']",5,0,0,0,0,0,5,korean
톰볼라,"['음식', '비', '피자', '서초구', '스타', '분위기', '마르', '볼', '국적', '맛집', '랍', '스파게티', '라자냐', '게리', '제', '갑', '가성', '스테이크']",0,0,0,4,0,0,4,west
엄마손칼국수,"['음식', '손', '고개', '엄마', '맛집', '당고개역', '칼국수']",1,0,0,0,0,0,1,korean
고바우소곱창,"['음식', '천엽', '막창', '간', '대창', '양', '맛집', '곱창', '특', '노원']",4,1,0,0,0,0,4,korean
장꼬방김치찌개전문,"['음식', '장꼬방', '묵은지', '찌개', '서초', '김치찌개']",3,0,0,0,0,0,3,korean
청송본관함흥냉면,"['음식', '청송면', '서울', '맛집', '수도권', '한식', '옥']",1,0,0,0,0,0,1,korean
참숯골,"['음식', '외국인', '갈비', '양념', '창살', '등심', '선호', '맛집', '안', '차돌박이', '한식', '돌솥비빔밥', '생', '꽃']",5,0,0,0,0,0,5,korean
골목집,"['음식', '오리고기', '맛집', '보양식', '요리', '백숙', '전문점', '럭', '주물', '영등포', '오리']",2,1,0,0,0,0,2,korean
카페 모뜨,"['음식', '공간', '휴식', '레스토랑', '종로구', '여행', '맛집', '곳', '남녀', '연인', '노소', '카페']",0,0,0,0,1,1,1,west
셀프하우스,"['음식', '맛집']",0,0,0,0,0,0,0,korean
삼성 빨간양념 숯불구이,"['음식', '중구', '동그랑땡', '서울', '맛집', '추천']",1,0,0,0,0,0,1,korean
진남포면옥,"['음식', '찜닭', '중구', '쟁반', '개성', '보쌈', '맛집', '서울', '비빔국수', '막국수']",4,0,0,0,0,0,4,korean
성북동집,"['음식', '만둣국', '맛집', '서울', '맛', '한식', '칼국수', '집', '성북동']",3,0,0,0,0,0,3,korean
삿뽀로 목동점,"['음식', '목동', '신정동', '맛집', '양천구', '횟집', '삿뽀로', '점']",1,0,2,0,0,0,2,japanese
갓잇(god eat),"['음식', '강남구', '브리또', '멕시코', '맛집', '요리', '타코']",0,0,0,3,0,0,3,west
내자상회,"['실내', '데이트', '음식', '사진촬영', '사진', '감성', '음식점', '친구', '맛집', '곳', '명소', '디저트', '찍기', '연인']",0,0,0,0,0,2,2,cafe
우리강산,"['음식', '구이', '등심', '코스', '사골', '맛집', '송파구', '요리', '돼지갈비', '갈비탕', '한우', '꽃']",6,0,0,0,0,0,6,korean
방이샤브샤브칼국수 방이본점,"['음식', '샤브샤브', '방이', '방이역', '방이동', '본점', '맛집', '서울', '칼국수', '샤브']",3,0,0,0,0,0,3,korean
자원대구탕,"['음식', '맛집', '탕', '대구', '장탕']",1,0,0,0,0,0,1,korean
정감어린,"['돼지', '음식', '갈비', '맛집', '정성', '빗살', '가득', '꽃']",1,0,0,0,0,0,1,korean
전주회관,"['음식', '외국인', '갈비', '불낙', '전골', '선호', '맛집', '맛', '정성', '콩나물', '국밥', '곱돌', '가득', '비빔밥', '양념']",6,0,0,0,0,0,6,korean
우정낙지,"['낙지', '음식', '침', '초무', '볶음', '데침', '조개', '맛집', '서울', '탕', '추천', '산낙지', '노원']",5,0,0,0,0,0,5,korean
낙원(메이필드호텔),"['낙원', '음식', '갈비', '특선', '양념', '꽃', '등심', '맛집', '서울', '연중', '가족', '추천', '해산물', '한우', '정식', '무', '식사']",4,0,1,0,0,0,4,korean
미우미우참숯구이,"['음식', '갈비', '규안', '창살', '규생', '송파구', '맛집', '쌈밥', '규', '부채살', '왕', '생', '갈비탕', '규꽃살']",4,0,0,0,0,0,4,korean
용금옥,"['음식', '북어', '추탕', '용금옥', '모듬전', '맛집', '더덕', '수도권', '추어탕', '미꾸라지', '구이']",6,0,0,0,0,0,6,korean
용문집,"['음식', '소개', '외국인', '갈비', '분위기', '언론', '창살', '살', '꽃', '선호', '등심', '맛집', '가족', '추천', '우안', '한우', '식사']",4,0,0,0,0,0,4,korean
부산복집,"['음식', '중구', '복찜', '복수', '가게', '육', '서울시', '맛집', '백년', '복', '매운탕']",3,0,0,0,0,0,3,korean
그릭조이,"['음식', '아테네', '분위기', '마포구', '레스토랑', '그리스', '라카', '맛집', '서울', '크레타', '추천', '미코노스', '전망']",0,0,0,2,1,0,2,west
바바인디아 강남역점,"['음식', '데이트', '인도', '커리', '서초구', '탄두리', '맛집', '난', '인도요리', '치킨', '강남']",0,0,0,0,5,0,5,etc
서울리즘,"['음식', '타워', '서울', '곳', '루프', '롯데', '추천', '탑', '여행지', '카페']",0,0,0,0,0,1,1,cafe
홍능갈비집본점,"['음식', '갈비', '동대문구', '청량리', '본점', '맛집', '홍능', '집']",1,0,0,0,0,0,1,korean
곰국시집,"['음식', '중구', '수육', '전골', '국수', '서울', '맛집', '시', '곰국']",4,0,0,0,0,0,4,korean
까델루뽀,"['음식', '옥', '분위기', '이탈리아요리', '양식', '코스', '맛집', '요리', '가족', '연인', '이탈리아음식']",0,0,0,3,0,0,3,west
이강순실비집,"['낙지', '음식', '철판', '볶음', '조개', '맛집', '탕', '파전']",5,0,0,0,0,0,5,korean
영등포복집,"['음식', '영등포구', '샤브샤브', '복수', '분위기', '육', '서울시', '맛집', '맛', '불고기', '복어', '요리', '가족', '추천', '복', '매운탕', '지리', '식사']",5,0,0,0,0,0,5,korean
상인정신,"['갓', '소스', '종로구', '요리', '회', '음식', '통', '우럭', '해물', '갈릭', '전문점', '가리비', '쫀득', '맛집', '남녀', '가득', '구이', '친구', '정성', '노소']",3,0,1,0,0,0,3,korean
늘푸른식당,"['음식', '전', '막걸리', '마포구', '모듬전', '시장', '여행', '맛집', '서울', '남녀', '아현', '노소']",4,0,0,0,0,0,4,korean
홍원,"['음식', '친구', '마포구', '맛집', '요리', '탕수육', '남녀', '짜장면', '중식', '노소']",0,3,0,0,0,0,3,chinese
더 킹스,"['음식', '맛집']",0,0,0,0,0,0,0,etc
해안반점,"['음식', '중국집', '강동구', '코스', '맛집', '요리', '남녀', '짜장면', '중식', '노소']",0,3,0,0,0,0,3,chinese
로리스 더 프라임 립,"['음식', '식품의약품안전처', '프라임', '음식점', '위생', '등급', '컷', '로리', '맛집', '캘리포니아', '서초', '강남', '우수', '매우', '립']",0,0,0,1,0,0,1,west
백제삼계탕,"['음식', '삼계탕', '명동', '맛집']",1,0,0,0,0,0,1,korean
라 쿠치나,"['음식', '분위기', '양식', '코스', '서울', '맛집', '요리', '추천', '남산', '용산구', '이탈리아음식']",0,0,0,2,0,0,2,west
삼수갑산,"['음식', '육회', '등심', '맛집', '차돌박이', '가족', '성비', '빗살', '생', '갑', '구이', '듬', '한우']",5,0,0,0,0,0,5,korean
스시겐,"['음식', '비', '모', '식당', '분위기', '코스', '맛집', '요리', '초밥', '일식', '남녀', '갑', '가성', '노소', '꽃']",0,0,2,0,0,0,2,japanese
하모,"['음식', '찜', '맛집', '맛', '정성', '헛제사밥', '가오리', '가득', '한정식', '육전', '비빔밥', '진주']",5,0,0,0,0,0,5,korean
장군갈비,"['음식', '갈비', '양념', '창살', '등심', '육회', '서울시', '맛집', '생꽃', '요리', '안', '육류', '광진구', '생', '갈비탕', '갈비살', '한우', '고기']",7,0,0,0,0,0,7,korean
평래옥,"['음식', '중구', '평양', '서울시', '맛집', '탕', '초', '냉면']",3,0,0,0,0,0,3,korean
장군보쌈,"['감자탕', '굴', '낙지', '족발', '음식', '볶음', '종로구', '보쌈', '서울시', '맛집', '왕']",6,0,0,0,0,0,6,korean
궁나라냉면묵밥,"['음식', '궁', '음식점', '물냉면', '왕만', '묵밥', '맛집', '서울', '한식', '냉면', '비빔냉면']",5,0,0,0,0,0,5,korean
모녀마약김밥,"['음식', '종로', '마약', '김밥', '맛집', '수도권', '광장시장', '모녀']",2,0,0,0,0,0,2,korean
갤러리카페 3안,"['류', '에스프레소', '음식', '종로구', '맛집', '및', '갤러리', '카페라떼', '커피', '디저트', '티', '음료', '카페']",0,0,0,0,0,7,7,cafe
장수촌 풍천장어,"['음식', '풍천', '보양식', '맛', '맛집', '탕', '가족', '추천', '바지락', '장어', '칼국수', '장어구이', '가을', '식사']",5,0,0,0,0,0,5,korean
터치더스카이,"['음식', '디', '데이트', '터치', '메뉴', '런치', '등심', '샐러드', '서울', '맛집', '더', '심', '시저', '한정식', '한우', '스카이', '스테이크']",3,0,0,2,0,0,3,korean
성북동 구포국수,"['음식', '성북동', '국수', '맛집']",1,0,0,0,0,0,1,korean
잇텐고,"['음식', '식당', '키츠네', '마포구', '쯔', '모노', '키', '맛집', '라멘', '일식', '토마토', '마사', '차슈', '바질']",0,0,4,2,0,0,4,japanese
감나무집기사식당,"['돼지', '음식', '집밥', '식당', '연남동', '감나무', '백반', '불']",2,0,0,0,0,0,2,korean
안동국시소람,"['음식', '모', '국시', '수육', '보쌈', '맛집', '국밥']",4,0,0,0,0,0,4,korean
명문막국수,"['메밀', '전병', '음식', '메밀막국수', '수제비', '남녀', '여름철', '들깨', '성북구', '맛집', '명태', '식혜', '칼국수', '비빔', '노소', '막국수']",9,1,0,0,0,1,9,korean
슈치쿠,"['영등포구', '요리', '스시', '세', '마카', '정식', '음식', '스키야키', '계절', '생선회', '레스토랑', '생선', '맛집', '한우', '슈치쿠', '코스', '냄비', '서울시', '일식']",2,0,5,0,1,0,5,japanese
청수횟집,"['음식', '맛집']",0,0,0,0,0,0,0,korean
강서면옥,"['불고기', '회', '이북', '꽃', '음식', '물냉면', '등심', '평양', '함흥', '만두국', '냉면', '갈비', '맛집', '왕', '한우', '만두전골', '생', '석쇠', '비빔냉면']",12,0,1,0,0,0,12,korean
진남회집,"['음식', '소주', '친구', '맛집', '동작구', '요리', '한잔', '초밥', '회']",2,0,2,0,0,0,2,korean
커피친구,"['음식', '드립커피', '공간', '휴식', '종로구', '드립', '여행', '맛집', '곳', '핸드', '남녀', '노소']",0,0,0,0,0,1,1,cafe
키다리아저씨,"['음식', '케이크', '버터', '코코넛', '스콘', '마카롱', '맛집', '쿠키', '빵', '커피']",0,0,0,1,1,6,6,cafe
이화감자국,"['음식', '맛집']",0,0,0,0,0,0,0,korean
상락원,"['음식', '한정식', '분위기', '맛집']",1,0,0,0,0,0,1,korean
더플레이스다이닝,"['트', '맛', '리조또', '무', '스테이크', '음식', '피자', '분위기', '플레이', '에피타이저', '더', '맛집', '서울', '연중', '한우', '레이스', '파스타', '다이닝', '샐러드', '해산물', '디저트']",2,0,1,5,1,1,5,west
비노인빌라,"['음식', '파스타', '서초구', '봉골레', '페투치', '맛집', '알리오', '스테이크']",0,0,0,5,0,0,5,west
강남목장,"['음식', '갈비', '살', '등심', '맛집', '차돌박이', '생', '갈비살', '양념']",5,0,0,0,0,0,5,korean
학림다방,"['음식', '맛집']",0,0,0,0,0,0,0,cafe
마지,"['음식', '서초구', '분위기', '메뉴', '채식', '서울시', '맛집', '보유', '밥', '정식', '비주', '얼']",0,0,0,0,0,0,0,korean
BK볏짚 우대갈비 장안동본점,"['음식', '동대문', '갈비', '비', '직화', '본점', '맛집', '장안동', '우대', '구이', '케이', '볏짚']",2,0,0,0,0,0,2,korean
풍류사랑,"['음식', '맛집']",0,0,0,0,0,0,0,korean
부빙,"['음식', '카페', '팥빙수', '맛집']",0,0,0,0,0,2,2,cafe
장프리고,"['음식', '동대문', '바', '서울', '칵테일', '위스키', '소매', '과일', '핫', '카페']",0,0,0,3,0,1,3,west
메이징에이,"['오렌지', '어향가', '음식', '식품의약품안전처', '중구', '위생', '새우', '바베큐', '등급', '서울', '기스면', '맛집', '매우', '메이', '징', '음식점', '덕', '크림', '화', '면보샤', '듬', '우수']",0,3,1,2,0,0,3,chinese
해품장팔팔장어,"['음식', '공릉', '맛집', '팔팔', '공릉동', '장어', '노원구', '하계동', '해품']",1,0,0,0,0,0,1,korean
은주정,"['음식', '저녁', '쫄면', '맛집', '비빔', '김치찌개']",2,0,0,0,0,0,2,korean
외양간,"['음식', '소주', '친구', '마포구', '남녀', '창살', '육회', '육우', '맛집', '안', '한잔', '생', '안심', '갈비살', '한우', '노소']",4,0,0,1,0,0,4,korean
레이지파머스,"['음식', '데이트', '구독', '식당', '친구', '이색', '코스', '양식', '레이지', '여행', '파머스', '식물학', '터', '비건']",0,0,0,1,0,0,1,west
아이해브어드림,"['가래떡', '딸기', '연인', '음식', '피자', '베리', '화공', '운', '낙지', '레스토랑', '로', '맛집', '육전', '파스타', '쉬', '림프', '코', '떡볶이', '신선로']",5,0,0,2,1,1,5,korean
모모야마,"['음식', '도시락', '도미', '맛집', '서울', '머리', '밥', '야마', '연중', '스시', '정식', '무']",0,0,1,0,0,0,1,japanese
코리아하우스,"['음식', '갈비', '꼬냑', '치맛살', '코리아', '창살', '스페셜', '등심', '안', '맛집', '서울', '한식', '굴비', '생', '꽃살', '보리', '하우스', '양념']",7,0,0,1,0,0,7,korean
한쿡 N서울타워,"['음식', '맛집']",0,0,0,0,0,0,0,korean
더 우리곱창,"['음식', '막창', '종로구', '맛집', '곱창']",2,0,0,0,0,0,2,korean
헤이더그린,"['음식', '카페', '강서구', '힐링', '반려견', '숲', '정원']",0,0,0,0,0,1,1,cafe
칠형제우리감자탕,"['감자탕', '음식', '해장국', '뼈', '맛집', '서울', '공릉동', '추천']",2,0,0,0,0,0,2,korean
오라이등심,"['음식', '갯장어', '동그랑땡', '종로구', '서울', '맛집', '추천']",2,0,0,0,0,0,2,korean
동경,"['동경', '회관', '음식', '우동', '세종', '맛집', '광화문', '돈가스', '문화']",1,0,3,1,0,0,3,japanese
황금정원,"['음식', '황금정', '방학동', '도봉구', '우이동', '맛집', '쌈밥']",1,0,0,0,0,0,1,korean
늘푸른목장 잠실본점,"['음식', '푸른', '늘', '송파', '잠실', '경주', '본점', '맛집', '역', '소고기', '목장', '갈비살']",2,0,0,0,0,0,2,korean
백제추어탕 본점,"['음식', '강동구', '둔촌동', '본점', '맛집', '추어탕']",1,0,0,0,0,0,1,korean
몽중헌 청담점,"['음식', '딤섬', '몽', '식당', '청담', '압구정', '역', '서울', '맛집', '청담동', '로데오거리', '점']",0,1,0,0,0,0,1,chinese
충남식당,"['음식', '서울시', '맛집', '동작구', '매운탕']",1,0,0,0,0,0,1,korean
도읍지,"['음식', '도읍', '서울', '맛집', '수도권', '한식']",1,0,0,0,0,0,1,korean
서울원조아구찜,"['음식', '아구찜', '심야식당', '종로', '해물찜', '맛집', '서울']",2,0,0,0,0,0,2,korean
프로퍼커피바2호점,"['음식', '대림', '프로', '퍼', '바', '방이동', '빠', '송파구', '추천', '커피', '베이커리', '카페']",0,0,0,1,0,3,3,cafe
우정,"['음식', '닭발', '어묵', '서울', '맛집', '해물뚝배기', '수도권', '떡볶이', '우정']",4,0,1,0,0,0,4,korean
제주국수,"['음식', '닭', '제주', '족발', '곰탕', '국수', '서울시', '맛집', '고기국수', '영양', '미니', '성동구', '비빔국수', '멸치']",6,0,0,0,0,0,6,korean
사동면옥,"['음식', '손', '만두', '만둣국', '왕만', '맛집', '남녀', '고기만', '냉면', '노소']",3,0,0,0,0,0,3,korean
두에꼬제,"['음식', '파스타', '피자', '샐러드', '맛집', '리조또']",0,0,0,4,0,0,4,west
진원조 닭한마리,"['음식', '닭', '마리', '맛집', '보양식', '요리', '영양', '한식', '전문점', '죽']",3,0,0,0,0,0,3,korean
호남집,"['음식', '고등어', '삼치', '청국장', '맛집', '꽁치', '구이']",4,0,0,0,0,0,4,korean
대풍간장게장생선구이,"['음식', '고등어', '간장', '간장게장', '새우', '삼치', '맛집', '구이']",3,0,0,0,0,0,3,korean
태조대림감자국,"['감자탕', '음식', '소주', '친구', '뼈', '맛집', '가족', '한잔', '한식', '남녀', '구이', '은평구', '노소', '양념']",4,0,0,0,0,0,4,korean
산띠,"['음식', '서울', '맛집']",0,0,0,0,0,0,0,etc
옛찻집,"['음식', '맛집']",0,0,0,0,0,0,0,cafe
청해진,"['음식', '소개', '언론', '전골', '가게', '해물전', '맛집', '서울', '백년', '산낙지']",3,0,0,0,0,0,3,korean
마장갈비,"['음식', '갈비', '삼겹살', '내장', '맛집', '생', '돼지갈비', '왕']",3,0,0,0,0,0,3,korean
엘 샌드위치,"['샌드위치', '종로구', '음식', '맛집']",0,0,0,0,0,1,1,cafe
허형만의 압구정커피집,"['음식', '맛집']",0,0,0,0,0,0,0,cafe
비스테까,"['음식', '파스타', '코스', '샐러드', '맛집', '요리']",0,0,0,2,0,0,2,west
함흥에겨울냉면,"['음식', '맛집']",0,0,0,0,0,0,0,korean
친니,"['음식', '서울', '연중', '맛집', '수도권', '친', '중식', '무']",0,1,0,0,0,0,1,chinese
장미삼계탕,"['음식', '통', '옻', '튀김', '닭볶음탕', '각', '추어', '삼계탕', '맛집', '장미', '서울특별시', '추어탕', '중', '노원구', '노원', '오리']",5,1,1,0,0,0,5,korean
오다리집,"['음식', '돼지', '갈비', '간장게장', '삼겹살', '맛집', '숯불', '양념']",3,0,0,0,0,0,3,korean
서석대,"['음식', '서초구', '창살', '등심', '육회', '서울시', '맛집', '주물', '럭', '특수', '우안', '한우', '부위', '꽃']",3,0,0,0,0,0,3,korean
산들애건강밥상,"['음식', '산', '코다리', '애', '건강', '산들', '맛집', '기행', '북한', '밥상', '구이']",2,0,0,0,0,0,2,korean
하이디라오 서초지점,"['음식', '하이디', '맛집', '탕', '훠궈', '서초', '강남']",1,2,0,0,0,0,2,chinese
명동부대찌개 명동황기족발,"['음식', '족발', '중구', '맛집', '서울특별시', '부대찌개']",2,0,0,0,0,0,2,korean
남포면옥,"['음식', '비빔냉면', '만두', '물냉면', '평양', '맛집', '어복', '남녀', '갈비탕', '냉면', '노소', '쟁반']",6,1,0,0,0,0,6,korean
진미평양냉면,"['음식', '셰프', '만두', '미쉐린', '강남', '제육', '평양', '미슐랭', '맛집', '요미', '권', '회', '냉면']",5,0,1,0,0,0,5,korean
아리랑,"['음식', '갈비', '맛집', '갈비살', '양념']",2,0,0,0,0,0,2,korean
금돼지식당,"['돼지', '음식', '식당', '심야식당', '삼겹살', '맛집', '서울', '신당동', '금']",1,0,0,0,0,0,1,korean
전주식당,"['음식', '외국인', '식당', '청국장', '순두부', '선호', '계란찜', '조림', '맛집', '된장찌개', '서울', '수도권', '전주', '한식', '구이', '갈치']",8,0,0,0,0,0,8,korean
전주유할머니비빔밥,"['음식', '할머니', '주유', '서울', '맛집', '수도권', '한식', '비빔밥']",2,0,0,0,0,0,2,korean
카페 폭포,"['음식', '홍은동', '홍제천', '사진', '감성', '뷰', '서울', '폭포', '터', '추천', '휴가', '여름', '서지', '피', '인공', '나들이', '카페']",0,0,0,0,0,1,1,cafe
국시집,"['음식', '국시', '전', '분위기', '성북구', '맛집', '한식당', '전문점', '문어', '한식', '남녀', '노소']",4,0,0,0,0,0,4,korean
갈비명가이상 돈암본관,"['음식', '갈비', '돈암', '길음역', '본관', '맛집', '서울', '이상돈', '이상']",1,0,0,0,0,0,1,korean
개화,"['음식', '짜장면', '탕수육', '맛집']",0,2,0,0,0,0,2,chinese
삼호복집 신촌,"['음식', '맛', '맛집', '맑은', '복', '뚝배기', '매운탕', '복고']",3,0,0,0,0,0,3,korean
해랑,"['낙지', '음식', '소주', '튀김', '새우', '해물탕', '맛집', '석화', '요리', '한잔', '해산물', '남녀', '노소']",5,1,2,0,0,0,5,korean
종가집,"['음식', '불낙', '전골', '종로', '종가', '서울', '맛집', '곱창전골', '수도권', '추천', '집']",3,0,0,0,0,0,3,korean
주은감자탕,"['감자탕', '음식', '해장국', '송파', '삼전동', '요미', '회', '녀석']",3,0,1,0,0,0,3,korean
신안촌,"['낙지', '음식', '식품의약품안전처', '우수', '음식점', '위생', '등급', '종로', '맛집', '꾸리', '매우']",1,0,0,0,0,0,1,korean
라브리,"['음식', '레스토랑', '외국', '서울', '맛집', '프랑스', '광화문역']",0,0,0,1,1,0,1,west
오우가,"['쌈밥', '대나무', '음식', '맛집']",1,0,0,0,0,0,1,korean
이닝,"['음식', '북경오리', '찜', '새우', '난자완스', '맛집', '샥스핀', '탕수육', '짜장면', '각종', '어향가', '중화요리']",1,7,0,0,1,0,7,chinese
박가네빈대떡,"['음식', '빈대떡', '맛집', '전문점', '요리', '한식', '광장시장', '남녀', '해물파전', '노소']",4,0,0,0,0,0,4,korean
원대구탕,"['음식', '맛집', '탕', '대구', '장탕']",1,0,0,0,0,0,1,korean
전통다원,"['음식', '공간', '휴식', '여행', '맛집', '전통', '차', '곳', '힐링', '연인', '원']",0,0,0,0,0,1,1,cafe
