,Attraction,Good_Point,Selected_People,Category
4839,소문난성수감자탕 별관,인테리어가 멋져요,16,시설 및 분위기
4840,소문난성수감자탕 별관,건강한 맛이에요,16,음식의 속성
4841,소문난성수감자탕 별관,뷰가 좋아요,10,시설 및 분위기
4842,소문난성수감자탕 별관,고기 질이 좋아요,7,음식의 속성
4843,소문난성수감자탕 별관,메뉴 구성이 알차요,5,가격 및 가치
4844,소문난성수감자탕 별관,대화하기 좋아요,5,시설 및 분위기
4845,소문난성수감자탕 별관,아늑해요,4,시설 및 분위기
4846,소문난성수감자탕 별관,향신료가 강하지 않아요,4,음식의 속성
4847,소문난성수감자탕 별관,오래 머무르기 좋아요,4,시설 및 분위기
4848,소문난성수감자탕 별관,좌석이 편해요,1,시설 및 분위기
4849,소문난성수감자탕 별관,컨셉이 독특해요,1,시설 및 분위기
4850,소문난성수감자탕 별관,비싼 만큼 가치있어요,1,가격 및 가치
4851,소문난성수감자탕 별관,반찬이 잘 나와요,1,음식의 속성
4880,진미옥설농탕,음식이 맛있어요,628,음식의 속성
4881,진미옥설농탕,친절해요,207,서비스
4882,진미옥설농탕,재료가 신선해요,192,음식의 속성
4883,진미옥설농탕,양이 많아요,144,음식의 속성
4884,진미옥설농탕,매장이 넓어요,110,시설 및 분위기
4885,진미옥설농탕,혼밥하기 좋아요,99,시설 및 분위기
4886,진미옥설농탕,매장이 청결해요,95,시설 및 분위기
4887,진미옥설농탕,가성비가 좋아요,88,가격 및 가치
4888,진미옥설농탕,특별한 메뉴가 있어요,53,음식의 속성
4889,진미옥설농탕,주차하기 편해요,39,주변 인프라
4890,진미옥설농탕,단체모임 하기 좋아요,32,시설 및 분위기
4891,진미옥설농탕,건강한 맛이에요,11,음식의 속성
4892,진미옥설농탕,인테리어가 멋져요,7,시설 및 분위기
4893,진미옥설농탕,특별한 날 가기 좋아요,7,시설 및 분위기
4894,진미옥설농탕,잡내가 적어요,4,음식의 속성
4895,진미옥설농탕,반찬이 잘 나와요,3,음식의 속성
4896,진미옥설농탕,화장실이 깨끗해요,3,시설 및 분위기
4897,진미옥설농탕,뷰가 좋아요,3,시설 및 분위기
4898,진미옥설농탕,포장이 깔끔해요,2,서비스
4899,진미옥설농탕,차분한 분위기에요,1,시설 및 분위기
4900,진미옥설농탕,아늑해요,1,시설 및 분위기
4901,진미옥설농탕,음식이 빨리 나와요,1,서비스
4902,진미옥설농탕,고기 질이 좋아요,1,음식의 속성
4903,진미옥설농탕,비싼 만큼 가치있어요,1,가격 및 가치
4904,꽃새우 영번지,음식이 맛있어요,92,음식의 속성
4905,꽃새우 영번지,재료가 신선해요,80,음식의 속성
4906,꽃새우 영번지,특별한 메뉴가 있어요,51,음식의 속성
4907,꽃새우 영번지,친절해요,36,서비스
4908,꽃새우 영번지,단체모임 하기 좋아요,20,시설 및 분위기
4909,꽃새우 영번지,가성비가 좋아요,16,가격 및 가치
4910,꽃새우 영번지,매장이 넓어요,14,시설 및 분위기
4911,꽃새우 영번지,매장이 청결해요,14,시설 및 분위기
4912,꽃새우 영번지,비싼 만큼 가치있어요,13,가격 및 가치
4913,꽃새우 영번지,특별한 날 가기 좋아요,10,시설 및 분위기
4914,꽃새우 영번지,메뉴 구성이 알차요,9,가격 및 가치
4915,꽃새우 영번지,인테리어가 멋져요,7,시설 및 분위기
4916,꽃새우 영번지,양이 많아요,7,음식의 속성
4917,꽃새우 영번지,주차하기 편해요,5,주변 인프라
4918,꽃새우 영번지,건강한 맛이에요,5,음식의 속성
4919,꽃새우 영번지,화장실이 깨끗해요,3,시설 및 분위기
4920,꽃새우 영번지,차분한 분위기에요,2,시설 및 분위기
4921,꽃새우 영번지,대화하기 좋아요,2,시설 및 분위기
4922,꽃새우 영번지,뷰가 좋아요,2,시설 및 분위기
4923,꽃새우 영번지,술이 다양해요,1,음식의 속성
4924,꽃새우 영번지,혼술하기 좋아요,1,시설 및 분위기
4925,꽃새우 영번지,혼밥하기 좋아요,1,시설 및 분위기
4926,꽃새우 영번지,룸이 잘 되어있어요,1,시설 및 분위기
5183,해주냉면 본점,음식이 맛있어요,1458,음식의 속성
5184,해주냉면 본점,특별한 메뉴가 있어요,528,음식의 속성
5185,해주냉면 본점,친절해요,492,서비스
5186,해주냉면 본점,혼밥하기 좋아요,465,시설 및 분위기
5187,해주냉면 본점,가성비가 좋아요,312,가격 및 가치
5188,해주냉면 본점,양이 많아요,276,음식의 속성
5189,해주냉면 본점,매장이 청결해요,178,시설 및 분위기
5190,해주냉면 본점,재료가 신선해요,170,음식의 속성
5191,해주냉면 본점,매장이 넓어요,88,시설 및 분위기
5192,해주냉면 본점,특별한 날 가기 좋아요,31,시설 및 분위기
5193,해주냉면 본점,음식이 빨리 나와요,20,서비스
5194,해주냉면 본점,화장실이 깨끗해요,19,시설 및 분위기
5195,해주냉면 본점,단체모임 하기 좋아요,17,시설 및 분위기
5196,해주냉면 본점,주차하기 편해요,14,주변 인프라
5197,해주냉면 본점,뷰가 좋아요,9,시설 및 분위기
5198,해주냉면 본점,인테리어가 멋져요,7,시설 및 분위기
5199,해주냉면 본점,아늑해요,3,시설 및 분위기
5200,해주냉면 본점,포장이 깔끔해요,3,서비스
5201,해주냉면 본점,아이와 가기 좋아요,2,시설 및 분위기
5202,해주냉면 본점,메뉴 구성이 알차요,2,가격 및 가치
5203,해주냉면 본점,비싼 만큼 가치있어요,1,가격 및 가치
5204,해주냉면 본점,향신료가 강하지 않아요,1,음식의 속성
5205,충무로부산복집,음식이 맛있어요,56,음식의 속성
5206,충무로부산복집,친절해요,19,서비스
5207,충무로부산복집,재료가 신선해요,18,음식의 속성
5208,충무로부산복집,특별한 메뉴가 있어요,8,음식의 속성
5209,충무로부산복집,매장이 청결해요,7,시설 및 분위기
5210,충무로부산복집,단체모임 하기 좋아요,7,시설 및 분위기
5211,충무로부산복집,매장이 넓어요,5,시설 및 분위기
5212,충무로부산복집,주차하기 편해요,3,주변 인프라
5213,충무로부산복집,인테리어가 멋져요,2,시설 및 분위기
5214,충무로부산복집,특별한 날 가기 좋아요,2,시설 및 분위기
5215,충무로부산복집,양이 많아요,1,음식의 속성
5216,충무로부산복집,화장실이 깨끗해요,1,시설 및 분위기
5217,평창동북악정 신관,음식이 맛있어요,509,음식의 속성
5218,평창동북악정 신관,매장이 넓어요,183,시설 및 분위기
5219,평창동북악정 신관,친절해요,144,서비스
5220,평창동북악정 신관,매장이 청결해요,135,시설 및 분위기
5221,평창동북악정 신관,주차하기 편해요,134,주변 인프라
5222,평창동북악정 신관,고기 질이 좋아요,100,음식의 속성
5223,평창동북악정 신관,재료가 신선해요,99,음식의 속성
5224,평창동북악정 신관,단체모임 하기 좋아요,97,시설 및 분위기
5225,평창동북악정 신관,뷰가 좋아요,77,시설 및 분위기
5226,평창동북악정 신관,인테리어가 멋져요,75,시설 및 분위기
5227,평창동북악정 신관,특별한 날 가기 좋아요,74,시설 및 분위기
5228,평창동북악정 신관,특별한 메뉴가 있어요,52,음식의 속성
5229,평창동북악정 신관,양이 많아요,46,음식의 속성
5230,평창동북악정 신관,화장실이 깨끗해요,37,시설 및 분위기
5231,평창동북악정 신관,직접 잘 구워줘요,33,서비스
5232,평창동북악정 신관,가성비가 좋아요,29,가격 및 가치
5233,평창동북악정 신관,혼밥하기 좋아요,3,시설 및 분위기
5234,평창동북악정 신관,메뉴 구성이 알차요,3,가격 및 가치
5235,평창동북악정 신관,반찬이 잘 나와요,3,음식의 속성
5236,평창동북악정 신관,비싼 만큼 가치있어요,2,가격 및 가치
5237,평창동북악정 신관,음식이 빨리 나와요,1,서비스
5238,평창동북악정 신관,야외 공간이 멋져요,1,시설 및 분위기
5249,계림식당,음식이 맛있어요,1257,음식의 속성
5250,계림식당,양이 많아요,355,음식의 속성
5251,계림식당,친절해요,268,서비스
5252,계림식당,가성비가 좋아요,250,가격 및 가치
5253,계림식당,특별한 메뉴가 있어요,240,음식의 속성
5254,계림식당,재료가 신선해요,149,음식의 속성
5255,계림식당,고기 질이 좋아요,83,음식의 속성
5256,계림식당,단체모임 하기 좋아요,57,시설 및 분위기
5257,계림식당,매장이 넓어요,52,시설 및 분위기
5258,계림식당,혼밥하기 좋아요,28,시설 및 분위기
5259,계림식당,특별한 날 가기 좋아요,24,시설 및 분위기
5260,계림식당,인테리어가 멋져요,23,시설 및 분위기
5261,계림식당,매장이 청결해요,23,시설 및 분위기
5262,계림식당,음식이 빨리 나와요,15,서비스
5263,계림식당,잡내가 적어요,15,음식의 속성
5264,계림식당,화장실이 깨끗해요,12,시설 및 분위기
5265,계림식당,주차하기 편해요,8,주변 인프라
5266,계림식당,뷰가 좋아요,8,시설 및 분위기
5267,계림식당,직접 잘 구워줘요,6,서비스
5268,계림식당,건강한 맛이에요,5,음식의 속성
5269,계림식당,컨셉이 독특해요,4,시설 및 분위기
5270,계림식당,아늑해요,4,시설 및 분위기
5271,계림식당,메뉴 구성이 알차요,1,가격 및 가치
5272,계림식당,비싼 만큼 가치있어요,1,가격 및 가치
5273,계림식당,환기가 잘 돼요,1,시설 및 분위기
5274,자하손만두,음식이 맛있어요,974,음식의 속성
5275,자하손만두,재료가 신선해요,493,음식의 속성
5276,자하손만두,뷰가 좋아요,451,시설 및 분위기
5277,자하손만두,특별한 메뉴가 있어요,305,음식의 속성
5278,자하손만두,친절해요,254,서비스
5279,자하손만두,매장이 청결해요,236,시설 및 분위기
5280,자하손만두,매장이 넓어요,125,시설 및 분위기
5281,자하손만두,특별한 날 가기 좋아요,104,시설 및 분위기
5282,자하손만두,인테리어가 멋져요,97,시설 및 분위기
5283,자하손만두,주차하기 편해요,80,주변 인프라
5284,자하손만두,화장실이 깨끗해요,62,시설 및 분위기
5285,자하손만두,양이 많아요,58,음식의 속성
5286,자하손만두,단체모임 하기 좋아요,57,시설 및 분위기
5287,자하손만두,건강한 맛이에요,46,음식의 속성
5288,자하손만두,가성비가 좋아요,39,가격 및 가치
5289,자하손만두,혼밥하기 좋아요,31,시설 및 분위기
5290,자하손만두,아늑해요,12,시설 및 분위기
5291,자하손만두,비싼 만큼 가치있어요,8,가격 및 가치
5292,자하손만두,야외 공간이 멋져요,5,시설 및 분위기
5293,자하손만두,차분한 분위기에요,4,시설 및 분위기
5294,자하손만두,잡내가 적어요,3,음식의 속성
5295,자하손만두,컨셉이 독특해요,2,시설 및 분위기
5296,자하손만두,사진이 잘 나와요,2,시설 및 분위기
5297,자하손만두,음악이 좋아요,1,시설 및 분위기
5298,자하손만두,룸이 잘 되어있어요,1,시설 및 분위기
5299,자하손만두,반찬이 잘 나와요,1,음식의 속성
5300,자하손만두,향신료가 강하지 않아요,1,음식의 속성
5301,자하손만두,대화하기 좋아요,1,시설 및 분위기
5317,키누카누,음식이 맛있어요,2341,음식의 속성
5318,키누카누,매장이 넓어요,1496,시설 및 분위기
5319,키누카누,가성비가 좋아요,1060,가격 및 가치
5320,키누카누,메뉴 구성이 알차요,1057,가격 및 가치
5321,키누카누,재료가 신선해요,731,음식의 속성
5322,키누카누,단체모임 하기 좋아요,661,시설 및 분위기
5323,키누카누,친절해요,586,서비스
5324,키누카누,주차하기 편해요,514,주변 인프라
5325,키누카누,특별한 메뉴가 있어요,383,음식의 속성
5326,키누카누,매장이 청결해요,349,시설 및 분위기
5327,키누카누,특별한 날 가기 좋아요,291,시설 및 분위기
5328,키누카누,인테리어가 멋져요,183,시설 및 분위기
5329,키누카누,혼밥하기 좋아요,117,시설 및 분위기
5330,키누카누,화장실이 깨끗해요,94,시설 및 분위기
5331,키누카누,뷰가 좋아요,21,시설 및 분위기
5332,키누카누,아이와 가기 좋아요,15,시설 및 분위기
5333,키누카누,양이 많아요,11,음식의 속성
5334,키누카누,오래 머무르기 좋아요,6,시설 및 분위기
5335,키누카누,컨셉이 독특해요,5,시설 및 분위기
5336,키누카누,코스요리가 알차요,5,가격 및 가치
5337,키누카누,음식이 빨리 나와요,5,서비스
5338,키누카누,비싼 만큼 가치있어요,5,가격 및 가치
5339,키누카누,좌석이 편해요,3,시설 및 분위기
5340,키누카누,건강한 맛이에요,3,음식의 속성
5341,키누카누,차분한 분위기에요,2,시설 및 분위기
5342,키누카누,룸이 잘 되어있어요,1,시설 및 분위기
5378,황생가칼국수,음식이 맛있어요,3450,음식의 속성
5379,황생가칼국수,친절해요,884,서비스
5380,황생가칼국수,재료가 신선해요,875,음식의 속성
5381,황생가칼국수,매장이 넓어요,691,시설 및 분위기
5382,황생가칼국수,양이 많아요,623,음식의 속성
5383,황생가칼국수,특별한 메뉴가 있어요,485,음식의 속성
5384,황생가칼국수,매장이 청결해요,416,시설 및 분위기
5385,황생가칼국수,가성비가 좋아요,309,가격 및 가치
5386,황생가칼국수,혼밥하기 좋아요,178,시설 및 분위기
5387,황생가칼국수,단체모임 하기 좋아요,171,시설 및 분위기
5388,황생가칼국수,화장실이 깨끗해요,100,시설 및 분위기
5389,황생가칼국수,주차하기 편해요,96,주변 인프라
