Attraction,Good_Point,Selected_People,Category_Map
서울광장,유익해요,2,서비스
서울광장,컨셉이 독특해요,1,활동 및 즐길거리
서울광장,조용히 쉬기 좋아요,1,시설 및 편의성
서울광장,친절해요,1,서비스
서울광장,주차하기 편해요,1,시설 및 편의성
서울광장,피크닉하기 좋아요,1,활동 및 즐길거리
중랑장미공원,뷰가 좋아요,39,경관 및 사진
중랑장미공원,산책로가 잘 되어있어요,38,활동 및 즐길거리
중랑장미공원,사진이 잘 나와요,29,경관 및 사진
중랑장미공원,관리가 잘 되어있어요,19,시설 및 편의성
중랑장미공원,볼거리가 많아요,12,활동 및 즐길거리
중랑장미공원,방문객이 많아요,12,시설 및 편의성
중랑장미공원,붐비지 않아요,9,기타
중랑장미공원,대중교통이 편해요,4,시설 및 편의성
중랑장미공원,자연 경관이 좋아요,4,경관 및 사진
중랑장미공원,반려동물과 가기 좋아요,2,시설 및 편의성
중랑장미공원,피크닉하기 좋아요,1,활동 및 즐길거리
중랑장미공원,규모가 커요,1,시설 및 편의성
중랑장미공원,트렌디해요,1,경관 및 사진
양재꽃시장,친절해요,8,서비스
양재꽃시장,가성비가 좋아요,3,가격 및 가치
양재꽃시장,품질이 좋아요,2,가격 및 가치
양재꽃시장,분위기가 편안해요,1,시설 및 편의성
양재꽃시장,특색 있는 제품이 많아요,1,쇼핑 관련
양재꽃시장,종류가 다양해요,1,쇼핑 관련
여의도공원,뷰가 좋아요,236,경관 및 사진
여의도공원,관리가 잘 되어있어요,207,시설 및 편의성
여의도공원,산책로가 잘 되어있어요,166,활동 및 즐길거리
여의도공원,사진이 잘 나와요,100,경관 및 사진
여의도공원,주차하기 편해요,63,시설 및 편의성
여의도공원,볼거리가 많아요,62,활동 및 즐길거리
여의도공원,편의시설이 잘 되어있어요,59,시설 및 편의성
여의도공원,가격이 합리적이에요,39,가격 및 가치
여의도공원,먹거리가 풍부해요,37,활동 및 즐길거리
여의도공원,붐비지 않아요,20,기타
여의도공원,체험 프로그램이 다양해요,19,활동 및 즐길거리
여의도공원,방문객이 많아요,16,시설 및 편의성
여의도공원,자연 경관이 좋아요,10,경관 및 사진
여의도공원,규모가 커요,8,시설 및 편의성
여의도공원,아이와 가기 좋아요,5,활동 및 즐길거리
여의도공원,반려동물과 가기 좋아요,3,시설 및 편의성
여의도공원,피크닉하기 좋아요,3,활동 및 즐길거리
여의도공원,대중교통이 편해요,3,시설 및 편의성
여의도공원,근처에 갈 곳이 많아요,2,시설 및 편의성
여의도공원,조용히 쉬기 좋아요,1,시설 및 편의성
여의도공원,화장실이 깨끗해요,1,시설 및 편의성
마포농수산물시장,친절해요,27,서비스
마포농수산물시장,볼거리가 많아요,18,활동 및 즐길거리
마포농수산물시장,주차하기 편해요,18,시설 및 편의성
마포농수산물시장,가성비가 좋아요,10,가격 및 가치
마포농수산물시장,품질이 좋아요,9,가격 및 가치
마포농수산물시장,종류가 다양해요,9,쇼핑 관련
마포농수산물시장,시설이 깔끔해요,7,시설 및 편의성
마포농수산물시장,먹거리가 풍부해요,6,활동 및 즐길거리
마포농수산물시장,특색 있는 제품이 많아요,5,쇼핑 관련
마포농수산물시장,편의시설이 잘 되어있어요,4,시설 및 편의성
마포농수산물시장,분위기가 편안해요,4,시설 및 편의성
마포농수산물시장,매장이 넓어요,4,쇼핑 관련
마포농수산물시장,컨셉이 독특해요,2,활동 및 즐길거리
마포농수산물시장,야시장이 잘 되어있어요,2,활동 및 즐길거리
마포농수산물시장,비싼 만큼 가치있어요,2,가격 및 가치
마포농수산물시장,규모가 커요,1,시설 및 편의성
마포농수산물시장,트렌디해요,1,경관 및 사진
이새,독특한 디자인이 많아요,10,경관 및 사진
이새,품질이 좋아요,9,가격 및 가치
이새,친절해요,7,서비스
이새,종류가 다양해요,7,쇼핑 관련
이새,매장이 넓어요,6,쇼핑 관련
이새,스타일 추천을 잘해줘요,5,서비스
이새,분위기가 편안해요,4,시설 및 편의성
이새,A/S가 세심해요,1,서비스
이새,가성비가 좋아요,1,가격 및 가치
서울 평화시장,가성비가 좋아요,4,가격 및 가치
서울 평화시장,종류가 다양해요,4,쇼핑 관련
서울 평화시장,친절해요,2,서비스
서울 평화시장,주차하기 편해요,1,시설 및 편의성
서울 평화시장,품질이 좋아요,1,가격 및 가치
광장시장 한복매장,친절해요,13,서비스
광장시장 한복매장,품질이 좋아요,11,가격 및 가치
광장시장 한복매장,분위기가 편안해요,7,시설 및 편의성
광장시장 한복매장,가성비가 좋아요,7,가격 및 가치
광장시장 한복매장,종류가 다양해요,7,쇼핑 관련
광장시장 한복매장,맞춤 제작을 잘해요,6,쇼핑 관련
광장시장 한복매장,고급스러워요,5,경관 및 사진
광장시장 한복매장,스타일 추천을 잘해줘요,5,서비스
광장시장 한복매장,독특한 디자인이 많아요,1,경관 및 사진
광장시장 한복매장,선물하기 좋아요,1,쇼핑 관련
창의문,사진이 잘 나와요,10,경관 및 사진
창의문,산책로가 잘 되어있어요,7,활동 및 즐길거리
창의문,볼거리가 많아요,3,활동 및 즐길거리
창의문,관리가 잘 되어있어요,3,시설 및 편의성
창의문,붐비지 않아요,3,기타
창의문,설명이 잘 되어있어요,1,서비스
창의문,아이와 가기 좋아요,1,활동 및 즐길거리
창의문,근처에 갈 곳이 많아요,1,시설 및 편의성
창의문,뷰가 좋아요,1,경관 및 사진
세종대왕동상,사진이 잘 나와요,24,경관 및 사진
세종대왕동상,볼거리가 많아요,11,활동 및 즐길거리
세종대왕동상,관리가 잘 되어있어요,7,시설 및 편의성
세종대왕동상,아이와 가기 좋아요,7,활동 및 즐길거리
세종대왕동상,산책로가 잘 되어있어요,6,활동 및 즐길거리
세종대왕동상,붐비지 않아요,6,기타
세종대왕동상,설명이 잘 되어있어요,5,서비스
세종대왕동상,근처에 갈 곳이 많아요,5,시설 및 편의성
세종대왕동상,뷰가 좋아요,5,경관 및 사진
세종대왕동상,야경이 멋져요,3,경관 및 사진
세종대왕동상,방문객이 많아요,2,시설 및 편의성
세종대왕동상,대중교통이 편해요,2,시설 및 편의성
세종대왕동상,규모가 커요,2,시설 및 편의성
세종대왕동상,체험 프로그램이 다양해요,1,활동 및 즐길거리
서대문문화체육회관실내수영장,시설이 깔끔해요,46,시설 및 편의성
서대문문화체육회관실내수영장,가격이 합리적이에요,41,가격 및 가치
서대문문화체육회관실내수영장,샤워실이 잘 되어있어요,33,시설 및 편의성
서대문문화체육회관실내수영장,안전하게 관리해요,20,서비스
서대문문화체육회관실내수영장,물이 깨끗해요,19,시설 및 편의성
서대문문화체육회관실내수영장,규모가 커요,17,시설 및 편의성
서대문문화체육회관실내수영장,수심이 다양해요,16,시설 및 편의성
서대문문화체육회관실내수영장,수업이 체계적이에요,6,서비스
서대문문화체육회관실내수영장,휴게공간이 잘 되어있어요,6,시설 및 편의성
서대문문화체육회관실내수영장,학생과 소통을 잘해요,4,서비스
구로중앙유통단지,친절해요,3,서비스
구로중앙유통단지,주차하기 편해요,3,시설 및 편의성
구로중앙유통단지,종류가 다양해요,3,쇼핑 관련
구로중앙유통단지,품질이 좋아요,1,가격 및 가치
구로중앙유통단지,매장이 넓어요,1,쇼핑 관련
고속터미널 꽃도매상가,볼거리가 많아요,5,활동 및 즐길거리
고속터미널 꽃도매상가,친절해요,3,서비스
고속터미널 꽃도매상가,트렌디해요,2,경관 및 사진
고속터미널 꽃도매상가,컨셉이 독특해요,1,활동 및 즐길거리
고속터미널 꽃도매상가,시설이 깔끔해요,1,시설 및 편의성
고속터미널 꽃도매상가,먹거리가 풍부해요,1,활동 및 즐길거리
강서농산물도매시장,주차하기 편해요,106,시설 및 편의성
강서농산물도매시장,친절해요,73,서비스
강서농산물도매시장,볼거리가 많아요,45,활동 및 즐길거리
강서농산물도매시장,종류가 다양해요,21,쇼핑 관련
강서농산물도매시장,시설이 깔끔해요,19,시설 및 편의성
강서농산물도매시장,가성비가 좋아요,18,가격 및 가치
강서농산물도매시장,품질이 좋아요,17,가격 및 가치
강서농산물도매시장,매장이 넓어요,16,쇼핑 관련
강서농산물도매시장,먹거리가 풍부해요,13,활동 및 즐길거리
강서농산물도매시장,특색 있는 제품이 많아요,13,쇼핑 관련
강서농산물도매시장,편의시설이 잘 되어있어요,10,시설 및 편의성
강서농산물도매시장,컨셉이 독특해요,7,활동 및 즐길거리
강서농산물도매시장,트렌디해요,5,경관 및 사진
강서농산물도매시장,분위기가 편안해요,3,시설 및 편의성
강서농산물도매시장,야시장이 잘 되어있어요,3,활동 및 즐길거리
강서농산물도매시장,비싼 만큼 가치있어요,2,가격 및 가치
강서농산물도매시장,규모가 커요,2,시설 및 편의성
강서농산물도매시장,방문객이 많아요,1,시설 및 편의성
강서농산물도매시장,붐비지 않아요,1,기타
오금오름공원,뷰가 좋아요,16,경관 및 사진
오금오름공원,산책로가 잘 되어있어요,14,활동 및 즐길거리
오금오름공원,관리가 잘 되어있어요,8,시설 및 편의성
오금오름공원,붐비지 않아요,7,기타
오금오름공원,자연 경관이 좋아요,4,경관 및 사진
오금오름공원,사진이 잘 나와요,3,경관 및 사진
오금오름공원,볼거리가 많아요,2,활동 및 즐길거리
오금오름공원,조용히 쉬기 좋아요,2,시설 및 편의성
오금오름공원,편의시설이 잘 되어있어요,1,시설 및 편의성
오금오름공원,아이와 가기 좋아요,1,활동 및 즐길거리
오금오름공원,반려동물과 가기 좋아요,1,시설 및 편의성
오금오름공원,화장실이 깨끗해요,1,시설 및 편의성
용산공원 반환부지,뷰가 좋아요,8,경관 및 사진
용산공원 반환부지,산책로가 잘 되어있어요,7,활동 및 즐길거리
용산공원 반환부지,사진이 잘 나와요,6,경관 및 사진
용산공원 반환부지,관리가 잘 되어있어요,4,시설 및 편의성
용산공원 반환부지,볼거리가 많아요,3,활동 및 즐길거리
용산공원 반환부지,컨셉이 독특해요,2,활동 및 즐길거리
용산공원 반환부지,방문객이 많아요,2,시설 및 편의성
용산공원 반환부지,붐비지 않아요,2,기타
용산공원 반환부지,조용히 쉬기 좋아요,1,시설 및 편의성
용산공원 반환부지,아이와 가기 좋아요,1,활동 및 즐길거리
약령시장,뷰가 좋아요,8,경관 및 사진
약령시장,볼거리가 많아요,7,활동 및 즐길거리
약령시장,관리가 잘 되어있어요,5,시설 및 편의성
약령시장,산책로가 잘 되어있어요,4,활동 및 즐길거리
약령시장,사진이 잘 나와요,3,경관 및 사진
약령시장,주차하기 편해요,2,시설 및 편의성
약령시장,가격이 합리적이에요,2,가격 및 가치
약령시장,먹거리가 풍부해요,1,활동 및 즐길거리
약령시장,체험 프로그램이 다양해요,1,활동 및 즐길거리
뚝섬 한강공원 수영장,가격이 합리적이에요,7,가격 및 가치
뚝섬 한강공원 수영장,수심이 다양해요,5,시설 및 편의성
뚝섬 한강공원 수영장,시설이 깔끔해요,5,시설 및 편의성
뚝섬 한강공원 수영장,규모가 커요,4,시설 및 편의성
뚝섬 한강공원 수영장,야외에서 놀기 좋아요,2,활동 및 즐길거리
뚝섬 한강공원 수영장,샤워실이 잘 되어있어요,2,시설 및 편의성
뚝섬 한강공원 수영장,물이 깨끗해요,2,시설 및 편의성
뚝섬 한강공원 수영장,안전하게 관리해요,1,서비스
뚝섬 한강공원 수영장,아이와 가기 좋아요,1,활동 및 즐길거리
정릉(신덕왕후),산책로가 잘 되어있어요,12,활동 및 즐길거리
정릉(신덕왕후),붐비지 않아요,11,기타
정릉(신덕왕후),관리가 잘 되어있어요,9,시설 및 편의성
정릉(신덕왕후),사진이 잘 나와요,8,경관 및 사진
정릉(신덕왕후),가격이 합리적이에요,6,가격 및 가치
정릉(신덕왕후),아이와 가기 좋아요,4,활동 및 즐길거리
정릉(신덕왕후),설명이 잘 되어있어요,3,서비스
정릉(신덕왕후),볼거리가 많아요,2,활동 및 즐길거리
정릉(신덕왕후),주차하기 편해요,2,시설 및 편의성
정릉(신덕왕후),체험 프로그램이 다양해요,2,활동 및 즐길거리
정릉(신덕왕후),뷰가 좋아요,2,경관 및 사진
정릉(신덕왕후),대중교통이 편해요,1,시설 및 편의성
정릉(신덕왕후),규모가 커요,1,시설 및 편의성
정릉(신덕왕후),경관이 독특해요,1,경관 및 사진
양천공원,산책로가 잘 되어있어요,23,활동 및 즐길거리
양천공원,관리가 잘 되어있어요,12,시설 및 편의성
양천공원,뷰가 좋아요,10,경관 및 사진
양천공원,방문객이 많아요,6,시설 및 편의성
양천공원,편의시설이 잘 되어있어요,4,시설 및 편의성
양천공원,사진이 잘 나와요,4,경관 및 사진
양천공원,볼거리가 많아요,3,활동 및 즐길거리
양천공원,주차하기 편해요,3,시설 및 편의성
양천공원,조용히 쉬기 좋아요,2,시설 및 편의성
양천공원,자연 경관이 좋아요,2,경관 및 사진
양천공원,붐비지 않아요,2,기타
양천공원,아이와 가기 좋아요,1,활동 및 즐길거리
양천공원,반려동물과 가기 좋아요,1,시설 및 편의성
양천공원,피크닉하기 좋아요,1,활동 및 즐길거리
봉화산,뷰가 좋아요,20,경관 및 사진
봉화산,사진이 잘 나와요,10,경관 및 사진
봉화산,붐비지 않아요,9,기타
봉화산,경관이 독특해요,4,경관 및 사진
봉화산,볼거리가 많아요,3,활동 및 즐길거리
봉화산,관리가 잘 되어있어요,3,시설 및 편의성
봉화산,조용히 쉬기 좋아요,3,시설 및 편의성
봉화산,대중교통이 편해요,3,시설 및 편의성
봉화산,산책로가 잘 되어있어요,3,활동 및 즐길거리
봉화산,반려동물과 가기 좋아요,2,시설 및 편의성
봉화산,화장실이 깨끗해요,2,시설 및 편의성
봉화산,방문객이 많아요,1,시설 및 편의성
봉화산,편의시설이 잘 되어있어요,1,시설 및 편의성
봉화산,아이와 가기 좋아요,1,활동 및 즐길거리
봉화산,주차하기 편해요,1,시설 및 편의성
오동근린공원,산책로가 잘 되어있어요,5,활동 및 즐길거리
오동근린공원,뷰가 좋아요,5,경관 및 사진
오동근린공원,관리가 잘 되어있어요,3,시설 및 편의성
오동근린공원,붐비지 않아요,3,기타
오동근린공원,체험 프로그램이 다양해요,2,활동 및 즐길거리
오동근린공원,볼거리가 많아요,1,활동 및 즐길거리
오동근린공원,편의시설이 잘 되어있어요,1,시설 및 편의성
오동근린공원,조용히 쉬기 좋아요,1,시설 및 편의성
오동근린공원,자연 경관이 좋아요,1,경관 및 사진
오동근린공원,화장실이 깨끗해요,1,시설 및 편의성
롯데아울렛 서울역점,가성비가 좋아요,547,가격 및 가치
롯데아울렛 서울역점,종류가 다양해요,455,쇼핑 관련
롯데아울렛 서울역점,친절해요,378,서비스
롯데아울렛 서울역점,품질이 좋아요,349,가격 및 가치
롯데아울렛 서울역점,매장이 넓어요,244,쇼핑 관련
롯데아울렛 서울역점,시설이 깔끔해요,175,시설 및 편의성
롯데아울렛 서울역점,특색 있는 제품이 많아요,156,쇼핑 관련
롯데아울렛 서울역점,주차하기 편해요,122,시설 및 편의성
롯데아울렛 서울역점,분위기가 편안해요,102,시설 및 편의성
롯데아울렛 서울역점,비싼 만큼 가치있어요,75,가격 및 가치
롯데아울렛 서울역점,트렌디해요,11,경관 및 사진
롯데아울렛 서울역점,신상품이 많아요,7,쇼핑 관련
롯데아울렛 서울역점,추천을 잘해줘요,7,서비스
롯데아울렛 서울역점,설명이 자세해요,3,서비스
롯데아울렛 서울역점,고급스러워요,3,경관 및 사진
롯데아울렛 서울역점,아기자기해요,1,경관 및 사진
롯데아울렛 서울역점,독특한 디자인이 많아요,1,경관 및 사진
롯데아울렛 서울역점,사이즈가 다양해요,1,쇼핑 관련
104고지전적비,사진이 잘 나와요,91,경관 및 사진
104고지전적비,볼거리가 많아요,58,활동 및 즐길거리
104고지전적비,붐비지 않아요,40,기타
104고지전적비,가격이 합리적이에요,37,가격 및 가치
104고지전적비,관리가 잘 되어있어요,31,시설 및 편의성
104고지전적비,주차하기 편해요,28,시설 및 편의성
104고지전적비,설명이 잘 되어있어요,26,서비스
104고지전적비,아이와 가기 좋아요,21,활동 및 즐길거리
104고지전적비,체험 프로그램이 다양해요,16,활동 및 즐길거리
104고지전적비,산책로가 잘 되어있어요,11,활동 및 즐길거리
104고지전적비,방문객이 많아요,1,시설 및 편의성
104고지전적비,대중교통이 편해요,1,시설 및 편의성
104고지전적비,규모가 커요,1,시설 및 편의성
104고지전적비,뷰가 좋아요,1,경관 및 사진
용마랜드,뷰가 좋아요,12,경관 및 사진
용마랜드,사진이 잘 나와요,9,경관 및 사진
용마랜드,볼거리가 많아요,8,활동 및 즐길거리
용마랜드,관리가 잘 되어있어요,6,시설 및 편의성
용마랜드,반려동물과 가기 좋아요,5,시설 및 편의성
용마랜드,붐비지 않아요,4,기타
용마랜드,편의시설이 잘 되어있어요,3,시설 및 편의성
용마랜드,주차하기 편해요,3,시설 및 편의성
용마랜드,조용히 쉬기 좋아요,2,시설 및 편의성
용마랜드,산책로가 잘 되어있어요,2,활동 및 즐길거리
용마랜드,컨셉이 독특해요,1,활동 및 즐길거리
용마랜드,먹거리가 풍부해요,1,활동 및 즐길거리
용마랜드,아이와 가기 좋아요,1,활동 및 즐길거리
용마랜드,친절해요,1,서비스
용마랜드,자연 경관이 좋아요,1,경관 및 사진
용마랜드,유익해요,1,서비스
통인가게 미술,친절해요,25,서비스
통인가게 미술,특색 있는 제품이 많아요,14,쇼핑 관련
통인가게 미술,종류가 다양해요,14,쇼핑 관련
통인가게 미술,분위기가 편안해요,11,시설 및 편의성
통인가게 미술,품질이 좋아요,10,가격 및 가치
통인가게 미술,가성비가 좋아요,8,가격 및 가치
통인가게 미술,시설이 깔끔해요,6,시설 및 편의성
통인가게 미술,매장이 넓어요,6,쇼핑 관련
통인가게 미술,비싼 만큼 가치있어요,5,가격 및 가치
통인가게 미술,인테리어가 멋져요,3,경관 및 사진
통인가게 미술,컨셉이 독특해요,2,활동 및 즐길거리
통인가게 미술,아기자기해요,1,경관 및 사진
통인가게 미술,독특한 디자인이 많아요,1,경관 및 사진
통인가게 미술,주차하기 편해요,1,시설 및 편의성
통인가게 미술,사진이 잘 나와요,1,경관 및 사진
통인가게 미술,예쁜 소품이 많아요,1,경관 및 사진
통인가게 미술,트렌디해요,1,경관 및 사진
롯데월드,놀이기구가 다양해요,9074,활동 및 즐길거리
롯데월드,볼거리가 많아요,8780,활동 및 즐길거리
롯데월드,아이와 가기 좋아요,4569,활동 및 즐길거리
롯데월드,먹거리가 풍부해요,4209,활동 및 즐길거리
롯데월드,사진이 잘 나와요,4008,경관 및 사진
롯데월드,가격이 합리적이에요,2051,가격 및 가치
롯데월드,주차하기 편해요,1795,시설 및 편의성
롯데월드,체험 프로그램이 다양해요,1476,활동 및 즐길거리
롯데월드,규모가 커요,524,시설 및 편의성
롯데월드,친절해요,453,서비스
롯데월드,시설이 깔끔해요,289,시설 및 편의성
롯데월드,편의시설이 잘 되어있어요,213,시설 및 편의성
롯데월드,안전하게 관리해요,96,서비스
롯데월드,유익해요,66,서비스
롯데월드,컨셉이 독특해요,49,활동 및 즐길거리
롯데월드,대기시간이 짧아요,36,기타
롯데월드,수질 관리가 잘돼요,14,시설 및 편의성
롯데월드,셔틀버스가 잘 되어있어요,10,시설 및 편의성
롯데월드,샤워실이 잘 되어있어요,7,시설 및 편의성
롯데월드,숙박하기 좋아요,5,시설 및 편의성
롯데월드,반려동물과 가기 좋아요,3,시설 및 편의성
롯데월드,동물 관리가 잘 되어있어요,2,시설 및 편의성
세운상가,친절해요,25,서비스
세운상가,주차하기 편해요,19,시설 및 편의성
세운상가,가성비가 좋아요,14,가격 및 가치
세운상가,종류가 다양해요,14,쇼핑 관련
세운상가,품질이 좋아요,8,가격 및 가치
세운상가,특색 있는 제품이 많아요,6,쇼핑 관련
세운상가,매장이 넓어요,4,쇼핑 관련
세운상가,시설이 깔끔해요,3,시설 및 편의성
세운상가,비싼 만큼 가치있어요,2,가격 및 가치
서초구민체육센터수영장,시설이 깔끔해요,7,시설 및 편의성
서초구민체육센터수영장,가격이 합리적이에요,5,가격 및 가치
서초구민체육센터수영장,휴게공간이 잘 되어있어요,3,시설 및 편의성
서초구민체육센터수영장,학생과 소통을 잘해요,2,서비스
서초구민체육센터수영장,물이 깨끗해요,2,시설 및 편의성
서초구민체육센터수영장,수업이 체계적이에요,1,서비스
서초구민체육센터수영장,안전하게 관리해요,1,서비스
서초구민체육센터수영장,주차하기 편해요,1,시설 및 편의성
황궁우,붐비지 않아요,10,기타
황궁우,사진이 잘 나와요,8,경관 및 사진
황궁우,근처에 갈 곳이 많아요,6,시설 및 편의성
황궁우,아이와 가기 좋아요,5,활동 및 즐길거리
황궁우,경관이 독특해요,4,경관 및 사진
황궁우,볼거리가 많아요,3,활동 및 즐길거리
황궁우,관리가 잘 되어있어요,3,시설 및 편의성
황궁우,산책로가 잘 되어있어요,3,활동 및 즐길거리
황궁우,뷰가 좋아요,3,경관 및 사진
황궁우,설명이 잘 되어있어요,1,서비스
황궁우,편의시설이 잘 되어있어요,1,시설 및 편의성
황궁우,야경이 멋져요,1,경관 및 사진
황궁우,체험 프로그램이 다양해요,1,활동 및 즐길거리
황궁우,대중교통이 편해요,1,시설 및 편의성
간송미술관,유익해요,11,서비스
간송미술관,전시 구성이 알차요,10,시설 및 편의성
간송미술관,설명이 잘 되어있어요,3,서비스
간송미술관,전시 테마가 재밌어요,2,활동 및 즐길거리
간송미술관,아이와 가기 좋아요,2,활동 및 즐길거리
간송미술관,주차하기 편해요,2,시설 및 편의성
간송미술관,사진이 잘 나와요,1,경관 및 사진
간송미술관,공간이 넓어요,1,시설 및 편의성
금강제화 영등포본점,친절해요,47,서비스
금강제화 영등포본점,품질이 좋아요,46,가격 및 가치
금강제화 영등포본점,종류가 다양해요,21,쇼핑 관련
금강제화 영등포본점,매장이 넓어요,14,쇼핑 관련
금강제화 영등포본점,A/S가 세심해요,13,서비스
금강제화 영등포본점,가성비가 좋아요,12,가격 및 가치
금강제화 영등포본점,스타일 추천을 잘해줘요,10,서비스
금강제화 영등포본점,분위기가 편안해요,6,시설 및 편의성
금강제화 영등포본점,독특한 디자인이 많아요,4,경관 및 사진
금강제화 영등포본점,주차하기 편해요,3,시설 및 편의성
동림매듭공방,유익해요,10,서비스
동림매듭공방,체험 프로그램이 다양해요,8,활동 및 즐길거리
동림매듭공방,전시 구성이 알차요,6,시설 및 편의성
동림매듭공방,가격이 합리적이에요,4,가격 및 가치
동림매듭공방,전시 테마가 재밌어요,3,활동 및 즐길거리
동림매듭공방,아이와 가기 좋아요,3,활동 및 즐길거리
동림매듭공방,설명이 잘 되어있어요,2,서비스
동림매듭공방,사진이 잘 나와요,1,경관 및 사진
동림매듭공방,공간이 넓어요,1,시설 및 편의성
SLP 어린이회관 눈썰매장,즐길 거리가 많아요,259,활동 및 즐길거리
SLP 어린이회관 눈썰매장,관리가 잘 되어있어요,221,시설 및 편의성
SLP 어린이회관 눈썰매장,친절해요,220,서비스
SLP 어린이회관 눈썰매장,주차하기 편해요,198,시설 및 편의성
SLP 어린이회관 눈썰매장,가격이 합리적이에요,177,가격 및 가치
SLP 어린이회관 눈썰매장,부대시설이 잘 되어있어요,174,시설 및 편의성
SLP 어린이회관 눈썰매장,안전하게 관리해요,165,서비스
SLP 어린이회관 눈썰매장,규모가 커요,147,시설 및 편의성
SLP 어린이회관 눈썰매장,아이와 가기 좋아요,132,활동 및 즐길거리
SLP 어린이회관 눈썰매장,슬로프가 길어요,81,활동 및 즐길거리
SLP 어린이회관 눈썰매장,먹거리가 풍부해요,23,활동 및 즐길거리
SLP 어린이회관 눈썰매장,체험 프로그램이 다양해요,14,활동 및 즐길거리
SLP 어린이회관 눈썰매장,화장실이 깨끗해요,10,시설 및 편의성
SLP 어린이회관 눈썰매장,시설이 깔끔해요,6,시설 및 편의성
용산역광장,방문객이 많아요,29,시설 및 편의성
용산역광장,뷰가 좋아요,21,경관 및 사진
용산역광장,관리가 잘 되어있어요,16,시설 및 편의성
용산역광장,주차하기 편해요,14,시설 및 편의성
용산역광장,붐비지 않아요,13,기타
용산역광장,편의시설이 잘 되어있어요,12,시설 및 편의성
용산역광장,볼거리가 많아요,11,활동 및 즐길거리
용산역광장,먹거리가 풍부해요,6,활동 및 즐길거리
용산역광장,사진이 잘 나와요,6,경관 및 사진
용산역광장,산책로가 잘 되어있어요,3,활동 및 즐길거리
용산역광장,규모가 커요,1,시설 및 편의성
홍난파가옥,사진이 잘 나와요,8,경관 및 사진
홍난파가옥,근처에 갈 곳이 많아요,5,시설 및 편의성
홍난파가옥,붐비지 않아요,5,기타
홍난파가옥,볼거리가 많아요,3,활동 및 즐길거리
홍난파가옥,관리가 잘 되어있어요,3,시설 및 편의성
홍난파가옥,설명이 잘 되어있어요,2,서비스
홍난파가옥,아이와 가기 좋아요,2,활동 및 즐길거리
홍난파가옥,뷰가 좋아요,2,경관 및 사진
홍난파가옥,방문객이 많아요,1,시설 및 편의성
홍난파가옥,경관이 독특해요,1,경관 및 사진
홍난파가옥,산책로가 잘 되어있어요,1,활동 및 즐길거리
에프마켓남부낚시,종류가 다양해요,75,쇼핑 관련
에프마켓남부낚시,친절해요,54,서비스
에프마켓남부낚시,매장이 넓어요,44,쇼핑 관련
에프마켓남부낚시,시설이 깔끔해요,36,시설 및 편의성
에프마켓남부낚시,가성비가 좋아요,34,가격 및 가치
에프마켓남부낚시,주차하기 편해요,26,시설 및 편의성
에프마켓남부낚시,품질이 좋아요,23,가격 및 가치
에프마켓남부낚시,특색 있는 제품이 많아요,17,쇼핑 관련
에프마켓남부낚시,분위기가 편안해요,5,시설 및 편의성
에프마켓남부낚시,비싼 만큼 가치있어요,5,가격 및 가치
돌실나이 본사할인점,품질이 좋아요,21,가격 및 가치
돌실나이 본사할인점,친절해요,15,서비스
돌실나이 본사할인점,독특한 디자인이 많아요,13,경관 및 사진
돌실나이 본사할인점,가성비가 좋아요,9,가격 및 가치
돌실나이 본사할인점,스타일 추천을 잘해줘요,8,서비스
돌실나이 본사할인점,종류가 다양해요,8,쇼핑 관련
돌실나이 본사할인점,분위기가 편안해요,4,시설 및 편의성
돌실나이 본사할인점,A/S가 세심해요,2,서비스
백인제가옥,사진이 잘 나와요,14,경관 및 사진
백인제가옥,붐비지 않아요,9,기타
백인제가옥,관리가 잘 되어있어요,8,시설 및 편의성
백인제가옥,볼거리가 많아요,5,활동 및 즐길거리
백인제가옥,경관이 독특해요,5,경관 및 사진
백인제가옥,뷰가 좋아요,5,경관 및 사진
백인제가옥,설명이 잘 되어있어요,3,서비스
백인제가옥,근처에 갈 곳이 많아요,3,시설 및 편의성
백인제가옥,산책로가 잘 되어있어요,2,활동 및 즐길거리
백인제가옥,아이와 가기 좋아요,1,활동 및 즐길거리
백인제가옥,체험 프로그램이 다양해요,1,활동 및 즐길거리
롯데백화점 본점 에비뉴엘,친절해요,251,서비스
롯데백화점 본점 에비뉴엘,종류가 다양해요,196,쇼핑 관련
롯데백화점 본점 에비뉴엘,품질이 좋아요,191,가격 및 가치
롯데백화점 본점 에비뉴엘,특색 있는 제품이 많아요,127,쇼핑 관련
롯데백화점 본점 에비뉴엘,시설이 깔끔해요,116,시설 및 편의성
롯데백화점 본점 에비뉴엘,비싼 만큼 가치있어요,102,가격 및 가치
롯데백화점 본점 에비뉴엘,가성비가 좋아요,98,가격 및 가치
롯데백화점 본점 에비뉴엘,매장이 넓어요,89,쇼핑 관련
롯데백화점 본점 에비뉴엘,분위기가 편안해요,70,시설 및 편의성
롯데백화점 본점 에비뉴엘,주차하기 편해요,67,시설 및 편의성
롯데백화점 본점 에비뉴엘,트렌디해요,8,경관 및 사진
롯데백화점 본점 에비뉴엘,고급스러워요,4,경관 및 사진
롯데백화점 본점 에비뉴엘,선물하기 좋아요,3,쇼핑 관련
롯데백화점 본점 에비뉴엘,신상품이 많아요,3,쇼핑 관련
