Attraction,Good_Point,Selected_People,Category_Map
무수아취,사진이 잘 나와요,832,경관 및 사진
무수아취,뷰가 좋아요,726,경관 및 사진
무수아취,조용히 쉬기 좋아요,676,시설 및 편의성
무수아취,주차하기 편해요,659,시설 및 편의성
무수아취,공용시설 관리가 잘돼요,620,시설 및 편의성
무수아취,사이트 간격이 넓어요,230,시설 및 편의성
무수아취,벌레 걱정 없어요,129,시설 및 편의성
무수아취,온수가 잘 나와요,122,시설 및 편의성
무수아취,매너타임이 잘 지켜져요,121,시설 및 편의성
무수아취,친절해요,98,서비스
무수아취,개수대가 잘 되어있어요,93,시설 및 편의성
무수아취,물놀이하기 좋아요,80,활동 및 즐길거리
무수아취,그늘이 많아요,68,시설 및 편의성
무수아취,냉난방이 잘돼요,65,시설 및 편의성
무수아취,파티하기 좋아요,36,활동 및 즐길거리
무수아취,인테리어가 멋져요,33,경관 및 사진
무수아취,컨셉이 독특해요,18,활동 및 즐길거리
무수아취,아이와 가기 좋아요,18,활동 및 즐길거리
무수아취,전기 사용이 편해요,16,시설 및 편의성
무수아취,비싼 만큼 가치있어요,9,가격 및 가치
무수아취,편의시설이 잘 되어있어요,6,시설 및 편의성
무수아취,마트 이용이 편해요,6,시설 및 편의성
무수아취,취사시설이 잘 되어있어요,5,시설 및 편의성
무수아취,대중교통이 편해요,3,시설 및 편의성
무수아취,반려동물과 가기 좋아요,2,시설 및 편의성
무수아취,방음이 잘돼요,2,시설 및 편의성
무수아취,침구가 좋아요,1,시설 및 편의성
무수아취,보안시설이 잘 되어있어요,1,시설 및 편의성
서울함공원,볼거리가 많아요,80,활동 및 즐길거리
서울함공원,뷰가 좋아요,73,경관 및 사진
서울함공원,관리가 잘 되어있어요,52,시설 및 편의성
서울함공원,사진이 잘 나와요,36,경관 및 사진
서울함공원,붐비지 않아요,27,기타
서울함공원,주차하기 편해요,26,시설 및 편의성
서울함공원,산책로가 잘 되어있어요,19,활동 및 즐길거리
서울함공원,가격이 합리적이에요,15,가격 및 가치
서울함공원,체험 프로그램이 다양해요,13,활동 및 즐길거리
서울함공원,방문객이 많아요,7,시설 및 편의성
서울함공원,아이와 가기 좋아요,7,활동 및 즐길거리
서울함공원,편의시설이 잘 되어있어요,5,시설 및 편의성
서울함공원,친절해요,3,서비스
서울함공원,유익해요,3,서비스
서울함공원,컨셉이 독특해요,2,활동 및 즐길거리
서울함공원,먹거리가 풍부해요,1,활동 및 즐길거리
서울함공원,자연 경관이 좋아요,1,경관 및 사진
헬로우 에이피엠 (Hello apm),주차하기 편해요,13,시설 및 편의성
헬로우 에이피엠 (Hello apm),친절해요,8,서비스
헬로우 에이피엠 (Hello apm),가성비가 좋아요,6,가격 및 가치
헬로우 에이피엠 (Hello apm),품질이 좋아요,4,가격 및 가치
헬로우 에이피엠 (Hello apm),종류가 다양해요,4,쇼핑 관련
헬로우 에이피엠 (Hello apm),시설이 깔끔해요,3,시설 및 편의성
헬로우 에이피엠 (Hello apm),특색 있는 제품이 많아요,3,쇼핑 관련
헬로우 에이피엠 (Hello apm),매장이 넓어요,3,쇼핑 관련
헬로우 에이피엠 (Hello apm),분위기가 편안해요,1,시설 및 편의성
헬로우 에이피엠 (Hello apm),트렌디해요,1,경관 및 사진
키자니아 서울,볼거리가 많아요,63,활동 및 즐길거리
키자니아 서울,아이와 가기 좋아요,62,활동 및 즐길거리
키자니아 서울,체험 프로그램이 다양해요,52,활동 및 즐길거리
키자니아 서울,놀이기구가 다양해요,23,활동 및 즐길거리
키자니아 서울,주차하기 편해요,9,시설 및 편의성
키자니아 서울,사진이 잘 나와요,9,경관 및 사진
키자니아 서울,친절해요,8,서비스
키자니아 서울,규모가 커요,8,시설 및 편의성
키자니아 서울,먹거리가 풍부해요,5,활동 및 즐길거리
키자니아 서울,유익해요,5,서비스
키자니아 서울,가격이 합리적이에요,3,가격 및 가치
키자니아 서울,컨셉이 독특해요,2,활동 및 즐길거리
키자니아 서울,시설이 깔끔해요,2,시설 및 편의성
키자니아 서울,안전하게 관리해요,2,서비스
키자니아 서울,편의시설이 잘 되어있어요,1,시설 및 편의성
배봉산,뷰가 좋아요,8,경관 및 사진
배봉산,붐비지 않아요,6,기타
배봉산,편의시설이 잘 되어있어요,3,시설 및 편의성
배봉산,조용히 쉬기 좋아요,3,시설 및 편의성
배봉산,아이와 가기 좋아요,2,활동 및 즐길거리
배봉산,반려동물과 가기 좋아요,2,시설 및 편의성
배봉산,사진이 잘 나와요,2,경관 및 사진
배봉산,화장실이 깨끗해요,2,시설 및 편의성
배봉산,산책로가 잘 되어있어요,2,활동 및 즐길거리
배봉산,피크닉하기 좋아요,1,활동 및 즐길거리
배봉산,신기한 식물이 많아요,1,활동 및 즐길거리
배봉산,경관이 독특해요,1,경관 및 사진
만해한용운심우장,사진이 잘 나와요,6,경관 및 사진
만해한용운심우장,설명이 잘 되어있어요,5,서비스
만해한용운심우장,붐비지 않아요,4,기타
만해한용운심우장,뷰가 좋아요,4,경관 및 사진
만해한용운심우장,볼거리가 많아요,3,활동 및 즐길거리
만해한용운심우장,관리가 잘 되어있어요,3,시설 및 편의성
만해한용운심우장,아이와 가기 좋아요,2,활동 및 즐길거리
만해한용운심우장,대중교통이 편해요,2,시설 및 편의성
만해한용운심우장,근처에 갈 곳이 많아요,1,시설 및 편의성
만해한용운심우장,주차하기 편해요,1,시설 및 편의성
만해한용운심우장,체험 프로그램이 다양해요,1,활동 및 즐길거리
독립문,사진이 잘 나와요,21,경관 및 사진
독립문,산책로가 잘 되어있어요,17,활동 및 즐길거리
독립문,관리가 잘 되어있어요,11,시설 및 편의성
독립문,볼거리가 많아요,10,활동 및 즐길거리
독립문,붐비지 않아요,10,기타
독립문,아이와 가기 좋아요,4,활동 및 즐길거리
독립문,근처에 갈 곳이 많아요,4,시설 및 편의성
독립문,설명이 잘 되어있어요,3,서비스
독립문,체험 프로그램이 다양해요,3,활동 및 즐길거리
독립문,가격이 합리적이에요,2,가격 및 가치
독립문,대중교통이 편해요,2,시설 및 편의성
독립문,뷰가 좋아요,2,경관 및 사진
독립문,방문객이 많아요,1,시설 및 편의성
독립문,주차하기 편해요,1,시설 및 편의성
독립문,반려동물과 가기 좋아요,1,시설 및 편의성
독립문,규모가 커요,1,시설 및 편의성
전쟁기념관,유익해요,770,서비스
전쟁기념관,주차하기 편해요,480,시설 및 편의성
전쟁기념관,전시 구성이 알차요,443,시설 및 편의성
전쟁기념관,공간이 넓어요,253,시설 및 편의성
전쟁기념관,설명이 잘 되어있어요,234,서비스
전쟁기념관,전시 테마가 재밌어요,231,활동 및 즐길거리
전쟁기념관,아이와 가기 좋아요,140,활동 및 즐길거리
전쟁기념관,체험 프로그램이 다양해요,121,활동 및 즐길거리
전쟁기념관,가격이 합리적이에요,93,가격 및 가치
전쟁기념관,사진이 잘 나와요,50,경관 및 사진
전쟁기념관,화장실이 깨끗해요,3,시설 및 편의성
서울 중부시장,친절해요,17,서비스
서울 중부시장,종류가 다양해요,5,쇼핑 관련
서울 중부시장,볼거리가 많아요,4,활동 및 즐길거리
서울 중부시장,특색 있는 제품이 많아요,4,쇼핑 관련
서울 중부시장,품질이 좋아요,4,가격 및 가치
서울 중부시장,야시장이 잘 되어있어요,2,활동 및 즐길거리
서울 중부시장,비싼 만큼 가치있어요,2,가격 및 가치
서울 중부시장,시설이 깔끔해요,1,시설 및 편의성
서울 중부시장,먹거리가 풍부해요,1,활동 및 즐길거리
서울 중부시장,분위기가 편안해요,1,시설 및 편의성
서울 중부시장,주차하기 편해요,1,시설 및 편의성
서울 중부시장,가성비가 좋아요,1,가격 및 가치
서울 중부시장,매장이 넓어요,1,쇼핑 관련
서울 중부시장,트렌디해요,1,경관 및 사진
삼익패션타운,가성비가 좋아요,32,가격 및 가치
삼익패션타운,친절해요,29,서비스
삼익패션타운,분위기가 편안해요,13,시설 및 편의성
삼익패션타운,종류가 다양해요,12,쇼핑 관련
삼익패션타운,주차하기 편해요,8,시설 및 편의성
삼익패션타운,품질이 좋아요,8,가격 및 가치
삼익패션타운,시설이 깔끔해요,6,시설 및 편의성
삼익패션타운,특색 있는 제품이 많아요,6,쇼핑 관련
삼익패션타운,매장이 넓어요,6,쇼핑 관련
삼익패션타운,비싼 만큼 가치있어요,2,가격 및 가치
삼익패션타운,설명이 자세해요,1,서비스
흥인지문,사진이 잘 나와요,36,경관 및 사진
흥인지문,볼거리가 많아요,15,활동 및 즐길거리
흥인지문,관리가 잘 되어있어요,12,시설 및 편의성
흥인지문,산책로가 잘 되어있어요,12,활동 및 즐길거리
흥인지문,붐비지 않아요,9,기타
흥인지문,근처에 갈 곳이 많아요,6,시설 및 편의성
흥인지문,대중교통이 편해요,6,시설 및 편의성
흥인지문,야경이 멋져요,4,경관 및 사진
흥인지문,방문객이 많아요,3,시설 및 편의성
흥인지문,아이와 가기 좋아요,3,활동 및 즐길거리
흥인지문,뷰가 좋아요,3,경관 및 사진
흥인지문,경관이 독특해요,2,경관 및 사진
흥인지문,설명이 잘 되어있어요,1,서비스
흥인지문,편의시설이 잘 되어있어요,1,시설 및 편의성
흥인지문,가격이 합리적이에요,1,가격 및 가치
롯데월드 아쿠아리움,볼거리가 많아요,6630,활동 및 즐길거리
롯데월드 아쿠아리움,관리가 잘 되어있어요,4791,시설 및 편의성
롯데월드 아쿠아리움,규모가 커요,4649,시설 및 편의성
롯데월드 아쿠아리움,사진이 잘 나와요,2386,경관 및 사진
롯데월드 아쿠아리움,주차하기 편해요,2139,시설 및 편의성
롯데월드 아쿠아리움,설명이 잘 되어있어요,1314,서비스
롯데월드 아쿠아리움,체험 프로그램이 다양해요,1136,활동 및 즐길거리
롯데월드 아쿠아리움,가격이 합리적이에요,996,가격 및 가치
롯데월드 아쿠아리움,공연이 재밌어요,793,활동 및 즐길거리
롯데월드 아쿠아리움,화장실이 깨끗해요,258,시설 및 편의성
롯데월드 아쿠아리움,뷰가 좋아요,78,경관 및 사진
롯데월드 아쿠아리움,인테리어가 멋져요,68,경관 및 사진
롯데월드 아쿠아리움,컨셉이 독특해요,50,활동 및 즐길거리
롯데월드 아쿠아리움,먹거리가 풍부해요,30,활동 및 즐길거리
롯데월드 아쿠아리움,피크닉하기 좋아요,21,활동 및 즐길거리
롯데월드 아쿠아리움,야외 공간이 멋져요,13,경관 및 사진
롯데월드 아쿠아리움,반려동물과 가기 좋아요,5,시설 및 편의성
남산 야외식물원,산책로가 잘 되어있어요,125,활동 및 즐길거리
남산 야외식물원,주차하기 편해요,68,시설 및 편의성
남산 야외식물원,볼거리가 많아요,35,활동 및 즐길거리
남산 야외식물원,가격이 합리적이에요,31,가격 및 가치
남산 야외식물원,뷰가 좋아요,25,경관 및 사진
남산 야외식물원,편의시설이 잘 되어있어요,19,시설 및 편의성
남산 야외식물원,사진이 잘 나와요,19,경관 및 사진
남산 야외식물원,신기한 식물이 많아요,14,활동 및 즐길거리
남산 야외식물원,화장실이 깨끗해요,14,시설 및 편의성
남산 야외식물원,대중교통이 편해요,4,시설 및 편의성
선유도공원,뷰가 좋아요,58,경관 및 사진
선유도공원,산책로가 잘 되어있어요,43,활동 및 즐길거리
선유도공원,사진이 잘 나와요,35,경관 및 사진
선유도공원,관리가 잘 되어있어요,24,시설 및 편의성
선유도공원,붐비지 않아요,23,기타
선유도공원,볼거리가 많아요,22,활동 및 즐길거리
선유도공원,자연 경관이 좋아요,11,경관 및 사진
선유도공원,방문객이 많아요,6,시설 및 편의성
선유도공원,주차하기 편해요,6,시설 및 편의성
선유도공원,피크닉하기 좋아요,5,활동 및 즐길거리
선유도공원,편의시설이 잘 되어있어요,4,시설 및 편의성
선유도공원,조용히 쉬기 좋아요,4,시설 및 편의성
선유도공원,아이와 가기 좋아요,2,활동 및 즐길거리
선유도공원,규모가 커요,2,시설 및 편의성
선유도공원,화장실이 깨끗해요,2,시설 및 편의성
선유도공원,근처에 갈 곳이 많아요,1,시설 및 편의성
선유도공원,반려동물과 가기 좋아요,1,시설 및 편의성
선유도공원,체험 프로그램이 다양해요,1,활동 및 즐길거리
중명전,사진이 잘 나와요,10,경관 및 사진
중명전,볼거리가 많아요,7,활동 및 즐길거리
중명전,관리가 잘 되어있어요,7,시설 및 편의성
중명전,붐비지 않아요,6,기타
중명전,설명이 잘 되어있어요,3,서비스
중명전,아이와 가기 좋아요,2,활동 및 즐길거리
중명전,대중교통이 편해요,2,시설 및 편의성
중명전,근처에 갈 곳이 많아요,1,시설 및 편의성
중명전,주차하기 편해요,1,시설 및 편의성
중명전,체험 프로그램이 다양해요,1,활동 및 즐길거리
중명전,산책로가 잘 되어있어요,1,활동 및 즐길거리
중명전,뷰가 좋아요,1,경관 및 사진
양화한강공원,뷰가 좋아요,47,경관 및 사진
양화한강공원,산책로가 잘 되어있어요,36,활동 및 즐길거리
양화한강공원,관리가 잘 되어있어요,17,시설 및 편의성
양화한강공원,사진이 잘 나와요,14,경관 및 사진
양화한강공원,볼거리가 많아요,10,활동 및 즐길거리
양화한강공원,붐비지 않아요,10,기타
양화한강공원,주차하기 편해요,9,시설 및 편의성
양화한강공원,방문객이 많아요,8,시설 및 편의성
양화한강공원,자연 경관이 좋아요,8,경관 및 사진
양화한강공원,반려동물과 가기 좋아요,6,시설 및 편의성
양화한강공원,편의시설이 잘 되어있어요,4,시설 및 편의성
양화한강공원,조용히 쉬기 좋아요,3,시설 및 편의성
양화한강공원,피크닉하기 좋아요,3,활동 및 즐길거리
양화한강공원,먹거리가 풍부해요,2,활동 및 즐길거리
양화한강공원,친절해요,1,서비스
양화한강공원,근처에 갈 곳이 많아요,1,시설 및 편의성
양화한강공원,대중교통이 편해요,1,시설 및 편의성
양화한강공원,규모가 커요,1,시설 및 편의성
수락산,뷰가 좋아요,47,경관 및 사진
수락산,사진이 잘 나와요,24,경관 및 사진
수락산,경관이 독특해요,23,경관 및 사진
수락산,대중교통이 편해요,13,시설 및 편의성
수락산,붐비지 않아요,12,기타
수락산,볼거리가 많아요,11,활동 및 즐길거리
수락산,주차하기 편해요,5,시설 및 편의성
수락산,산책로가 잘 되어있어요,5,활동 및 즐길거리
수락산,방문객이 많아요,4,시설 및 편의성
수락산,조용히 쉬기 좋아요,4,시설 및 편의성
수락산,근처에 갈 곳이 많아요,3,시설 및 편의성
수락산,코스가 길어요,2,기타
수락산,편의시설이 잘 되어있어요,2,시설 및 편의성
수락산,피크닉하기 좋아요,2,활동 및 즐길거리
수락산,먹거리가 풍부해요,1,활동 및 즐길거리
수락산,반려동물과 가기 좋아요,1,시설 및 편의성
수락산,신기한 식물이 많아요,1,활동 및 즐길거리
수락산,화장실이 깨끗해요,1,시설 및 편의성
국립고궁박물관,유익해요,89,서비스
국립고궁박물관,전시 구성이 알차요,63,시설 및 편의성
국립고궁박물관,설명이 잘 되어있어요,48,서비스
국립고궁박물관,체험 프로그램이 다양해요,36,활동 및 즐길거리
국립고궁박물관,아이와 가기 좋아요,33,활동 및 즐길거리
국립고궁박물관,전시 테마가 재밌어요,26,활동 및 즐길거리
국립고궁박물관,가격이 합리적이에요,22,가격 및 가치
국립고궁박물관,공간이 넓어요,18,시설 및 편의성
국립고궁박물관,화장실이 깨끗해요,8,시설 및 편의성
국립고궁박물관,사진이 잘 나와요,7,경관 및 사진
국립고궁박물관,주차하기 편해요,6,시설 및 편의성
국립고궁박물관,컨셉이 독특해요,1,활동 및 즐길거리
국립고궁박물관,반려동물과 가기 좋아요,1,시설 및 편의성
IFC몰,종류가 다양해요,631,쇼핑 관련
IFC몰,친절해요,582,서비스
IFC몰,매장이 넓어요,545,쇼핑 관련
IFC몰,가성비가 좋아요,506,가격 및 가치
IFC몰,시설이 깔끔해요,431,시설 및 편의성
IFC몰,품질이 좋아요,396,가격 및 가치
IFC몰,분위기가 편안해요,277,시설 및 편의성
IFC몰,주차하기 편해요,246,시설 및 편의성
IFC몰,특색 있는 제품이 많아요,223,쇼핑 관련
IFC몰,비싼 만큼 가치있어요,124,가격 및 가치
IFC몰,트렌디해요,5,경관 및 사진
IFC몰,고급스러워요,2,경관 및 사진
IFC몰,컨셉이 독특해요,1,활동 및 즐길거리
IFC몰,아기자기해요,1,경관 및 사진
IFC몰,독특한 디자인이 많아요,1,경관 및 사진
IFC몰,선물하기 좋아요,1,쇼핑 관련
IFC몰,인테리어가 멋져요,1,경관 및 사진
IFC몰,예쁜 소품이 많아요,1,경관 및 사진
IFC몰,신상품이 많아요,1,쇼핑 관련
관악산 낙성대공원,뷰가 좋아요,38,경관 및 사진
관악산 낙성대공원,산책로가 잘 되어있어요,36,활동 및 즐길거리
관악산 낙성대공원,관리가 잘 되어있어요,29,시설 및 편의성
관악산 낙성대공원,주차하기 편해요,22,시설 및 편의성
관악산 낙성대공원,사진이 잘 나와요,21,경관 및 사진
관악산 낙성대공원,편의시설이 잘 되어있어요,12,시설 및 편의성
관악산 낙성대공원,붐비지 않아요,12,기타
관악산 낙성대공원,가격이 합리적이에요,11,가격 및 가치
관악산 낙성대공원,볼거리가 많아요,10,활동 및 즐길거리
관악산 낙성대공원,체험 프로그램이 다양해요,8,활동 및 즐길거리
관악산 낙성대공원,방문객이 많아요,7,시설 및 편의성
관악산 낙성대공원,먹거리가 풍부해요,7,활동 및 즐길거리
관악산 낙성대공원,자연 경관이 좋아요,4,경관 및 사진
관악산 낙성대공원,반려동물과 가기 좋아요,2,시설 및 편의성
관악산 낙성대공원,유익해요,2,서비스
관악산 낙성대공원,조용히 쉬기 좋아요,1,시설 및 편의성
관악산 낙성대공원,아이와 가기 좋아요,1,활동 및 즐길거리
관악산 낙성대공원,근처에 갈 곳이 많아요,1,시설 및 편의성
다이나믹 메이즈 (서울 인사동점),아이와 가기 좋아요,1771,활동 및 즐길거리
다이나믹 메이즈 (서울 인사동점),체험 프로그램이 다양해요,1203,활동 및 즐길거리
다이나믹 메이즈 (서울 인사동점),볼거리가 많아요,895,활동 및 즐길거리
다이나믹 메이즈 (서울 인사동점),놀이기구가 다양해요,779,활동 및 즐길거리
다이나믹 메이즈 (서울 인사동점),사진이 잘 나와요,698,경관 및 사진
다이나믹 메이즈 (서울 인사동점),가격이 합리적이에요,546,가격 및 가치
다이나믹 메이즈 (서울 인사동점),컨셉이 독특해요,176,활동 및 즐길거리
다이나믹 메이즈 (서울 인사동점),친절해요,172,서비스
다이나믹 메이즈 (서울 인사동점),주차하기 편해요,92,시설 및 편의성
다이나믹 메이즈 (서울 인사동점),시설이 깔끔해요,83,시설 및 편의성
다이나믹 메이즈 (서울 인사동점),규모가 커요,73,시설 및 편의성
다이나믹 메이즈 (서울 인사동점),안전하게 관리해요,60,서비스
다이나믹 메이즈 (서울 인사동점),대기시간이 짧아요,44,기타
다이나믹 메이즈 (서울 인사동점),먹거리가 풍부해요,43,활동 및 즐길거리
다이나믹 메이즈 (서울 인사동점),유익해요,29,서비스
다이나믹 메이즈 (서울 인사동점),편의시설이 잘 되어있어요,11,시설 및 편의성
다이나믹 메이즈 (서울 인사동점),샤워실이 잘 되어있어요,1,시설 및 편의성
다이나믹 메이즈 (서울 인사동점),수질 관리가 잘돼요,1,시설 및 편의성
서대문독립공원,주차하기 편해요,113,시설 및 편의성
서대문독립공원,관리가 잘 되어있어요,84,시설 및 편의성
서대문독립공원,산책로가 잘 되어있어요,73,활동 및 즐길거리
서대문독립공원,볼거리가 많아요,62,활동 및 즐길거리
서대문독립공원,뷰가 좋아요,53,경관 및 사진
서대문독립공원,가격이 합리적이에요,31,가격 및 가치
서대문독립공원,체험 프로그램이 다양해요,20,활동 및 즐길거리
서대문독립공원,사진이 잘 나와요,17,경관 및 사진
서대문독립공원,편의시설이 잘 되어있어요,15,시설 및 편의성
서대문독립공원,먹거리가 풍부해요,4,활동 및 즐길거리
서대문독립공원,방문객이 많아요,3,시설 및 편의성
서대문독립공원,붐비지 않아요,2,기타
서대문독립공원,아이와 가기 좋아요,1,활동 및 즐길거리
서대문독립공원,반려동물과 가기 좋아요,1,시설 및 편의성
서대문독립공원,유익해요,1,서비스
대림중앙시장,볼거리가 많아요,6,활동 및 즐길거리
대림중앙시장,친절해요,5,서비스
대림중앙시장,컨셉이 독특해요,2,활동 및 즐길거리
대림중앙시장,시설이 깔끔해요,2,시설 및 편의성
대림중앙시장,주차하기 편해요,2,시설 및 편의성
대림중앙시장,특색 있는 제품이 많아요,2,쇼핑 관련
대림중앙시장,트렌디해요,2,경관 및 사진
대림중앙시장,먹거리가 풍부해요,1,활동 및 즐길거리
대림중앙시장,분위기가 편안해요,1,시설 및 편의성
대림중앙시장,매장이 넓어요,1,쇼핑 관련
대림중앙시장,종류가 다양해요,1,쇼핑 관련
서울역사박물관,유익해요,20,서비스
서울역사박물관,전시 구성이 알차요,14,시설 및 편의성
서울역사박물관,설명이 잘 되어있어요,10,서비스
서울역사박물관,전시 테마가 재밌어요,5,활동 및 즐길거리
서울역사박물관,주차하기 편해요,5,시설 및 편의성
서울역사박물관,가격이 합리적이에요,3,가격 및 가치
서울역사박물관,공간이 넓어요,3,시설 및 편의성
서울역사박물관,아이와 가기 좋아요,2,활동 및 즐길거리
서울역사박물관,체험 프로그램이 다양해요,2,활동 및 즐길거리
서울역사박물관,뷰가 좋아요,1,경관 및 사진
더현대 서울,종류가 다양해요,1038,쇼핑 관련
더현대 서울,친절해요,801,서비스
더현대 서울,특색 있는 제품이 많아요,678,쇼핑 관련
더현대 서울,매장이 넓어요,607,쇼핑 관련
더현대 서울,품질이 좋아요,561,가격 및 가치
더현대 서울,시설이 깔끔해요,540,시설 및 편의성
더현대 서울,주차하기 편해요,307,시설 및 편의성
더현대 서울,가성비가 좋아요,293,가격 및 가치
더현대 서울,비싼 만큼 가치있어요,272,가격 및 가치
더현대 서울,분위기가 편안해요,263,시설 및 편의성
더현대 서울,트렌디해요,155,경관 및 사진
더현대 서울,고급스러워요,30,경관 및 사진
더현대 서울,컨셉이 독특해요,27,활동 및 즐길거리
더현대 서울,아기자기해요,24,경관 및 사진
더현대 서울,선물하기 좋아요,23,쇼핑 관련
더현대 서울,신상품이 많아요,21,쇼핑 관련
더현대 서울,인테리어가 멋져요,20,경관 및 사진
더현대 서울,예쁜 소품이 많아요,18,경관 및 사진
더현대 서울,포장이 정성스러워요,13,서비스
더현대 서울,독특한 디자인이 많아요,8,경관 및 사진
더현대 서울,설명이 자세해요,7,서비스
더현대 서울,사진이 잘 나와요,7,경관 및 사진
더현대 서울,추천을 잘해줘요,7,서비스
더현대 서울,주문제작을 잘해줘요,2,서비스
더현대 서울,사이즈가 다양해요,1,쇼핑 관련
서울 효창공원,사진이 잘 나와요,14,경관 및 사진
서울 효창공원,산책로가 잘 되어있어요,14,활동 및 즐길거리
서울 효창공원,붐비지 않아요,10,기타
서울 효창공원,볼거리가 많아요,9,활동 및 즐길거리
서울 효창공원,관리가 잘 되어있어요,7,시설 및 편의성
서울 효창공원,아이와 가기 좋아요,5,활동 및 즐길거리
서울 효창공원,주차하기 편해요,5,시설 및 편의성
서울 효창공원,가격이 합리적이에요,3,가격 및 가치
서울 효창공원,규모가 커요,2,시설 및 편의성
서울 효창공원,화장실이 깨끗해요,2,시설 및 편의성
서울 효창공원,뷰가 좋아요,2,경관 및 사진
서울 효창공원,근처에 갈 곳이 많아요,1,시설 및 편의성
서울 효창공원,반려동물과 가기 좋아요,1,시설 및 편의성
서울 효창공원,체험 프로그램이 다양해요,1,활동 및 즐길거리
파크하비오 워터킹덤&스파,시설이 깔끔해요,1761,시설 및 편의성
파크하비오 워터킹덤&스파,주차하기 편해요,1650,시설 및 편의성
파크하비오 워터킹덤&스파,샤워실이 잘 되어있어요,1087,시설 및 편의성
파크하비오 워터킹덤&스파,수질 관리가 잘돼요,1017,시설 및 편의성
파크하비오 워터킹덤&스파,규모가 커요,1000,시설 및 편의성
파크하비오 워터킹덤&스파,안전하게 관리해요,962,서비스
파크하비오 워터킹덤&스파,부대시설이 잘 되어있어요,828,시설 및 편의성
파크하비오 워터킹덤&스파,놀이기구가 다양해요,769,활동 및 즐길거리
파크하비오 워터킹덤&스파,친절해요,695,서비스
파크하비오 워터킹덤&스파,가격이 합리적이에요,540,가격 및 가치
파크하비오 워터킹덤&스파,아이와 가기 좋아요,243,활동 및 즐길거리
파크하비오 워터킹덤&스파,물이 따뜻해요,67,시설 및 편의성
파크하비오 워터킹덤&스파,대기시간이 짧아요,42,기타
파크하비오 워터킹덤&스파,수심이 다양해요,28,시설 및 편의성
파크하비오 워터킹덤&스파,먹거리가 풍부해요,15,활동 및 즐길거리
파크하비오 워터킹덤&스파,컨셉이 독특해요,11,활동 및 즐길거리
파크하비오 워터킹덤&스파,숙박하기 좋아요,10,시설 및 편의성
파크하비오 워터킹덤&스파,체험 프로그램이 다양해요,7,활동 및 즐길거리
파크하비오 워터킹덤&스파,사진이 잘 나와요,4,경관 및 사진
파크하비오 워터킹덤&스파,인테리어가 멋져요,3,경관 및 사진
파크하비오 워터킹덤&스파,볼거리가 많아요,1,활동 및 즐길거리
서울창포원,산책로가 잘 되어있어요,26,활동 및 즐길거리
서울창포원,볼거리가 많아요,21,활동 및 즐길거리
서울창포원,뷰가 좋아요,14,경관 및 사진
서울창포원,화장실이 깨끗해요,10,시설 및 편의성
서울창포원,편의시설이 잘 되어있어요,6,시설 및 편의성
서울창포원,가격이 합리적이에요,6,가격 및 가치
서울창포원,신기한 식물이 많아요,5,활동 및 즐길거리
서울창포원,주차하기 편해요,4,시설 및 편의성
서울창포원,대중교통이 편해요,2,시설 및 편의성
서울창포원,사진이 잘 나와요,1,경관 및 사진
전쟁과여성인권박물관,유익해요,29,서비스
전쟁과여성인권박물관,전시 구성이 알차요,26,시설 및 편의성
전쟁과여성인권박물관,설명이 잘 되어있어요,25,서비스
전쟁과여성인권박물관,전시 테마가 재밌어요,9,활동 및 즐길거리
전쟁과여성인권박물관,체험 프로그램이 다양해요,8,활동 및 즐길거리
전쟁과여성인권박물관,가격이 합리적이에요,7,가격 및 가치
전쟁과여성인권박물관,아이와 가기 좋아요,2,활동 및 즐길거리
전쟁과여성인권박물관,공간이 넓어요,2,시설 및 편의성
아쿠아플라넷 63,공연이 재밌어요,2717,활동 및 즐길거리
아쿠아플라넷 63,볼거리가 많아요,2687,활동 및 즐길거리
아쿠아플라넷 63,관리가 잘 되어있어요,2604,시설 및 편의성
아쿠아플라넷 63,주차하기 편해요,2512,시설 및 편의성
아쿠아플라넷 63,사진이 잘 나와요,1383,경관 및 사진
아쿠아플라넷 63,가격이 합리적이에요,1225,가격 및 가치
아쿠아플라넷 63,규모가 커요,1159,시설 및 편의성
아쿠아플라넷 63,설명이 잘 되어있어요,698,서비스
아쿠아플라넷 63,체험 프로그램이 다양해요,671,활동 및 즐길거리
아쿠아플라넷 63,뷰가 좋아요,217,경관 및 사진
아쿠아플라넷 63,화장실이 깨끗해요,211,시설 및 편의성
아쿠아플라넷 63,인테리어가 멋져요,45,경관 및 사진
아쿠아플라넷 63,컨셉이 독특해요,15,활동 및 즐길거리
아쿠아플라넷 63,피크닉하기 좋아요,13,활동 및 즐길거리
아쿠아플라넷 63,먹거리가 풍부해요,12,활동 및 즐길거리
아쿠아플라넷 63,야외 공간이 멋져요,6,경관 및 사진
아쿠아플라넷 63,반려동물과 가기 좋아요,2,시설 및 편의성
영등포청과시장,친절해요,13,서비스
영등포청과시장,품질이 좋아요,4,가격 및 가치
영등포청과시장,가성비가 좋아요,2,가격 및 가치
영등포청과시장,특색 있는 제품이 많아요,2,쇼핑 관련
영등포청과시장,종류가 다양해요,2,쇼핑 관련
영등포청과시장,볼거리가 많아요,1,활동 및 즐길거리
영등포청과시장,컨셉이 독특해요,1,활동 및 즐길거리
영등포청과시장,분위기가 편안해요,1,시설 및 편의성
영등포청과시장,야시장이 잘 되어있어요,1,활동 및 즐길거리
