,Attraction,Good_Point,Selected_People
2866,인왕산 더숲 초소책방,음식이 빨리 나와요,1
2867,인왕산 더숲 초소책방,재료가 신선해요,1
2868,인왕산 더숲 초소책방,음악이 좋아요,1
2869,인왕산 더숲 초소책방,단체모임 하기 좋아요,1
3024,[백년가게]삼거리 먼지막 순대국,음식이 맛있어요,1121
3025,[백년가게]삼거리 먼지막 순대국,가성비가 좋아요,661
3026,[백년가게]삼거리 먼지막 순대국,양이 많아요,594
3027,[백년가게]삼거리 먼지막 순대국,혼밥하기 좋아요,242
3028,[백년가게]삼거리 먼지막 순대국,친절해요,212
3029,[백년가게]삼거리 먼지막 순대국,재료가 신선해요,150
3030,[백년가게]삼거리 먼지막 순대국,고기 질이 좋아요,126
3031,[백년가게]삼거리 먼지막 순대국,특별한 메뉴가 있어요,124
3032,[백년가게]삼거리 먼지막 순대국,매장이 청결해요,62
3033,[백년가게]삼거리 먼지막 순대국,인테리어가 멋져요,33
3034,[백년가게]삼거리 먼지막 순대국,매장이 넓어요,30
3035,[백년가게]삼거리 먼지막 순대국,단체모임 하기 좋아요,22
3036,[백년가게]삼거리 먼지막 순대국,잡내가 적어요,16
3037,[백년가게]삼거리 먼지막 순대국,특별한 날 가기 좋아요,12
3038,[백년가게]삼거리 먼지막 순대국,주차하기 편해요,11
3039,[백년가게]삼거리 먼지막 순대국,화장실이 깨끗해요,7
3040,[백년가게]삼거리 먼지막 순대국,음식이 빨리 나와요,6
3041,[백년가게]삼거리 먼지막 순대국,뷰가 좋아요,5
3042,[백년가게]삼거리 먼지막 순대국,컨셉이 독특해요,2
3043,[백년가게]삼거리 먼지막 순대국,아늑해요,2
3044,[백년가게]삼거리 먼지막 순대국,직접 잘 구워줘요,2
3045,[백년가게]삼거리 먼지막 순대국,건강한 맛이에요,2
3046,[백년가게]삼거리 먼지막 순대국,메뉴 구성이 알차요,1
3082,세종한우정육점식당  2호점,음식이 맛있어요,390
3083,세종한우정육점식당  2호점,가성비가 좋아요,239
3084,세종한우정육점식당  2호점,재료가 신선해요,157
3085,세종한우정육점식당  2호점,고기 질이 좋아요,137
3086,세종한우정육점식당  2호점,매장이 넓어요,126
3087,세종한우정육점식당  2호점,단체모임 하기 좋아요,87
3088,세종한우정육점식당  2호점,친절해요,77
3089,세종한우정육점식당  2호점,양이 많아요,59
3090,세종한우정육점식당  2호점,특별한 메뉴가 있어요,43
3091,세종한우정육점식당  2호점,매장이 청결해요,37
3092,세종한우정육점식당  2호점,특별한 날 가기 좋아요,24
3093,세종한우정육점식당  2호점,인테리어가 멋져요,18
3094,세종한우정육점식당  2호점,주차하기 편해요,18
3095,세종한우정육점식당  2호점,화장실이 깨끗해요,10
3096,세종한우정육점식당  2호점,잡내가 적어요,6
3097,세종한우정육점식당  2호점,혼밥하기 좋아요,4
3098,세종한우정육점식당  2호점,뷰가 좋아요,4
3099,세종한우정육점식당  2호점,건강한 맛이에요,2
3100,세종한우정육점식당  2호점,좌석이 편해요,1
3101,세종한우정육점식당  2호점,메뉴 구성이 알차요,1
3102,세종한우정육점식당  2호점,직접 잘 구워줘요,1
3309,삼청동수제비,음식이 맛있어요,5325
3310,삼청동수제비,양이 많아요,1290
3311,삼청동수제비,가성비가 좋아요,877
3312,삼청동수제비,친절해요,860
3313,삼청동수제비,재료가 신선해요,840
3314,삼청동수제비,특별한 메뉴가 있어요,727
3315,삼청동수제비,매장이 넓어요,717
3316,삼청동수제비,혼밥하기 좋아요,295
3317,삼청동수제비,주차하기 편해요,263
3318,삼청동수제비,매장이 청결해요,184
3319,삼청동수제비,특별한 날 가기 좋아요,151
3320,삼청동수제비,단체모임 하기 좋아요,126
3321,삼청동수제비,음식이 빨리 나와요,72
3322,삼청동수제비,화장실이 깨끗해요,70
3323,삼청동수제비,건강한 맛이에요,54
3324,삼청동수제비,뷰가 좋아요,45
3325,삼청동수제비,인테리어가 멋져요,44
3326,삼청동수제비,메뉴 구성이 알차요,12
3327,삼청동수제비,반찬이 잘 나와요,11
3328,삼청동수제비,아늑해요,9
3329,삼청동수제비,향신료가 강하지 않아요,6
3330,삼청동수제비,차분한 분위기에요,4
3331,삼청동수제비,아이와 가기 좋아요,4
3332,삼청동수제비,현지 맛에 가까워요,4
3333,삼청동수제비,기본 안주가 좋아요,3
3334,삼청동수제비,비싼 만큼 가치있어요,2
3335,삼청동수제비,음료가 맛있어요,1
3336,삼청동수제비,잡내가 적어요,1
3337,삼청동수제비,야외 공간이 멋져요,1
3338,삼청동수제비,룸이 잘 되어있어요,1
3339,삼청동수제비,대화하기 좋아요,1
3340,삼청동수제비,환기가 잘 돼요,1
3381,런던베이글뮤지엄,빵이 맛있어요,5682
3382,런던베이글뮤지엄,특별한 메뉴가 있어요,2626
3383,런던베이글뮤지엄,인테리어가 멋져요,2107
3384,런던베이글뮤지엄,친절해요,1288
3385,런던베이글뮤지엄,사진이 잘 나와요,1016
3386,런던베이글뮤지엄,음식이 맛있어요,726
3387,런던베이글뮤지엄,커피가 맛있어요,628
3388,런던베이글뮤지엄,컨셉이 독특해요,436
3389,런던베이글뮤지엄,매장이 청결해요,312
3390,런던베이글뮤지엄,메뉴 구성이 알차요,281
3391,런던베이글뮤지엄,음료가 맛있어요,215
3392,런던베이글뮤지엄,디저트가 맛있어요,137
3393,런던베이글뮤지엄,특별한 날 가기 좋아요,101
3394,런던베이글뮤지엄,뷰가 좋아요,82
3395,런던베이글뮤지엄,종류가 다양해요,77
3396,런던베이글뮤지엄,비싼 만큼 가치있어요,74
3397,런던베이글뮤지엄,대화하기 좋아요,73
3398,런던베이글뮤지엄,음식이 빨리 나와요,60
3399,런던베이글뮤지엄,아늑해요,54
3400,런던베이글뮤지엄,가성비가 좋아요,46
3401,런던베이글뮤지엄,화장실이 깨끗해요,33
3402,런던베이글뮤지엄,좌석이 편해요,28
3403,런던베이글뮤지엄,재료가 신선해요,13
3404,런던베이글뮤지엄,집중하기 좋아요,9
3405,런던베이글뮤지엄,주차하기 편해요,8
3406,런던베이글뮤지엄,매장이 넓어요,6
3407,런던베이글뮤지엄,건강한 맛이에요,6
3408,런던베이글뮤지엄,양이 많아요,5
3409,런던베이글뮤지엄,혼밥하기 좋아요,2
3410,런던베이글뮤지엄,차분한 분위기에요,1
3411,런던베이글뮤지엄,룸이 잘 되어있어요,1
3412,런던베이글뮤지엄,오래 머무르기 좋아요,1
3473,삼원가든,음식이 맛있어요,637
3474,삼원가든,매장이 넓어요,317
3475,삼원가든,친절해요,251
3476,삼원가든,인테리어가 멋져요,243
3477,삼원가든,재료가 신선해요,221
3478,삼원가든,매장이 청결해요,199
3479,삼원가든,주차하기 편해요,159
3480,삼원가든,단체모임 하기 좋아요,152
3481,삼원가든,특별한 날 가기 좋아요,133
3482,삼원가든,뷰가 좋아요,132
3483,삼원가든,특별한 메뉴가 있어요,114
3484,삼원가든,화장실이 깨끗해요,67
3485,삼원가든,양이 많아요,43
3486,삼원가든,비싼 만큼 가치있어요,31
3487,삼원가든,반찬이 잘 나와요,22
3488,삼원가든,야외 공간이 멋져요,17
3489,삼원가든,가성비가 좋아요,15
3490,삼원가든,고기 질이 좋아요,12
3491,삼원가든,건강한 맛이에요,12
3492,삼원가든,룸이 잘 되어있어요,6
3493,삼원가든,직접 잘 구워줘요,6
3494,삼원가든,차분한 분위기에요,5
3495,삼원가든,메뉴 구성이 알차요,4
3496,삼원가든,혼밥하기 좋아요,3
3497,삼원가든,아이와 가기 좋아요,3
3498,삼원가든,대화하기 좋아요,3
3499,삼원가든,아늑해요,1
3500,삼원가든,음료가 맛있어요,1
3501,삼원가든,음식이 빨리 나와요,1
3502,삼원가든,잡내가 적어요,1
3503,삼원가든,환기가 잘 돼요,1
3521,진주회관,음식이 맛있어요,4961
3522,진주회관,양이 많아요,1238
3523,진주회관,특별한 메뉴가 있어요,1140
3524,진주회관,재료가 신선해요,1099
3525,진주회관,매장이 넓어요,984
3526,진주회관,혼밥하기 좋아요,489
3527,진주회관,친절해요,474
3528,진주회관,가성비가 좋아요,256
3529,진주회관,단체모임 하기 좋아요,129
3530,진주회관,매장이 청결해요,124
3531,진주회관,주차하기 편해요,96
3532,진주회관,건강한 맛이에요,80
3533,진주회관,음식이 빨리 나와요,60
3534,진주회관,특별한 날 가기 좋아요,56
3535,진주회관,비싼 만큼 가치있어요,45
3536,진주회관,인테리어가 멋져요,37
3537,진주회관,화장실이 깨끗해요,30
3538,진주회관,뷰가 좋아요,29
3539,진주회관,반찬이 잘 나와요,5
3540,진주회관,컨셉이 독특해요,3
3541,진주회관,잡내가 적어요,3
3542,진주회관,현지 맛에 가까워요,2
3543,진주회관,향신료가 강하지 않아요,2
3544,진주회관,대화하기 좋아요,2
3545,진주회관,차분한 분위기에요,1
3546,진주회관,아이와 가기 좋아요,1
3547,진주회관,메뉴 구성이 알차요,1
3548,진주회관,포장이 깔끔해요,1
3549,진주회관,반려동물과 가기 좋아요,1
3550,진주회관,룸이 잘 되어있어요,1
3551,진주회관,오래 머무르기 좋아요,1
3561,방산 종합시장,음식이 맛있어요,4107
3562,방산 종합시장,매장이 넓어요,1452
3563,방산 종합시장,특별한 메뉴가 있어요,1310
3564,방산 종합시장,양이 많아요,939
3565,방산 종합시장,재료가 신선해요,827
3566,방산 종합시장,친절해요,813
3567,방산 종합시장,매장이 청결해요,607
3568,방산 종합시장,주차하기 편해요,468
3569,방산 종합시장,단체모임 하기 좋아요,283
3570,방산 종합시장,특별한 날 가기 좋아요,272
3571,방산 종합시장,인테리어가 멋져요,236
3572,방산 종합시장,혼밥하기 좋아요,219
3573,방산 종합시장,화장실이 깨끗해요,207
3574,방산 종합시장,가성비가 좋아요,114
3575,방산 종합시장,비싼 만큼 가치있어요,82
3576,방산 종합시장,건강한 맛이에요,54
3577,방산 종합시장,뷰가 좋아요,29
3578,방산 종합시장,음식이 빨리 나와요,21
3579,방산 종합시장,고기 질이 좋아요,12
3580,방산 종합시장,반찬이 잘 나와요,11
3581,방산 종합시장,현지 맛에 가까워요,6
3582,방산 종합시장,직접 잘 구워줘요,6
3583,방산 종합시장,아늑해요,5
3584,방산 종합시장,메뉴 구성이 알차요,5
3585,방산 종합시장,차분한 분위기에요,4
3586,방산 종합시장,좌석이 편해요,4
3587,방산 종합시장,잡내가 적어요,3
3588,방산 종합시장,향신료가 강하지 않아요,3
3589,방산 종합시장,컨셉이 독특해요,2
3590,방산 종합시장,대화하기 좋아요,2
3591,방산 종합시장,혼술하기 좋아요,1
3592,방산 종합시장,포장이 깔끔해요,1
3593,방산 종합시장,룸이 잘 되어있어요,1
3594,방산 종합시장,환기가 잘 돼요,1
3600,공덕동 족발 골목,음식이 맛있어요,204
3601,공덕동 족발 골목,양이 많아요,98
3602,공덕동 족발 골목,친절해요,91
3603,공덕동 족발 골목,가성비가 좋아요,90
3604,공덕동 족발 골목,고기 질이 좋아요,28
3605,공덕동 족발 골목,재료가 신선해요,23
3606,공덕동 족발 골목,특별한 메뉴가 있어요,22
3607,공덕동 족발 골목,단체모임 하기 좋아요,22
3608,공덕동 족발 골목,매장이 넓어요,21
3609,공덕동 족발 골목,매장이 청결해요,9
3610,공덕동 족발 골목,혼밥하기 좋아요,6
3611,공덕동 족발 골목,인테리어가 멋져요,3
3612,공덕동 족발 골목,잡내가 적어요,3
3613,공덕동 족발 골목,특별한 날 가기 좋아요,3
3614,공덕동 족발 골목,건강한 맛이에요,2
3615,공덕동 족발 골목,음식이 빨리 나와요,1
3616,공덕동 족발 골목,메뉴 구성이 알차요,1
3617,공덕동 족발 골목,반찬이 잘 나와요,1
3618,공덕동 족발 골목,오래 머무르기 좋아요,1
3619,공덕동 족발 골목,뷰가 좋아요,1
3620,이화여고100주년기념관,커피가 맛있어요,184
3621,이화여고100주년기념관,디저트가 맛있어요,145
3622,이화여고100주년기념관,인테리어가 멋져요,125
3623,이화여고100주년기념관,뷰가 좋아요,124
3624,이화여고100주년기념관,특별한 메뉴가 있어요,109
3625,이화여고100주년기념관,친절해요,75
3626,이화여고100주년기념관,음료가 맛있어요,73
3627,이화여고100주년기념관,매장이 청결해요,71
3628,이화여고100주년기념관,사진이 잘 나와요,65
3629,이화여고100주년기념관,대화하기 좋아요,64
3630,이화여고100주년기념관,가성비가 좋아요,22
3631,이화여고100주년기념관,좌석이 편해요,20
3632,이화여고100주년기념관,화장실이 깨끗해요,20
3633,이화여고100주년기념관,건강한 맛이에요,13
3634,이화여고100주년기념관,주차하기 편해요,8
3635,이화여고100주년기념관,야외 공간이 멋져요,6
3636,이화여고100주년기념관,집중하기 좋아요,6
3637,이화여고100주년기념관,음식이 맛있어요,5
3638,이화여고100주년기념관,아늑해요,4
3639,이화여고100주년기념관,재료가 신선해요,3
3640,이화여고100주년기념관,메뉴 구성이 알차요,3
3641,이화여고100주년기념관,비싼 만큼 가치있어요,2
3642,이화여고100주년기념관,양이 많아요,1
3643,이화여고100주년기념관,음악이 좋아요,1
3644,이화여고100주년기념관,포장이 깔끔해요,1
3645,이화여고100주년기념관,매장이 넓어요,1
3646,이화여고100주년기념관,차가 맛있어요,1
3647,이화여고100주년기념관,종류가 다양해요,1
3648,샤오바오우육면 종로본점,음식이 맛있어요,3791
3649,샤오바오우육면 종로본점,특별한 메뉴가 있어요,1579
3650,샤오바오우육면 종로본점,양이 많아요,1325
3651,샤오바오우육면 종로본점,재료가 신선해요,1290
3652,샤오바오우육면 종로본점,친절해요,1254
3653,샤오바오우육면 종로본점,가성비가 좋아요,946
3654,샤오바오우육면 종로본점,매장이 청결해요,882
3655,샤오바오우육면 종로본점,혼밥하기 좋아요,763
3656,샤오바오우육면 종로본점,매장이 넓어요,692
3657,샤오바오우육면 종로본점,인테리어가 멋져요,539
3658,샤오바오우육면 종로본점,단체모임 하기 좋아요,166
3659,샤오바오우육면 종로본점,특별한 날 가기 좋아요,106
3660,샤오바오우육면 종로본점,화장실이 깨끗해요,94
3661,샤오바오우육면 종로본점,음식이 빨리 나와요,86
3662,샤오바오우육면 종로본점,메뉴 구성이 알차요,63
3663,샤오바오우육면 종로본점,현지 맛에 가까워요,55
3664,샤오바오우육면 종로본점,뷰가 좋아요,44
3665,샤오바오우육면 종로본점,주차하기 편해요,27
3666,샤오바오우육면 종로본점,대화하기 좋아요,24
3667,샤오바오우육면 종로본점,아늑해요,19
3668,샤오바오우육면 종로본점,향신료가 강하지 않아요,15
3669,샤오바오우육면 종로본점,건강한 맛이에요,14
