Attraction,Good_Point,Selected_People
대림창고,컨셉이 독특해요,17
대림창고,오래 머무르기 좋아요,11
대림창고,아늑해요,7
대림창고,주차하기 편해요,7
대림창고,비싼 만큼 가치있어요,7
대림창고,차분한 분위기에요,6
대림창고,단체모임 하기 좋아요,5
대림창고,종류가 다양해요,4
대림창고,특별한 날 가기 좋아요,3
대림창고,건강한 맛이에요,3
대림창고,음식이 맛있어요,1
대림창고,재료가 신선해요,1
대림창고,야외 공간이 멋져요,1
대림창고,룸이 잘 되어있어요,1
삼청공원,뷰가 좋아요,24
삼청공원,산책로가 잘 되어있어요,15
삼청공원,관리가 잘 되어있어요,6
삼청공원,사진이 잘 나와요,5
삼청공원,붐비지 않아요,5
삼청공원,볼거리가 많아요,4
삼청공원,아이와 가기 좋아요,3
삼청공원,방문객이 많아요,2
삼청공원,편의시설이 잘 되어있어요,2
삼청공원,근처에 갈 곳이 많아요,2
삼청공원,먹거리가 풍부해요,1
삼청공원,조용히 쉬기 좋아요,1
삼청공원,주차하기 편해요,1
삼청공원,반려동물과 가기 좋아요,1
삼청공원,가격이 합리적이에요,1
삼청공원,체험 프로그램이 다양해요,1
삼청공원,자연 경관이 좋아요,1
삼청공원,화장실이 깨끗해요,1
연서시장,친절해요,157
연서시장,가성비가 좋아요,88
연서시장,먹거리가 풍부해요,47
연서시장,볼거리가 많아요,28
연서시장,종류가 다양해요,23
연서시장,품질이 좋아요,15
연서시장,특색 있는 제품이 많아요,13
연서시장,분위기가 편안해요,11
연서시장,매장이 넓어요,7
연서시장,시설이 깔끔해요,6
연서시장,비싼 만큼 가치있어요,6
연서시장,방문객이 많아요,5
연서시장,야시장이 잘 되어있어요,4
연서시장,트렌디해요,4
연서시장,편의시설이 잘 되어있어요,2
연서시장,주차하기 편해요,2
연서시장,컨셉이 독특해요,1
연서시장,포장이 정성스러워요,1
컨퍼런스하우스달개비 정동점,음식이 맛있어요,53
컨퍼런스하우스달개비 정동점,단체모임 하기 좋아요,32
컨퍼런스하우스달개비 정동점,차분한 분위기에요,22
컨퍼런스하우스달개비 정동점,친절해요,20
컨퍼런스하우스달개비 정동점,재료가 신선해요,16
컨퍼런스하우스달개비 정동점,매장이 청결해요,16
컨퍼런스하우스달개비 정동점,비싼 만큼 가치있어요,14
컨퍼런스하우스달개비 정동점,인테리어가 멋져요,13
컨퍼런스하우스달개비 정동점,매장이 넓어요,13
컨퍼런스하우스달개비 정동점,특별한 날 가기 좋아요,12
컨퍼런스하우스달개비 정동점,주차하기 편해요,5
컨퍼런스하우스달개비 정동점,가성비가 좋아요,3
컨퍼런스하우스달개비 정동점,화장실이 깨끗해요,3
컨퍼런스하우스달개비 정동점,뷰가 좋아요,3
컨퍼런스하우스달개비 정동점,건강한 맛이에요,2
컨퍼런스하우스달개비 정동점,양이 많아요,1
컨퍼런스하우스달개비 정동점,룸이 잘 되어있어요,1
컨퍼런스하우스달개비 정동점,특별한 메뉴가 있어요,1
겟댓샷(Get That Shot),인테리어가 멋져요,384
겟댓샷(Get That Shot),사진이 잘 나와요,240
겟댓샷(Get That Shot),커피가 맛있어요,231
겟댓샷(Get That Shot),디저트가 맛있어요,181
겟댓샷(Get That Shot),특별한 메뉴가 있어요,158
겟댓샷(Get That Shot),음료가 맛있어요,154
겟댓샷(Get That Shot),친절해요,113
겟댓샷(Get That Shot),매장이 청결해요,81
겟댓샷(Get That Shot),대화하기 좋아요,72
겟댓샷(Get That Shot),좌석이 편해요,56
겟댓샷(Get That Shot),가성비가 좋아요,41
겟댓샷(Get That Shot),화장실이 깨끗해요,30
겟댓샷(Get That Shot),뷰가 좋아요,29
겟댓샷(Get That Shot),주차하기 편해요,16
겟댓샷(Get That Shot),매장이 넓어요,15
겟댓샷(Get That Shot),집중하기 좋아요,12
겟댓샷(Get That Shot),컨셉이 독특해요,9
겟댓샷(Get That Shot),빵이 맛있어요,7
겟댓샷(Get That Shot),아늑해요,2
겟댓샷(Get That Shot),음식이 빨리 나와요,2
겟댓샷(Get That Shot),아이와 가기 좋아요,1
겟댓샷(Get That Shot),룸이 잘 되어있어요,1
겟댓샷(Get That Shot),특별한 날 가기 좋아요,1
겟댓샷(Get That Shot),오래 머무르기 좋아요,1
박물관은 살아있다(인사동점),사진이 잘 나와요,505
박물관은 살아있다(인사동점),아이와 가기 좋아요,491
박물관은 살아있다(인사동점),볼거리가 많아요,454
박물관은 살아있다(인사동점),체험 프로그램이 다양해요,298
박물관은 살아있다(인사동점),가격이 합리적이에요,155
박물관은 살아있다(인사동점),놀이기구가 다양해요,97
박물관은 살아있다(인사동점),컨셉이 독특해요,26
박물관은 살아있다(인사동점),주차하기 편해요,26
박물관은 살아있다(인사동점),규모가 커요,26
박물관은 살아있다(인사동점),친절해요,23
박물관은 살아있다(인사동점),대기시간이 짧아요,14
박물관은 살아있다(인사동점),시설이 깔끔해요,12
박물관은 살아있다(인사동점),먹거리가 풍부해요,10
박물관은 살아있다(인사동점),안전하게 관리해요,7
박물관은 살아있다(인사동점),유익해요,5
박물관은 살아있다(인사동점),편의시설이 잘 되어있어요,1
대학로,볼거리가 많아요,7
대학로,방문객이 많아요,6
대학로,먹거리가 풍부해요,3
대학로,사진이 잘 나와요,3
대학로,붐비지 않아요,3
대학로,관리가 잘 되어있어요,2
대학로,산책로가 잘 되어있어요,2
대학로,뷰가 좋아요,2
대학로,편의시설이 잘 되어있어요,1
대학로,대중교통이 편해요,1
도산공원,뷰가 좋아요,30
도산공원,산책로가 잘 되어있어요,28
도산공원,관리가 잘 되어있어요,12
도산공원,볼거리가 많아요,7
도산공원,붐비지 않아요,6
도산공원,사진이 잘 나와요,5
도산공원,편의시설이 잘 되어있어요,3
도산공원,자연 경관이 좋아요,3
도산공원,먹거리가 풍부해요,2
도산공원,조용히 쉬기 좋아요,2
도산공원,가격이 합리적이에요,2
도산공원,유익해요,2
도산공원,방문객이 많아요,1
도산공원,근처에 갈 곳이 많아요,1
도산공원,주차하기 편해요,1
도산공원,화장실이 깨끗해요,1
플로팅아일랜드,뷰가 좋아요,41
플로팅아일랜드,사진이 잘 나와요,26
플로팅아일랜드,주차하기 편해요,13
플로팅아일랜드,경관이 독특해요,13
플로팅아일랜드,볼거리가 많아요,11
플로팅아일랜드,붐비지 않아요,7
플로팅아일랜드,방문객이 많아요,5
플로팅아일랜드,화장실이 깨끗해요,5
플로팅아일랜드,피크닉하기 좋아요,4
플로팅아일랜드,대중교통이 편해요,4
플로팅아일랜드,산책로가 잘 되어있어요,4
플로팅아일랜드,편의시설이 잘 되어있어요,3
플로팅아일랜드,관리가 잘 되어있어요,2
플로팅아일랜드,근처에 갈 곳이 많아요,2
플로팅아일랜드,조용히 쉬기 좋아요,1
플로팅아일랜드,아이와 가기 좋아요,1
더 스팟 패뷸러스,디저트가 맛있어요,1328
더 스팟 패뷸러스,인테리어가 멋져요,1028
더 스팟 패뷸러스,커피가 맛있어요,963
더 스팟 패뷸러스,음료가 맛있어요,420
더 스팟 패뷸러스,사진이 잘 나와요,404
더 스팟 패뷸러스,뷰가 좋아요,357
더 스팟 패뷸러스,친절해요,343
더 스팟 패뷸러스,특별한 메뉴가 있어요,315
더 스팟 패뷸러스,대화하기 좋아요,192
더 스팟 패뷸러스,매장이 청결해요,137
더 스팟 패뷸러스,좌석이 편해요,47
더 스팟 패뷸러스,가성비가 좋아요,45
더 스팟 패뷸러스,집중하기 좋아요,25
더 스팟 패뷸러스,매장이 넓어요,24
더 스팟 패뷸러스,화장실이 깨끗해요,12
더 스팟 패뷸러스,컨셉이 독특해요,8
더 스팟 패뷸러스,비싼 만큼 가치있어요,6
더 스팟 패뷸러스,음악이 좋아요,5
더 스팟 패뷸러스,빵이 맛있어요,4
더 스팟 패뷸러스,아늑해요,4
더 스팟 패뷸러스,차분한 분위기에요,3
더 스팟 패뷸러스,음식이 빨리 나와요,3
더 스팟 패뷸러스,음식이 맛있어요,3
더 스팟 패뷸러스,주차하기 편해요,3
더 스팟 패뷸러스,특별한 날 가기 좋아요,2
더 스팟 패뷸러스,혼밥하기 좋아요,1
더 스팟 패뷸러스,선물하기 좋아요,1
더 스팟 패뷸러스,야외 공간이 멋져요,1
더 스팟 패뷸러스,오래 머무르기 좋아요,1
더 스팟 패뷸러스,단체모임 하기 좋아요,1
더 스팟 패뷸러스,종류가 다양해요,1
서울상상나라,유익해요,1358
서울상상나라,체험 프로그램이 다양해요,1027
서울상상나라,전시 구성이 알차요,820
서울상상나라,아이와 가기 좋아요,808
서울상상나라,가격이 합리적이에요,694
서울상상나라,전시 테마가 재밌어요,512
서울상상나라,공간이 넓어요,385
서울상상나라,주차하기 편해요,301
서울상상나라,설명이 잘 되어있어요,254
서울상상나라,사진이 잘 나와요,82
서울상상나라,화장실이 깨끗해요,6
서울상상나라,컨셉이 독특해요,4
서울상상나라,뷰가 좋아요,1
진고개,음식이 맛있어요,366
진고개,친절해요,138
진고개,특별한 메뉴가 있어요,108
진고개,매장이 넓어요,69
진고개,양이 많아요,66
진고개,재료가 신선해요,64
진고개,단체모임 하기 좋아요,62
진고개,가성비가 좋아요,29
진고개,특별한 날 가기 좋아요,22
진고개,매장이 청결해요,17
진고개,화장실이 깨끗해요,9
진고개,혼밥하기 좋아요,8
진고개,인테리어가 멋져요,8
진고개,주차하기 편해요,4
진고개,메뉴 구성이 알차요,3
진고개,반찬이 잘 나와요,3
진고개,음식이 빨리 나와요,2
진고개,대화하기 좋아요,2
진고개,건강한 맛이에요,2
진고개,뷰가 좋아요,2
진고개,컨셉이 독특해요,1
그랜드 인터컨티넨탈 서울 파르나스,친절해요,895
그랜드 인터컨티넨탈 서울 파르나스,깨끗해요,530
그랜드 인터컨티넨탈 서울 파르나스,인테리어가 멋져요,447
그랜드 인터컨티넨탈 서울 파르나스,호캉스하기 좋아요,364
그랜드 인터컨티넨탈 서울 파르나스,침구가 좋아요,303
그랜드 인터컨티넨탈 서울 파르나스,조용히 쉬기 좋아요,300
그랜드 인터컨티넨탈 서울 파르나스,주차하기 편해요,291
그랜드 인터컨티넨탈 서울 파르나스,조식이 맛있어요,197
그랜드 인터컨티넨탈 서울 파르나스,즐길 거리가 많아요,190
그랜드 인터컨티넨탈 서울 파르나스,대중교통이 편해요,180
그랜드 인터컨티넨탈 서울 파르나스,사진이 잘 나와요,177
그랜드 인터컨티넨탈 서울 파르나스,뷰가 좋아요,142
그랜드 인터컨티넨탈 서울 파르나스,냉난방이 잘돼요,92
그랜드 인터컨티넨탈 서울 파르나스,방음이 잘돼요,79
그랜드 인터컨티넨탈 서울 파르나스,수영장이 잘 되어있어요,22
그랜드 인터컨티넨탈 서울 파르나스,비싼 만큼 가치있어요,8
그랜드 인터컨티넨탈 서울 파르나스,특별한 날 가기 좋아요,6
그랜드 인터컨티넨탈 서울 파르나스,음식이 맛있어요,5
그랜드 인터컨티넨탈 서울 파르나스,매장이 청결해요,5
그랜드 인터컨티넨탈 서울 파르나스,근처에 갈 곳이 많아요,4
그랜드 인터컨티넨탈 서울 파르나스,파티하기 좋아요,4
그랜드 인터컨티넨탈 서울 파르나스,편의시설이 잘 되어있어요,3
그랜드 인터컨티넨탈 서울 파르나스,재료가 신선해요,3
그랜드 인터컨티넨탈 서울 파르나스,단체모임 하기 좋아요,3
그랜드 인터컨티넨탈 서울 파르나스,매장이 넓어요,2
그랜드 인터컨티넨탈 서울 파르나스,특별한 메뉴가 있어요,2
그랜드 인터컨티넨탈 서울 파르나스,화장실이 깨끗해요,2
그랜드 인터컨티넨탈 서울 파르나스,화장실이 잘 되어있어요,2
그랜드 인터컨티넨탈 서울 파르나스,혼밥하기 좋아요,1
그랜드 인터컨티넨탈 서울 파르나스,아이와 가기 좋아요,1
그랜드 인터컨티넨탈 서울 파르나스,취사시설이 잘 되어있어요,1
북촌박물관,유익해요,25
북촌박물관,설명이 잘 되어있어요,13
북촌박물관,전시 구성이 알차요,11
북촌박물관,아이와 가기 좋아요,11
북촌박물관,체험 프로그램이 다양해요,10
북촌박물관,가격이 합리적이에요,9
북촌박물관,전시 테마가 재밌어요,5
북촌박물관,사진이 잘 나와요,1
북촌박물관,공간이 넓어요,1
서울신라호텔,친절해요,2866
서울신라호텔,깨끗해요,1291
서울신라호텔,호캉스하기 좋아요,1231
서울신라호텔,인테리어가 멋져요,946
서울신라호텔,뷰가 좋아요,935
서울신라호텔,침구가 좋아요,903
서울신라호텔,조식이 맛있어요,703
서울신라호텔,조용히 쉬기 좋아요,666
서울신라호텔,사진이 잘 나와요,551
서울신라호텔,주차하기 편해요,516
서울신라호텔,즐길 거리가 많아요,457
서울신라호텔,수영장이 잘 되어있어요,255
서울신라호텔,방음이 잘돼요,254
서울신라호텔,냉난방이 잘돼요,243
서울신라호텔,대중교통이 편해요,147
