video_title,video_view_count,author,comment_date,comment,reply_author,reply_date,reply_comment
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@Anna-lo1sm,2024-04-25T09:14:50Z,"네이버, 어떻게 회사를 뺐기려고 하나요? 정신차려요.",,,
,,@KelsiSleepergz,2024-04-25T09:34:03Z,,@KelsiSleepergz,2024-04-25T09:34:03Z,"밝히는 지망생들 활동하는거<br>⏪나만 몰랐냐😡 <br>궁금하면 들어가서 확인해여<br>특이취향들 널렸어"
,,@user-vi2eh5kb7e,2024-04-25T12:29:59Z,,@user-vi2eh5kb7e,2024-04-25T12:29:59Z,어차피 나라 망할건데 뭐 어때 줄건 줘
,,@babcho7793,2024-04-25T12:45:58Z,,@babcho7793,2024-04-25T12:45:58Z,석열이도 일본편 드는데 네이버가 무슨 힘이 잇냐 ㅋㅋㅋ
,,@oglego1019,2024-04-25T13:08:50Z,,@oglego1019,2024-04-25T13:08:50Z,​ㄹㅇ 중국편 아닌게 어디냐
,,@leej5564,2024-04-25T13:08:52Z,,@leej5564,2024-04-25T13:08:52Z,​@@user-lo6mx6ps6y 비싸게 불러도 안 팔죠. 말 그대로 지속성이 어마어마한데 그로인한 연계 수익 파이프라인도 뛰어나구요.
,,@user-kg8zy1us7o,2024-04-25T13:13:35Z,,@user-kg8zy1us7o,2024-04-25T13:13:35Z,​@@oglego1019 밥굶어 죽어봐야 지옥에서 제정신 차리짘ㅋㅋ
,,@user-dz5iv4qq2r,2024-04-25T13:31:51Z,,@user-dz5iv4qq2r,2024-04-25T13:31:51Z,​​@@babcho7793뭘 어떻게 일본편듬? 민주당처럼 선거할때 중국인출신 국회의원이 중국어로 유세한거마냥 일본어로 유세함? 쎄쎄?나 외쳐 니는 중국가서 걍 ㅋㅋ
,,@user-zi6s8qi1oa,2024-04-25T13:56:05Z,,@user-zi6s8qi1oa,2024-04-25T13:56:05Z,​@@user-lo6mx6ps6yㅇㅈ 삼성도 현대도 다 팔아버리자 아니 그냥 갓본에 나라를 팔자
,,@user-oq1rr1mj5o,2024-04-25T17:14:04Z,,@user-oq1rr1mj5o,2024-04-25T17:14:04Z,어짜피 국내에서 안 쓰잖아요
,,@byungkyulee5033,2024-04-25T18:25:23Z,,@byungkyulee5033,2024-04-25T18:25:23Z,"@@user-lo6mx6ps6y ,... 동남아에서 대부분의 사람들 다 라인씀<br>라인연관되서 파생되는 캐릭터, 이모티콘, 쇼핑, 등등 엄청 많은데 ..;"
,,@user-sn7th9qf3b,2024-04-25T21:35:48Z,,@user-sn7th9qf3b,2024-04-25T21:35:48Z,"저건 순수한 지분율에 관한 얘기고 라인자체는 일본기업이에요. 좀 복잡한데 만든 기업이 한국일뿐이지,  일본기업에게 관리, 운영되고 세금도 일본에 납부해요. 네이버 창업자인 이해진도 라인은 분명히 일본기업인데 왜 계속 논란이 생기는지 이해가 안 된다라고 인터뷰까지 직접 했었음."
,,@user-yc4do9jh8m,2024-04-26T07:30:24Z,,@user-yc4do9jh8m,2024-04-26T07:30:24Z,1호 영업사원 <br>윤석열이 해냈습니다
,,@user-yc4do9jh8m,2024-04-26T07:31:33Z,,@user-yc4do9jh8m,2024-04-26T07:31:33Z,​@@user-oq1rr1mj5o독도 사람도 안사는데 일본 줘라
,,@kyungmock6492,2024-04-26T10:15:15Z,,@kyungmock6492,2024-04-26T10:15:15Z,일본 정부는 윤두창 용산총독 믿고서 그러는 겁니다.
,,@kookking2710,2024-04-26T12:48:48Z,,@kookking2710,2024-04-26T12:48:48Z,돌아이 아냐  ​대주주가 네이버야 개소리하네  라인재팬에 대만 태국등도 포함이라 네이버 해외시장 다 넘기는거야 @@user-sn7th9qf3b
,,@kookking2710,2024-04-26T12:49:22Z,,@kookking2710,2024-04-26T12:49:22Z,​@@user-vi2eh5kb7e돈  퍼담어 주는데
,,@hawni_zpt,2024-04-26T13:03:38Z,,@hawni_zpt,2024-04-26T13:03:38Z,어차피 라인플레이 섭종함
,,@user-xg1er5ij7r,2024-04-27T04:30:04Z,,@user-xg1er5ij7r,2024-04-27T04:30:04Z,어휴 유튜브에 친일 도라이들 왤케 많나 진짜
,,@user-gd8qv1it1c,2024-04-27T09:30:20Z,,@user-gd8qv1it1c,2024-04-27T09:30:20Z,​​@@user-vi2eh5kb7e 나라망할꺼같으면 우리나라에 살지말고 다른나라로가라 그럴능력도없으면 아가리 나대지말고  그런말하지마 등신아
,,@kaye11222,2024-04-27T12:35:57Z,,@kaye11222,2024-04-27T12:35:57Z,@@user-lo6mx6ps6y니 엄마도 너 같은 자식 팔아야할텐데 ㅋㅋ
,,@munkiyoung,2024-04-27T16:44:32Z,,@munkiyoung,2024-04-27T16:44:32Z,@@user-sn7th9qf3b만든것도 한국이고 대주주도 네이버인데...? 경영권 잃냐 마냐 얘기하는데 무슨 일본기업이라고
,,@user-pu3vl7cz6w,2024-04-28T12:48:38Z,,@user-pu3vl7cz6w,2024-04-28T12:48:38Z,⁠@@kookking2710 돌아이에 모자란 띨빡은 너 아닐까? 니 논리면 네이버 주식 60%가 외국인 주준데?ㅋㅋㅋ네이버 외국기업임?ㅋㅋㅋㅋㅋㅋ 애미뒤진 소리말고 잠자코 있어 좀
,,@neoavis1686,2024-04-30T07:09:43Z,,@neoavis1686,2024-04-30T07:09:43Z,정부는 우리나라 기업 이익을 위해 뭘하나?<br>일본하고 친하다며 설마 일본 정부 편드나?
,,@neoavis1686,2024-04-30T07:23:31Z,,@neoavis1686,2024-04-30T07:23:31Z,무능한 정권심판 총선결과 이채양명주 진행하고<br>검찰개혁에 언론개혁도 확실히 해야겠네
,,@neoavis1686,2024-04-30T10:50:56Z,,@neoavis1686,2024-04-30T10:50:56Z,@@user-lo6mx6ps6y 역시 언론도 검찰독재정권 만큼 무능하고 무도해 개혁해야죠ㅋㅋㅋㅋㅋㅋㅋ
,,@neoavis1686,2024-04-30T10:58:12Z,,@neoavis1686,2024-04-30T10:58:12Z,ㅋㅋㅋㅋㅋㅋㅋㅋ 댓글틀막
,,@user-mp6fe9ey7v,2024-05-01T01:15:15Z,,@user-mp6fe9ey7v,2024-05-01T01:15:15Z,​@@babcho7793ㅋㅋ 중국이 한국 기술 밥먹듯이 털어가고 중국에 진출한 수많은 한국 기업이 온갖 규제로 인해서 맨몸으로 쫒겨날때는 느그 재인이가 중국인이라 그랬었나보네??
,,@user-zm8rg4gb4f,2024-05-02T09:48:27Z,,@user-zm8rg4gb4f,2024-05-02T09:48:27Z,@@munkiyoung라인 만든게 한국이라는건 어디있음? 네이버 재팬에서 지진 이후에 일본에서 기획한건데 일본 한국인들 섞여서 일본법아래에서 일본최적화로 만든 메신저가 라인임 기획자가 네이버인거지 지금은 네이버가 모회사도 아님 소프트뱅크가 모회사지
,,@user-yu1fp3nx8r,2024-05-09T13:22:29Z,,@user-yu1fp3nx8r,2024-05-09T13:22:29Z,​@@oglego1019 그논리면 어차피 지구에서 쓰지도 않는데 달탐사 우주연구는 왜하나. 거참 쉴드치고싶으면 기본상식은 갖춥시다.
,,@oglego1019,2024-05-09T21:03:20Z,,@oglego1019,2024-05-09T21:03:20Z,@@user-yu1fp3nx8r 갑짜기 무슨 달탐사 ㅈㄹ이야<br>내가 무슨 논리를 쳤다고<br>ㅂㅅ인가...
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@Anna-lo1sm,2024-04-25T09:18:52Z,"자본주의 나라에서... 강제 지분 매각이라니... 그럼 유투브도, 페이스북도, X도 지분매각  하라고 그러지...똑같은 경우인데...대한민국 기업이라고 대놓고 차별하는 건가요?  대통령 뭐합니까? 하긴 일본 편 들지도",,,
,,@KelsiSleepergz,2024-04-25T09:34:02Z,,@KelsiSleepergz,2024-04-25T09:34:02Z,"밝히는 지망생들 활동하는거<br>⏪나만 몰랐냐😡 <br>궁금하면 들어가서 확인해여<br>특이취향들 널렸어"
,,@RoseWoo,2024-04-25T09:50:51Z,,@RoseWoo,2024-04-25T09:50:51Z,틱톡도 강제로 팔라고 하는중이잖3 ㅋㅋㅋㅋㅋ
,,@user-rl2en3mw6s,2024-04-25T11:19:36Z,,@user-rl2en3mw6s,2024-04-25T11:19:36Z,상식적으로 정부의 기조가 대통령에 따라 5년마다 휙휙 바뀌는데 어느 누가 믿어주겠음;;; 최근에 미국도 한국 버리고 필리핀이랑 놀고 또 한국버리고 일본안테 반도체 공장 넘겨주는거 보면 답 안나옴?? 걍 중국안테 셰셰 거리다가 민주주의 진영안테 의심 받는거임.
,,@user-xy7vy4ho4n,2024-04-25T12:04:03Z,,@user-xy7vy4ho4n,2024-04-25T12:04:03Z,국민메신저를 자국기업으로 하겠다는건데 ㅋㅋ 씁쓸하네
,,@user-hp5cn1sc4o,2024-04-25T12:08:29Z,,@user-hp5cn1sc4o,2024-04-25T12:08:29Z,@@user-rl2en3mw6s 븅신같은 년아 요며칠 독일총리가 중국가서 뭐라하고 다녔는지 기사좀 찾아보고 아가릴털던가 ... 일본이 저리 일방적으로 나데고 니말데로 미국이 한국을 패싱하는거라면 2년동안 일본 미국만 바라보는 멍청한 지도자때문인거야
,,@user-jv7hf5cu4p,2024-04-25T12:24:34Z,,@user-jv7hf5cu4p,2024-04-25T12:24:34Z,그것이 팩트
,,@soo8894,2024-04-25T12:33:56Z,,@soo8894,2024-04-25T12:33:56Z,@@user-rl2en3mw6s한중 수교는 노태우 작품이고 이건 노태우 최고 업적아니냐? 이 수교로 우린 급속 성장했지.ㅉㅉ
,,@user-tq9fj6rf2q,2024-04-25T12:43:45Z,,@user-tq9fj6rf2q,2024-04-25T12:43:45Z,다이소  한국모든 편의점(일본꺼였음)은 그나마 싸게 넘겨준건데 ㅅㅂ소중국처럼 굴래 내로남불 특이냐
,,@sjudhsdd2579,2024-04-25T12:52:33Z,,@sjudhsdd2579,2024-04-25T12:52:33Z,@@user-rl2en3mw6s 저기요 야당 대표가 세세한다고 누가 관심이나 가진다고요................해외에선 대통령외에는 관심이 없어요...... 분명한 사실은 문재인때는 미국도 한국과 친해지려고 노력했고 지금은 개무시한다는거죠...........그럼 누가 잘못한걸까요???????
,,@sjudhsdd2579,2024-04-25T12:56:36Z,,@sjudhsdd2579,2024-04-25T12:56:36Z,@@user-rl2en3mw6s 님이 미국이라고 합시다 자기들 이익을 포기해가며 미국에 잘보이려고 애쓰는 나라를 존중하고 두와주려고 할까요? 아니면 뼈 골까지 팔아 먹기위해 노력할까요???????????? 진실은 문재인떄 미국이 한국에 뭐 하나라도 더 주려고 했다는게 펙트지.......외교라는건 날 안도와주면 너의 적에게 붙을거야 라는 지혜가 있어야 외교가 잘되는거란다........바짝 엎드려서 발발기면 그냥 노예 취급 당하는 것이고..............
,,@sjudhsdd2579,2024-04-25T12:57:21Z,,@sjudhsdd2579,2024-04-25T12:57:21Z,@@user-rl2en3mw6s 한국 버리고 일본에 반도체 공장 주려는건 윤석열 덕분이지..............신견 안써줘도 알아서 기는데 왜 신경 써주니??????????
,,@user-rl2en3mw6s,2024-04-25T13:02:32Z,,@user-rl2en3mw6s,2024-04-25T13:02:32Z,@@sjudhsdd2579 애초에 반도체 공장 넘기는건 반미하던 문재인때 결정난거임ㅋㅋㅋ 그리고 아예 이건 문재인 실책인게 중국 눈치보느라 미국 일본 대만 반도체 동맹제의 거절해서 그런거임.<br>그래서 미국이 삔또 상해서 미국이 옛날 일본 반도체 죽인것처럼 한국 반도체 죽이려고 tsmc랑 자국기업인 마이크론만 ㅈㄴ게 밀어주는중ㅋㅋㅋ<br>좀 국제정세는 알고말하자;;;
,,@user-rl2en3mw6s,2024-04-25T13:08:21Z,,@user-rl2en3mw6s,2024-04-25T13:08:21Z,@@soo8894 한중수교는 노태우 업적 맞고 한국입장에서도 매우 잘한 일은 맞음. 근데 그건 옛날에 미국이랑 중국이 친했었을때 이야기고 지금은 미중이 서로 싸우면서 한국안테 어느팀에 붙을꺼냐고 확정하라고 했는데도 확정못하고 대통령에 따라 박쥐마냥 이리저리 나라의 기조가 바뀌니까 중국안테도 버림받고 미국안테도 버림 받은거임ㅋㅋㅋ 걍 일본이나 다른 민주주의 국가들처럼 미국안테 찰싹 붙었어야했음. 짜피 중국은 미국 못이기거든ㅇㅇ.
,,@sjudhsdd2579,2024-04-25T13:11:23Z,,@sjudhsdd2579,2024-04-25T13:11:23Z,"@@user-rl2en3mw6s 1986년, 1991년, 1996년 세 차례에 걸쳐서 미국과 일본이 체결한 통상협정의 일환이고 2022년 5월 미국과 일본은 ‘반도체협력기본원칙’에 합의했다. 두 달 뒤 열린 미·일경제정책협의위원회(경제판 2+2)에서는 반도체 관련 중요 기술의 육성과 보호를 위해 두 나라가 공동으로 연구개발에 나서기로 합의했다 문재인떄 결정?? 그건 니 뇌피셜이란다..........."
,,@user-on7sp1tg3c,2024-04-25T13:16:53Z,,@user-on7sp1tg3c,2024-04-25T13:16:53Z,문정권 생각나네. 반도체 싹 다 넘겨줬었는데
,,@sjudhsdd2579,2024-04-25T13:18:53Z,,@sjudhsdd2579,2024-04-25T13:18:53Z,"@@user-rl2en3mw6s 미국, 한국·일본·대만과 &#39;반도체 공급망 동맹&#39; 추진,조 바이든 미국 행정부가 소규모 반도체 공급망 협력체 구축을 추진한다. 이른바 &#39;칩4(반도체 4개국을 의미) 동맹&#39;이라고 불리는 이 네트워크에 한국과 대만, 일본을 참여시키는 방안을 검토 중이다. 13일(현지시간) 워싱턴 소식통에 따르면 미국 정부는 최근 우리 정부에 자국과 한국, 대만, 일본 4개국 반도체 협력 확대를 위한 &#39;칩4&#39; 규합 의지를 밝히고 오는 8월 말까지 회의를 하자고 제안했다. 미국 정부는 반도체 공급망 문제를 국가 안보 사안으로 보고 있다. 2022년 7월 기사란다..애초에 미국 일본 대만 반도체 동맹 제안을 2022년 7월에 한거란다...........뭐? 문재인이 거절???????? ㅎㅎㅎㅎㅎㅎㅎㅎㅎ"
,,@sjudhsdd2579,2024-04-25T13:20:02Z,,@sjudhsdd2579,2024-04-25T13:20:02Z,"@@user-rl2en3mw6s &#39;금쪽같은 인텔&#39; 싸고도는 美, 뭉치는 대만·일본…한국 어쩌나<br>중앙일보<br>입력 2024.02.22 <a href=""https://www.youtube.com/watch?v=htn2CxoqOQY&amp;t=1192"">19:52</a>"
,,@sjudhsdd2579,2024-04-25T13:20:19Z,,@sjudhsdd2579,2024-04-25T13:20:19Z,"@@user-on7sp1tg3c 개소리 오지네 &#39;금쪽같은 인텔&#39; 싸고도는 美, 뭉치는 대만·일본…한국 어쩌나<br>중앙일보<br>입력 2024.02.22 <a href=""https://www.youtube.com/watch?v=htn2CxoqOQY&amp;t=1192"">19:52</a>"
,,@user-rz4yh2zl5f,2024-04-25T13:21:33Z,,@user-rz4yh2zl5f,2024-04-25T13:21:33Z,​​@@user-tq9fj6rf2q한국 아성다이소는 <br>일본에서 지분투자 받아서 만든 <br>이름만 같은 독자적인 다이소고<br>나중에 자기 회사 지분 다 사들여서<br>100% 한국 회사 된 케이스이고<br>(심지어 일본 다이소는 그대로 있음)<br><br>위 사안은 그냥 일본이 많이 쓴다는 이유로 땡깡부리면서 일본 정부가 직접 개입해서 강제 매각하려는건데<br><br>민간주주한테 쑈부봐서 자기회사 지분 자기가 사들인거랑<br>ㅈ도 없는데  남의 나라 회사 강제 매각하라는거랑 같냐?<br>팩트도 확인 안하고 내로남불 ㅇㅈㄹ하는 건 일뽕들 특이냐?
,,@sjudhsdd2579,2024-04-25T13:23:29Z,,@sjudhsdd2579,2024-04-25T13:23:29Z,@@user-on7sp1tg3c 문정권때는 반도체가 참 잘나갔지........ 언제 넘겨줌?? 미국에 반도체 공장 건설하고 이거 다 윤석열이 결정한건데?? 2022년 2023년이 문재인 정부임??????
,,@sjudhsdd2579,2024-04-25T13:24:01Z,,@sjudhsdd2579,2024-04-25T13:24:01Z,@@user-on7sp1tg3c 내가 보수를 그혐하는 이유가 지들이 한 것도 다른 정권이 한걸로 왜곡함 국민들을 개돼지로 본다는거지
,,@user-rz4yh2zl5f,2024-04-25T13:28:59Z,,@user-rz4yh2zl5f,2024-04-25T13:28:59Z,​​@@user-tq9fj6rf2q그리고 있던 지분율 34%짜리 그냥 토씨하나 안까먹고<br>초입 34% 38억원짜리를  그대로 5000억에 넘겨준건데<br>뭐가 ㅅㅂ 비교적싸게 ㅇㅈㄹ ㅋㅋ<br>진짜 이런놈들 지들 고향인 아오지로 다시 돌려보내야 됨
,,@gaon1405,2024-04-25T13:46:29Z,,@gaon1405,2024-04-25T13:46:29Z,@@user-rl2en3mw6s 오히려 지금 정부 못 믿어서 그러고 있잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>누가 보면 지금 정부가 잘했는데 전 정권 때문에 그런 줄 알겠네.<br>G7 초청도 못받는 븅신 정권 때문이지.
,,@user-gm4ex8tc8x,2024-04-25T14:36:12Z,,@user-gm4ex8tc8x,2024-04-25T14:36:12Z,@@user-tq9fj6rf2q <br>일본 라이센스 한국 편의점은 라이센스가 만료되서 자동 해지된걸 <br>일뽕 종특인 거짓말이 술술술
,,@user-gm4ex8tc8x,2024-04-25T14:37:39Z,,@user-gm4ex8tc8x,2024-04-25T14:37:39Z,@@user-lo6mx6ps6y 그건에 대한 손해 배상을 요구하지 누가 회사를 넘기라고 하냐?<br>정말 문제가 있었다고 소송을 하지 ㅋㅋ<br>공산당도 그 정도 억지는 안 부린다.
,,@user-tq9fj6rf2q,2024-04-25T15:53:07Z,,@user-tq9fj6rf2q,2024-04-25T15:53:07Z,@@user-rz4yh2zl5f 그러니까 일본도 팔았잖아 빙딹아 돈 5000억은 싼거야 ㅋㅋㅋ다이소 매출얼만지아냐 안팔아도 남았어<br>편의점원조가 일본임 세븐일레븐임  패밀리마트까지 일본이 한국장악할때 cu gs에게 넘겨주는이유가 뭐겠냐 돈도있지만 한국 기업이 원했기에 팔아준거잖아 그러니 일본도 해줬으니 해주는게 맞는거지 말귀를 못알듣는 뇌는 사용가능하냐 ㅋㅋㅋ
,,@user-tq9fj6rf2q,2024-04-25T15:54:19Z,,@user-tq9fj6rf2q,2024-04-25T15:54:19Z,@@user-rz4yh2zl5f 그러니까 일본도 팔았잖아 빙딹아 돈 5000억은 싼거야 ㅋㅋㅋ다이소 매출얼만지아냐 안팔아도 남았어<br>편의점원조가 일본임 세븐일레븐임  패밀리마트까지 일본이 한국장악할때 cu gs에게 넘겨주는이유가 뭐겠냐 돈도있지만 한국 기업이 원했기에 팔아준거잖아 그러니 일본도 해줬으니 해주는게 맞는거지 말귀를 못알듣는 뇌는 사용가능하냐 ㅋㅋㅋ
,,@D4Dyoutube,2024-04-25T16:49:56Z,,@D4Dyoutube,2024-04-25T16:49:56Z,​@@user-gm4ex8tc8x미국도 그래서 틱톡 넘기라 하잖아
,,@user-gm4ex8tc8x,2024-04-25T17:05:45Z,,@user-gm4ex8tc8x,2024-04-25T17:05:45Z,"@@D4Dyoutube 중국은 사용자 정보 , 소스코드, 중국인 우위의 주식 배분권등 이미 그런 전적이 있으니까 미국의 조치에  찍소리도 못하는거지 <br>정상적인 시장 자본주의 국가에서 일본의 조치가 정상인거라고 보나?"
,,@ygh2878,2024-04-25T18:01:22Z,,@ygh2878,2024-04-25T18:01:22Z,@@user-xy7vy4ho4n 누가 만든건데? ㅋㅋ
,,@byungkyulee5033,2024-04-25T18:29:35Z,,@byungkyulee5033,2024-04-25T18:29:35Z,"@@user-rl2en3mw6s 윤석렬 실책은 주댕이 입꾹닫 하면서, 문제인 실책은 신기하게 다 기억한단 말야..<br>선택적 기억력이냐 ㅋㅋ?"
,,@byungkyulee5033,2024-04-25T18:33:01Z,,@byungkyulee5033,2024-04-25T18:33:01Z,"@@user-rl2en3mw6s 미국 일본 대만 반도체 동맹제의 조건이, 중국 수출 안하는 거였음<br>국내 반도체 생산량의 대부분은 중국 수출임, 알고나 씨부리자.<br>너같으면 동의 하겠냐?"
,,@byungkyulee5033,2024-04-25T18:34:35Z,,@byungkyulee5033,2024-04-25T18:34:35Z,"@@user-rl2en3mw6s 게다가 반도체 , 2차전지 , 특히 소부장 원자재 대부분을 중국에서 사옴,  니가 나가서 동일 가격에 대체 노선을 쳐 알아 내던가 .<br>중간 가공해서 파는 나라에서 원자재 사오는 나라랑 적대 관계 둬서 먹고살수 있을거 같냐?"
,,@byungkyulee5033,2024-04-25T18:35:13Z,,@byungkyulee5033,2024-04-25T18:35:13Z,@@user-rl2en3mw6s 국제정세는 너나좀 알고 씨부려라. 단면만 보고 선동질 오지네 ㅡㅡ <br>윤석렬 지지자 수준 하고는 ...등 ㅅ
,,@user-rl2en3mw6s,2024-04-25T18:48:33Z,,@user-rl2en3mw6s,2024-04-25T18:48:33Z,@@byungkyulee5033 아이고~~ 그러면 대만 미국 일본은 원자재 중국에서 안사오는줄 알겠네ㅋㅋㅋ 의존도가 높으면 줄일 생각을해야지 바로 나라를 포기할 생각부터하는게 정답이냐?? 그럼 중국이 북한 먹는다고해도 중국은 원자재 사오는 나라니까 아무말 못하겠네ㅋㅋㅋ
,,@byungkyulee5033,2024-04-25T19:00:21Z,,@byungkyulee5033,2024-04-25T19:00:21Z,@@user-rl2en3mw6s 그래 바로 그거야!
,,@byungkyulee5033,2024-04-25T19:00:53Z,,@byungkyulee5033,2024-04-25T19:00:53Z,@@user-rl2en3mw6s 한국이 미국 속국도 아닌데 왜 니맘대로 한쪽으로 치우쳐야함?왜? 중립위치에 있으면 안되나?
,,@byungkyulee5033,2024-04-25T19:02:03Z,,@byungkyulee5033,2024-04-25T19:02:03Z,"@@user-rl2en3mw6s 미중 대립중인데 미중 교역규모는 매년 최대치를 갱신함,<br>일본은 최대 동아시아 미국 우방국인데 러시아산 천연가스/원유 최대 수입국임.<br>일본 미국은 지들 ㅈ대로 하는대 왜 한국은 하면 안될까? ?응?^^? 펙트니까 궁금하면 외국 기사나 무역협회나, 통계청 자료 찾아봐라."
,,@byungkyulee5033,2024-04-25T19:03:11Z,,@byungkyulee5033,2024-04-25T19:03:11Z,@@user-rl2en3mw6s 아 그렇구나...모든걸 미국/일본편에 서지 않으면 &quot;느그식&quot; 나라를 포기하는 거냐?<br>넌 뭐 어디 미국 속국에사냐? 아니면 일본 식민지에 사냐????어느나라 국민이세요?
,,@byungkyulee5033,2024-04-25T19:05:36Z,,@byungkyulee5033,2024-04-25T19:05:36Z,"@@user-rl2en3mw6s 한국은 미국 압박에 러시아산 가스 원유 다 다른나라로 대체함 , 덕분에 ㅇ시장물가 및 원자재값 전부 상승했음.<br>,휴전 국가에서 미국에 비축량 포기하고 포탄 대부분다 넘겨버림, 일본은 네이버 라인 강제 매각 시도하고 있고, <br>2차전지부터 반도체까지 미국의 반 강제 요구로 국내 투자 못하고 대부분 미국 투자로 바귐."
,,@user-rl2en3mw6s,2024-04-25T19:25:43Z,,@user-rl2en3mw6s,2024-04-25T19:25:43Z,@@byungkyulee5033 아니 중릭외교도 시대적 상황이 맞을때나 하는거라니까?? 2000년대 초반까지만해도 미국이랑 중국이랑 사이가 좋았으니까 한국이 중립외교를 해도 봐준거임. 그리고 지금은 미국이나 중국이나 두 나라 모두 한국에게 어느편에 들건지 확실히 정하라 했는데 한국은 못정하고 정권 바뀔때 마다 박쥐처럼 나라기조가 바뀜. 그러면 미국이나 중국이 한국을 믿을수있겠음??
,,@user-rl2en3mw6s,2024-04-25T19:27:47Z,,@user-rl2en3mw6s,2024-04-25T19:27:47Z,@@byungkyulee5033 그래서 우방국을 확실히 정하라는거고 짜피 미중전쟁하면 결국 미국이 이길거니까. 미리 일본처럼 미국편 들었어야했다는 이야기임 근데 솔직히 짜피 늦음ㅇㅇ
,,@user-rl2en3mw6s,2024-04-25T19:33:08Z,,@user-rl2en3mw6s,2024-04-25T19:33:08Z,"@@byungkyulee5033 그냥 마지막으로 정리하자면 애초에 한국은 강한 나라가 아니라서 인도나 사우디처럼 자립적인 중립외교는 못한다는거임.<br>근데 기존에는 미국 중국 사이가 좋아서 한국이 중립외교하는걸 귀엽게 봐줬는데, 이제는 사이가 나빠져서 안봐주는거임. 미국은 이와중에 한국이 자기편 안들어주니까 실망하고, 중국 키워줬듯  다시 자기의 우방국인 일본 키우는거임."
,,@byungkyulee5033,2024-04-25T19:47:17Z,,@byungkyulee5033,2024-04-25T19:47:17Z,@@user-rl2en3mw6s 사우디가 강한나라에서 웃고갑니다 ㅋㅋㅋ
,,@byungkyulee5033,2024-04-25T19:47:34Z,,@byungkyulee5033,2024-04-25T19:47:34Z,@@user-rl2en3mw6s 내말 이해못하지? 정리해줘?
,,@byungkyulee5033,2024-04-25T19:48:04Z,,@byungkyulee5033,2024-04-25T19:48:04Z,"@@user-rl2en3mw6s 일본, 중국, 미국은 겉으로는 싸우지만 뒤에서 지들 실익은 다 챙기고 있음."
,,@byungkyulee5033,2024-04-25T19:49:00Z,,@byungkyulee5033,2024-04-25T19:49:00Z,"@@user-rl2en3mw6s 너처럼 생각없이 , 세상을 흑백으로만 바라보는게 참 안카깝네"
,,@byungkyulee5033,2024-04-25T19:49:29Z,,@byungkyulee5033,2024-04-25T19:49:29Z,@@user-rl2en3mw6s 사우디는 모든 국방을 미국에 일임중임 ㅋㅋㅋㅋ알고나 씨부리라 ㅋㅋㅋ 근데 미국에 반기를 든다고 ??ㅋㅋㅋ<br>님 논리면 말이 안되는뎁쇼?
,,@byungkyulee5033,2024-04-25T19:50:09Z,,@byungkyulee5033,2024-04-25T19:50:09Z,@@user-rl2en3mw6s 너같이 생각하는 모지리들이 청치인 뽑으니까 나라 꼬라지 경제가 박살나는거다 ㅋㅋ
,,@byungkyulee5033,2024-04-25T19:51:36Z,,@byungkyulee5033,2024-04-25T19:51:36Z,"@@user-rl2en3mw6s 다시 물을게, 미중 대립중인데 왜 미중 무역 규모는 최대치를 갱신하지? 미중 대립중인데 중국 일본은 반도체 협력+합작사를 만드는 걸까? <br>생각좀 해봐^^제발."
,,@byungkyulee5033,2024-04-25T19:54:34Z,,@byungkyulee5033,2024-04-25T19:54:34Z,@@user-rl2en3mw6s 우방국ㅋㅋㅋ 야 국제 정세 앞에서는 영원한 적도 우방도 없음 그냥 각국의 실익을 위해서 움직일 뿐이란다 .<br>생각이란걸 좀 하면서 살자.
,,@byungkyulee5033,2024-04-25T19:56:34Z,,@byungkyulee5033,2024-04-25T19:56:34Z,"@@user-rl2en3mw6s 미국에 찰싹같은편 하면 미국이 반도체 다 사주냐?, 그러면 일본이 독도 시비 안거냐? 그러면 일본이<br>가만히 중일 반도체 협력 안하냐?"
,,@byungkyulee5033,2024-04-25T19:57:18Z,,@byungkyulee5033,2024-04-25T19:57:18Z,@@user-rl2en3mw6s 윤섣렬이 일본가서 먹방찍고왔는데 라인 경영권 냐노라는건 같은편이 아니라서 그러는거냐?ㅋㅋㅋ제발 생각좀해라
,,@sjudhsdd2579,2024-04-25T21:06:57Z,,@sjudhsdd2579,2024-04-25T21:06:57Z,@@user-lo6mx6ps6y 그건 핑게죠 털렸으면 그에대한 책임만 지게하면 그만임
,,@sjudhsdd2579,2024-04-25T21:11:20Z,,@sjudhsdd2579,2024-04-25T21:11:20Z,@@user-on7sp1tg3c 에라이~~2찍아 이러니 선거에서 참패하지 국민들을 개돼지 취급을 하네 문정권때 언제 그랬냐?
,,@user-sn7th9qf3b,2024-04-25T21:34:19Z,,@user-sn7th9qf3b,2024-04-25T21:34:19Z,"저건 순수한 지분율에 관한 얘기고 라인자체는 일본기업이에요. 좀 복잡한데 만든 기업이 한국일뿐이지,  일본기업에게 관리, 운영되고 세금도 일본에 납부해요. 네이버 창업자인 이해진도 라인은 분명히 일본기업인데 왜 계속 논란이 생기는지 이해가 안 된다라고 인터뷰까지 직접 했었음."
