video_title,video_view_count,author,comment_date,comment,reply_author,reply_date,reply_comment
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-vk6xy3gr6d,2024-04-29T02:12:41Z,"라인  운영권은  절대로  넘기면  않됨,  서버는  꼭  한국에  있어야함. 혹시  지분 강탈한다 해도   일본에  서버와 데이터  이전해  주면  않됨.",,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@hkh2822,2024-04-25T10:33:22Z,윤석열: 그냥 넘겨줘 일본이 달래잖아 어허,,,
,,@user-qq8kb3ut2m,2024-04-25T15:59:50Z,,@user-qq8kb3ut2m,2024-04-25T15:59:50Z,엠비는 그래도 지금은 곤란하니 기다려달라고 한것같은데 말이졐ㅋㅋㅋ
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@scottcello418,2024-04-25T09:49:38Z,KBS가 이정도 무식한가. 지분경쟁으로 경영권을 잃는게 회사를 뺏기는거냐.,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@keysersoze9861,2024-04-26T09:03:22Z,개비에스~<br>🤣😂🤣😂🤣😂,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-qm1ji8hc9v,2024-04-25T20:49:57Z,한국도 원래 일본꺼니까..😊,,,
,,@obel1234,2024-04-26T09:23:06Z,,@obel1234,2024-04-26T09:23:06Z,일본이 원래 한국꺼인지 모름 ㅂㅅ아
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-gl9wc6oe5n,2024-04-25T12:56:38Z,굥은 좋다고 빨리 넘기라고 하겠는데??,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-iu4do7cy6i,2024-04-25T13:23:50Z,아니 우리나라 라인보다 카카오쓰는 비율이 압도적이자나.<br>일본은 라인만쓰고. 수요가있는곳에 공급이 가겠다는건데 이게 왜 문제냐? 네이버를 통채로 넘기는것도 아니고,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@9778suna,2024-04-26T22:00:01Z,"그건 유감 스러운 일일지도 모르겠지만, 저는 한국이<br>라인에 대해 중요하게 신경 쓰는건 본적이 없다고 생각합니다.",,,
,,@user-qh5gr5wk5p,2024-04-27T00:35:10Z,,@user-qh5gr5wk5p,2024-04-27T00:35:10Z,"멍청하네 ㅋㅋ 일본이 노리는건 라인이 아니라 바로 대한민국 최대포털 네이버다.<br><br>네이버를 장악하면 일본에 유리한 뉴스기사만 골라서 포털에 띄울수있게되고, 그러면 한국 국민들은 일본의 뜻대로 끌려다닐수밖에 없다.<br><br>&quot;라인을 내놔라!&quot;는 일본이 잘 하는 말장난임. <br><br>과거 &quot;조선을 근대화 시켜야된다!&quot;라는 말장난을 하면서도 본심은 조선이라는 국가 전체를 먹는거지만 겉으로는 조선을 개화시켜서 대동아 공영을 이루어서 서양세력을 막아야된다!라는 명분을 앞세웠던거고 ㅋㅋ<br><br><br><br><br>즉, &quot;개인정보를 못지켰으니 라인을 내놔라!&quot;는 명분일뿐, 이렇게 한발 걸치기를 하면서 최종목적은 네이버를 일본기업으로 만드는거다.<br><br>이건 일본기업들을 중국이 인수해들어간것과도 비슷함. 중국 입장에서 아시아 최강국인 일본을 경제적으로 예속시킬 필요가있었음."
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-lx5ow9cs8r,2024-04-25T09:11:03Z,넘기고 롯데 받아오자,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-oq1rr1mj5o,2024-04-25T17:13:28Z,"결국, 이렇게 넘어 가는군요<br>국내에서 쓰지도 않는데, 이럴 때만 국민 앱이죠<br>그냥 이렇게 되는것도 괜찮은 것 같아요",,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@yas-oh,2024-04-25T09:55:40Z,줘<br>라인 한국에서 아무도안씀ㅋㅋㅋㅋ,,,
,,@user-hg8jo5qh9i,2024-04-25T10:35:14Z,,@user-hg8jo5qh9i,2024-04-25T10:35:14Z,한국에서 안쓰는게 문제가 아니라 강제로 뺏는게 문제인데 한국이 카카오톡 쓰는게 일본에서는 라인인데 ㅋ 무슨 바보같은 말이냐 수익성이 어마어마한데 ㅋ 카카오가 일본한테 넘어 간다고 생각해봐 그래도 일본한테 주라고 할거냐? ㅋ
,,@yas-oh,2024-04-25T10:41:52Z,,@yas-oh,2024-04-25T10:41:52Z,@@user-hg8jo5qh9i 카카오는 안줄건데?ㅋㅋ
,,@aboutgodandworld,2024-04-25T11:24:29Z,,@aboutgodandworld,2024-04-25T11:24:29Z,@@yas-oh 장애있니 혹시?
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@kTMK4sTDMdGdrOf,2024-04-25T13:23:50Z,배민도 독일에 넘긴건데 왜 라인가지고 그러지? 일본 기업은 그냥 싫어? 자본에 국가가 어디 있냐. 누가 보면 강탈 할거 같은가 보겠네. 돈 주고 매입하면 경영권 넘어가는거지 뭘,,,
,,@lennox6003,2024-04-25T16:49:19Z,,@lennox6003,2024-04-25T16:49:19Z,싫다니까? 넘기기 싫다는데 강제로 달라는 걸 우리는 &#39;강탈&#39;이라고 불러요<br>빨간색 나라에선 그렇게 안부르나 보죠?
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-fg5uf7sp7x,2024-04-25T12:06:34Z,일본은 걍 다른 메신저로 갈아타도됨 <br>이건 그냥 일본라인야후에 선택권 주는것 뿐이고 못하겠다면 메신저 교체할거임,,,
,,@user-kr5tz5uc7s,2024-04-25T12:11:25Z,,@user-kr5tz5uc7s,2024-04-25T12:11:25Z,교체하려다 못했고 지분 강제매각은 다른 얘기임
,,@user-fg5uf7sp7x,2024-04-25T12:14:10Z,,@user-fg5uf7sp7x,2024-04-25T12:14:10Z,@@user-kr5tz5uc7s  개인정보유출 보안문제로 강제로 하면됨 어려운것도 아님 대체 메신저가 얼마나 많은데~
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@SaessakE,2024-04-25T12:01:03Z,한국기업인 NHN이 일본에 NHN Japan을  만들었고 그 회사가 개발한게 라인임 결국 일본이 기획하고 개발한 어플이고 가장 많이 사용하는 국가도 일본인데 이걸가지고 뺏긴다 라고 표현하는것도 웃긴거지 평생을 일본에서 산 한국계 일본인을 보고 한국사람이라 말하는 꼴임,,,
,,@pp-rk9vf,2024-04-25T12:24:58Z,,@pp-rk9vf,2024-04-25T12:24:58Z,한국롯데는 한국인들이 사용하고있으니 일본자본은 지분을 넘겨라고 한국정부가 협박하면 일본정부는 네 하갰네요
,,@SaessakE,2024-04-25T12:34:56Z,,@SaessakE,2024-04-25T12:34:56Z,⁠@@pp-rk9vf일본법인과 한국법인이 따로있는 롯데를 예시로 바보같은 말을 하니까 어디서부터 지적 해야할지 도저히 모르겠네. 내 댓글이 이해가 안되면 그냥 늘 하던대로 “이 나쁜 일본놈들!” 하고 지나가세요
,,@user-fv2qd1ml2e,2024-04-25T12:39:40Z,,@user-fv2qd1ml2e,2024-04-25T12:39:40Z,ㅋㅋㅋㅋ 시장 거래로 사고 파는거랑 정부에서 강매 시키는거랑 같음?
,,@jackkim127,2024-04-25T12:43:25Z,,@jackkim127,2024-04-25T12:43:25Z,일본이 기획한거 아닙니다. 조사해보세요.
,,@SaessakE,2024-04-25T13:15:20Z,,@SaessakE,2024-04-25T13:15:20Z,@@user-fv2qd1ml2e 개인정보 유출 사태를 이유로 지분정리를 요구한건 굉장히 이례적인 일은 맞음 그럼 그부분을 지적해야지 “일본정부가 한국기업을 뺏어가려고 시도한다!” 이런식으로 말하는건 날조고 선동이지
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@justinjeong813,2024-04-25T09:26:27Z,줘라 ㅋㅋ일본이 알아서 하게,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@gaon1405,2024-04-25T13:45:06Z,일제 식민지 용산 조선 총독부 굥총독 : 일본과의 우호적인 외교 관계를 위해 네이버가 양보 해야.,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@ILOVEJAPAN223,2024-04-28T22:41:42Z,오,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-ln4th8je8k,2024-04-25T11:13:24Z,쿠팡 불매로 맞대응해라!,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@skyrocket375,2024-04-25T10:37:08Z,아니 정당하게 주식 매입해서 소유하겠다는데 그걸 왜 막냐 <br>방산업체나 기술업체도 아니고 그냥 SNS회사잖아,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@hwan2285,2024-04-25T14:30:02Z,대응은 무슨.. 이 정부라면 쌍수를 들고 환영하겠지요,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@seasonic9421,2024-04-25T11:38:45Z,좀 팔아도 되지 않나? 손정의가 저거 먹고 이상한짓 할 사람은 아닐거 같음.<br>손정의가 비전펀드 하면서 위워크로 사기를 당하면 당했지 칠 사람은 아니라서<br>그냥 금액 괜찮으면 파는것도 방법일거 같음.,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-in2sl9lv7g,2024-04-29T11:58:44Z,왜 라인을 제재 할려는지는  한마디도 안하네,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-jy5su2ib2r,2024-04-25T13:38:00Z,친일정권이라 무난하게 넘겨줄끼야...,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-dr3ln7dh4e,2024-04-25T14:10:38Z,네이버를 일본의요구를 거부하면<br>당장 일본에서 철수하라.,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@kbb9128,2024-04-25T09:08:49Z,넘겨야죠.<br>네이버 연동으로 계정 털렸는데 아예 연동 못하게 해야죠,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-eu7ro7hd1r,2024-04-25T13:06:25Z,뺏기다뇨 제대로 말을 해야지. 일본에게 주는 그분의 선물입니다~,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-ws1iw4oq2u,2024-04-26T12:17:40Z,윤석열 일본반도체 키우자고 하이닉스에 합병찬성하라고 압박하더니 네이버에도 넘기라고 압박할려나? 어느나라 대통령이냐?,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@user-ki2uk7hj4h,2024-04-25T09:44:48Z,윤두창도 윤두창인데 라인써보지도 않은 견민들 짖어대는중 ㅋㅋㅋㅋㅋ,,,
"[이런뉴스] 네이버, 13년 키운 ‘라인’ 일본에 뺏기나? / KBS 2024.04.25.",41821,@tori0095,2024-04-26T22:06:05Z,이재명은 중국에 셰셰 굽신굽신,,,
,,@user-qh5gr5wk5p,2024-04-27T00:37:52Z,,@user-qh5gr5wk5p,2024-04-27T00:37:52Z,중국 전승절때 군대사열까지 받은게 박근혠데 어째서 이재명이 중국에 굽신거린다는건지 설명 부탁드리겠습니다.
,,@user-cg3tr6cl8m,2024-04-30T15:32:09Z,,@user-cg3tr6cl8m,2024-04-30T15:32:09Z,걍 평소대로 지 따스한 방구석 인터넷에서 중국몽 짖고 다닐거면서 셰셰 ㅇㅈㄹㅋㅋ
