video_title,video_view_count,author,comment_date,comment,reply_author,reply_date,reply_comment
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-gk7tb8tv9q,2024-05-11T08:26:34Z,예나지금이나 하는짓이...  어째 저런생각만 하고 사는지~한심하다.<br>우리 정부는 좀 강력하게 대응하라~~,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-yb5yj4lt3w,2024-05-11T04:18:24Z,이건 100% 한국인이 만든 라인을 그냥 통째로 일본에게 빼앗기는샘 심지어 라인의 아버지인 한국인을 퇴진시켜버리는 클라쓰 ㅋㅋ 이런 도둑놈들 ㅋㅋㅋㅋ 무슨 대한민국이 일본의 앞마당 멀티라고 생각하는듯,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-tt6yb5zd5c,2024-05-12T11:02:21Z,이건 선전포고 아님?  삼성  뺏겨도 무서워서 닥치고 못본척할래?,,,
,,@999-xz8lm,2024-05-12T13:08:29Z,,@999-xz8lm,2024-05-12T13:08:29Z,그게 오리지날 2찍들임 ㅇㅇ  매국에 진심
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-vb8px2bg2g,2024-05-11T01:34:49Z,뺏기느니 차라리 서비스 종료 해버려라 철수해,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-sc8xb2xh5i,2024-05-11T02:18:01Z,얼마나 한국이 우습게 보였으면 정직한 일본인이 이렇겠냐?  대통령이 인정한 정직한 일본인들인데,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@kimjaehun77,2024-05-12T00:48:00Z,일본정부개입 이건 일어나면 안되는 일. 대한민국정부는 강력하게 대응해라.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@SALALA31,2024-05-11T05:33:04Z,일본이 일본 한 거임,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-tp5hd4yq1r,2024-05-11T07:35:41Z,친일이.젤.싫러,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-hg2go8yb5h,2024-05-11T11:25:40Z,독도는 한국땅 이듯이<br>라인은 한국꺼 다!<br>뺏길지언정 내주지는 마라!!!,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-wy2gc9zx3u,2024-05-11T01:44:40Z,일본 나쁜놈들 .. 독도도 곧 내 놓으라겠네,,,
,,@gaezzolini,2024-05-11T02:31:37Z,,@gaezzolini,2024-05-11T02:31:37Z,이미 내 놓았음. 우리 국방백서에 독도 분쟁지역으로 표기 해놨음.
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@Irinotecan,2024-05-11T02:21:18Z,근데 저걸 요청한다고 들어주는 기업도 문제있는 거 아님??????,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-sf4fc5ji1p,2024-05-11T10:46:42Z,"핵심은   해킹 에 따른,,  안보 문제로 보임 결론은 줄건 주고  받을건 받아야",,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-wy2gc9zx3u,2024-05-11T01:47:25Z,정보유출 자작극인거네~라인 빼앗아가려고,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-yj3ri3vs9q,2024-05-11T08:33:06Z,일본 제대로 선넘네 국민들이 다 보고 있는것 인식해라 ㅡㅡ 한번 해보자는거야 ?,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-gy4be8qg5d,2024-05-11T10:47:24Z,만약에 넘겨야할 시점이 정말 온다면 차라리 중국에 팔아버려..뭐가 똥인지를 제대로 보여주라고..,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@Michael-nw2ht,2024-05-11T01:48:20Z,대굴욕 외교,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ls8fw4dx5d,2024-05-11T10:34:31Z,당하기만 하는게 답답하다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@nicon2586,2024-05-11T02:39:43Z,을사조약이라도 한건지..,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-wr8tj6bf3h,2024-05-11T06:06:20Z,이쯤되면 정보유출이 자작극이 아닌지 합리적인 의심을 해봐야한다. 각본을 미리 짜놓고 정보유출하고 바로 지분 넘기라고 압박하는..,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@sss-hc4kc,2024-05-11T07:09:11Z,그럼 다음번 개인정보 누출 사고나면 한국 이사진으로 바꾸는걸까요?,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@archershadow5179,2024-05-11T06:44:03Z,"핵심 기술이랑 주요 서버는 싹 빼고 그냥 다 줘라, 기술과 서버 없이도 유지가 될리가 없으니 알아서 무너진다. 우리나라 내부는 라인 버리고 카톡이랑 뭘 해보던지 아니면 새걸 하나 만들던지 하고.",,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-sn4um1dl5y,2024-05-13T00:10:42Z,"본사를 한국으로 옮기고 건 물만 넘겨주면 태국, 인도네시아, 타이완 3개국은 건질 수 있지 않을까요?",,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-tm2vt7tb4w,2024-05-12T11:21:17Z,네이버는 라인 서버 폭파하고 돌아와라  절대 헐값에 넘기지마라,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@SS0007771,2024-05-11T06:44:55Z,이것이 일본이 과거 남의땅 정복 마~이 해본 노하우 입니다 고기도 먹어본 놈이 좔~먹죠..우린 항상 지배만 당했기 때문에 뭐..일본 처럼 이런 계산을 할 수 없는,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-lr5bj7qe8c,2024-05-11T04:08:05Z,국제 분쟁 시작이네요!,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@pjstudio4950,2024-05-11T12:52:12Z,이건 아니지<br>해킹때문에 경영권을 갖고 가려하는건<br>누가봐도 작은 트집잡아 기술력을 가져가려는 꼴,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@hll2701,2024-05-11T02:45:56Z,이걸 두고보는 이놈의 정부는 대체 뭐하는건가,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@htk3342,2024-05-11T04:07:45Z,손 마사요시 형님께서 관리하시겠다는데 팔아넘겨라..<br>다른 빨대 상품을 개발해야지..,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@7lazaros234,2024-05-12T11:52:44Z,의외로 멍청한 요구일 수 있으니 <br>머리를 잘 써서 지들이 망하게 할 수 있게 고민들을 여러방면으로 해봅시다..,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@zerowaterkr,2024-05-11T05:33:42Z,자국 회사가 강탈당하는데 아무런 대응없는 대한민국 외교부.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-wd2ls3sj5u,2024-05-13T00:48:51Z,제2의 노재팬이 나와도 절대 이상한 일이 아닌데 ㅋ 잠잠함 ㅋ 위에서 잠잠하고 엔저니까 아 몰랑~ 일본 여행 중,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@jungkim1892,2024-05-11T10:13:34Z,왜 우리나라근처엔 중국 일본 러시아같은 나라들만 있는지,,,
,,@user-be6nj7mp7z,2024-05-12T07:10:38Z,,@user-be6nj7mp7z,2024-05-12T07:10:38Z,1790년에야 벽돌 보급하려고 하던 조선이 이웃이 아프리카여도 지배안당했을까?  ㅋㅋㅋㅋ
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-xu7go8sp5u,2024-05-11T02:21:27Z,일제강점기를 겪었으면서도 교훈을 배우기는 커녕 내부선전선동에 이용하는 정치권 탓에 국론분열로 인한 문제가 더 크다.  정치인을 전면배제하고 전문가패널이 나서는게 가장 낫다. 그리고 국회가 국정에서 손떼도록 군이 노력해야 한다.  그리고 국방부와 외교부 그리고 과학기술부가 주도적으로 이문제를 해결하기 위해 노력해야 한다. 그리고 이시점부터 청와대와 국회를 군이 접수하여 예산부터 행정일체를 통제하려는 노력을 해야 할 것이다.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-dh5uj4hc6t,2024-05-11T10:48:28Z,우리나라에 진출해 있는 소부장 회사 똑같은 방식으로 다 뺏어오자,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@hwarang7u,2024-05-11T05:47:11Z,저렇게 회사를 먹어버린다고? 와~,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ml2ci6ke2u,2024-05-11T05:36:18Z,쿠팡지분 도 한국에서 찾아와야 합니다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@Koonbear910,2024-05-11T05:28:27Z,그러게 이름을 네이버톡이라 지엇어야지 에휴,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-il9sv9lf8e,2024-05-11T02:43:39Z,우리는 일본을 이용만 해 먹어야지....절대  호감을 가질수 없는 나라다.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@xhd9872,2024-05-11T02:35:07Z,전쟁 함 났으면 좋겠다 진심,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-bg6rl7xx5l,2024-05-11T06:37:41Z,자민당이 집권하는한 일본과는 이름뿐인 동맹관계가 지속될듯.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ry7oz6qp2s,2024-05-11T10:27:23Z,그런데 처음부터 이렇게 될걸 몰랐었나?<br>네이버 처음 일본 진출한다고 했을때도 성공하기도 쉽지않을거고 설사 잘되서 큰게 성공한다해도 일본한테 빼앗길거라고 생각했었는데....<br>삼성이 30년전 중국에 핸드폰 공장 처음짓기 시작했을때도 기술이랑 제조인프라 다 뺏기고 쫏겨나고 결국 핸드폰 판매량도 역전될거라고 생각한 사람 없었나? <br>지금 미국에 만드는 삼성반도체 공장은 시간이 지나면 결국은 기술이랑 사업권 미국한테 뺏기고 한국반도체 결국 문닫을거 아무도 예상못하고 있는건가?,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ml6fr4uy4z,2024-05-13T00:40:52Z,적당히해라 일본정부 일본가지말자<br>일본물건도사지말고 쓰지도맙시다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-fr9pd8qy6h,2024-05-11T08:01:25Z,10억명 자리 플랫폼을 뺏기다니,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@tlitusing,2024-05-11T02:36:37Z,뒷통수의 나라답네 동일본대지진때 메신저로 살려줬더니 이따위짓을하네,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ut1xt4gz3q,2024-05-12T08:16:15Z,"라인이 메신저 서비스만 있는것도 아니고, 회사로 꽁짜로 가질려고 하네, 일본사업접고 철수하는것이 답일텐데, 쉽지 않겠네요.",,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ly1dy5gj3c,2024-05-11T16:38:39Z,중요프로그램만빼고 다 넘기라니까 머가 아쉬워서 시간을 끄는건지....,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@Kamia00248,2024-05-12T17:12:36Z,일본 잘한다. 사업인데 필요하면 해야지,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-yq9jn9qj5j,2024-05-12T14:07:32Z,라인이 동남아에서 엄청 쓰이는데 ...짜증이네...,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-vl1zr2mv1h,2024-05-11T07:06:14Z,앞다르고 뒤다른게 일본인데 새삼스럽지도 않은 일 ^^,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@av8rThunder,2024-05-11T07:23:20Z,꼬우면 니들이 안쓰면 되지,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@MinhyukKim1,2024-05-11T07:34:00Z,외교부의 노력이 구체적으로 듣고 싶다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-yd2tl4ri4v,2024-05-11T11:59:31Z,라인 일본한테 빼앗기면 라인했던 한국사람 정보 전부 빼앗깁니다 절대 빼앗기면 안됩니다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@odo_odo_yat5641,2024-05-11T20:48:30Z,명심할것 중국과 일본에서는 절대 투자를 조심할것 그나마 몇 없는 한국 글로벌 소프트웨어 기업인데 노답,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-rc3fg6kr1d,2024-05-11T03:36:38Z,일본정부가 나서서 또 빼앗는구나 ...<br>무능한 정치와 정치인으로 일제침략이랑 뭐가 틀리냐.... 무능한 정치와 정치인 그리고 대통령 일제 임진왜란과 일제시대많으로 충분하다 대통령 그라인들 내려와라 니들이 할일 갈곳은 감방뿐이다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@tizen8568,2024-05-11T06:16:58Z,미국 기업에 지분을 넘기세요<br>20조원 정도,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-bn7jm9nu4o,2024-05-11T04:58:00Z,라인 내주고 독도라도 지킵시다.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@seonghyukpark2304,2024-05-11T05:48:47Z,황금알거위를 내놔라 하네. 이래서 첨부터 지분을 주면 안됨. 아님 확실하게 7:3 정도로 하던가,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@migueljo7846,2024-05-11T02:41:35Z,라인이 한국 네이버가 만들어준 것이란게 놀랍네.. 그런데 한국측에서 관리 잘못해서 해킹당하고 문제가 터지고 이미 라인앱 자체는 일본인들의 카톡이니만큼 그들에게 줘버리고 손 털자 .,,,
,,@user-lw8ym7xz1e,2024-05-11T02:44:27Z,,@user-lw8ym7xz1e,2024-05-11T02:44:27Z,10억명이 쓰는 글로벌 메신져를 그냥 주자고? ㅋㅋ 미래먹거리인 ai산업이랑도 연결되어있는데? ㅋㅋ
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-se2bc7ki7t,2024-05-13T04:09:03Z,"라인사태는 손정의 야욕에서 시작된것.  이사람 믿으면 안됨,",,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-hr1yb3sp2m,2024-05-11T10:49:45Z,일본 믿고 퍼준 네이버 경영진이 정신이 나간거지ㅋㅋ 일본은 늘 한결같았다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@rtytfplkhj8965,2024-05-11T08:30:09Z,"근데, 손정의는 한국인이다. 상관없다. 그냥 줘라.",,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@lIllIlIlllIlIlI,2024-05-11T03:07:50Z,일본의 정치측면에도 원인이 있다고 봅니다.. 다른데서 소개했지만 닛산을 프랑스에서 일본으로 경영권을 강탈해왔을때 아베 내각 지지율이 올라갔습니다. 지금 기시다 총리가 증세안경이라고 불리며 지지율이 바닥인걸 감안해본다면.. 이미 한 번 해본거 두 번 못할 이유가 없죠.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@eliot9622,2024-05-12T20:20:38Z,나같으면 지분 팔기전에 데이터 센터 폭파할거같다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-be6nr3lu4g,2024-05-11T01:51:35Z,절이 맘에 안들면 중이 떠나야지 뭐,,,
,,@user-be6nr3lu4g,2024-05-11T01:53:14Z,,@user-be6nr3lu4g,2024-05-11T01:53:14Z,그리고 돈아낄라고 중국회사한테 맡기다가 <br>해킹쳐맞아서 이꼴나서 별로 안타깝지도 않네
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-hi5ly9sd1z,2024-05-12T10:02:38Z,그냥 나머지 50프로 지분 우리가 사서 일본에서 라인 빼겠다고 하셈 <br>그럼 찍소리도 못할거다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-fd1ih7rv2i,2024-05-11T09:56:07Z,우리의 주적은 &quot;일본&quot;이다!,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-op9ci2ee8v,2024-05-11T06:17:44Z,국가의 무능함을 절감하고 있다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-lp1jx2gf5p,2024-05-11T07:41:22Z,우리도 롯데 삼킵시다. 돈은 우리나라서 벌고 전범기업 밀어주는 껍대기만 한국인인 진심 일본인 회장,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-tc2zb6ts4u,2024-05-11T05:41:05Z,일본은 우리나라를 적국으로 생각한다는 거...,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@GoldenElDorado,2024-05-12T01:42:44Z,당장 서버를 자석으로 문질러버려라.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@kimjun-wx2nw,2024-05-12T11:52:12Z,"그냥 일본에서 라인을 완전히 빼버려 그럼 돼지, 정보 유출에 책임지고 라인서비스 종료한다고 하면 돼지 일본에서만 종료하면 되는거 아니야?",,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-sf7ep4kt6y,2024-05-11T13:22:56Z,그렇게 당하고도 학습이 안됐다니...<br>형태는 다르지만 본질은 똑같다<br>역사를 잊은 민족에게 미래는 없는법<br>임진왜란에 일본이 솜씨좋은 도공을 데려가버린것처럼 이번에는 라인을 가져가려고 하잖아,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-zi5pc7wj3l,2024-05-11T05:54:20Z,르노 닛산때도 회장 구속시키고 뺏었잖아,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@aerydhjydfhjgc,2024-05-11T02:52:17Z,"120년전  식민지 될때도 저런식으로 야금야금 빼았겼겠지..  <br>항상 느끼는것인데 역사는 반복된다.   노루, 금붕어 기억력 한국인들이니까  무한 반복 확정이다.",,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-pr8bj1nn4w,2024-05-11T06:40:42Z,뺐기지 마라 정부는뭐하고,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-st9db1jc7q,2024-05-11T16:30:53Z,가끔 극우가 반일종족 주의라고 하는데 진짜 종족주의는 일본 아니냐?,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-kh9hy1xx9m,2024-05-12T17:18:02Z,처음부터 이용하건 안하건 라인재팬으로 시작하면 안됐지 싶다 일본은 기술력이 없었는데 참 억울할뿐이다 지켜보는 입장에서도 분통터지는데  관계자들은 어떨지~~한국이 만만하기 때문에 이런일이 벌어지는거다 무능력한 사람을 뽑으니까 이런일이 벌어지지 싶다 왜 한국정부와 정치인들은 이렇게 조용하냐,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@SJBang-wh9uj,2024-05-11T03:46:38Z,신중호 이사의 기 죽은 표정을 봐라.  눈 뜨고 뺏기는데도 국가가 힘이 안되는 상황.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@youtooviewer,2024-05-11T14:29:37Z,손마사요시는 왜 아무 말이 없지??,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-bg1sl5yq9p,2024-05-11T11:50:21Z,차라리 일본 국가경제 파산시키고 imf 금융구제받게 만들자,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@-gq3ms,2024-05-11T05:03:14Z,나라가힘이 없으니 이지경이된것같고 우리나라 정부는 강건너 불구경이나 하고..답나왔자나 언넝 정권교체하자진짜,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@ddutda,2024-05-11T07:56:15Z,다이소 지분 다 뺏으면 되겠네,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-hr4sw7zp1i,2024-05-11T10:44:06Z,매각해라 그래서 돈이나 벌어라 나중에 국가개입시 팔지도 못하고 쓰레기 된다..,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@kickasswork,2024-05-11T03:28:56Z,을사조약에 나라 빼앗기고 이젠 라인까지? 두 번이나 일본에 빼앗기면 한국이 문제 아닌가??,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-th1jt2xe4k,2024-05-11T07:53:23Z,국제사회에서 거래는 감성적보다 냉정한 이성적으로 판단 해서 해야 한다. 한일 동맹이란 없다. 라인은 그 어떠한 현실에서도 일본에 넘기지 말고 2년간 라인을  거지로 만들고 제 2의 라인을 만들어야 한다.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@kuy2010ify,2024-05-11T06:19:27Z,미국에 넘기면 더 받을걸... 그걸 왜 일본에 넘겨(??),,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-gs1wv5nu3y,2024-05-11T01:43:19Z,윤석렬이가 이렇게 만들고있다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-iz9ck3mk2x,2024-05-11T02:41:38Z,멍청하게 항상 여기저기서  당하는 동네북 국가,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@hobas9626,2024-05-12T16:57:15Z,일본이나 중국이나 그놈이 그놈이네,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-jy4fm6xr9s,2024-05-11T05:25:32Z,저러고도 일본 가고 싶을까 ? 일본 여행 가는 사람들은 이거 보고 반성 좀!,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ct9ec5lg6w,2024-05-11T13:39:53Z,카톡 텐센트지분어떻게할겨,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@DREAMTICKET-pw9fb,2024-05-11T05:18:00Z,"라인도 특검 가야지.우리 정부가 동의 안 해 주면, 절대 일어날 수 없는 일임.",,,
