video_title,video_view_count,author,comment_date,comment,reply_author,reply_date,reply_comment
,,@jimin_1216,2024-05-11T10:56:46Z,,@jimin_1216,2024-05-11T10:56:46Z,@@user-qIinl7il2qO4z 어디를 찍었냐가 중요한게 아니라 누구를 찍었는가가 중요한 거 아님? ㅋㅋㅋ<br><br>이미 너는 무엇이 옳고그름인지 구분하지 못하고 있는 것 같은데
,,@ZZIT-mao,2024-05-11T13:16:32Z,,@ZZIT-mao,2024-05-11T13:16:32Z,@@user-qIinl7il2qO4z 1번 찍었을듯 ㅋㅋㅋㅋㅋ 말은 저렇개 해도 내로남불이라 1찍 100퍼임
,,@user-qIinl7il2qO4z,2024-05-11T13:29:31Z,,@user-qIinl7il2qO4z,2024-05-11T13:29:31Z,@@jimin_1216 <br>너 어디 찍었냐고 ㅋ<br>왜 대답을 못하냐 이것들은<br>1찍인게 쪽팔려?
,,@jaljalfam,2024-05-12T02:23:09Z,,@jaljalfam,2024-05-12T02:23:09Z,뺏을수 있는건 이참에 다 뺐어오자.는<br>거죠
,,@jimin_1216,2024-05-12T03:41:11Z,,@jimin_1216,2024-05-12T03:41:11Z,@@ZZIT-mao<br>아니요. ㅋ<br>저의 상황과 이득을 고려하여 되도록이면 항상 저에게 유리한 상황을 만들기 위해서 그때 그때 다른 정당의 정치인에 투표합니다. <br><br>그리고 당신같은 사람의 논리를  &quot;흑백논리&quot;라고 하죠<br><br>항상 단 두가지의 선택지만 나눠 세상을 바라보고 자신의 주장에 반대했다는 이유로 상대방을 상대진영으로 생각하는 수준 낮은 논리 말이죠 ㅋㅋ<br><br>저의 첫 댓글의 의미는 일본을 싫어한다고 꼭 좌파는 아니다 보다도<br><br>&quot;현 상황에 대한 토론의 논점을 흐리고&quot;<br>이야기를 어떻게든 산으로 가게 만들려는 <br>그 &quot;허튼 수작&quot;을 지적하는 의미가 더 컷을 텐데요 ㅋ
,,@999-xz8lm,2024-05-12T13:03:50Z,,@999-xz8lm,2024-05-12T13:03:50Z,인사할때 90도 ㄱ자였다 기시다는 행복했다
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@loveispain1185,2024-05-11T01:32:01Z,또 다시 한국은 일본에게 빼앗기는구나,,,
,,@oxovy0,2024-05-11T06:55:32Z,,@oxovy0,2024-05-11T06:55:32Z,한국은 반일이 뿌리에 박혀있고 일본은 한국을 믿지 않는다
,,@user-wv6cq7zx6g,2024-05-12T07:52:13Z,,@user-wv6cq7zx6g,2024-05-12T07:52:13Z,일본제품 불매운동의 재시작 시작되나...
,,@Servant_leadership,2024-05-12T14:14:05Z,,@Servant_leadership,2024-05-12T14:14:05Z,​@@user-wv6cq7zx6g또 냄비로 끝날뜻
,,@supposi_ing,2024-05-12T16:25:43Z,,@supposi_ing,2024-05-12T16:25:43Z,유니클로 세일하면 금방 풀림 ㅋㅋ
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ie3pz5xz3v,2024-05-11T03:18:39Z,절대 매각하지말고<br>뒷통수치는거 혼쭐내줄 방법 찿아 주세요.<br>남의거 뺏는 근본..역시 일본답다,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@Hwanho07,2024-05-11T01:31:56Z,일본은 남에꺼 뺏는게 종특이네,,,
,,@Theslaveoflogic,2024-05-11T01:52:10Z,,@Theslaveoflogic,2024-05-11T01:52:10Z,남&#39;의&#39;  것.
,,@niendeiv9898,2024-05-11T04:59:00Z,,@niendeiv9898,2024-05-11T04:59:00Z,"경영권, 지분 다 넘어갔는데 니꺼라고 호소하는건 아니고? ㅋㅋㅋㅋㅋㅋㅋ"
,,@kimjong-un8361,2024-05-12T07:04:26Z,,@kimjong-un8361,2024-05-12T07:04:26Z,大日本帝国
,,@999-xz8lm,2024-05-12T13:00:01Z,,@999-xz8lm,2024-05-12T13:00:01Z,일본은 중세부터 점점 악랄해짐  중간도 없음 목자르는게 놀이문화인데 뭐
,,@niendeiv9898,2024-05-12T13:04:16Z,,@niendeiv9898,2024-05-12T13:04:16Z,@@999-xz8lm 중세까지 갈것없이 지금 한국은 애 자르기가 놀인데
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@yunout410,2024-05-11T01:34:50Z,나라 뺐더니 이제 지식 빼았네.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@saniggjeon8456,2024-05-11T01:23:02Z,한국민족성이 방어만  하지 일본처럼  침략 근성이 없지요!<br>한국도 침략 근성이 필요 합니다!,,,
,,@user-ve4bb8yw2i,2024-05-11T01:30:59Z,,@user-ve4bb8yw2i,2024-05-11T01:30:59Z,윤정권이 일본을 좋아 합니다.
,,@HeungMinSon_7,2024-05-11T01:34:14Z,,@HeungMinSon_7,2024-05-11T01:34:14Z,침략 근성이 왜 필요하노? 무슨 전범국되고 싶냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
,,@user-ep7ks1sp3y,2024-05-11T01:38:58Z,,@user-ep7ks1sp3y,2024-05-11T01:38:58Z,일단 제대로 한번 갚아줄 필요는 있음. 임진왜란을 시작으로 돌려줄건 좀 돌려주자. 저것 들은 핵은 수십방은 맞아야 정신을 차릴 생각을 할라나?
,,@wayfereralpha7072,2024-05-11T01:39:22Z,,@wayfereralpha7072,2024-05-11T01:39:22Z,진정한 방어란 공격에 있다
,,@user-js8rf7yp8k,2024-05-11T01:41:41Z,,@user-js8rf7yp8k,2024-05-11T01:41:41Z,공격이 초고의 방어
,,@dowoonu,2024-05-11T01:42:48Z,,@dowoonu,2024-05-11T01:42:48Z,@@user-ve4bb8yw2i  미친개솔이 할래?
,,@anehathwey1,2024-05-11T01:55:31Z,,@anehathwey1,2024-05-11T01:55:31Z,​@@user-ep7ks1sp3y do you even have that nuclear weap ?. Worry about the north instead.
,,@user-th2tw2ru1o,2024-05-11T02:11:46Z,,@user-th2tw2ru1o,2024-05-11T02:11:46Z,"같은 민족끼리 공격하는 것은 잘하죠.. 남녀갈등, 세대갈등 심하고<br>약강강약.. 나라"
,,@uk2ww,2024-05-11T02:14:22Z,,@uk2ww,2024-05-11T02:14:22Z,​@@user-th2tw2ru1o그건 미국도 그렇긴한데 문제는 개네는 그짓해도 국력이 받쳐주는거고 우린 국력도 약한데 이러니 개판오분전인거지 ㅎ 아직안 늦었다 영어공부 빡세게하고 이민가자
,,@space-yp7je,2024-05-11T03:03:06Z,,@space-yp7je,2024-05-11T03:03:06Z,방어만한다 ㅇㅈㄹ ㅋㅋㅋㅋㅋ 힘이없으니까 기는거지 뭔 ㅋㅋㅋㅋ
,,@idol272,2024-05-11T03:26:43Z,,@idol272,2024-05-11T03:26:43Z,저나라는 망해야항
,,@user-de8fi3pc6z,2024-05-11T03:37:13Z,,@user-de8fi3pc6z,2024-05-11T03:37:13Z,@@space-yp7jeㅋㅋ 중고등학교때 국사시간 다쳐잔거 인증하죠?ㅋㅋ 강할때도 타국 침공한적이 거의 없어서 ㅈㄴ 답답하던데 공부안하니 아무고토 모르고 그저 비아냥ㅋㅋ
,,@jino78,2024-05-11T04:23:56Z,,@jino78,2024-05-11T04:23:56Z,하지만 현재 나라 팔아먹는 놈이 대통령 ㄷㄷ
,,@niendeiv9898,2024-05-11T04:57:32Z,,@niendeiv9898,2024-05-11T04:57:32Z,개인정보 침략하셨잖아????
,,@toy8166,2024-05-11T05:00:13Z,,@toy8166,2024-05-11T05:00:13Z,​@@niendeiv9898 여기저기 원숭이 한마리 돌아다니네
,,@NyangDDabong,2024-05-11T05:30:11Z,,@NyangDDabong,2024-05-11T05:30:11Z,@@user-ep7ks1sp3y 중국이랑 북한이 남한침략한건 언제돌려줌? 그게 제일 최근인데
,,@kyungmock6492,2024-05-11T05:39:19Z,,@kyungmock6492,2024-05-11T05:39:19Z,지금은 방어보다 수수방관으로 도와주는 격은 매국노 짖거리 입니다. 라인은 일본 이용자수 9800만명과 동남아 이용자수 합하면 2억명이상의 사용자를가진 플렛폼 입니다. 일본은 플렛폼 기술을 가진 기업이 없기 때문에 다가올 AI 미래산업을 위해서 라인을 먹으려고 하는거죠.
,,@xjwufk,2024-05-11T06:27:24Z,,@xjwufk,2024-05-11T06:27:24Z,미러링은 매우 천한 생각입니다. 다른 생각을 해보는게 좋을 것 같네요
,,@user-qb6cb1xw8t,2024-05-11T06:29:28Z,,@user-qb6cb1xw8t,2024-05-11T06:29:28Z,네이버가 돈 받고 매각한다는 걸 막는게 이상하지 ㅋㅋ
,,@korea-xp2md,2024-05-11T06:55:03Z,,@korea-xp2md,2024-05-11T06:55:03Z,​@@niendeiv9898너희 개인정보 아무짜기 쓸데없어요 선동마셔 !!
,,@user-ep7ks1sp3y,2024-05-11T06:57:03Z,,@user-ep7ks1sp3y,2024-05-11T06:57:03Z,@@NyangDDabong 차차
,,@user-rk4jd7ev3g,2024-05-11T07:15:15Z,,@user-rk4jd7ev3g,2024-05-11T07:15:15Z,"만약 부득이 넘겨야 한다면 중국 빅테크 업체들 끌어들여 가격 협상력 높이고, 최종 중국 업체에 넘겨야 합니다~ 뻔뻔하게 욕심 낸 놈들 된통 당하게 만들어 줘야 합니다. 국제 정세상 중국이 어렵다면 미국 빅테크에게 라도 넘겨야 합니다."
,,@korea-xp2md,2024-05-11T07:20:15Z,,@korea-xp2md,2024-05-11T07:20:15Z,@@user-rk4jd7ev3g 중국에 넘기래 ㅋㅋㅋ 중국인이세요 그나라나  일본이나 뭐가 틀린데요 ㅉㅉ
,,@wayfereralpha7072,2024-05-11T08:40:11Z,,@wayfereralpha7072,2024-05-11T08:40:11Z,@@xjwufk 그 도덕주의로 인한 안일함이 우릴 망쳤다는 생각은 안해봄?
,,@xjwufk,2024-05-11T08:43:08Z,,@xjwufk,2024-05-11T08:43:08Z,@@wayfereralpha7072 도덕주의가 아니라 물질주의가 우리를 망쳤지요. 도덕주의는 8~90년대를 끝으로 사라진지 오래입니다.
,,@wayfereralpha7072,2024-05-11T09:03:27Z,,@wayfereralpha7072,2024-05-11T09:03:27Z,​@@xjwufk 제가 말한 바의 요지를 이해하지 못하셨네요 전 타국이 악의적인 행위을 했다고 해서 이에 맞서 싸우거나 보복하는 것이 잘못되었다는 피해자 위주의 통념이 실질적으로 국익을 도모하거나 민족 정체성을 바로 세우는 것보단 어설픈 도덕적 명분에만 집착하며 자기만족이나 하는행동을 부추김으로서 전반적으로 득보다 실이 많아진다는 걸 지적하고자 하는 겁니다 특히 국제정치에서 이런 태도는 진정 도덕적이지도 않으며 제3자의 시선에선 순전히 비겁한 태도로 보일 뿐입니다 울나라 사람들이 갖는 정서중 두드러진 것 중 하나가 바로 어떤 피해에 대해 보복하는 걸 꺼려한다는 건데 이러한 태도가 언뜻보면 선해보이지만 정작 생존이 위급하고 악행이 비일비재한 상황에선 현실적으로 도덕적 당위을 이루는 데 오히려 방해가 될 수 있다는 거고요 지금 다시 강대국들의 각축장이 되어가는 국제정치라는 야생에서 이 부분에 대해 울나라 사람들이 깊이 생각해봐야 한다고 전 생각합니다 진정 우리가 도덕적 당위를 추구하고 이를 실현하고자 한다면 구체적으로 무엇을 해야 하고 무엇을 하면 안되는지에 대해 분별해야 한다고 봅니다
,,@user-me5ql5ul7i,2024-05-12T00:34:42Z,,@user-me5ql5ul7i,2024-05-12T00:34:42Z,​@@user-rk4jd7ev3g중국은 안사고 카피해서 공짜로 꿀꺽 합니다 <br>일본은 성진국이고<br>중국은 카진국 입니다<br><br>중국이든 일본이든 앙 몰랑 좋은건 그냥 다 내 꼬얏 입니다 ㅋㅋㅋㅋ
,,@user-qu5vu3ep5q,2024-05-12T16:39:50Z,,@user-qu5vu3ep5q,2024-05-12T16:39:50Z,일단 일본 여자들 수입은 활발하긴 함 씨앗 퍼트려서 뺐어야지
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-dy2bb1lr8w,2024-05-11T01:45:03Z,네이버는 절대넘겨서는<br> 안된다~<br>  미래에 대한민국을 지켜줄 플렛폼이다~~,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@wolf-cv3ki,2024-05-11T01:28:54Z,도둑이 자기 집 털어도 반도둑감정이라고 도둑을 오히려 변호하는 머저리들.,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-sf6ov6kx2c,2024-05-11T01:30:13Z,일본정치는 썪었다<br>정진석처럼..가족세습정치다<br>뒷통수치는 민족성이 바뀔리가..,,,
,,@ramir880,2024-05-11T07:53:37Z,,@ramir880,2024-05-11T07:53:37Z,정진석이라면 니뽄제국령 조센징 아닌가요?
,,@fact-666,2024-05-11T08:53:08Z,,@fact-666,2024-05-11T08:53:08Z,그 썩은정치에 아부하는 썩열정부는?
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-pg7zt8sg2l,2024-05-11T01:43:36Z,도대체 이 정부가 하는 일이 무엇인지 모르겠다. 미국한테도 중국.러시아에도..그리고 일본에..3년이나 남았다는게 더 큰 걱정이다.,,,
,,@sangtuanan4448,2024-05-11T04:55:20Z,,@sangtuanan4448,2024-05-11T04:55:20Z,문재인 정부가 부동산 폭등으로 나라를 아작내서 그 반발로 윤석열 정부가 탄생한거에요. 뭘 하는게 아니라 더 아작나는 것을 막은거임.
,,@kyungmock6492,2024-05-11T05:36:54Z,,@kyungmock6492,2024-05-11T05:36:54Z,일본 이용자수 9800만명과 동남아 이용자수 합하면 2억명이상의 사용자를가진 플렛폼 메신저인데 플렛폼 기술이 없는 일본이 이걸 먹겠다는겁니다. 그런데 수수방관하는건 매국노들이나 하는 짖이죠.
,,@p790323,2024-05-11T07:58:17Z,,@p790323,2024-05-11T07:58:17Z,이게 왜 이 정부의 문제냐! 네이버가 원하는대로 돕겠다고 입장 밝힌 상태인데 뉴스는 보냐?
,,@The_BLUE__,2024-05-11T12:19:57Z,,@The_BLUE__,2024-05-11T12:19:57Z,인도네시아 추가 요망
,,@shlee2070,2024-05-11T12:46:29Z,,@shlee2070,2024-05-11T12:46:29Z,⁠​⁠@@p790323일본 총무성에 반대 입장을 표명해야 합니다.
,,@lacto6061,2024-05-12T11:31:34Z,,@lacto6061,2024-05-12T11:31:34Z,@@p790323 이런 능지가 있어야 2찍하는구나 ㅋㅋ
,,@999-xz8lm,2024-05-12T13:00:46Z,,@999-xz8lm,2024-05-12T13:00:46Z,이번정부만 그럴까?  2찍당은 늘 그랬어
,,@999-xz8lm,2024-05-12T13:01:40Z,,@999-xz8lm,2024-05-12T13:01:40Z,​@@p790323  그럼 기업이 억울하다고 국가상대로 싸우냐?  정부가 깡패새낀데
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@jmkim4110,2024-05-11T01:47:41Z,이게 강탈하겠다는거지 뭐고 ㅡ 정부는 뭐하는건지,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@barbecue5996,2024-05-11T01:30:17Z,일본 제품에 대한 전 국민적인 불매운동이 필요하다,,,
,,@user-tg6he4pz9p,2024-05-11T02:23:25Z,,@user-tg6he4pz9p,2024-05-11T02:23:25Z,불매운동 여러번했음 그래도 바뀌는건없음 더 확실한개 필요함
,,@user-yp4eg5nb3w,2024-05-11T02:25:40Z,,@user-yp4eg5nb3w,2024-05-11T02:25:40Z,미친듯이 일본 가고 있는  한국사람들
,,@NyangDDabong,2024-05-11T02:27:36Z,,@NyangDDabong,2024-05-11T02:27:36Z,동물의숲에서 노재팬?ㅋㅋ 그냥 지능수준이 보임
,,@kcjung7363,2024-05-11T03:16:21Z,,@kcjung7363,2024-05-11T03:16:21Z,지금 딱히 일제 쓰고있는게 없는데.. 쓸게 머 있나
,,@user-zu7fw5lq8e,2024-05-11T03:45:52Z,,@user-zu7fw5lq8e,2024-05-11T03:45:52Z,일제 쓸 제품 자체가 없음<br>기계에 들어가는 베어링 정도??
,,@user-wook828,2024-05-11T04:57:33Z,,@user-wook828,2024-05-11T04:57:33Z,한국은 냄비근성이라 며칠지나면 잊고 다시 일본제품 구입함<br>쿠팡.다이소 등등 다 일본꺼
,,@hide1624,2024-05-11T05:11:32Z,,@hide1624,2024-05-11T05:11:32Z,노재팬 어플 만들어놓고 닌텐도 스위치랑 플스 사고 좋다고 트윗 올린 어떤 머저리 생각나네 ㅋㅋ
,,@user-qm4fz4ek9y,2024-05-11T05:45:24Z,,@user-qm4fz4ek9y,2024-05-11T05:45:24Z,@@user-wook828 다이소 가 아직도 일본 꺼라는 당신~! 정보 좀 습득 하세요^^
,,@dismiss83,2024-05-11T05:48:55Z,,@dismiss83,2024-05-11T05:48:55Z,@@kcjung7363쿠팡 일본 기업이다
,,@user-my6oi3jh3v,2024-05-11T05:58:08Z,,@user-my6oi3jh3v,2024-05-11T05:58:08Z,불매운동하면 뭐하노 !!!!  금새 잊고 여행 엄청가는데요
,,@Wonder0922,2024-05-11T06:03:06Z,,@Wonder0922,2024-05-11T06:03:06Z,@@user-wook828쿠팡은 다국적 기업이고 다이소는 완전 한국 기업임
,,@user-iz4mj8mc4k,2024-05-11T06:29:44Z,,@user-iz4mj8mc4k,2024-05-11T06:29:44Z,사실상 중국은 그거 우리꺼야 문화라고 한다면 일본은 내놔임 아직도 한국을 식민지 노예로 보고있다는 증거임 걍 중국보다 더 심한나라 이게 가장 안좋은 표현의 최대 인것같다
,,@oxovy0,2024-05-11T06:55:40Z,,@oxovy0,2024-05-11T06:55:40Z,한국은 반일이 뿌리에 박혀있고 일본은 한국을 믿지 않는다..
,,@ssk3171,2024-05-11T07:31:30Z,,@ssk3171,2024-05-11T07:31:30Z,일단 안가면된다 거기노인들 한국관광으로먹고산다
,,@user-tt8kx5ee7z,2024-05-11T07:33:36Z,,@user-tt8kx5ee7z,2024-05-11T07:33:36Z,밖에 돌아다니는 앞번호 3자리수 일본차 봐라 윤정권 이후 엄청 늘었다
,,@Yurde07,2024-05-11T10:17:54Z,,@Yurde07,2024-05-11T10:17:54Z,? 언제는 한국에 소재부품 안판다니까 제발 팔아달라고 난리치더니 이젠 또 불매한다고? 공급 끊으면 또 이재용 일본튀어가고 국가예산 투입해서 대응해야하는데?
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-ed3ov3db5z,2024-05-11T01:58:57Z,이래도 일본 거라면환장하는 인간들 천지다!!<br>정신차려라 정말 !,,,
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@JuingYeoni,2024-05-11T03:16:51Z,"즈그 기업인 소니 PSN 은 전세계 7700만 이름 계정 주소 카드정보 싹 털렸을때 조용했고 , 지금도 연례행사마냥 계정유출되는 놈들이 정보 유출됬다고 핑계 잡는것도 진짜 역겨움",,,
,,@niendeiv9898,2024-05-11T05:11:09Z,,@niendeiv9898,2024-05-11T05:11:09Z,"역겨워? ㅋㅋㅋㅋㅋㅋㅋㅋ 개인정보 3번 털릴때동안 시정조치도 안해, 개인정보 무단으로 사용해서 빅데이터 만들고 허위보고하고 철퇴맞으니까 우리회사 뺏어갈려 한다는 헛소리 하는게 더 역겨운데"
,,@user-yr5px3kl3t,2024-05-12T14:09:57Z,,@user-yr5px3kl3t,2024-05-12T14:09:57Z,@@niendeiv9898개인정보 무단사용같은 검증되지 않은 정보 그렇게 말하다가 나중에 큰일나요
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@cabineatpremium4660,2024-05-11T01:33:20Z,이참에 롯데를 주목하자<br>롯데는 한국것인가 일본것인가<br>유니클로 일본 지분을 뺏어보자,,,
,,@kyuni-ya,2024-05-11T01:44:22Z,,@kyuni-ya,2024-05-11T01:44:22Z,명분이 없음 일본은 52만건 개인정보 유출이라도 있지
,,@user-by2mi2qd2f,2024-05-11T01:53:30Z,,@user-by2mi2qd2f,2024-05-11T01:53:30Z,@@kyuni-ya 개인정보 유출 일본이 셋업한 해커들일 가능성이 높지. 우리도 그렇게 하면 되는 것 아닌가
,,@user-mn8od2nr2f,2024-05-11T02:11:44Z,,@user-mn8od2nr2f,2024-05-11T02:11:44Z,"@@kyuni-ya 롯데 타워 건설로 군사공항인 서울공항의 작계를 제한함으로써 실질적으로 보안에 해악을 끼침. <br>과거 수 차례 반려로 재검토를 요청했으나, <br>결국 매국정권 때 허가를 얻어 강행함으로써 안보에 해를 끼쳤음. <br>그러므로 명분은 충분하지 않나요? <br>롯데 지분을 일본 모기업 지배에서 빼았아  와야 함<br>롯데 일가는 사실 상 일본인 아님?"
,,@houb_-pc9ox,2024-05-11T02:36:10Z,,@houb_-pc9ox,2024-05-11T02:36:10Z,그러게 왜 데이터를 도둑질하냐 반도인아 힘도 약한것들이 자초하냐😂
,,@HaesGwi,2024-05-11T03:19:51Z,,@HaesGwi,2024-05-11T03:19:51Z,@@kyuni-ya명분은 만들면 되는거…
,,@kyuni-ya,2024-05-11T03:30:06Z,,@kyuni-ya,2024-05-11T03:30:06Z,@@user-mn8od2nr2f 그때 하지 그걸 지금? 최근거는 머없음?  누가봐도 보복성이잖아 그러면  교묘하게 할 명분읎냐고
,,@kyuni-ya,2024-05-11T03:31:28Z,,@kyuni-ya,2024-05-11T03:31:28Z,@@HaesGwi 그건 ㅇㅈ
,,@korchief,2024-05-11T04:03:03Z,,@korchief,2024-05-11T04:03:03Z,@@kyuni-ya  교묘? 이번 강탈이 님이 보기에는 교묘하던가요? 지들이 봐도 노골적일텐데.
,,@jino78,2024-05-11T04:42:11Z,,@jino78,2024-05-11T04:42:11Z,@@kyuni-ya 주식 지분과 개인정보유출은 아무 상관이 없음
,,@niendeiv9898,2024-05-11T05:06:15Z,,@niendeiv9898,2024-05-11T05:06:15Z,​@@korchief개인정보 털리고 네이버에서 허위보도한게 더 노골적인데요 허허
,,@korchief,2024-05-11T05:14:29Z,,@korchief,2024-05-11T05:14:29Z,"@@niendeiv9898  일본 주주가 인수한다해서 재차 안털릴 거라 보장할 만한 자체 보안 기술이나 있슴? 그때가선  또 뭐랄건데요? 이번처럼 큰 개혁을 하고, 실질적 재발 방지 대책을 내세울 수 있을거라 믿음? 그리고 다시 네이버 측에 돌려 줄것도 아니잖슴?"
,,@Denaso,2024-05-11T05:24:36Z,,@Denaso,2024-05-11T05:24:36Z,@@kyuni-ya ㅋㅋㅋ 명분은 원래 만드는것임..  그것도 모르심?
,,@user-ph3dz9gc1x,2024-05-11T06:41:41Z,,@user-ph3dz9gc1x,2024-05-11T06:41:41Z,​@@niendeiv9898 무슨 허위보도여?허허
,,@kyuni-ya,2024-05-11T09:40:37Z,,@kyuni-ya,2024-05-11T09:40:37Z,@@korchief ? 개인정보유출은 그럴싸하다 생각합니다. 롯데타워건설은 너무지나서 그거보다  더 명분적인거 없냐 물은 것이구요.
,,@kyuni-ya,2024-05-11T09:42:54Z,,@kyuni-ya,2024-05-11T09:42:54Z,@@jino78 사태책임을 묻고 경영을 일본이 주도하겠다란 측면인듯 강제는 아니라던데 정확히는 모르겠어요.
,,@kyuni-ya,2024-05-11T09:43:29Z,,@kyuni-ya,2024-05-11T09:43:29Z,@@Denaso ㅇㅇ 명분은 만들면 될듯 위에 순서대로 답글 봐주세여
,,@korchief,2024-05-11T09:46:54Z,,@korchief,2024-05-11T09:46:54Z,@@kyuni-ya 명분은 만들기 나름입니다. 고의도 상업적인 목적이나 국가적 적대행위 목적이 아닌 단순 개인정보 유출 사고 정도로 강탈의 명분이 충분히 설명되지는 않습니다. 그 정도로 징벌적인 책임을 물었었다면 우리나라에선 다음이건 네이트건 네이버는 이미 세상에 없었어야 할 겁니다.
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@energi3848,2024-05-11T01:30:34Z,"한국 네이버 본사가 미국에 설립한, <br>미국 네이버 법인에 <br>지분 전부를 매각 하세요. <br>*이러면 일본은 미국 변호사들 하고 <br>상대 해야 할 것. <br>(윤석열 대통령과, 대한민국 정부, <br>그리고 네이버는 보고 있나?)",,,
,,@Wonder0922,2024-05-11T06:07:42Z,,@Wonder0922,2024-05-11T06:07:42Z,?? 이건 무슨 소리지
,,@redsunbg7598,2024-05-11T07:09:08Z,,@redsunbg7598,2024-05-11T07:09:08Z,좋은 아이디어네요.
,,@user-wq7up9oe7s,2024-05-11T20:57:08Z,,@user-wq7up9oe7s,2024-05-11T20:57:08Z,미국을 &quot;사탕발림&quot;할수있는 일본~<br>        성접대로 후루룩~~
,,@KohPassion,2024-05-11T22:50:58Z,,@KohPassion,2024-05-11T22:50:58Z,미국은 대체로 일본을 선호한다.
,,@CUBEBlueSky,2024-05-12T07:27:13Z,,@CUBEBlueSky,2024-05-12T07:27:13Z,퍽이나 미국이 우리편 들어주겠네...
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-mt7zx9xk9x,2024-05-11T01:51:56Z,일본넘들 한국산 안쓰기로 유명함 라인도 일산안줄알고 사용햇던거라던데...,,,
,,@zevil89,2024-05-12T10:38:29Z,,@zevil89,2024-05-12T10:38:29Z,They have to remove Samsung and only use Galaxy when selling the phones. On the other hand Xiaomi and Oppo all bear their brands. It is a pride thing for them.
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@humengod1,2024-05-11T03:44:22Z,라인은 절대 뺏기면 안된다 정부 여야 모두 강력하게 싸워라,,,
,,@gggcider,2024-05-11T09:49:28Z,,@gggcider,2024-05-11T09:49:28Z,정부는 오히려 일본 손들어주고 있던데?
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@find86,2024-05-11T01:34:46Z,똑같이 일본기업 퇴출시키면 되지 엔저 시국에 부도까지 나봐야 살려달라고 싹싹 빌지 몇세기가 지나도 당하고만 살꺼?,,,
,,@niendeiv9898,2024-05-11T04:59:47Z,,@niendeiv9898,2024-05-11T04:59:47Z,ㅋㅋㅋㅋㅋ 진짜 주제파악이 참 안돼 한국에 있는 잽머니 빼는순간 한국 바로 국가부도 나는건 아노?
'한국 피땀' 쪽쪽 빨더니…일본 정부가 라인 삼키려는 진짜 이유 / SBS / 모아보는 뉴스,62961,@user-rx6il5sc4y,2024-05-11T01:33:38Z,대통령까지 일본의 수하로 심은거보면<br>얼마나 치밀하게  우리나라를 삼키려는 족속인지 알아야 합니다,,,
,,@user-xr7ce2jd2i,2024-05-11T02:22:20Z,,@user-xr7ce2jd2i,2024-05-11T02:22:20Z,친일 반민족법을 지금이라도 만들어야 한다.<br>반공법 보다 무섭게.
