,Attraction,Category,type,Category_Map,Category_Map_v2,Good_Point,Selected_People,Participants
0,채그로,음식,cafe,시설 및 분위기,시설 및 환경,뷰가 좋아요,146.0,201
1,채그로,음식,cafe,시설 및 분위기,분위기,집중하기 좋아요,62.0,201
2,채그로,음식,cafe,시설 및 분위기,특별한 목적,읽을만한 책이 많아요,61.0,201
3,채그로,음식,cafe,시설 및 분위기,시설 및 환경,인테리어가 멋져요,60.0,201
4,채그로,음식,cafe,음식의 속성,음식의 맛과 질,커피가 맛있어요,39.0,201
5,채그로,음식,cafe,시설 및 분위기,시설 및 환경,좌석이 편해요,37.0,201
6,채그로,음식,cafe,시설 및 분위기,시설 및 환경,사진이 잘 나와요,34.0,201
7,채그로,음식,cafe,시설 및 분위기,분위기,대화하기 좋아요,34.0,201
8,채그로,음식,cafe,음식의 속성,음식의 맛과 질,음료가 맛있어요,29.0,201
9,채그로,음식,cafe,서비스,서비스,친절해요,24.0,201
10,채그로,음식,cafe,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,15.0,201
11,채그로,음식,cafe,음식의 속성,음식의 맛과 질,디저트가 맛있어요,13.0,201
12,채그로,음식,cafe,가격 및 가치,가격과 가치,가성비가 좋아요,7.0,201
13,채그로,음식,cafe,시설 및 분위기,시설 및 환경,주차하기 편해요,5.0,201
14,채그로,음식,cafe,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,5.0,201
15,채그로,음식,cafe,시설 및 분위기,분위기,아늑해요,4.0,201
16,채그로,음식,cafe,시설 및 분위기,분위기,차분한 분위기에요,1.0,201
17,채그로,음식,cafe,시설 및 분위기,시설 및 환경,매장이 넓어요,1.0,201
18,채그로,음식,cafe,시설 및 분위기,청결도와 위생,매장이 청결해요,1.0,201
19,채그로,음식,cafe,음식의 속성,음식의 맛과 질,건강한 맛이에요,1.0,201
20,소소한 풍경,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,367.0,453
21,소소한 풍경,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,171.0,453
22,소소한 풍경,음식,korean,서비스,서비스,친절해요,150.0,453
23,소소한 풍경,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,143.0,453
24,소소한 풍경,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,117.0,453
25,소소한 풍경,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,114.0,453
26,소소한 풍경,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,102.0,453
27,소소한 풍경,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,55.0,453
28,소소한 풍경,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,48.0,453
29,소소한 풍경,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,41.0,453
30,소소한 풍경,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,39.0,453
31,소소한 풍경,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,36.0,453
32,소소한 풍경,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,18.0,453
33,소소한 풍경,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,8.0,453
34,소소한 풍경,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,5.0,453
35,소소한 풍경,음식,korean,시설 및 분위기,시설 및 환경,야외 공간이 멋져요,5.0,453
36,소소한 풍경,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,3.0,453
37,소소한 풍경,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,3.0,453
38,소소한 풍경,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,3.0,453
39,소소한 풍경,음식,korean,시설 및 분위기,분위기,아늑해요,2.0,453
40,소소한 풍경,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,2.0,453
41,소소한 풍경,음식,korean,시설 및 분위기,분위기,컨셉이 독특해요,1.0,453
42,소소한 풍경,음식,korean,가격 및 가치,가격과 가치,코스요리가 알차요,1.0,453
43,소소한 풍경,음식,korean,서비스,서비스,음식이 빨리 나와요,1.0,453
44,소소한 풍경,음식,korean,시설 및 분위기,시설 및 환경,사진이 잘 나와요,1.0,453
45,소소한 풍경,음식,korean,시설 및 분위기,분위기,대화하기 좋아요,1.0,453
46,마복림할머니집,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,3605.0,"5,114"
47,마복림할머니집,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,1238.0,"5,114"
48,마복림할머니집,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,1164.0,"5,114"
49,마복림할머니집,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,1026.0,"5,114"
50,마복림할머니집,음식,korean,서비스,서비스,친절해요,823.0,"5,114"
51,마복림할머니집,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,590.0,"5,114"
52,마복림할머니집,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,537.0,"5,114"
53,마복림할머니집,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,457.0,"5,114"
54,마복림할머니집,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,239.0,"5,114"
55,마복림할머니집,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,226.0,"5,114"
56,마복림할머니집,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,106.0,"5,114"
57,마복림할머니집,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,92.0,"5,114"
58,마복림할머니집,음식,korean,서비스,서비스,음식이 빨리 나와요,64.0,"5,114"
59,마복림할머니집,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,45.0,"5,114"
60,마복림할머니집,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,39.0,"5,114"
61,마복림할머니집,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,22.0,"5,114"
62,마복림할머니집,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,17.0,"5,114"
63,마복림할머니집,음식,korean,시설 및 분위기,분위기,대화하기 좋아요,7.0,"5,114"
64,마복림할머니집,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,6.0,"5,114"
65,마복림할머니집,음식,korean,음식의 속성,음식의 맛과 질,현지 맛에 가까워요,4.0,"5,114"
66,마복림할머니집,음식,korean,시설 및 분위기,특별한 목적,아이와 가기 좋아요,3.0,"5,114"
67,마복림할머니집,음식,korean,서비스,서비스,포장이 깔끔해요,3.0,"5,114"
68,마복림할머니집,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,2.0,"5,114"
69,마복림할머니집,음식,korean,시설 및 분위기,분위기,컨셉이 독특해요,2.0,"5,114"
70,마복림할머니집,음식,korean,시설 및 분위기,분위기,아늑해요,2.0,"5,114"
71,마복림할머니집,음식,korean,음식의 속성,음식의 다양성,술이 다양해요,1.0,"5,114"
72,마복림할머니집,음식,korean,시설 및 분위기,분위기,혼술하기 좋아요,1.0,"5,114"
73,마복림할머니집,음식,korean,시설 및 분위기,시설 및 환경,사진이 잘 나와요,1.0,"5,114"
74,마복림할머니집,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,1.0,"5,114"
75,마복림할머니집,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,1.0,"5,114"
76,마복림할머니집,음식,korean,음식의 속성,음식의 맛과 질,향신료가 강하지 않아요,1.0,"5,114"
77,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,시설 및 환경,인테리어가 멋져요,375.0,610
78,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,시설 및 환경,사진이 잘 나와요,165.0,610
79,뮤직컴플렉스 서울,음식,cafe,서비스,서비스,친절해요,146.0,610
80,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,시설 및 환경,좌석이 편해요,142.0,610
81,뮤직컴플렉스 서울,음식,cafe,음식의 속성,음식의 맛과 질,커피가 맛있어요,127.0,610
82,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,집중하기 좋아요,115.0,610
83,뮤직컴플렉스 서울,음식,cafe,음식의 속성,음식의 맛과 질,음료가 맛있어요,83.0,610
84,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,대화하기 좋아요,77.0,610
85,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,청결도와 위생,매장이 청결해요,75.0,610
86,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,음악이 좋아요,60.0,610
87,뮤직컴플렉스 서울,음식,cafe,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,50.0,610
88,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,49.0,610
89,뮤직컴플렉스 서울,음식,cafe,음식의 속성,음식의 맛과 질,디저트가 맛있어요,43.0,610
90,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,시설 및 환경,뷰가 좋아요,34.0,610
91,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,시설 및 환경,매장이 넓어요,22.0,610
92,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,컨셉이 독특해요,21.0,610
93,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,아늑해요,14.0,610
94,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,차분한 분위기에요,13.0,610
95,뮤직컴플렉스 서울,음식,cafe,가격 및 가치,가격과 가치,가성비가 좋아요,12.0,610
96,뮤직컴플렉스 서울,음식,cafe,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,11.0,610
97,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,특별한 날 가기 좋아요,6.0,610
98,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,오래 머무르기 좋아요,6.0,610
99,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,시설 및 환경,주차하기 편해요,4.0,610
100,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,2.0,610
101,뮤직컴플렉스 서울,음식,cafe,시설 및 분위기,분위기,혼술하기 좋아요,1.0,610
102,뮤직컴플렉스 서울,음식,cafe,서비스,서비스,음식이 빨리 나와요,1.0,610
103,뮤직컴플렉스 서울,음식,cafe,음식의 속성,음식의 다양성,종류가 다양해요,1.0,610
104,또순이네집,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,2709.0,"2,778"
105,또순이네집,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,838.0,"2,778"
106,또순이네집,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,687.0,"2,778"
107,또순이네집,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,606.0,"2,778"
108,또순이네집,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,560.0,"2,778"
109,또순이네집,음식,korean,서비스,서비스,친절해요,459.0,"2,778"
110,또순이네집,음식,korean,음식의 속성,음식의 맛과 질,고기 질이 좋아요,370.0,"2,778"
111,또순이네집,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,346.0,"2,778"
112,또순이네집,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,303.0,"2,778"
113,또순이네집,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,266.0,"2,778"
114,또순이네집,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,153.0,"2,778"
115,또순이네집,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,85.0,"2,778"
116,또순이네집,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,60.0,"2,778"
117,또순이네집,음식,korean,서비스,서비스,음식이 빨리 나와요,40.0,"2,778"
118,또순이네집,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,28.0,"2,778"
119,또순이네집,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,22.0,"2,778"
120,또순이네집,음식,korean,서비스,서비스,직접 잘 구워줘요,20.0,"2,778"
121,또순이네집,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,19.0,"2,778"
122,또순이네집,음식,korean,음식의 속성,음식의 맛과 질,잡내가 적어요,13.0,"2,778"
123,또순이네집,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,12.0,"2,778"
124,또순이네집,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,5.0,"2,778"
125,또순이네집,음식,korean,시설 및 분위기,분위기,컨셉이 독특해요,3.0,"2,778"
126,또순이네집,음식,korean,시설 및 분위기,분위기,아늑해요,1.0,"2,778"
127,또순이네집,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,1.0,"2,778"
128,또순이네집,음식,korean,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,1.0,"2,778"
129,또순이네집,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,1.0,"2,778"
130,또순이네집,음식,korean,시설 및 분위기,청결도와 위생,환기가 잘 돼요,1.0,"2,778"
131,우묵배미,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,113.0,126
132,우묵배미,음식,korean,서비스,서비스,친절해요,46.0,126
133,우묵배미,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,45.0,126
134,우묵배미,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,27.0,126
135,우묵배미,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,21.0,126
136,우묵배미,음식,korean,음식의 속성,음식의 맛과 질,고기 질이 좋아요,20.0,126
137,우묵배미,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,19.0,126
138,우묵배미,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,18.0,126
139,우묵배미,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,15.0,126
140,우묵배미,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,13.0,126
141,우묵배미,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,9.0,126
142,우묵배미,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,3.0,126
143,우묵배미,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,3.0,126
144,우묵배미,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,2.0,126
145,우묵배미,음식,korean,서비스,서비스,음식이 빨리 나와요,1.0,126
146,우묵배미,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,1.0,126
147,우묵배미,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,1.0,126
148,우묵배미,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,1.0,126
149,토속촌삼계탕,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,4202.0,"4,675"
150,토속촌삼계탕,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,1403.0,"4,675"
151,토속촌삼계탕,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,741.0,"4,675"
152,토속촌삼계탕,음식,korean,서비스,서비스,친절해요,643.0,"4,675"
153,토속촌삼계탕,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,541.0,"4,675"
154,토속촌삼계탕,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,514.0,"4,675"
155,토속촌삼계탕,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,480.0,"4,675"
156,토속촌삼계탕,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,373.0,"4,675"
157,토속촌삼계탕,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,277.0,"4,675"
158,토속촌삼계탕,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,260.0,"4,675"
159,토속촌삼계탕,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,249.0,"4,675"
160,토속촌삼계탕,음식,korean,음식의 속성,음식의 맛과 질,고기 질이 좋아요,243.0,"4,675"
161,토속촌삼계탕,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,174.0,"4,675"
162,토속촌삼계탕,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,139.0,"4,675"
163,토속촌삼계탕,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,97.0,"4,675"
164,토속촌삼계탕,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,76.0,"4,675"
165,토속촌삼계탕,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,51.0,"4,675"
166,토속촌삼계탕,음식,korean,서비스,서비스,음식이 빨리 나와요,47.0,"4,675"
167,토속촌삼계탕,음식,korean,음식의 속성,음식의 맛과 질,잡내가 적어요,29.0,"4,675"
168,토속촌삼계탕,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,16.0,"4,675"
169,토속촌삼계탕,음식,korean,서비스,서비스,직접 잘 구워줘요,6.0,"4,675"
170,토속촌삼계탕,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,5.0,"4,675"
171,토속촌삼계탕,음식,korean,시설 및 분위기,분위기,컨셉이 독특해요,4.0,"4,675"
172,토속촌삼계탕,음식,korean,시설 및 분위기,분위기,아늑해요,3.0,"4,675"
173,토속촌삼계탕,음식,korean,시설 및 분위기,특별한 목적,아이와 가기 좋아요,3.0,"4,675"
174,토속촌삼계탕,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,2.0,"4,675"
175,토속촌삼계탕,음식,korean,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,2.0,"4,675"
176,토속촌삼계탕,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,1.0,"4,675"
177,토속촌삼계탕,음식,korean,가격 및 가치,가격과 가치,코스요리가 알차요,1.0,"4,675"
178,토속촌삼계탕,음식,korean,시설 및 분위기,시설 및 환경,야외 공간이 멋져요,1.0,"4,675"
179,토속촌삼계탕,음식,korean,시설 및 분위기,청결도와 위생,환기가 잘 돼요,1.0,"4,675"
180,석파랑,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,43.0,87
181,석파랑,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,25.0,87
182,석파랑,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,24.0,87
183,석파랑,음식,korean,서비스,서비스,친절해요,22.0,87
184,석파랑,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,21.0,87
185,석파랑,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,19.0,87
186,석파랑,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,16.0,87
187,석파랑,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,16.0,87
188,석파랑,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,13.0,87
189,석파랑,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,11.0,87
190,석파랑,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,6.0,87
191,석파랑,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,6.0,87
192,석파랑,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,4.0,87
193,석파랑,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,3.0,87
194,석파랑,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,2.0,87
195,석파랑,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,1.0,87
196,석파랑,음식,korean,서비스,서비스,음식이 빨리 나와요,1.0,87
197,선천집,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,41.0,58
198,선천집,음식,korean,서비스,서비스,친절해요,23.0,58
199,선천집,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,10.0,58
200,선천집,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,9.0,58
201,선천집,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,6.0,58
202,선천집,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,5.0,58
203,선천집,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,5.0,58
204,선천집,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,3.0,58
205,선천집,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,3.0,58
206,선천집,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,2.0,58
207,선천집,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,1.0,58
208,선천집,음식,korean,시설 및 분위기,분위기,아늑해요,1.0,58
209,선천집,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,1.0,58
210,선천집,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,1.0,58
211,선천집,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,1.0,58
212,선천집,음식,korean,시설 및 분위기,분위기,대화하기 좋아요,1.0,58
213,선천집,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,1.0,58
214,청수정,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,739.0,996
215,청수정,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,281.0,996
216,청수정,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,233.0,996
217,청수정,음식,korean,서비스,서비스,친절해요,207.0,996
218,청수정,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,98.0,996
219,청수정,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,86.0,996
220,청수정,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,83.0,996
221,청수정,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,68.0,996
222,청수정,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,66.0,996
223,청수정,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,39.0,996
224,청수정,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,31.0,996
225,청수정,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,20.0,996
226,청수정,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,11.0,996
227,청수정,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,11.0,996
228,청수정,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,9.0,996
229,청수정,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,8.0,996
230,청수정,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,7.0,996
231,청수정,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,4.0,996
232,청수정,음식,korean,서비스,서비스,음식이 빨리 나와요,3.0,996
233,청수정,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,3.0,996
234,청수정,음식,korean,시설 및 분위기,특별한 목적,아이와 가기 좋아요,2.0,996
235,청수정,음식,korean,음식의 속성,음식의 맛과 질,향신료가 강하지 않아요,2.0,996
236,청수정,음식,korean,시설 및 분위기,분위기,컨셉이 독특해요,1.0,996
237,청수정,음식,korean,시설 및 분위기,분위기,아늑해요,1.0,996
238,청수정,음식,korean,시설 및 분위기,분위기,대화하기 좋아요,1.0,996
239,만석장,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,764.0,"1,044"
240,만석장,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,459.0,"1,044"
241,만석장,음식,korean,서비스,서비스,친절해요,216.0,"1,044"
242,만석장,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,193.0,"1,044"
243,만석장,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,158.0,"1,044"
244,만석장,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,158.0,"1,044"
245,만석장,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,139.0,"1,044"
246,만석장,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,129.0,"1,044"
247,만석장,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,126.0,"1,044"
248,만석장,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,95.0,"1,044"
249,만석장,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,52.0,"1,044"
250,만석장,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,48.0,"1,044"
251,만석장,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,46.0,"1,044"
252,만석장,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,22.0,"1,044"
253,만석장,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,17.0,"1,044"
254,만석장,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,11.0,"1,044"
255,만석장,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,10.0,"1,044"
256,만석장,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,7.0,"1,044"
257,만석장,음식,korean,서비스,서비스,음식이 빨리 나와요,3.0,"1,044"
258,만석장,음식,korean,시설 및 분위기,시설 및 환경,야외 공간이 멋져요,3.0,"1,044"
259,만석장,음식,korean,음식의 속성,음식의 다양성,샐러드바가 잘 되어있어요,2.0,"1,044"
260,만석장,음식,korean,시설 및 분위기,분위기,아늑해요,1.0,"1,044"
261,만석장,음식,korean,음식의 속성,음식의 맛과 질,향신료가 강하지 않아요,1.0,"1,044"
262,만석장,음식,korean,시설 및 분위기,청결도와 위생,환기가 잘 돼요,1.0,"1,044"
263,선동보리밥,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,453.0,591
264,선동보리밥,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,222.0,591
265,선동보리밥,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,187.0,591
266,선동보리밥,음식,korean,서비스,서비스,친절해요,133.0,591
267,선동보리밥,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,70.0,591
268,선동보리밥,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,54.0,591
269,선동보리밥,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,49.0,591
270,선동보리밥,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,27.0,591
271,선동보리밥,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,23.0,591
272,선동보리밥,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,21.0,591
273,선동보리밥,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,21.0,591
274,선동보리밥,음식,korean,시설 및 분위기,시설 및 환경,야외 공간이 멋져요,20.0,591
275,선동보리밥,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,13.0,591
276,선동보리밥,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,11.0,591
277,선동보리밥,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,7.0,591
278,선동보리밥,음식,korean,서비스,서비스,음식이 빨리 나와요,3.0,591
279,선동보리밥,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,3.0,591
280,선동보리밥,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,2.0,591
281,선동보리밥,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,2.0,591
282,선동보리밥,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,2.0,591
283,선동보리밥,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,1.0,591
284,선동보리밥,음식,korean,시설 및 분위기,분위기,아늑해요,1.0,591
285,선동보리밥,음식,korean,시설 및 분위기,특별한 목적,반려동물과 가기 좋아요,1.0,591
286,대림창고,음식,cafe,음식의 속성,음식의 맛과 질,커피가 맛있어요,1101.0,"2,176"
287,대림창고,음식,cafe,시설 및 분위기,시설 및 환경,인테리어가 멋져요,1030.0,"2,176"
