,Attraction,Category,type,Category_Map,Category_Map_v2,Good_Point,Selected_People,Participants
2350,아이러브신당동떡볶이,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,931.0,"5,482"
2351,아이러브신당동떡볶이,음식,korean,서비스,서비스,친절해요,835.0,"5,482"
2352,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,513.0,"5,482"
2353,아이러브신당동떡볶이,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,510.0,"5,482"
2354,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,481.0,"5,482"
2355,아이러브신당동떡볶이,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,277.0,"5,482"
2356,아이러브신당동떡볶이,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,118.0,"5,482"
2357,아이러브신당동떡볶이,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,112.0,"5,482"
2358,아이러브신당동떡볶이,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,86.0,"5,482"
2359,아이러브신당동떡볶이,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,77.0,"5,482"
2360,아이러브신당동떡볶이,음식,korean,서비스,서비스,음식이 빨리 나와요,63.0,"5,482"
2361,아이러브신당동떡볶이,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,35.0,"5,482"
2362,아이러브신당동떡볶이,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,16.0,"5,482"
2363,아이러브신당동떡볶이,음식,korean,시설 및 분위기,분위기,컨셉이 독특해요,15.0,"5,482"
2364,아이러브신당동떡볶이,음식,korean,시설 및 분위기,분위기,음악이 좋아요,11.0,"5,482"
2365,아이러브신당동떡볶이,음식,korean,시설 및 분위기,분위기,대화하기 좋아요,7.0,"5,482"
2366,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,6.0,"5,482"
2367,아이러브신당동떡볶이,음식,korean,시설 및 분위기,특별한 목적,아이와 가기 좋아요,5.0,"5,482"
2368,아이러브신당동떡볶이,음식,korean,시설 및 분위기,분위기,아늑해요,3.0,"5,482"
2369,아이러브신당동떡볶이,음식,korean,서비스,서비스,포장이 깔끔해요,3.0,"5,482"
2370,아이러브신당동떡볶이,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,3.0,"5,482"
2371,아이러브신당동떡볶이,음식,korean,시설 및 분위기,분위기,오래 머무르기 좋아요,2.0,"5,482"
2372,아이러브신당동떡볶이,음식,korean,시설 및 분위기,청결도와 위생,환기가 잘 돼요,2.0,"5,482"
2373,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 다양성,술이 다양해요,1.0,"5,482"
2374,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 맛과 질,디저트가 맛있어요,1.0,"5,482"
2375,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 맛과 질,음료가 맛있어요,1.0,"5,482"
2376,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 맛과 질,잡내가 적어요,1.0,"5,482"
2377,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 맛과 질,현지 맛에 가까워요,1.0,"5,482"
2378,아이러브신당동떡볶이,음식,korean,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,1.0,"5,482"
2379,아이러브신당동떡볶이,음식,korean,음식의 속성,음식의 다양성,샐러드바가 잘 되어있어요,1.0,"5,482"
2380,케르반레스토랑,음식,etc,음식의 속성,음식의 맛과 질,음식이 맛있어요,642.0,891
2381,케르반레스토랑,음식,etc,서비스,서비스,친절해요,316.0,891
2382,케르반레스토랑,음식,etc,음식의 속성,음식의 맛과 질,현지 맛에 가까워요,267.0,891
2383,케르반레스토랑,음식,etc,시설 및 분위기,시설 및 환경,인테리어가 멋져요,255.0,891
2384,케르반레스토랑,음식,etc,시설 및 분위기,시설 및 환경,매장이 넓어요,209.0,891
2385,케르반레스토랑,음식,etc,음식의 속성,음식의 맛과 질,재료가 신선해요,203.0,891
2386,케르반레스토랑,음식,etc,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,176.0,891
2387,케르반레스토랑,음식,etc,음식의 속성,음식의 맛과 질,양이 많아요,175.0,891
2388,케르반레스토랑,음식,etc,시설 및 분위기,청결도와 위생,매장이 청결해요,120.0,891
2389,케르반레스토랑,음식,etc,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,74.0,891
2390,케르반레스토랑,음식,etc,가격 및 가치,가격과 가치,가성비가 좋아요,73.0,891
2391,케르반레스토랑,음식,etc,시설 및 분위기,분위기,특별한 날 가기 좋아요,70.0,891
2392,케르반레스토랑,음식,etc,시설 및 분위기,분위기,혼밥하기 좋아요,42.0,891
2393,케르반레스토랑,음식,etc,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,31.0,891
2394,케르반레스토랑,음식,etc,가격 및 가치,가격과 가치,메뉴 구성이 알차요,21.0,891
2395,케르반레스토랑,음식,etc,음식의 속성,음식의 맛과 질,향신료가 강하지 않아요,15.0,891
2396,케르반레스토랑,음식,etc,시설 및 분위기,시설 및 환경,뷰가 좋아요,15.0,891
2397,케르반레스토랑,음식,etc,시설 및 분위기,분위기,아늑해요,13.0,891
2398,케르반레스토랑,음식,etc,음식의 속성,음식의 맛과 질,건강한 맛이에요,9.0,891
2399,케르반레스토랑,음식,etc,시설 및 분위기,분위기,차분한 분위기에요,6.0,891
2400,케르반레스토랑,음식,etc,시설 및 분위기,분위기,컨셉이 독특해요,5.0,891
2401,케르반레스토랑,음식,etc,가격 및 가치,가격과 가치,코스요리가 알차요,4.0,891
2402,케르반레스토랑,음식,etc,시설 및 분위기,시설 및 환경,주차하기 편해요,4.0,891
2403,케르반레스토랑,음식,etc,서비스,서비스,음식이 빨리 나와요,3.0,891
2404,케르반레스토랑,음식,etc,시설 및 분위기,분위기,오래 머무르기 좋아요,3.0,891
2405,케르반레스토랑,음식,etc,시설 및 분위기,분위기,대화하기 좋아요,2.0,891
2406,케르반레스토랑,음식,etc,시설 및 분위기,시설 및 환경,좌석이 편해요,1.0,891
2407,케르반레스토랑,음식,etc,음식의 속성,음식의 맛과 질,디저트가 맛있어요,1.0,891
2408,케르반레스토랑,음식,etc,시설 및 분위기,특별한 목적,반려동물과 가기 좋아요,1.0,891
2409,케르반레스토랑,음식,etc,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,1.0,891
2410,진주집,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,4507.0,"4,730"
2411,진주집,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,1289.0,"4,730"
2412,진주집,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,1192.0,"4,730"
2413,진주집,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,957.0,"4,730"
2414,진주집,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,869.0,"4,730"
2415,진주집,음식,korean,서비스,서비스,친절해요,685.0,"4,730"
2416,진주집,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,491.0,"4,730"
2417,진주집,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,251.0,"4,730"
2418,진주집,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,199.0,"4,730"
2419,진주집,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,130.0,"4,730"
2420,진주집,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,85.0,"4,730"
2421,진주집,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,69.0,"4,730"
2422,진주집,음식,korean,서비스,서비스,음식이 빨리 나와요,65.0,"4,730"
2423,진주집,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,36.0,"4,730"
2424,진주집,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,35.0,"4,730"
2425,진주집,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,28.0,"4,730"
2426,진주집,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,27.0,"4,730"
2427,진주집,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,22.0,"4,730"
2428,진주집,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,13.0,"4,730"
2429,진주집,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,6.0,"4,730"
2430,진주집,음식,korean,음식의 속성,음식의 맛과 질,현지 맛에 가까워요,4.0,"4,730"
2431,진주집,음식,korean,음식의 속성,음식의 맛과 질,잡내가 적어요,2.0,"4,730"
2432,진주집,음식,korean,음식의 속성,음식의 맛과 질,향신료가 강하지 않아요,2.0,"4,730"
2433,진주집,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,1.0,"4,730"
2434,진주집,음식,korean,시설 및 분위기,분위기,아늑해요,1.0,"4,730"
2435,진주집,음식,korean,시설 및 분위기,특별한 목적,아이와 가기 좋아요,1.0,"4,730"
2436,진주집,음식,korean,시설 및 분위기,시설 및 환경,사진이 잘 나와요,1.0,"4,730"
2437,진주집,음식,korean,시설 및 분위기,분위기,대화하기 좋아요,1.0,"4,730"
2438,호남식당,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,455.0,501
2439,호남식당,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,184.0,501
2440,호남식당,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,173.0,501
2441,호남식당,음식,korean,서비스,서비스,친절해요,167.0,501
2442,호남식당,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,116.0,501
2443,호남식당,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,55.0,501
2444,호남식당,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,37.0,501
2445,호남식당,음식,korean,음식의 속성,음식의 맛과 질,고기 질이 좋아요,35.0,501
2446,호남식당,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,17.0,501
2447,호남식당,음식,korean,음식의 속성,음식의 맛과 질,잡내가 적어요,7.0,501
2448,호남식당,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,7.0,501
2449,호남식당,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,6.0,501
2450,호남식당,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,6.0,501
2451,호남식당,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,6.0,501
2452,호남식당,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,5.0,501
2453,호남식당,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,5.0,501
2454,호남식당,음식,korean,서비스,서비스,음식이 빨리 나와요,4.0,501
2455,호남식당,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,4.0,501
2456,호남식당,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,2.0,501
2457,호남식당,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,1.0,501
2458,호남식당,음식,korean,서비스,서비스,직접 잘 구워줘요,1.0,501
2459,서대문수빈,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,599.0,698
2460,서대문수빈,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,204.0,698
2461,서대문수빈,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,161.0,698
2462,서대문수빈,음식,korean,서비스,서비스,친절해요,146.0,698
2463,서대문수빈,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,121.0,698
2464,서대문수빈,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,109.0,698
2465,서대문수빈,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,91.0,698
2466,서대문수빈,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,88.0,698
2467,서대문수빈,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,86.0,698
2468,서대문수빈,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,84.0,698
2469,서대문수빈,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,84.0,698
2470,서대문수빈,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,63.0,698
2471,서대문수빈,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,57.0,698
2472,서대문수빈,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,22.0,698
2473,서대문수빈,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,22.0,698
2474,서대문수빈,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,21.0,698
2475,서대문수빈,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,15.0,698
2476,서대문수빈,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,10.0,698
2477,서대문수빈,음식,korean,가격 및 가치,가격과 가치,코스요리가 알차요,3.0,698
2478,서대문수빈,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,3.0,698
2479,서대문수빈,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,2.0,698
2480,서대문수빈,음식,korean,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,2.0,698
2481,여의도백리향,음식,chinese,음식의 속성,음식의 맛과 질,음식이 맛있어요,303.0,396
2482,여의도백리향,음식,chinese,시설 및 분위기,시설 및 환경,뷰가 좋아요,245.0,396
2483,여의도백리향,음식,chinese,서비스,서비스,친절해요,212.0,396
2484,여의도백리향,음식,chinese,시설 및 분위기,분위기,특별한 날 가기 좋아요,163.0,396
2485,여의도백리향,음식,chinese,음식의 속성,음식의 맛과 질,재료가 신선해요,105.0,396
2486,여의도백리향,음식,chinese,시설 및 분위기,시설 및 환경,인테리어가 멋져요,83.0,396
2487,여의도백리향,음식,chinese,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,76.0,396
2488,여의도백리향,음식,chinese,시설 및 분위기,시설 및 환경,매장이 넓어요,68.0,396
2489,여의도백리향,음식,chinese,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,57.0,396
2490,여의도백리향,음식,chinese,시설 및 분위기,시설 및 환경,주차하기 편해요,55.0,396
2491,여의도백리향,음식,chinese,시설 및 분위기,청결도와 위생,매장이 청결해요,53.0,396
2492,여의도백리향,음식,chinese,음식의 속성,음식의 맛과 질,양이 많아요,24.0,396
2493,여의도백리향,음식,chinese,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,14.0,396
2494,여의도백리향,음식,chinese,가격 및 가치,가격과 가치,가성비가 좋아요,13.0,396
2495,여의도백리향,음식,chinese,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,11.0,396
2496,여의도백리향,음식,chinese,시설 및 분위기,분위기,차분한 분위기에요,8.0,396
2497,여의도백리향,음식,chinese,가격 및 가치,가격과 가치,코스요리가 알차요,5.0,396
2498,여의도백리향,음식,chinese,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,5.0,396
2499,여의도백리향,음식,chinese,시설 및 분위기,분위기,대화하기 좋아요,5.0,396
2500,여의도백리향,음식,chinese,음식의 속성,음식의 맛과 질,건강한 맛이에요,4.0,396
2501,여의도백리향,음식,chinese,가격 및 가치,가격과 가치,메뉴 구성이 알차요,3.0,396
2502,여의도백리향,음식,chinese,시설 및 분위기,분위기,혼밥하기 좋아요,2.0,396
2503,여의도백리향,음식,chinese,시설 및 분위기,분위기,오래 머무르기 좋아요,2.0,396
2504,여의도백리향,음식,chinese,시설 및 분위기,분위기,아늑해요,1.0,396
2505,여의도백리향,음식,chinese,음식의 속성,음식의 맛과 질,디저트가 맛있어요,1.0,396
2506,여의도백리향,음식,chinese,음식의 속성,음식의 다양성,반찬이 잘 나와요,1.0,396
2507,여의도백리향,음식,chinese,음식의 속성,음식의 맛과 질,기본 안주가 좋아요,1.0,396
2508,송파구횡성한우,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,770.0,831
2509,송파구횡성한우,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,337.0,831
2510,송파구횡성한우,음식,korean,서비스,서비스,친절해요,273.0,831
2511,송파구횡성한우,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,239.0,831
2512,송파구횡성한우,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,163.0,831
2513,송파구횡성한우,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,134.0,831
2514,송파구횡성한우,음식,korean,음식의 속성,음식의 맛과 질,고기 질이 좋아요,123.0,831
2515,송파구횡성한우,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,108.0,831
2516,송파구횡성한우,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,102.0,831
2517,송파구횡성한우,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,92.0,831
2518,송파구횡성한우,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,68.0,831
2519,송파구횡성한우,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,65.0,831
2520,송파구횡성한우,음식,korean,서비스,서비스,직접 잘 구워줘요,53.0,831
2521,송파구횡성한우,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,39.0,831
2522,송파구횡성한우,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,25.0,831
2523,송파구횡성한우,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,22.0,831
2524,송파구횡성한우,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,22.0,831
2525,송파구횡성한우,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,2.0,831
2526,송파구횡성한우,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,1.0,831
2527,송파구횡성한우,음식,korean,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,1.0,831
2528,송파구횡성한우,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,1.0,831
2529,도봉구대문한정식,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,650.0,802
2530,도봉구대문한정식,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,208.0,802
2531,도봉구대문한정식,음식,korean,서비스,서비스,친절해요,200.0,802
2532,도봉구대문한정식,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,198.0,802
2533,도봉구대문한정식,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,122.0,802
2534,도봉구대문한정식,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,120.0,802
2535,도봉구대문한정식,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,99.0,802
2536,도봉구대문한정식,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,92.0,802
2537,도봉구대문한정식,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,83.0,802
2538,도봉구대문한정식,음식,korean,가격 및 가치,가격과 가치,코스요리가 알차요,72.0,802
2539,도봉구대문한정식,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,62.0,802
2540,도봉구대문한정식,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,53.0,802
2541,도봉구대문한정식,음식,korean,시설 및 분위기,분위기,차분한 분위기에요,51.0,802
2542,도봉구대문한정식,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,50.0,802
2543,도봉구대문한정식,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,47.0,802
2544,도봉구대문한정식,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,39.0,802
2545,도봉구대문한정식,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,39.0,802
2546,도봉구대문한정식,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,27.0,802
2547,도봉구대문한정식,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,16.0,802
2548,도봉구대문한정식,음식,korean,시설 및 분위기,분위기,아늑해요,14.0,802
2549,도봉구대문한정식,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,3.0,802
2550,도봉구대문한정식,음식,korean,시설 및 분위기,시설 및 환경,야외 공간이 멋져요,2.0,802
2551,도봉구대문한정식,음식,korean,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,2.0,802
2552,도봉구대문한정식,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,2.0,802
2553,도봉구대문한정식,음식,korean,시설 및 분위기,특별한 목적,아이와 가기 좋아요,1.0,802
2554,촛불1978,음식,west,시설 및 분위기,분위기,특별한 날 가기 좋아요,954.0,"1,481"
2555,촛불1978,음식,west,음식의 속성,음식의 맛과 질,음식이 맛있어요,933.0,"1,481"
2556,촛불1978,음식,west,서비스,서비스,친절해요,820.0,"1,481"
2557,촛불1978,음식,west,시설 및 분위기,시설 및 환경,인테리어가 멋져요,819.0,"1,481"
2558,촛불1978,음식,west,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,475.0,"1,481"
2559,촛불1978,음식,west,시설 및 분위기,시설 및 환경,뷰가 좋아요,360.0,"1,481"
2560,촛불1978,음식,west,시설 및 분위기,청결도와 위생,매장이 청결해요,300.0,"1,481"
2561,촛불1978,음식,west,음식의 속성,음식의 맛과 질,재료가 신선해요,237.0,"1,481"
2562,촛불1978,음식,west,시설 및 분위기,시설 및 환경,주차하기 편해요,166.0,"1,481"
2563,촛불1978,음식,west,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,138.0,"1,481"
2564,촛불1978,음식,west,시설 및 분위기,시설 및 환경,매장이 넓어요,116.0,"1,481"
2565,촛불1978,음식,west,음식의 속성,음식의 맛과 질,양이 많아요,87.0,"1,481"
2566,촛불1978,음식,west,가격 및 가치,가격과 가치,가성비가 좋아요,72.0,"1,481"
2567,촛불1978,음식,west,시설 및 분위기,분위기,아늑해요,40.0,"1,481"
2568,촛불1978,음식,west,시설 및 분위기,분위기,대화하기 좋아요,24.0,"1,481"
2569,촛불1978,음식,west,시설 및 분위기,분위기,차분한 분위기에요,23.0,"1,481"
2570,촛불1978,음식,west,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,19.0,"1,481"
2571,촛불1978,음식,west,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,18.0,"1,481"
2572,촛불1978,음식,west,가격 및 가치,가격과 가치,코스요리가 알차요,14.0,"1,481"
2573,촛불1978,음식,west,가격 및 가치,가격과 가치,메뉴 구성이 알차요,13.0,"1,481"
2574,촛불1978,음식,west,시설 및 분위기,시설 및 환경,룸이 잘 되어있어요,12.0,"1,481"
2575,촛불1978,음식,west,시설 및 분위기,시설 및 환경,야외 공간이 멋져요,8.0,"1,481"
2576,촛불1978,음식,west,시설 및 분위기,분위기,컨셉이 독특해요,7.0,"1,481"
2577,촛불1978,음식,west,음식의 속성,음식의 맛과 질,디저트가 맛있어요,6.0,"1,481"
2578,촛불1978,음식,west,음식의 속성,음식의 맛과 질,고기 질이 좋아요,6.0,"1,481"
2579,촛불1978,음식,west,시설 및 분위기,분위기,음악이 좋아요,6.0,"1,481"
2580,촛불1978,음식,west,시설 및 분위기,시설 및 환경,사진이 잘 나와요,5.0,"1,481"
2581,촛불1978,음식,west,시설 및 분위기,분위기,혼밥하기 좋아요,4.0,"1,481"
2582,촛불1978,음식,west,음식의 속성,음식의 맛과 질,음료가 맛있어요,2.0,"1,481"
2583,촛불1978,음식,west,서비스,서비스,음식이 빨리 나와요,2.0,"1,481"
2584,촛불1978,음식,west,시설 및 분위기,분위기,집중하기 좋아요,2.0,"1,481"
2585,촛불1978,음식,west,음식의 속성,음식의 맛과 질,건강한 맛이에요,2.0,"1,481"
2586,촛불1978,음식,west,음식의 속성,음식의 다양성,술이 다양해요,1.0,"1,481"
2587,촛불1978,음식,west,음식의 속성,음식의 맛과 질,커피가 맛있어요,1.0,"1,481"
2588,촛불1978,음식,west,시설 및 분위기,시설 및 환경,좌석이 편해요,1.0,"1,481"
2589,평안도족발집,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,1345.0,"1,505"
2590,평안도족발집,음식,korean,서비스,서비스,친절해요,335.0,"1,505"
2591,평안도족발집,음식,korean,음식의 속성,음식의 맛과 질,고기 질이 좋아요,277.0,"1,505"
2592,평안도족발집,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,224.0,"1,505"
2593,평안도족발집,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,195.0,"1,505"
2594,평안도족발집,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,186.0,"1,505"
2595,평안도족발집,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,150.0,"1,505"
2596,평안도족발집,음식,korean,시설 및 분위기,특별한 목적,단체모임 하기 좋아요,148.0,"1,505"
2597,평안도족발집,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,138.0,"1,505"
2598,평안도족발집,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,72.0,"1,505"
2599,평안도족발집,음식,korean,음식의 속성,음식의 맛과 질,잡내가 적어요,46.0,"1,505"
2600,평안도족발집,음식,korean,시설 및 분위기,분위기,특별한 날 가기 좋아요,41.0,"1,505"
2601,평안도족발집,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,29.0,"1,505"
2602,평안도족발집,음식,korean,서비스,서비스,음식이 빨리 나와요,25.0,"1,505"
2603,평안도족발집,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,20.0,"1,505"
2604,평안도족발집,음식,korean,음식의 속성,음식의 맛과 질,건강한 맛이에요,20.0,"1,505"
2605,평안도족발집,음식,korean,시설 및 분위기,청결도와 위생,화장실이 깨끗해요,15.0,"1,505"
2606,평안도족발집,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,11.0,"1,505"
2607,평안도족발집,음식,korean,시설 및 분위기,시설 및 환경,뷰가 좋아요,8.0,"1,505"
2608,평안도족발집,음식,korean,가격 및 가치,가격과 가치,메뉴 구성이 알차요,5.0,"1,505"
2609,평안도족발집,음식,korean,음식의 속성,음식의 다양성,반찬이 잘 나와요,4.0,"1,505"
2610,평안도족발집,음식,korean,서비스,서비스,직접 잘 구워줘요,4.0,"1,505"
2611,평안도족발집,음식,korean,가격 및 가치,가격과 가치,비싼 만큼 가치있어요,2.0,"1,505"
2612,평안도족발집,음식,korean,시설 및 분위기,분위기,아늑해요,1.0,"1,505"
2613,평안도족발집,음식,korean,서비스,서비스,포장이 깔끔해요,1.0,"1,505"
2614,청와옥 본점,음식,korean,음식의 속성,음식의 맛과 질,음식이 맛있어요,3821.0,"3,767"
2615,청와옥 본점,음식,korean,음식의 속성,음식의 맛과 질,양이 많아요,1057.0,"3,767"
2616,청와옥 본점,음식,korean,서비스,서비스,친절해요,998.0,"3,767"
2617,청와옥 본점,음식,korean,음식의 속성,음식의 다양성,특별한 메뉴가 있어요,785.0,"3,767"
2618,청와옥 본점,음식,korean,가격 및 가치,가격과 가치,가성비가 좋아요,761.0,"3,767"
2619,청와옥 본점,음식,korean,시설 및 분위기,청결도와 위생,매장이 청결해요,735.0,"3,767"
2620,청와옥 본점,음식,korean,시설 및 분위기,시설 및 환경,매장이 넓어요,733.0,"3,767"
2621,청와옥 본점,음식,korean,시설 및 분위기,시설 및 환경,인테리어가 멋져요,682.0,"3,767"
2622,청와옥 본점,음식,korean,음식의 속성,음식의 맛과 질,재료가 신선해요,613.0,"3,767"
2623,청와옥 본점,음식,korean,음식의 속성,음식의 맛과 질,고기 질이 좋아요,319.0,"3,767"
2624,청와옥 본점,음식,korean,시설 및 분위기,분위기,혼밥하기 좋아요,249.0,"3,767"
2625,청와옥 본점,음식,korean,시설 및 분위기,시설 및 환경,주차하기 편해요,202.0,"3,767"
