,Unnamed: 0,attraction,location,tag
76,1712,아모렉스관광호텔,서울 성동구,#가족과함께#남녀노소#서울숙박#서울숙소#성동구#숙박#편의시설#휴식공간#휴식여행#휴식하기좋은곳#힐링여행
77,1713,올가홀푸드 방이점,서울 송파구,#생활용품#쇼핑#유기농#친환경식품
78,1715,골목집,서울 영등포구,#건강한요리#건강한음식#보양식#영등포#영등포맛집#오리고기#오리맛집#오리백숙#오리요리전문점#오리주물럭#음식
79,1716,카페 모뜨,서울 종로구,#남녀노소#레스토랑#맛집#연인과함께#음식#종로구#카페#휴식공간#휴식여행#휴식하기좋은곳
80,1717,셀프하우스,서울 강동구,#맛집#음식
81,1718,코트야드 바이 메리어트 서울타임스퀘어,서울 영등포구,#관광호텔#서울숙소#숙박#영등포구#코트야드바이메리어트
82,1719,암사선사유적박물관,서울 강동구,#문화시설#박물관#빗살무늬토기#선사박물관#선사유적박물관#암사동박물관#암사선사유적박물관#어린이체험교실#유적견학#유적박물관#체험전시관
83,1725,삼성 빨간양념 숯불구이,서울 중구,#동그랑땡#맛집#서울맛집추천#서울중구맛집#음식
84,1726,모닥불,서울 동대문구,#건강한요리#건강한음식#남녀노소#동대문구#동대문구맛집#맛집#모닥불#샤브샤브#샤브샤브맛집#수도권#음식
85,1727,진남포면옥,서울 중구,#개성보쌈#막국수#막국수#맛집#비빔국수#서울 중구#음식#쟁반막국수#찜닭
86,1728,성북동집,서울 성북구,#만둣국담백한_맛#맛집#서울맛집#성북동집#음식#칼국수#한식
87,1729,카카오프렌즈 강남 플래그십 스토어,서울 서초구,#라이프스타일#쇼핑#카카오프렌즈#플래그십
88,1730,헬로애니멀,서울 도봉구,#관광지#도봉구동물원#동물체험#동물체험학습#서울동물원#실내동물원#아이와함께가볼만한곳#어린이동물학습#이색체험공간#헬로애니멀
89,1731,삿뽀로 목동점,서울 양천구,#삿뽀로#삿뽀로목동점#삿뽀로횟집#신정동횟집#양천구맛집#양천구맛집#음식
90,1732,롯데시티호텔 김포공항,서울 강서구,#김포공항#롯데호텔#숙박#숙박시설#숙박업소#휴식공간#휴식여행#휴식하기좋은곳
91,1733,사당시장,서울 동작구,#남성역시장#사당시장#쇼핑#재래시장#전통시장
92,1734,황토추어탕,서울 강동구,#강동구#맛집#버섯추어탕#음식#추어군만두#추어정식#추어탕
93,1735,갓잇(god eat),서울 강남구,#강남구#맛집#멕시코요리#브리또#음식#타코
94,1736,내자상회,서울 종로구,#SNS감성사진#감성사진#디저트#디저트맛집#사진찍기좋은곳#사진촬영#사진촬영명소#실내데이트#연인과함께#음식#음식점#친구와함께
95,1739,우리강산,서울 송파구,#꽃등심_코스요리#돼지갈비#돼지갈비#맛집#사골갈비탕#송파구#음식#한우구이
96,1743,방이샤브샤브칼국수 방이본점,서울 송파구,#방이동맛집#방이샤브맛집#방이샤브샤브칼국수방이본점#방이역맛집#서울칼국수맛집#음식
97,1744,해담채 삼성점,서울 강남구,#강남맛집#음식#코스요리#해담채
98,1745,자원대구탕,서울 용산구,#대구내장탕#대구탕#맛집#음식
99,1746,정감어린,서울 용산구,#LA갈비#꽃갈빗살#돼지왕갈비#맛집#음식#정성가득
100,1747,전주회관,서울 중구,#담백한_맛#맛집#불낙전골#양념갈비#외국인도_선호하는#음식#전주곱돌비빔밥#정성가득#콩나물국밥
101,1750,우정낙지,서울 노원구,#낙지데침#낙지볶음#낙지볶음#낙지초무침#노원맛집#맛집#산낙지#서울맛집추천#음식#조개탕
102,1751,낙원(메이필드호텔),서울 강서구,#가족식사_추천#낙원#맛집#서울맛집#양념갈비_정식#연중무휴#음식#한우_꽃등심#한우꽃등심#한우특선_양념_대갈비#해산물_정식
103,1753,미우미우참숯구이,서울 송파구,#맛집#생갈비#송파구#와규#와규꽃살#와규부채살#와규생갈비#와규안창살#왕갈비탕#음식#제육쌈밥
104,1754,용금옥,서울 중구,#더덕구이#맛집#모듬전#미꾸라지부침#북어구이#수도권#용금옥#음식#추어탕#추탕
105,1755,용문집,서울 성동구,#맛집#분위기_좋은가족식사_추천#언론소개_맛집#외국인도_선호하는#음식#한우갈비본살#한우꽃등심#한우살치살#한우안창살
106,1756,[백년가게]부산복집,서울 중구,#맛집#백년가게#복매운탕#복매운탕#복수육#복찜#서울시#음식#중구
107,1757,그릭조이,서울 마포구,#그리스음식#레스토랑#마포구맛집#맛집#미코노스#분위기_좋은#서울맛집추천#아테네#음식#전망_좋은#크레타#플라카
108,1758,바바인디아 강남역점,서울 서초구,#강남데이트#난#맛집#서초구맛집#음식#인도요리#인도음식#커리#탄두리_치킨
109,1759,서울리즘,서울 송파구,#롯데서울타워#루프탑카페#서울_여행지_추천#서울가볼만한곳#서울권#음식
110,1760,홍능갈비집본점,서울 동대문구,#갈비맛집#갈비맛집#동대문구맛집#동대문구맛집#음식#청량리맛집#청량리맛집#홍능갈비집#홍능갈비집본점
111,1762,곰국시집,서울 중구,#곰국시#곰국시#맛집#서울중구#수육#음식#전골국수
112,1763,까델루뽀,서울 종로구,#가족과함께#맛집#분위기_좋은#양식#양식_코스요리#양식코스#연인과함께#음식#이탈리아요리#이탈리아음식#한옥
113,1764,이강순실비집,서울 종로구,#낙지볶음#낙지철판#낙지파전#맛집#음식#조개탕
114,1765,영등포복집,서울 영등포구,#담백한_맛#맛집#복매운탕#복불고기#복샤브샤브#복수육#복어요리#복지리#분위기_좋은가족식사_추천#서울시#영등포구#음식
115,1766,상인정신,서울 종로구,#갈릭소스_가리비구이#갓_잡은_통_우럭구이#남녀노소#맛집#음식#정성가득#종로구#쫀득_가리비회#친구와함께#해물요리#해물전문점
116,1767,늘푸른식당,서울 마포구,#남녀노소#마포구#마포구맛집#막걸리#맛집#모듬전#서울여행#아현시장#음식#전#전맛집
117,1768,홍원,서울 마포구,#남녀노소#마포구#마포구맛집#맛집#음식#중식#중식당#중식맛집#중식요리#짜장면#친구와함께#탕수육
118,1769,더 킹스,서울 중구,#맛집#음식
119,1770,해안반점,서울 강동구,#강동구#강동구맛집#남녀노소#맛집#음식#중국집#중식#중식당#중식요리#중식코스요리#짜장면
120,1772,로리스 더 프라임 립,서울 서초구,#립#서초맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#프라임_립_강남_컷#프라임_립_로리_컷#프라임_립_캘리포니아
121,1776,백제삼계탕,서울 중구,#맛집#명동맛집#백제삼계탕#음식
122,1778,라 쿠치나,서울 용산구,#남산#맛집#분위기_좋은#서울맛집추천#양식_코스요리#용산구#음식#이탈리아음식
123,1779,삼수갑산,서울 관악구,#가족과함께#맛집#육회가성비_갑#음식#한우#한우갈빗살#한우구이#한우맛집#한우모듬#한우생등심#한우차돌박이
124,1780,스시겐,서울 마포구,#가성비_갑#꽃초밥#남녀노소#맛집#모둠초밥#분위기_좋은#음식#일식#일식당#초밥맛집#코스요리
125,1781,하모,서울 강남구,#가오리찜#담백한_맛#맛집#육전#음식#정성가득#진주비빔밥#진주음식#한정식#헛제사밥
126,1784,장군갈비,서울 광진구,#갈비살#고기요리#광진구#광진구맛집#맛집#생갈비#생갈비#생꽃등심#서울시#안창살#양념갈비#육류#육회#음식#한우갈비탕
127,1786,평래옥,서울 중구,#냉면#맛집#서울시#음식#중구#초계탕#초계탕#평양냉면
128,1787,장군보쌈,서울 종로구,#감자탕#굴보쌈#굴보쌈#낙지볶음#맛집#서울시#왕족발#왕족발#음식#종로구
129,1789,궁나라냉면묵밥,서울 종로구,#궁나라냉면묵밥#맛집#묵밥#묵밥#물냉면#물냉면#비빔냉면#서울맛집#왕만두#음식#음식점#한식
130,1790,모녀마약김밥,서울 종로구,#광장시장#광장시장맛집#김밥#맛집#모녀마약김밥#수도권#음식#종로맛집
131,1791,현대카드 Vinyl & Plastic,서울 용산구,#문화공간#복합문화쇼핑공간#쇼핑#쇼핑공간#실내관광지#현대
132,1792,갤러리카페 3안,서울 종로구,#갤러리카페#디저트류#맛집#에스프레소#음식#종로구#카페#카페라떼_커피_및_음료#티
133,1793,장수촌 풍천장어,서울 종로구,#가을보양식#가족식사_추천#담백한_맛#보양식#음식#장어구이#장어맛집#장어탕#풍천장어#한근_바지락_칼국수
134,1794,터치더스카이,서울 영등포구,#디너메뉴#런치메뉴#맛집#서울맛집#시저샐러드#음식#터치더스카이#한우등심스테이크#한우심_스테이크#한정식_메뉴데이트_맛집
135,1798,성북동 구포국수,서울 성북구,#국수#맛집#성북동#성북동국수#성북동맛집#음식
136,1799,잇텐고,서울 마포구,#마포구#마포구맛집#맛집#바질_라멘#음식#일식#일식당#일식맛집#차슈동#키요마사#키츠네#토마토쯔께모노
137,1800,호텔 더 디자이너스 종로점,서울 종로구,#서울숙소#숙박#종로구
138,1801,암사종합시장,서울 강동구,#강동구데이트코스#강동전통시장#쇼핑#시장데이트#암사시장#암사재래시장#암사종합시장
139,1802,감나무집기사식당,서울 마포구,#감나무집기사식당#연남동24시간집밥#연남동돼지불백#연남동백반#연남동집밥#음식
140,1803,안동국시소람,서울 종로구,#국밥#국시#맛집#모둠전#보쌈#수육#음식
141,1805,명문막국수,서울 성북구,#남녀노소#들깨칼국수&수제비#막국수맛집#맛집#메밀막국수#메밀부침&전병#명태식혜비빔막국수#성북구맛집#여름철#음식
142,1806,딜라이트 호텔 (HOTEL DELIGHT),서울 송파구,#서울숙소#송파구#숙박
143,1809,슈치쿠,서울 영등포구,#계절_생선_냄비_정식#레스토랑#맛집#생선회와_스시_오마카세_코스#서울시#슈치쿠_정식요리#슈치쿠_코스요리#영등포구#음식#일식#한우_스키야키_정식
144,1810,청수횟집,서울 강남구,#맛집#음식
145,1811,강서면옥,서울 중구,#만두전골#맛집#음식#이북식_왕만두국#평양물냉면#한우꽃등심#한우생갈비#한우석쇠불고기#함흥비빔냉면#회냉면
146,1812,진남회집,서울 동작구,#건강한요리#건강한음식#동작구#동작구맛집#맛집#소주한잔#음식#초밥#친구와함께#회#회맛집
147,1813,까사빠보,서울 중구,#민물장어덮밥#서울중구맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#함박스테이크
148,1814,커피친구,서울 종로구,#남녀노소#맛집#음식#종로구#종로구맛집#핸드드립#핸드드립커피#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
149,1816,키다리아저씨,서울 마포구,#마카롱#맛집#빵#스콘#앙버터#음식#커피#케이크#코코넛쿠키
150,1817,이화감자국,서울 은평구,#맛집#음식
151,1820,눈스퀘어,서울 중구,#쇼핑
152,1821,상락원,서울 서초구,#맛집#분위기_좋은#음식#한정식
153,1822,더플레이스다이닝,서울 용산구,#담백한_맛#더플레이스다이닝#디저트#리조또#맛집#분위기_좋은#샐러드#서울맛집#스테이크#에피타이저#연중무휴#음식#파스타#피자#한우_스테이크#한우스테이크#해산물_플레이트#해산물플레이트
154,1823,비노인빌라,서울 서초구,#맛집#봉골레#서초구#스테이크#알리오올리로#음식#파스타#페투치니
155,1824,강남목장,서울 강남구,#맛집#생갈비살#생등심#양념갈비#업진살#음식#차돌박이
156,1825,학림다방,서울 종로구,#맛집#음식
157,1826,마지,서울 종로구,#독특한메뉴#맛집#분위기좋은#비주얼맛집#서울시#서초구#연밥정식#음식#채식메뉴보유
158,1827,BK볏짚 우대갈비 장안동본점,서울 동대문구,#BK볏짚 우대갈비 장안동본점#동대문맛집#동대문맛집#비케이우대갈비#우대갈비맛집#음식#장안동볏짚직화구이
159,1829,풍류사랑,서울 종로구,#맛집#음식
160,1830,부빙,서울 종로구,#맛집#음식#카페#팥빙수
161,1832,오르시아,서울 강남구,#브랜드#쇼핑#쥬얼리#쥬얼리전시장
162,1833,장프리고,서울 중구,#과일소매#동대문#바#서울#위스키#음식#카페#칵테일#핫플
163,1834,우이시장,서울 강북구,#쇼핑#수유동우이시장#수유동재래시장#우이시장#우이시장곰보냉면
164,1836,메이징에이,서울 중구,#기스면#메이징 덕#메이징_덕#면보샤#모듬바베큐#서울중구맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#오렌지_크림새우_화자오_어향가지#음식#음식점위생등급
165,1838,다이브라이프,서울 서초구,#다이브라이프#다이빙강습#다이빙강습교육#다이빙체험#레포츠#서초구다이빙장#서초구잠수풀#스쿠버다이빙#프리다이빙
166,1839,해품장팔팔장어,서울 노원구,#공릉동맛집#공릉동맛집#공릉장어맛집#노원구장어#음식#하계동맛집#해품장팔팔장어
167,1840,은주정,서울 중구,#김치찌개#맛집#비빔쫄면#음식#저녁
168,1841,외양간,서울 마포구,#남녀노소#마포구#마포구맛집#맛집#생갈비살#소주한잔#안심#안창살#육우#육회#음식#친구와함께#한우
169,1842,레이지파머스,서울 용산구,#가볼래터#데이트코스#레이지파머스#비건음식#식물학과#양식#여행구독#음식#이색식당#친구와함께
170,1843,아이해브어드림,서울 강남구,#구운가래떡낙지떡볶이#딸기피자#레스토랑#로제쉬림프파스타#맛집#신선로파스타#연인과함께#열린문화공간#음식#이베리코육전
171,1844,가락관광호텔,서울 송파구,#관광호텔#서울숙소#송파구#송파구숙소#숙박
172,1845,레인보우호텔,서울 용산구,#서울숙소#숙박#용산구
173,1846,롯데호텔서울 설화수 스파,서울 중구,#관광지#서울여행#스파#인삼스크럽#한국적인스파#홍삼수족욕
174,1847,모모야마,서울 중구,#덮밥#도미머리정식#도미머리정식#도시락정식#도시락정식#맛집#모모야마#서울맛집#스시#연중무휴#음식
175,1848,코리아하우스,서울 강남구,#갈비안창살#꼬냑등심#꽃살#맛집#보리굴비#생갈비#서울맛집#스페셜등심#양념갈비#음식#치맛살#코리아하우스#한식
176,1849,한쿡 N서울타워,서울 용산구,#맛집#음식
177,1850,포포인츠 바이 쉐라톤 조선 서울역 더 이터리,서울 용산구,#담백한_맛뷔페#뷔페#식품의약품안전처_음식점위생등급_매우우수(2017년)#용산맛집#음식#음식점위생등급
178,1853,더 우리곱창,서울 종로구,#곱창#막창#맛집#음식#종로구
179,1854,헤이더그린,서울 강서구,#강서구카페#반려견카페#반려견카페#음식#정원카페#정원카페#힐링숲카페
180,1855,칠형제우리감자탕,서울 노원구,#감자탕#감자탕#공릉동맛집#맛집#뼈해장국#뼈해장국#서울맛집추천#음식
181,1857,오라이등심,서울 종로구,#갯장어#동그랑땡#맛집#서울맛집추천#음식#종로구
182,1858,동경,서울 종로구,#광화문돈가스#광화문우동맛집#동경#세종문화회관맛집#음식
183,1859,황금정원,서울 도봉구,#도봉구맛집#도봉구맛집#방학동맛집#방학동쌈밥#우이동맛집#음식#황금정원
184,1860,늘푸른목장 잠실본점,서울 송파구,#경주갈비살#늘푸른목장잠실본점#송파맛집#송파맛집#음식#잠실새내역맛집#잠실소고기맛집
185,1861,백제추어탕 본점,서울 강동구,#강동구맛집#강동구맛집#강동구추어탕#둔촌동추어탕#백제추어탕#백제추어탕본점#음식
186,1862,몽중헌 청담점,서울 강남구,#몽중헌청담점#서울딤섬맛집#압구정로데오거리역맛집#음식#청담동맛집#청담동맛집#청담동중식당
187,1863,충남식당,서울 동작구,#동작구#맛집#매운탕#서울시#음식
188,1864,도읍지,서울 동대문구,#도읍지#맛집#서울맛집#수도권#음식#한식
189,1866,신촌 시스터즈,서울 마포구,#게스트하우스#서울게스트하우스#서울숙소#서울여행#품질인증업소_전체보기#한국관광품질인증#한국관광품질인증_게스트하우스
190,1867,만남의광장,서울 관악구,#관광지#관악구만남의광장#관악산만남의광장#만남의광장
191,1868,서울원조아구찜,서울 종로구,#서울맛집#서울심야식당#서울원조아구찜#서울해물찜#음식#종로맛집
192,1870,프로퍼커피바2호점,서울 송파구,#대림상가빠카페#방이동카페#송파구베이커리카페추천#송파구카페#송파구카페#음식#프로퍼커피바
193,1871,우정,서울 중구,#떡볶이#떡볶이#맛집#매운닭발#서울맛집#수도권#어묵#우정#음식#해물뚝배기
194,1872,제주국수,서울 성동구,#고기국수#고기국수#맛집#멸치국수#비빔국수#서울시#성동구#영양닭곰탕#영양닭국수#음식#제주미니족발
195,1875,포포인츠 바이 쉐라톤 서울 구로,서울 구로구,#구로구#구로디지털단지#비즈니스호텔#서울숙소#숙박#포포인츠 바이 쉐라톤 서울 구로
196,1876,사동면옥,서울 종로구,#고기만두#남녀노소#냉면#만두#만둣국#맛집#손만두#손만둣국#왕만두#음식#찐만두
197,1877,두에꼬제,서울 용산구,#리조또#맛집#샐러드#음식#파스타#피자
198,1878,진원조 닭한마리,서울 종로구,#건강한요리#건강한음식#닭한마리#맛집#보양식#영양죽#음식#한식#한식맛집#한식전문점
199,1879,호남집,서울 종로구,#고등어구이#꽁치구이#맛집#삼치구이#음식#청국장
