Longitude,Latitude,attraction
127.0809212,37.5498986,서울어린이대공원
127.0435017,37.5462879,섬세이 테라리움
126.9633001,37.5890209,목인박물관 목석원
127.0905888,37.5731968,용마폭포공원
126.9789313,37.5815644,국립민속박물관&국립민속박물관 어린이박물관
126.98705,37.5761249,서울 운현궁
126.9227033,37.5177414,여의도샛강생태공원
126.8744074,37.5672573,난지한강공원
126.8085518,37.5566524,국립항공박물관
127.0400872,37.5789667,경동시장
126.983335,37.522226,용산가족공원
126.8309601,37.5305898,서서울호수공원
126.9115505,37.5105541,영등포 신길동 홍어거리
127.0330822,37.6764256,무수아취
126.8974158,37.5536841,서울함공원
127.0081957,37.5676014,헬로우 에이피엠 (Hello apm)
127.0965726,37.5109098,키자니아 서울
126.9647415,37.5297718,챔피언1250
127.0639375,37.5810807,배봉산
126.991692,37.593619,만해한용운심우장
126.9595516,37.5724281,독립문
126.9952691,37.5692296,세운상가
126.9784811,37.5374691,전쟁기념관
127.0007567,37.565294,서울 중부시장
126.9789465,37.5601693,삼익패션타운
127.0095691,37.5711397,흥인지문
127.1048272,37.5134389,롯데월드 아쿠아리움
126.9954579,37.5427635,남산 야외식물원
126.90014,37.543418,선유도공원
126.9725254,37.5667029,중명전
126.8957603,37.5430083,양화한강공원
127.0813633,37.699232,수락산
126.9750486,37.5765261,국립고궁박물관
126.9255832,37.5248505,IFC몰
126.9606084,37.471257,관악산 낙성대공원
126.9872482,37.5718987,다이나믹 메이즈 (서울 인사동점)
126.9797415,37.5650898,황궁우
126.956771,37.5738289,서대문독립공원
126.8993823,37.4910328,대림중앙시장
126.9704375,37.5701433,서울역사박물관
126.9288941,37.483225,서울 신림동 민속순대타운
126.9275108,37.5262935,더현대 서울
126.95993,37.5452339,서울 효창공원
127.1247596,37.4802483,파크하비오 워터킹덤&스파
127.0479047,37.6895404,서울창포원
126.9148848,37.5600957,전쟁과여성인권박물관
127.0151253,37.5633128,마복림할머니집
126.9400547,37.5198458,아쿠아플라넷 63
126.9835556,37.5744663,뮤직컴플렉스 서울
126.9716379,37.5716579,또순이네집
126.921775,37.4829012,우묵배미
126.9010702,37.5206127,영등포청과시장
126.918289,37.492333,보라매공원
126.96413,37.445208,관악산
127.0424726,37.4224347,청계산
126.9799127,37.5636656,호텔 카푸치노
126.8952798,37.5553018,한강시민공원 망원지구(망원한강공원)
126.9809191,37.5211823,국립한글박물관
126.9716148,37.5776587,토속촌삼계탕
126.8507064,37.5676907,허준박물관
126.9839428,37.5566538,남산공원(서울)
126.9583766,37.5994314,석파랑
127.0023412,37.5815429,마로니에공원
126.9844138,37.574875,[백년가게]선천집
127.0801255,37.6199235,경춘선숲길
127.0060938,37.5596935,종이나라박물관
126.9816875,37.5835571,청수정
127.0590008,37.513321,코엑스 아쿠아리움
127.0094984,37.5667546,어린이 감각놀이터 디키디키
127.0404047,37.5257643,피규어뮤지엄W
126.9907488,37.5699441,서울 종로 낙지볶음 골목
127.0115967,37.5782559,채석장 전망대
126.949604,37.655809,[백년가게]만석장
126.9781182,37.5657367,서울광장 스케이트장
126.9725469,37.5351292,용산초등학교 실내수영장
126.989497,37.5078864,반포 서래섬
127.027639,37.6523759,둘리뮤지엄
127.029725,37.5478269,응봉산(서울)
127.1037921,37.522188,서울책보고
126.9688662,37.5605975,서소문성지역사박물관
126.9951505,37.5947215,[백년가게]선동보리밥
127.0141946,37.5713413,승진완구
127.0181435,37.5181498,스파레이
127.0900268,37.5188863,잠실한강공원
126.9789694,37.5710184,디타워 (replace 광화문)
127.1107531,37.4932278,가락농수산물종합도매시장
126.9652321,37.5191002,이촌한강공원
127.152094,37.5362549,강동그린웨이 가족캠핑장
126.948636,37.5137049,사육신공원
126.9694305,37.5605912,서소문역사공원
127.1024887,37.6386747,태릉국제스케이트장
126.9003846,37.4917084,대림창고
126.9840173,37.5884584,삼청공원
126.9220428,37.6194408,연서시장
126.9763168,37.5667532,컨퍼런스하우스달개비 정동점
126.907666,37.515668,겟댓샷(Get That Shot)
126.9872482,37.5718987,박물관은 살아있다(인사동점)
127.0033891,37.5827931,대학로
127.0350296,37.5246752,도산공원
126.9948652,37.5117037,플로팅아일랜드
126.9826004,37.5623404,더 스팟 패뷸러스
127.0775678,37.5506423,서울상상나라
126.9928326,37.5630108,진고개
127.0608688,37.5095449,그랜드 인터컨티넨탈 서울 파르나스
126.9848263,37.5802602,북촌박물관
127.0051533,37.5558806,서울신라호텔
127.1010031,37.5517141,아차산 어울림정원
127.0981638,37.5110794,롯데월드 민속박물관
126.9987029,37.5682697,우래옥
126.9003702,37.5181681,씨랄라 워터파크
127.0084618,37.5681191,밀리오레 (동대문점)
126.936843,37.5148692,노량진수산물도매시장
126.964205,37.5859415,인왕산 더숲 초소책방
127.12195,37.5543583,광나루한강공원 암사생태공원
127.0350551,37.4712226,매헌 시민의 숲
126.9969235,37.5603727,필동면옥
127.0154918,37.6988562,도봉산
127.1303479,37.5606377,서울 암사동 유적
127.0584384,37.5423008,리얼월드 성수
127.0986991,37.511268,롯데월드 아이스링크(실내)
127.1245699,37.5583387,광나루한강공원
126.978127,37.5708965,교보문고
