,Attraction,topic_type,Topic 0,Topic 1,Topic 2,Topic 3
272,중랑장미공원,Topic 0,0.9142631888389587,0.02859587036073208,0.028848731890320778,0.028292199596762657
273,중명전,Topic 1,0.0,0.9754362106323242,0.0,0.0
274,짚풀생활사박물관,Topic 1,0.021878084167838097,0.5269169211387634,0.021593794226646423,0.4296111762523651
275,창경궁,Topic 1,0.0,0.9730352759361267,0.0,0.0
276,창경궁 홍화문,Topic 1,0.011842151172459126,0.9639098644256592,0.012673227116465569,0.01157472562044859
277,창덕궁,Topic 1,0.0,0.9729514122009277,0.0,0.0
278,창의문,Topic 2,0.016208767890930176,0.01706409640610218,0.9508902430534363,0.015836942940950394
279,채석장 전망대,Topic 1,0.013769503682851791,0.9588190317153931,0.014065446332097054,0.013346041552722454
280,천호공원,Topic 2,0.3966940641403198,0.015177265740931034,0.5727193355560303,0.015409329906105995
281,청계천,Topic 2,0.012637975625693798,0.012606160715222359,0.962490439414978,0.012265428900718689
282,청계천박물관,Topic 1,0.024016568437218666,0.9278222322463989,0.024777324870228767,0.023383887484669685
283,청량리수산시장,Topic 2,0.03346128761768341,0.0342152900993824,0.6771005392074585,0.255222886800766
284,청와대사랑채,Topic 1,0.012462497688829899,0.9629698991775513,0.012458804994821548,0.012108744122087955
285,초안산캠핑장,Topic 2,0.021139051765203476,0.022646484896540642,0.9352611899375916,0.020953256636857986
286,춘원당한의약박물관,Topic 3,0.013452794402837753,0.1548527181148529,0.013548710383474827,0.8181458115577698
287,카카오프렌즈 강남 플래그십 스토어,Topic 0,0.8723027110099792,0.04220743477344513,0.04189058020710945,0.04359927400946617
288,카카오프렌즈 홍대 플래그십 스토어,Topic 0,0.8905510902404785,0.03619275614619255,0.03587448596954346,0.03738165274262428
289,코엑스 아쿠아리움,Topic 2,0.012748492881655693,0.34233421087265015,0.6328034400939941,0.01211380772292614
290,키자니아 서울,Topic 0,0.9504559636116028,0.016883596777915955,0.016656143590807915,0.016004323959350586
291,탑골공원,Topic 2,0.01875588670372963,0.018693404272198677,0.9441546201705933,0.018396053463220596
292,태릉시장,Topic 1,0.032349977642297745,0.9022478461265564,0.031513761729002,0.03388841450214386
293,테이크어스트릿 (Take a street),Topic 1,0.01762249507009983,0.9360303282737732,0.0287820715457201,0.017565084621310234
294,테크노마트,Topic 3,0.0368180051445961,0.038645338267087936,0.03870933875441551,0.8858273029327393
295,통인가게 미술,Topic 0,0.965787947177887,0.011536573991179466,0.01148508582264185,0.011190379969775677
296,통인시장,Topic 0,0.8035524487495422,0.17706577479839325,0.0,0.0
297,파르나스몰,Topic 3,0.03174964711070061,0.031847115606069565,0.03229352459311485,0.9041097164154053
298,파리공원,Topic 2,0.016453662887215614,0.016315193846821785,0.9512150883674622,0.01601601019501686
299,파크하비오 워터킹덤&스파,Topic 2,0.011619934812188148,0.011321499943733215,0.9660360217094421,0.011022514663636684
300,평화의공원,Topic 0,0.9609430432319641,0.013037027791142464,0.013276893645524979,0.012743091210722923
301,푸른수목원,Topic 1,0.015137961134314537,0.707573652267456,0.2631895840167999,0.01409885659813881
302,풋볼 팬타지움,Topic 1,0.010092305950820446,0.9698681235313416,0.010215413756668568,0.0
303,프레젠트모먼트,Topic 0,0.9289105534553528,0.023411434143781662,0.023585185408592224,0.024092858657240868
304,프리스비 (Frisbee) 건대점,Topic 0,0.9217948317527771,0.025866897776722908,0.02581285871565342,0.026525449007749557
305,플랫폼 플레이스(한남점),Topic 1,0.02833070047199726,0.9148539304733276,0.028380122035741806,0.02843521349132061
306,피규어뮤지엄W,Topic 2,0.017711229622364044,0.017891542986035347,0.9473398923873901,0.017057377845048904
307,하모니마트 명동역점,Topic 1,0.025709141045808792,0.9224465489387512,0.025583354756236076,0.026260927319526672
308,하우스 도산,Topic 2,0.01718934439122677,0.01624371111392975,0.9502699375152588,0.016297006979584694
309,한강공원 난지캠핑장,Topic 2,0.02597208134829998,0.02729317918419838,0.9204254746437073,0.026309315115213394
310,한강시민공원 뚝섬지구,Topic 0,0.6681856513023376,0.012842299416661263,0.30630794167518616,0.01266411505639553
311,한강시민공원 망원지구(망원한강공원),Topic 0,0.8513963222503662,0.012843777425587177,0.12303917855024338,0.012720742262899876
312,한국금융사박물관,Topic 1,0.08760160952806473,0.7420952916145325,0.08591688424348831,0.0843861773610115
313,한국은행 화폐박물관,Topic 1,0.02190842106938362,0.9351158142089844,0.021890567615628242,0.021085217595100403
314,한국전통관광명품점,Topic 0,0.955711305141449,0.014931268990039825,0.014862921088933945,0.014494465664029121
315,한국천주교순교자박물관,Topic 1,0.012409886345267296,0.9633117318153381,0.012211318127810955,0.012067088857293129
316,한성백제박물관,Topic 1,0.01738143339753151,0.9480934143066406,0.017579691484570503,0.016945473849773407
317,핫트랙스 (광화문점),Topic 1,0.01981395296752453,0.940142035484314,0.020145906135439873,0.019898073747754097
318,행복한백화점,Topic 3,0.036080501973629,0.03588585555553436,0.03611122816801071,0.8919224143028259
319,허준박물관,Topic 1,0.01745070517063141,0.9483534693717957,0.017238693311810493,0.016957135871052742
320,헌인릉 생태경관보전지역(오리나무림),Topic 2,0.015205366536974907,0.015047112479805946,0.9543503522872925,0.015397193841636181
321,헬로우 에이피엠 (Hello apm),Topic 3,0.033113595098257065,0.03296476602554321,0.03281493857502937,0.9011067152023315
322,현대백화점 (압구정본점),Topic 3,0.053338997066020966,0.05549822747707367,0.050926852971315384,0.8402359485626221
323,현대시장,Topic 0,0.6855008006095886,0.02684597298502922,0.025736909359693527,0.26191627979278564
324,현대카드 Vinyl & Plastic,Topic 1,0.033204540610313416,0.8993858695030212,0.03452685475349426,0.03288274258375168
325,홍난파가옥,Topic 0,0.9533329010009766,0.01570471189916134,0.015759969130158424,0.015202430076897144
326,화곡본동시장,Topic 0,0.9212285876274109,0.025778481736779213,0.02517818659543991,0.027814727276563644
327,화랑대 철도공원,Topic 2,0.0,0.0,0.9717663526535034,0.0
328,황궁우,Topic 0,0.9668071269989014,0.011557613499462605,0.011082096956670284,0.010553169064223766
329,흥인지문,Topic 1,0.010014276951551437,0.9700799584388733,0.010100488550961018,0.0
330,AK PLAZA 홍대,Topic 1,0.032650306820869446,0.9012022614479065,0.032520342618227005,0.03362710401415825
331,IFC몰,Topic 2,0.02166588231921196,0.021978316828608513,0.9339061975479126,0.02244960330426693
332,KCDF 갤러리숍 공예정원,Topic 3,0.03269543871283531,0.03188367187976837,0.2242400199174881,0.7111809253692627
333,KT&G 상상마당 디자인스퀘어,Topic 1,0.024327540770173073,0.9271287322044373,0.02460223250091076,0.023941490799188614
334,N서울타워,Topic 1,0.0,0.7527620196342468,0.230695441365242,0.0
335,POOM아트박스 (신촌점),Topic 2,0.018700404092669487,0.01814630813896656,0.944236695766449,0.018916582688689232
