,Attraction,topic_type,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4
98,송파구횡성한우,Topic 2,0.018551290035247803,0.018549716100096703,0.925388753414154,0.019006015732884407,0.018504232168197632
99,도봉구대문한정식,Topic 4,0.03386422619223595,0.03407125174999237,0.03372500464320183,0.033933836966753006,0.8644056916236877
100,촛불1978,Topic 1,0.01449969969689846,0.9419654607772827,0.014589125290513039,0.014510555192828178,0.01443518977612257
101,평안도족발집,Topic 4,0.015624260529875755,0.0156574584543705,0.015766944736242294,0.015703728422522545,0.9372475743293762
102,청와옥 본점,Topic 0,0.9258349537849426,0.018550051376223564,0.018663788214325905,0.018501929938793182,0.018449246883392334
103,서대문구형제갈비,Topic 1,0.014440188184380531,0.9420037269592285,0.014440534636378288,0.014485938474535942,0.014629572629928589
104,송화산시도삭면,Topic 1,0.01567809283733368,0.9376676678657532,0.015619072131812572,0.015472391620278358,0.01556278858333826
105,참만나,Topic 0,0.941226601600647,0.014682292938232422,0.014690982177853584,0.014646398834884167,0.014753739349544048
106,제일콩집,Topic 3,0.011866453103721142,0.01193958055227995,0.012018858455121517,0.9522311091423035,0.011944051831960678
107,무교동 북어국집,Topic 3,0.017017532140016556,0.01702016219496727,0.017334582284092903,0.9316126704216003,0.017015041783452034
108,전민규의황제누룽지탕 노원직영점,Topic 1,0.02228633314371109,0.910636842250824,0.022282186895608902,0.022490981966257095,0.022303689271211624
109,WANGTHAI,Topic 2,0.02549763396382332,0.025408785790205002,0.8985328078269958,0.025302868336439133,0.025257881730794907
110,성수살라댕템플,Topic 2,0.020276447758078575,0.020448125898838043,0.9185929298400879,0.020270077511668205,0.020412493497133255
111,관훈동 산촌,Topic 3,0.0133882537484169,0.013473471626639366,0.013477572239935398,0.9462246298789978,0.013436086475849152
112,로씨니,Topic 3,0.012031630612909794,0.012053287588059902,0.3621126115322113,0.6017646193504333,0.012037841603159904
113,대도식당 왕십리본점,Topic 3,0.025445638224482536,0.02545931376516819,0.025458907708525658,0.8982184529304504,0.025417670607566833
114,산채향,Topic 2,0.01687253825366497,0.017040401697158813,0.9323310852050781,0.016894519329071045,0.01686149463057518
115,사간동푸드떼,Topic 4,0.015700526535511017,0.015656769275665283,0.015528474934399128,0.015495735220611095,0.9376184940338135
116,마포삼다코지,Topic 1,0.022921865805983543,0.909231960773468,0.022595316171646118,0.022358272224664688,0.02289256639778614
117,옛날집낙원아구찜,Topic 1,0.01689288578927517,0.932509183883667,0.016887584701180458,0.016789009794592857,0.016921326518058777
118,영일분식,Topic 0,0.6094526052474976,0.32861989736557007,0.020705750212073326,0.020463399589061737,0.020758410915732384
119,아재왔소,Topic 1,0.022576317191123962,0.9096968173980713,0.022499367594718933,0.02241489663720131,0.02281261421740055
120,르몽블랑,Topic 1,0.01859290339052677,0.9261675477027893,0.018366703763604164,0.018257377669215202,0.018615467473864555
121,대치동중앙해장,Topic 3,0.022363733500242233,0.022569606080651283,0.02238740772008896,0.9103116393089294,0.02236761525273323
122,고궁의 아침,Topic 1,0.29705965518951416,0.6645872592926025,0.012761231511831284,0.01280151680111885,0.012790346518158913
123,성북동돼지갈비본점,Topic 4,0.018825583159923553,0.018657885491847992,0.01842695288360119,0.018915388733148575,0.9251741766929626
124,강동황도바지락칼국수,Topic 4,0.029807500541210175,0.029064960777759552,0.029315833002328873,0.02957146055996418,0.8822402358055115
125,금왕돈까스 본점,Topic 2,0.01363113522529602,0.013654643669724464,0.9455993175506592,0.013544443994760513,0.013570470735430717
126,운산,Topic 4,0.050733741372823715,0.0515572726726532,0.05096963047981262,0.05129655450582504,0.7954427599906921
127,서초구통나무집,Topic 1,0.018782170489430428,0.5100548267364502,0.018490348011255264,0.01860087551176548,0.43407177925109863
128,설마중,Topic 1,0.015540341846644878,0.9371626973152161,0.015646575018763542,0.015741856768727303,0.015908557921648026
129,강서도일처,Topic 0,0.9184630513191223,0.020324725657701492,0.020502844825387,0.020254625007510185,0.02045470103621483
130,강남곰바위,Topic 0,0.9374704957008362,0.01566486246883869,0.015617051161825657,0.015621792525053024,0.01562582142651081
131,드럼통 참숯석쇠구이,Topic 2,0.012827574275434017,0.46126288175582886,0.49294257164001465,0.02013663575053215,0.012830291874706745
132,종로구밀림,Topic 1,0.014685405418276787,0.9418269395828247,0.014475732110440731,0.01440016832202673,0.014611764810979366
133,인사동 촌,Topic 2,0.011847193352878094,0.012115832418203354,0.9520928859710693,0.012073417194187641,0.011870699934661388
134,대호정,Topic 0,0.9184378385543823,0.020490361377596855,0.02025296725332737,0.020373918116092682,0.020444948226213455
135,아델라베일리,Topic 4,0.010147975757718086,0.010104713030159473,0.010204828344285488,0.010046146810054779,0.9594963192939758
136,삼대할먼네,Topic 4,0.025416681542992592,0.02545647881925106,0.02545352466404438,0.02526143006980419,0.8984119296073914
137,용산구기와,Topic 1,0.014354448765516281,0.8502641916275024,0.1059393435716629,0.014672179706394672,0.014769816771149635
138,을지다방,Topic 1,0.013597287237644196,0.9458532929420471,0.013545969501137733,0.013393664732575417,0.013609766028821468
139,해담채 남부터미널점,Topic 1,0.025149350985884666,0.8984284996986389,0.025525040924549103,0.025547582656145096,0.025349535048007965
140,감꽃당,Topic 4,0.293520450592041,0.013772545382380486,0.01370755210518837,0.013503638096153736,0.6654958724975586
141,국화정원,Topic 3,0.01445572730153799,0.014692237600684166,0.014735219068825245,0.9415208697319031,0.014595926739275455
142,뽐모도로,Topic 1,0.04068275913596153,0.8369239568710327,0.04072270542383194,0.041064538061618805,0.04060598462820053
143,트레스드,Topic 1,0.022420348599553108,0.9099814891815186,0.022504769265651703,0.022456301376223564,0.02263704687356949
144,수유동가문,Topic 1,0.02234218269586563,0.9100927710533142,0.022536849603056908,0.022452833130955696,0.022575369104743004
145,북한산 큰숲 제빵소,Topic 0,0.9497103691101074,0.012589693069458008,0.012558026239275932,0.012537273578345776,0.01260461937636137
146,다래함박스텍,Topic 2,0.018484359607100487,0.018453938886523247,0.9263238906860352,0.018345225602388382,0.01839255727827549
147,뱃고동,Topic 1,0.020402178168296814,0.9188674688339233,0.02020864002406597,0.020346829667687416,0.020174873992800713
148,한강파라다이스,Topic 1,0.0,0.9612569808959961,0.0,0.0,0.0
149,미가할매집,Topic 1,0.010157103650271893,0.754832923412323,0.01018819771707058,0.21449798345565796,0.010323736816644669
150,서울서둘째로잘하는집,Topic 3,0.015588244423270226,0.015733079984784126,0.0156564898788929,0.9374343752861023,0.015587794594466686
151,자인뭉티기,Topic 3,0.025289317592978477,0.02539132721722126,0.02527381293475628,0.8985028266906738,0.025542693212628365
